date,close,volume,ticker,SMA 3,SMA 5,SMA 7,SMA 14,SMA 21,SMA 42,WMA 3,WMA 5,WMA 7,WMA 14,WMA 21,WMA 42,DEMA 3,DEMA 5,DEMA 7,DEMA 14,DEMA 21,DEMA 42,KAMA 3,KAMA 5,KAMA 7,KAMA 14,KAMA 21,KAMA 42,RSI 3,RSI 5,RSI 7,RSI 14,RSI 21,RSI 42,ADX 3,ADX 5,ADX 7,ADX 14,ADX 21,ADX 42,MOM 3,MOM 5,MOM 7,MOM 14,MOM 21,MOM 42,CCI 3,CCI 5,CCI 7,CCI 14,CCI 21,CCI 42,BOP 3,BOP 5,BOP 7,BOP 14,BOP 21,BOP 42,CMO 3,CMO 5,CMO 7,CMO 14,CMO 21,CMO 42,ROCR 3,ROCR 5,ROCR 7,ROCR 14,ROCR 21,ROCR 42,Aroon Up 3,Aroon Down 3,Aroon Up 5,Aroon Down 5,Aroon Down 7,Aroon Up 7,Aroon Up 14,Aroon Down 14,Aroon Up 21,Aroon Down 21,Aroon Up 42,Aroon Down 42,DX 3,DX 5,DX 7,DX 14,DX 21,DX 42,MINUS_DI 3,MINUS_DI 5,MINUS_DI 7,MINUS_DI 14,MINUS_DI 21,MINUS_DI 42,PLUS_DI 3,PLUS_DI 5,PLUS_DI 7,PLUS_DI 14,PLUS_DI 21,PLUS_DI 42,MINUS_DM 3,MINUS_DM 5,MINUS_DM 7,MINUS_DM 14,MINUS_DM 21,MINUS_DM 42,PLUS_DM 3,PLUS_DM 5,PLUS_DM 7,PLUS_DM 14,PLUS_DM 21,PLUS_DM 42,Real Upper Band 3,Real Middle Band 3,Real Lower Band 3,Real Middle Band 5,Real Lower Band 5,Real Upper Band 5,Real Middle Band 7,Real Upper Band 7,Real Lower Band 7,Real Middle Band 14,Real Lower Band 14,Real Upper Band 14,Real Middle Band 21,Real Upper Band 21,Real Lower Band 21,Real Upper Band 42,Real Lower Band 42,Real Middle Band 42,NATR 3,NATR 5,NATR 7,NATR 14,NATR 21,NATR 42,MAMA,FAMA,MACD_Signal,MACD_Hist,MACD,SlowD,SlowK,PPO,ULTOSC,SAR,Chaikin A/D,OBV
2013-05-28,6.283,2679626.0,DIA.MC,6.174,6.2016,6.1809,6.1871,6.1105,5.8815,6.2048,6.1945,6.1893,6.1836,6.1627,6.0239,6.2416,6.2175,6.2132,6.2393,6.2426,6.1893,6.1818,6.1564,6.1423,6.1197,6.0736,5.8818,71.0967,63.929,62.1872,61.1421,60.2803,59.009,43.9256,28.3307,25.0395,18.9619,15.1551,15.6834,0.125,0.175,0.105,0.043,0.404,0.683,100.0,89.5481,115.1305,145.7883,104.2857,116.3074,0.5149,0.5149,0.5149,0.5149,0.5149,0.5149,42.1935,27.8579,24.3744,22.2841,20.5605,18.0179,1.0203,1.0287,1.017,1.0069,1.0687,1.122,100.0,33.3333,100.0,60.0,71.4286,100.0,100.0,85.7143,100.0,0.0,100.0,14.2857,47.4269,34.6136,30.7837,25.1937,21.0071,16.9538,17.5236,19.3134,19.153,18.7325,18.9345,18.7279,49.1401,39.7612,36.1895,31.3502,29.0053,26.3745,0.0912,0.1576,0.2114,0.3974,0.5994,1.1677,0.2559,0.3244,0.3994,0.6651,0.9183,1.6445,6.3321,6.174,6.0159,6.2016,6.0252,6.378,6.1809,6.3453,6.0164,6.1871,6.0532,6.321,6.1105,6.3897,5.8314,6.4295,5.3336,5.8815,2.7626,2.5969,2.5094,2.4119,2.3994,2.3628,5.1841,3.4657,0.1097,-0.0093,0.1004,49.1967,54.2155,1.8161,61.7498,5.966,30419506.3487,-117412272.0
2013-05-29,6.117,1604250.0,DIA.MC,6.1803,6.1594,6.1761,6.1781,6.12,5.8979,6.1763,6.1663,6.1733,6.1742,6.1633,6.0349,6.1552,6.1663,6.1759,6.2195,6.2329,6.1927,6.1812,6.1532,6.1421,6.1196,6.0744,5.8899,39.26,44.312,47.2837,52.635,54.3526,55.8667,35.3807,26.1197,24.0257,18.9186,15.2152,15.657,0.019,-0.211,-0.033,-0.125,0.198,0.687,-30.6633,-12.8522,-16.4967,-26.2424,30.8847,79.3993,-0.6642,-0.6642,-0.6642,-0.6642,-0.6642,-0.6642,-21.4801,-11.3761,-5.4327,5.27,8.7052,11.7334,1.0031,0.9667,0.9946,0.98,1.0335,1.1265,66.6667,0.0,80.0,40.0,57.1429,85.7143,92.8571,78.5714,95.2381,9.5238,97.619,11.9048,18.291,17.2757,17.9426,18.356,16.4163,14.5749,22.4809,22.0634,21.2099,19.843,19.6703,19.1087,32.5458,31.2785,30.4855,28.7656,27.397,25.6292,0.1178,0.1831,0.2382,0.426,0.6279,1.1969,0.1706,0.2595,0.3423,0.6176,0.8745,1.6053,6.3268,6.1803,6.0338,6.1594,6.0292,6.2896,6.1761,6.3457,6.0066,6.1781,6.0434,6.3129,6.12,6.3857,5.8542,6.4318,5.364,5.8979,2.8562,2.7126,2.6226,2.507,2.485,2.4381,5.1935,3.4743,0.1056,-0.0162,0.0894,49.1651,54.9062,1.6087,55.0852,5.97,29078640.6771,-119016522.0
2013-05-30,6.045,2575002.0,DIA.MC,6.1483,6.1368,6.1671,6.1626,6.1273,5.9134,6.1087,6.1281,6.1405,6.1565,6.1564,6.0417,6.07,6.0981,6.1197,6.1848,6.2114,6.1891,6.1748,6.1486,6.1409,6.1174,6.074,5.8948,30.4026,37.9914,42.1697,49.423,52.0228,54.5754,30.6209,22.4439,20.7551,18.1164,14.9238,15.5388,-0.096,-0.113,-0.063,-0.218,0.155,0.649,-87.1351,-74.7803,-91.6522,-129.0756,-29.0994,53.7144,-0.2663,-0.2663,-0.2663,-0.2663,-0.2663,-0.2663,-39.1948,-24.0171,-15.6606,-1.154,4.0456,9.1509,0.9844,0.9816,0.9897,0.9652,1.0263,1.1203,33.3333,100.0,60.0,20.0,42.8571,71.4286,85.7143,71.4286,90.4762,4.7619,95.2381,9.5238,21.1012,7.7407,1.1316,7.688,9.097,10.6903,33.6699,29.114,26.5261,22.7314,21.6259,20.1226,21.9364,24.9306,25.9324,26.5177,25.9542,24.9399,0.1746,0.2424,0.3002,0.4916,0.694,1.2644,0.1137,0.2076,0.2934,0.5735,0.8329,1.5671,6.3476,6.1483,5.949,6.1368,5.9775,6.2961,6.1671,6.3558,5.9785,6.1626,6.0205,6.3047,6.1273,6.3751,5.8796,6.4254,5.4014,5.9134,2.8587,2.7551,2.6741,2.5554,2.528,2.4749,5.202,3.483,0.0993,-0.0252,0.0741,51.6064,45.6976,1.3957,51.6304,5.9739,27570207.5528,-121591524.0
2013-05-31,6.069,3450115.0,DIA.MC,6.077,6.131,6.1301,6.1576,6.1367,5.9228,6.069,6.1055,6.116,6.144,6.1511,6.049,6.0605,6.0752,6.094,6.1623,6.1965,6.1876,6.142,6.1478,6.1347,6.1169,6.0739,5.8982,37.4576,41.47,44.5039,50.5072,52.732,54.9311,33.4635,22.0252,19.3746,16.9524,14.4504,15.3701,-0.214,-0.029,-0.259,-0.07,0.196,0.398,-75.0909,-92.1986,-97.1392,-143.6816,-65.8456,41.6912,0.0898,0.0898,0.0898,0.0898,0.0898,0.0898,-25.0847,-17.06,-10.9923,1.0144,5.4639,9.8623,0.9659,0.9952,0.9591,0.9886,1.0334,1.0702,0.0,100.0,40.0,100.0,100.0,57.1429,78.5714,100.0,85.7143,0.0,92.8571,7.1429,39.1489,20.3506,11.0919,1.8197,4.982,8.4539,33.8204,30.1198,27.6433,23.6067,22.2738,20.4939,14.79,19.9336,22.1232,24.4818,24.6095,24.2789,0.1734,0.251,0.3143,0.5135,0.718,1.2913,0.0758,0.1661,0.2515,0.5325,0.7932,1.5298,6.1369,6.077,6.0171,6.131,5.9645,6.2975,6.1301,6.2745,5.9858,6.1576,6.0078,6.3073,6.1367,6.3588,5.9145,6.4313,5.4144,5.9228,2.8155,2.7457,2.6762,2.56,2.5291,2.472,5.2107,3.4916,0.0921,-0.029,0.0631,43.0679,28.5998,1.0804,48.5225,6.365,28913066.6846,-118141409.0
2013-06-03,6.02,3120427.0,DIA.MC,6.0447,6.1068,6.1104,6.149,6.1419,5.9326,6.0405,6.0685,6.0884,6.1256,6.1405,6.0535,6.0235,6.0371,6.0565,6.1315,6.1745,6.1817,6.1154,6.1413,6.1294,6.1154,6.0733,5.9007,28.5839,36.2764,40.6005,48.2338,51.1124,54.046,41.1882,24.3544,19.7331,16.0808,13.7772,15.1441,-0.097,-0.121,-0.138,-0.12,0.11,0.41,-100.0,-96.9678,-124.4412,-175.5563,-131.7858,19.7387,0.0,0.0,0.0,0.0,0.0,0.0,-42.8321,-27.4472,-18.7991,-3.5324,2.2248,8.092,0.9841,0.9803,0.9776,0.9805,1.0186,1.0731,0.0,100.0,20.0,100.0,100.0,42.8571,71.4286,100.0,80.9524,0.0,90.4762,4.7619,56.6375,33.671,21.8838,4.7507,0.3122,5.878,34.7939,31.5183,29.0612,24.6871,23.0804,20.9596,9.6321,15.6397,18.6255,22.4479,23.225,23.5775,0.1826,0.2678,0.3364,0.5438,0.7508,1.3276,0.0505,0.1329,0.2156,0.4945,0.7555,1.4934,6.0847,6.0447,6.0047,6.1068,5.9193,6.2943,6.1104,6.2709,5.9499,6.149,5.9833,6.3147,6.1419,6.347,5.9368,6.4323,5.4329,5.9326,2.9056,2.8224,2.7468,2.6137,2.573,2.5051,5.2188,3.5002,0.0836,-0.0337,0.0499,33.2024,25.3099,0.7709,54.5089,6.3609,31019354.9096,-121261836.0
2013-06-04,6.045,4018381.0,DIA.MC,6.0447,6.0592,6.1029,6.1362,6.1493,5.9425,6.0407,6.0479,6.0721,6.1118,6.1317,6.0587,6.0321,6.0322,6.044,6.1126,6.1595,6.1781,6.1151,6.1181,6.1281,6.1135,6.0729,5.9037,39.5446,40.9896,43.5477,49.4832,51.9037,54.4298,28.6442,20.0064,17.0779,15.2768,13.4366,14.9997,0.0,-0.238,-0.053,-0.179,0.155,0.415,74.7253,8.301,-31.4222,-65.2543,-69.0224,45.4447,0.0526,0.0526,0.0526,0.0526,0.0526,0.0526,-20.9109,-18.0208,-12.9046,-1.0337,3.8075,8.8596,1.0,0.9621,0.9913,0.9712,1.0263,1.0737,0.0,66.6667,0.0,80.0,85.7143,28.5714,64.2857,92.8571,76.1905,0.0,88.0952,2.381,3.5561,2.6147,1.1465,4.8249,6.6261,9.0806,25.7428,26.6882,25.8558,23.2868,22.199,20.5508,27.6412,25.3282,25.2696,25.6479,25.3497,24.6558,0.1217,0.2142,0.2883,0.505,0.715,1.296,0.1307,0.2033,0.2818,0.5562,0.8165,1.5548,6.0847,6.0447,6.0047,6.0592,5.9936,6.1248,6.1029,6.2699,5.9358,6.1362,5.968,6.3044,6.1493,6.3269,5.9717,6.4342,5.4508,5.9425,2.6073,2.6555,2.6353,2.5623,2.5373,2.4838,5.227,3.5089,0.0751,-0.0341,0.041,29.1972,33.6818,0.4838,50.4992,6.3514,28128940.5061,-117243455.0
2013-06-05,5.952,10197526.0,DIA.MC,6.0057,6.0262,6.0759,6.1209,6.148,5.9555,5.9943,6.0122,6.0344,6.0872,6.1138,6.0592,5.9677,5.9797,5.9964,6.0741,6.13,6.1662,6.0765,6.0856,6.1158,6.1084,6.0722,5.9051,21.3018,30.4998,35.8317,45.1206,48.8172,52.751,33.5256,22.2517,17.9293,14.7666,12.923,14.7352,-0.117,-0.165,-0.189,-0.215,-0.028,0.549,-70.31,-103.4049,-109.6776,-156.3347,-193.9555,3.9999,-0.5474,-0.5474,-0.5474,-0.5474,-0.5474,-0.5474,-57.3964,-39.0004,-28.3366,-9.7588,-2.3656,5.502,0.9807,0.973,0.9692,0.9651,0.9953,1.1016,66.6667,33.3333,0.0,60.0,71.4286,14.2857,57.1429,85.7143,71.4286,0.0,85.7143,0.0,43.2885,31.2331,23.0379,8.1346,2.6511,3.8914,46.8177,38.9367,34.7611,28.0322,25.4447,22.2485,18.5298,20.4031,21.7436,23.8146,24.1304,24.0502,0.2201,0.3104,0.3861,0.6079,0.82,1.4041,0.0871,0.1626,0.2415,0.5164,0.7776,1.5178,6.0843,6.0057,5.9271,6.0262,5.9458,6.1066,6.0759,6.2686,5.8831,6.1209,5.9291,6.3126,6.148,6.3309,5.965,6.4175,5.4936,5.9555,2.6334,2.6785,2.6662,2.6024,2.5782,2.5246,5.2343,3.5175,0.0653,-0.0392,0.0261,30.2657,31.8053,0.1925,48.3966,6.3421,27161292.0535,-127440981.0
2013-06-06,5.903,3841616.0,DIA.MC,5.9667,5.9978,6.0216,6.1012,6.1319,5.9647,5.943,5.9711,5.9911,6.0582,6.0915,6.0567,5.911,5.9261,5.9454,6.0307,6.0956,6.1504,6.0355,6.0533,6.053,6.0998,6.0654,5.9051,15.6104,26.1007,32.3124,42.971,47.2623,51.8873,37.6598,24.4021,18.8597,14.3552,12.4642,14.4684,-0.117,-0.142,-0.38,-0.275,-0.337,0.383,-62.9921,-88.2085,-102.8325,-141.9795,-178.9568,-7.5566,-0.4071,-0.4071,-0.4071,-0.4071,-0.4071,-0.4071,-68.7792,-47.7986,-35.3752,-14.058,-5.4754,3.7745,0.9806,0.9765,0.9395,0.9555,0.946,1.0694,33.3333,100.0,0.0,100.0,100.0,0.0,50.0,100.0,66.6667,100.0,83.3333,0.0,45.9281,33.0036,24.4423,9.0061,3.2867,3.5284,34.5692,33.2131,31.2208,26.6742,24.6462,21.9129,12.8092,16.7301,18.9563,22.2666,23.0777,23.5158,0.1568,0.2583,0.341,0.5745,0.7909,1.3807,0.0581,0.1301,0.207,0.4795,0.7406,1.4817,6.0844,5.9667,5.8489,5.9978,5.8749,6.1207,6.0216,6.1554,5.8877,6.1012,5.8825,6.32,6.1319,6.3375,5.9263,6.4066,5.5228,5.9647,2.5607,2.6349,2.6431,2.606,2.5888,2.5414,5.241,3.5261,0.0543,-0.0441,0.0102,30.2942,25.3954,-0.0957,42.7216,6.333,24581921.3107,-131282597.0
2013-06-07,5.88,4053482.0,DIA.MC,5.9117,5.96,5.9877,6.0819,6.1147,5.9724,5.8997,5.9319,5.9558,6.0287,6.0686,6.0528,5.8775,5.8869,5.904,5.9902,6.0616,6.1334,5.9664,6.0026,6.0114,6.0908,6.0572,5.9046,13.1388,24.0642,30.6632,41.9605,46.5319,51.4819,46.8231,28.8386,21.2112,14.4586,12.2638,14.1402,-0.165,-0.189,-0.237,-0.27,-0.362,0.325,-100.0,-122.1316,-129.7069,-160.0501,-196.8191,-36.0922,-0.1681,-0.1681,-0.1681,-0.1681,-0.1681,-0.1681,-73.7225,-51.8716,-38.6737,-16.0791,-6.9363,2.9638,0.9727,0.9689,0.9613,0.9561,0.942,1.0585,0.0,100.0,40.0,100.0,100.0,0.0,42.8571,100.0,61.9048,100.0,80.9524,16.6667,65.1496,46.5843,35.3205,15.8023,8.2558,0.6819,43.5558,38.5395,35.1869,28.9046,26.2105,22.757,9.1913,14.0439,16.8184,21.016,22.2128,23.0695,0.1835,0.2856,0.3713,0.6124,0.8323,1.4268,0.0387,0.1041,0.1775,0.4453,0.7053,1.4464,5.9717,5.9117,5.8516,5.96,5.8318,6.0882,5.9877,6.1276,5.8478,6.0819,5.8377,6.3262,6.1147,6.3402,5.8891,6.3963,5.5485,5.9724,2.3884,2.5209,2.5635,2.5739,2.5715,2.5388,5.2473,3.5347,0.0426,-0.0468,-0.0042,25.108,18.1234,-0.7119,47.8881,6.3194,25910373.3947,-135336079.0
2013-06-10,5.945,3308284.0,DIA.MC,5.9093,5.945,5.9734,6.0703,6.0995,5.9798,5.9163,5.9269,5.9451,6.0104,6.0532,6.0515,5.9185,5.9049,5.9077,5.974,6.0433,6.1234,5.9662,5.9992,6.0073,6.0877,6.0533,5.9053,48.0243,40.4719,40.6508,45.837,48.8765,52.5549,37.2532,27.7227,21.0721,14.0858,11.8732,13.8684,-0.007,-0.075,-0.1,-0.163,-0.318,0.309,40.5263,-32.9457,-51.9406,-95.6098,-130.184,-17.3957,0.5403,0.5403,0.5403,0.5403,0.5403,0.5403,-3.9514,-19.0561,-18.6984,-8.3261,-2.247,5.1098,0.9988,0.9875,0.9835,0.9733,0.9492,1.0548,0.0,66.6667,20.0,80.0,85.7143,0.0,35.7143,92.8571,57.1429,95.2381,78.5714,14.2857,18.1135,23.2591,20.2374,9.2402,4.063,2.728,30.2163,31.8736,30.9442,27.1909,25.1781,22.3051,20.9485,19.8445,20.5276,22.591,23.212,23.5562,0.1223,0.2285,0.3182,0.5687,0.7926,1.3928,0.0848,0.1423,0.2111,0.4725,0.7307,1.471,5.9632,5.9093,5.8555,5.945,5.8317,6.0583,5.9734,6.1073,5.8395,6.0703,5.8167,6.3238,6.0995,6.3259,5.8732,6.3906,5.5689,5.9798,2.2701,2.4118,2.4712,2.5129,2.5216,2.5009,5.2543,3.5433,0.032,-0.0422,-0.0102,22.7229,24.65,-1.0245,52.6372,6.2986,27404437.1366,-132027795.0
2013-06-11,5.923,5536440.0,DIA.MC,5.916,5.9206,5.9526,6.0414,6.0892,5.9848,5.9232,5.9195,5.9325,5.9908,6.0371,6.0489,5.9189,5.9051,5.9024,5.9558,6.0235,6.1118,5.9649,5.9896,5.9979,6.0721,6.0502,5.9055,39.8906,37.082,38.463,44.7476,48.1265,52.155,30.8733,26.8299,20.9529,13.7397,11.5013,13.6032,0.02,-0.122,-0.146,-0.405,-0.216,0.213,36.1963,-10.9546,-50.5463,-87.7221,-120.5122,-24.3445,-0.3362,-0.3362,-0.3362,-0.3362,-0.3362,-0.3362,-20.2189,-25.8359,-23.0739,-10.5048,-3.747,4.31,1.0034,0.9798,0.9759,0.936,0.9648,1.0373,0.0,33.3333,0.0,60.0,71.4286,28.5714,28.5714,85.7143,52.381,90.4762,76.1905,11.9048,18.1135,23.2591,20.2374,9.2402,4.063,2.728,21.1339,26.5115,27.3456,25.6584,24.2403,21.8886,14.6518,16.506,18.1404,21.3177,22.3474,23.1163,0.0816,0.1828,0.2728,0.5281,0.7549,1.3597,0.0565,0.1138,0.1809,0.4387,0.6959,1.4359,5.97,5.916,5.862,5.9206,5.8673,5.9739,5.9526,6.064,5.8411,6.0414,5.8219,6.2608,6.0892,6.3268,5.8516,6.3874,5.5823,5.9848,2.1719,2.3283,2.4058,2.482,2.5037,2.497,5.261,3.5519,0.0223,-0.0389,-0.0166,27.5008,39.729,-1.284,50.0094,6.2787,28358995.7573,-137564235.0
2013-06-12,5.935,3386237.0,DIA.MC,5.9343,5.9172,5.9404,6.0254,6.0795,5.9904,5.9327,5.9243,5.9281,5.9766,6.0231,6.0465,5.929,5.9138,5.906,5.9446,6.0084,6.102,5.9601,5.9887,5.9942,6.0653,6.0476,5.9059,47.2064,40.4811,40.5008,45.5083,48.5784,52.3576,25.8308,22.7905,19.3584,13.1094,11.0179,13.3752,0.055,-0.017,-0.085,-0.223,-0.205,0.232,100.0,103.1746,12.4444,-52.009,-83.0582,-11.7056,0.1477,0.1477,0.1477,0.1477,0.1477,0.1477,-5.5873,-19.0378,-18.9985,-8.9834,-2.8432,4.7151,1.0094,0.9971,0.9859,0.9638,0.9666,1.0407,100.0,0.0,0.0,40.0,57.1429,14.2857,21.4286,78.5714,47.619,85.7143,73.8095,9.5238,15.7458,6.6326,9.7917,4.9162,1.3491,4.0292,15.7476,22.8641,24.7936,24.5289,23.5417,21.5755,21.6335,20.0198,20.3712,22.2301,22.915,23.3871,0.0544,0.1462,0.2338,0.4904,0.7189,1.3273,0.0747,0.1281,0.1921,0.4444,0.6998,1.4387,5.9523,5.9343,5.9163,5.9172,5.8706,5.9638,5.9404,6.0375,5.8434,6.0254,5.8098,6.241,6.0795,6.3247,5.8343,6.3836,5.5971,5.9904,1.9392,2.1554,2.2698,2.4059,2.4503,2.4679,5.2677,3.5605,0.0138,-0.0342,-0.0204,38.9346,52.4249,-1.5372,45.766,6.2596,26127157.7346,-134177998.0
2013-06-13,5.927,2636741.0,DIA.MC,5.9283,5.922,5.9236,6.0132,6.0653,5.9974,5.929,5.9276,5.9247,5.9635,6.0093,6.0436,5.927,5.9156,5.9063,5.934,5.994,6.092,5.9567,5.9868,5.9871,6.06,6.0431,5.9062,42.0844,38.7372,39.4839,45.0629,48.284,52.2066,32.0121,25.1172,20.6082,13.1815,10.86,13.0702,-0.018,0.024,-0.118,-0.171,-0.297,0.294,-80.4196,-41.9426,-67.979,-81.0753,-107.513,-40.0629,0.3545,0.3545,0.3545,0.3545,0.3545,0.3545,-15.8313,-22.5257,-21.0323,-9.8743,-3.4321,4.4132,0.997,1.0041,0.9805,0.972,0.9523,1.0522,66.6667,100.0,0.0,20.0,42.8571,0.0,14.2857,71.4286,42.8571,80.9524,71.4286,7.1429,44.3747,34.4243,28.107,14.118,7.7019,0.5655,37.9935,33.7776,31.9513,27.8864,25.7649,22.7081,14.6383,16.4776,17.9309,20.9865,22.0799,22.9664,0.1292,0.21,0.2934,0.5483,0.7777,1.3887,0.0498,0.1024,0.1647,0.4127,0.6665,1.4045,5.9383,5.9283,5.9184,5.922,5.8774,5.9666,5.9236,5.9697,5.8774,6.0132,5.7961,6.2304,6.0653,6.3098,5.8209,6.375,5.6197,5.9974,1.9132,2.0979,2.2133,2.3697,2.4251,2.4566,5.2743,3.5691,0.0063,-0.0301,-0.0238,50.2779,58.6797,-1.8297,51.6337,6.2413,28284491.28,-136814739.0
2013-06-14,6.011,2573926.0,DIA.MC,5.9577,5.9482,5.932,6.0039,6.0579,6.0071,5.9703,5.9573,5.9466,5.9632,6.0043,6.0442,5.9895,5.9644,5.9446,5.9468,5.9961,6.0902,5.9746,5.9923,5.988,6.0588,6.0425,5.9085,78.6203,60.865,53.719,50.5375,51.5234,53.6441,28.0018,20.6694,18.0838,12.4566,10.375,12.853,0.088,0.131,0.059,-0.13,-0.156,0.409,84.0449,123.6817,146.8089,-11.773,-42.8225,-4.0432,0.8053,0.8053,0.8053,0.8053,0.8053,0.8053,57.2406,21.73,7.4379,1.075,3.0469,7.2883,1.0149,1.0223,1.0099,0.9788,0.9747,1.073,100.0,66.6667,100.0,0.0,28.5714,100.0,7.1429,64.2857,38.0952,76.1905,69.0476,4.7619,19.9812,2.878,2.9374,3.0334,0.675,3.9473,25.3585,27.5241,27.9401,26.2611,24.7904,22.2863,38.0229,29.1554,26.3455,24.7148,24.458,24.118,0.0862,0.168,0.2515,0.5092,0.7407,1.3556,0.1292,0.178,0.2371,0.4792,0.7307,1.467,6.0334,5.9577,5.882,5.9482,5.8836,6.0128,5.932,6.0079,5.8561,6.0039,5.7986,6.2092,6.0579,6.299,5.8168,6.364,5.6502,6.0071,1.8843,2.0308,2.1391,2.3039,2.3669,2.4094,5.2817,3.5776,0.0011,-0.0206,-0.0195,60.5212,70.4591,-1.8315,55.2032,6.2237,29856180.6075,-134240813.0
2013-06-17,6.16,3879677.0,DIA.MC,6.0327,5.9912,5.9687,5.9951,6.057,6.024,6.0715,6.0279,6.0036,5.984,6.0136,6.0513,6.1223,6.074,6.0354,5.9946,6.0238,6.1019,6.0474,6.0404,6.0295,6.0612,6.0431,5.9198,92.0181,78.2688,68.8719,58.4476,56.5882,56.0463,38.6844,23.7589,18.8433,12.3483,10.2955,12.7546,0.225,0.215,0.257,-0.123,-0.018,0.708,100.0,153.1589,191.3094,117.0265,46.427,53.5478,0.7908,0.7908,0.7908,0.7908,0.7908,0.7908,84.0361,56.5376,37.7438,16.8951,13.1763,12.0927,1.0379,1.0362,1.0435,0.9804,0.9971,1.1299,100.0,33.3333,100.0,60.0,14.2857,100.0,0.0,57.1429,33.3333,71.4286,66.6667,2.381,60.0496,36.1168,23.3998,10.9406,8.7062,8.7177,14.6344,20.541,22.9928,24.0441,23.4239,21.6802,58.6283,43.7669,37.0405,29.9515,27.8915,25.8212,0.0574,0.1344,0.2156,0.4728,0.7054,1.3233,0.2301,0.2864,0.3473,0.589,0.8399,1.5761,6.2254,6.0327,5.84,5.9912,5.8105,6.1719,5.9687,6.1407,5.7967,5.9951,5.8322,6.1581,6.057,6.2966,5.8175,6.3388,5.7091,6.024,2.1241,2.1243,2.1742,2.2801,2.328,2.3593,5.2905,3.5862,0.0001,-0.0041,-0.004,70.3055,81.7776,-1.6099,63.2115,6.2068,32873707.163,-130361136.0
2013-06-18,6.189,3818835.0,DIA.MC,6.12,6.0444,6.0129,6.0003,6.0589,6.0386,6.1497,6.0938,6.0586,6.0098,6.0256,6.059,6.1866,6.1484,6.107,6.0407,6.0528,6.1153,6.1103,6.0998,6.0811,6.0632,6.044,5.9302,93.2525,80.3904,71.026,59.7952,57.4957,56.4958,48.2458,27.6777,20.3898,12.5136,10.3433,12.691,0.262,0.266,0.309,0.072,0.039,0.616,77.4691,103.5753,139.3519,164.4597,84.3979,79.5171,0.5556,0.5556,0.5556,0.5556,0.5556,0.5556,86.505,60.7808,42.0519,19.5904,14.9914,12.9916,1.0442,1.0449,1.0526,1.0118,1.0063,1.1105,100.0,0.0,100.0,40.0,0.0,100.0,0.0,50.0,28.5714,66.6667,64.2857,0.0,67.3685,43.3531,29.6688,14.6625,11.2978,10.0837,10.8893,17.5273,20.677,22.9146,22.7112,21.3576,55.8515,44.3554,38.122,30.7889,28.4966,26.1479,0.0383,0.1075,0.1848,0.439,0.6718,1.2918,0.1964,0.2721,0.3406,0.5899,0.8429,1.5816,6.276,6.12,5.964,6.0444,5.8232,6.2656,6.0129,6.225,5.8007,6.0003,5.8188,6.1818,6.0589,6.3019,5.816,6.3241,5.7531,6.0386,1.8941,1.9823,2.0626,2.2112,2.276,2.3269,5.2995,3.5948,0.0021,0.0083,0.0104,81.4761,92.1917,-1.4765,64.4216,5.801,34061789.163,-126542301.0
2013-06-19,6.26,3064881.0,DIA.MC,6.203,6.1094,6.0579,6.0156,6.0661,6.0499,6.2197,6.1657,6.1204,6.0445,6.0439,6.0693,6.2566,6.2254,6.1834,6.0957,6.0903,6.1341,6.1769,6.1651,6.1393,6.0754,6.0473,5.94,95.6966,84.9016,75.8078,62.9624,59.6634,57.5837,58.8088,33.5769,23.511,13.2342,10.6574,12.7012,0.249,0.325,0.315,0.215,0.152,0.475,100.0,91.5482,112.5282,174.7537,115.1832,108.5234,0.3571,0.3571,0.3571,0.3571,0.3571,0.3571,91.3933,69.8031,51.6155,25.9247,19.3267,15.1674,1.0414,1.0548,1.053,1.0356,1.0249,1.0821,100.0,0.0,100.0,20.0,42.8571,100.0,100.0,42.8571,23.8095,61.9048,61.9048,0.0,79.9349,57.1734,42.2382,22.6015,16.9403,13.1191,6.3437,13.0573,16.9575,20.9375,21.4331,20.7667,56.8875,47.9202,41.7577,33.1656,30.1757,27.0384,0.0255,0.086,0.1584,0.4077,0.6398,1.2611,0.2289,0.3157,0.39,0.6458,0.9008,1.6419,6.287,6.203,6.119,6.1094,5.8652,6.3536,6.0579,6.3209,5.7948,6.0156,5.7905,6.2408,6.0661,6.3232,5.8091,6.332,5.7679,6.0499,2.143,2.1046,2.1313,2.2216,2.2708,2.3097,5.3091,3.6033,0.0072,0.0201,0.0273,88.5945,91.8141,-1.2226,64.9173,5.8052,35010442.8059,-123477420.0
