date,close,volume,ticker,SMA 3,SMA 5,SMA 7,SMA 14,SMA 21,SMA 42,WMA 3,WMA 5,WMA 7,WMA 14,WMA 21,WMA 42,DEMA 3,DEMA 5,DEMA 7,DEMA 14,DEMA 21,DEMA 42,KAMA 3,KAMA 5,KAMA 7,KAMA 14,KAMA 21,KAMA 42,RSI 3,RSI 5,RSI 7,RSI 14,RSI 21,RSI 42,ADX 3,ADX 5,ADX 7,ADX 14,ADX 21,ADX 42,MOM 3,MOM 5,MOM 7,MOM 14,MOM 21,MOM 42,CCI 3,CCI 5,CCI 7,CCI 14,CCI 21,CCI 42,BOP 3,BOP 5,BOP 7,BOP 14,BOP 21,BOP 42,CMO 3,CMO 5,CMO 7,CMO 14,CMO 21,CMO 42,ROCR 3,ROCR 5,ROCR 7,ROCR 14,ROCR 21,ROCR 42,Aroon Down 3,Aroon Up 3,Aroon Up 5,Aroon Down 5,Aroon Up 7,Aroon Down 7,Aroon Up 14,Aroon Down 14,Aroon Up 21,Aroon Down 21,Aroon Down 42,Aroon Up 42,DX 3,DX 5,DX 7,DX 14,DX 21,DX 42,MINUS_DI 3,MINUS_DI 5,MINUS_DI 7,MINUS_DI 14,MINUS_DI 21,MINUS_DI 42,PLUS_DI 3,PLUS_DI 5,PLUS_DI 7,PLUS_DI 14,PLUS_DI 21,PLUS_DI 42,MINUS_DM 3,MINUS_DM 5,MINUS_DM 7,MINUS_DM 14,MINUS_DM 21,MINUS_DM 42,PLUS_DM 3,PLUS_DM 5,PLUS_DM 7,PLUS_DM 14,PLUS_DM 21,PLUS_DM 42,Real Middle Band 3,Real Lower Band 3,Real Upper Band 3,Real Upper Band 5,Real Lower Band 5,Real Middle Band 5,Real Middle Band 7,Real Lower Band 7,Real Upper Band 7,Real Upper Band 14,Real Lower Band 14,Real Middle Band 14,Real Upper Band 21,Real Lower Band 21,Real Middle Band 21,Real Lower Band 42,Real Middle Band 42,Real Upper Band 42,NATR 3,NATR 5,NATR 7,NATR 14,NATR 21,NATR 42,MAMA,FAMA,MACD,MACD_Hist,MACD_Signal,SlowD,SlowK,PPO,ULTOSC,SAR,Chaikin A/D,OBV
2007-05-17,1.9025,3130216.0,CPR.MI,1.92,1.9308,1.9312,1.923,1.9049,1.8928,1.9148,1.923,1.9263,1.9255,1.9181,1.8997,1.908,1.9163,1.9228,1.9301,1.9237,1.9065,1.9161,1.9211,1.9098,1.918,1.9137,1.9061,20.8052,35.6832,42.2639,48.4675,49.1678,49.5371,43.5607,24.9513,23.0896,16.9849,13.0616,9.1227,-0.04,-0.0175,-0.0225,0.015,0.055,-0.0437,-100.0,-125.1348,-136.7929,-46.0802,17.162,41.1642,-0.3429,-0.3429,-0.3429,-0.3429,-0.3429,-0.3429,-58.3897,-28.6336,-15.4721,-3.065,-1.6645,-0.9259,0.9794,0.9909,0.9883,1.0079,1.0298,0.9775,100.0,0.0,0.0,100.0,14.2857,0.0,57.1429,50.0,71.4286,9.5238,26.1905,7.1429,66.8077,32.1238,15.7305,1.3873,1.2306,1.4592,28.7088,22.579,19.9351,18.1199,18.5912,19.3133,5.7126,11.5996,14.5158,17.6241,18.1392,18.7577,0.0327,0.0457,0.0573,0.1022,0.1569,0.3269,0.0065,0.0235,0.0417,0.0994,0.1531,0.3175,1.92,1.8939,1.9461,1.9644,1.8971,1.9308,1.9312,1.8998,1.9627,1.9586,1.8875,1.923,1.965,1.8448,1.9049,1.8264,1.8928,1.9591,1.9981,2.1298,2.1565,2.1166,2.1119,2.1186,1.8848,1.6831,0.0098,0.001,0.0088,34.8149,21.3363,1.516,44.9268,1.8567,30118463.8859,322577180.0
2007-05-18,1.9112,2893624.0,CPR.MI,1.9125,1.9228,1.9264,1.9233,1.9073,1.8916,1.9104,1.9165,1.9213,1.924,1.9186,1.9005,1.9083,1.9123,1.9178,1.9269,1.9225,1.9068,1.9153,1.9188,1.9099,1.9179,1.9136,1.9061,37.5093,42.9962,46.7654,50.3878,50.3896,50.1146,51.3097,26.3858,22.0383,15.8708,12.4982,8.9403,-0.0225,-0.04,-0.0338,0.0037,0.0487,-0.0488,-59.0909,-88.0881,-109.8039,-54.7445,7.0224,40.8568,0.4583,0.4583,0.4583,0.4583,0.4583,0.4583,-24.9813,-14.0075,-6.4692,0.7757,0.7791,0.2293,0.9884,0.9795,0.9826,1.002,1.0262,0.9751,100.0,0.0,0.0,100.0,0.0,100.0,50.0,42.8571,66.6667,4.7619,23.8095,4.7619,66.8077,32.1238,15.7305,1.3873,1.2306,1.4592,20.5857,19.0525,17.7695,17.1378,17.9221,18.9689,4.0962,9.7879,12.9389,16.6688,17.4864,18.4233,0.0218,0.0366,0.0491,0.0949,0.1494,0.3192,0.0043,0.0188,0.0357,0.0923,0.1458,0.31,1.9125,1.8951,1.9299,1.9518,1.8937,1.9228,1.9264,1.8945,1.9583,1.9584,1.8882,1.9233,1.9643,1.8502,1.9073,1.8284,1.8916,1.9548,1.8492,2.01,2.0642,2.0685,2.0769,2.0961,1.885,1.6841,0.0084,-0.0003,0.0087,26.8968,23.8752,1.2988,49.514,1.8598,30841869.8859,325470804.0
2007-05-21,1.9238,2016648.0,CPR.MI,1.9125,1.919,1.927,1.9246,1.9105,1.8905,1.916,1.9168,1.9207,1.924,1.9201,1.902,1.9185,1.9174,1.92,1.9273,1.9236,1.9083,1.9153,1.9191,1.91,1.918,1.9139,1.9063,56.9618,52.617,52.8874,53.0779,52.116,50.9364,34.6774,22.1835,18.9213,15.0785,12.0299,8.7361,0.0,-0.0187,0.0038,0.0175,0.0675,-0.045,100.0,33.1921,-15.5556,-1.0642,42.8559,82.6583,-0.0588,-0.0588,-0.0588,-0.0588,-0.0588,-0.0588,13.9237,5.234,5.7747,6.1558,4.2319,1.8729,1.0,0.9903,1.002,1.0092,1.0364,0.9771,66.6667,33.3333,0.0,80.0,0.0,85.7143,42.8571,35.7143,61.9048,0.0,21.4286,2.381,1.4127,5.374,0.2197,4.7783,2.6649,0.3658,15.6151,16.619,16.227,16.419,17.4281,18.7126,15.18,14.9239,16.1559,18.0668,18.3824,18.85,0.0146,0.0293,0.0421,0.0881,0.1423,0.3116,0.0141,0.0263,0.0419,0.0969,0.1501,0.3139,1.9125,1.8951,1.9299,1.9408,1.8972,1.919,1.927,1.8954,1.9585,1.9584,1.8907,1.9246,1.9631,1.8579,1.9105,1.8312,1.8905,1.9499,1.6146,1.8314,1.9249,1.9918,2.0208,2.0607,1.8854,1.6851,0.0082,-0.0004,0.0086,26.6616,34.7734,1.1681,54.823,1.8628,30960496.2388,327487452.0
2007-05-22,1.9312,2492652.0,CPR.MI,1.9221,1.9185,1.9241,1.9237,1.9132,1.891,1.9254,1.9209,1.9217,1.9249,1.922,1.9039,1.928,1.9245,1.9248,1.9294,1.9258,1.9103,1.9224,1.9192,1.911,1.9181,1.9144,1.9065,66.3806,57.9409,56.3974,54.6662,53.1432,51.4282,34.2516,20.5422,17.934,14.7169,11.7447,8.575,0.0287,-0.0025,-0.02,-0.0125,0.0562,0.0187,71.9512,85.5856,32.2309,23.1158,52.1927,98.2596,0.4074,0.4074,0.4074,0.4074,0.4074,0.4074,32.7612,15.8818,12.7948,9.3323,6.2865,2.8565,1.0151,0.9987,0.9898,0.9936,1.03,1.0098,33.3333,100.0,0.0,60.0,0.0,71.4286,35.7143,28.5714,57.1429,52.381,19.0476,0.0,33.4002,13.9773,12.0099,10.0165,6.0395,1.9715,10.1181,13.408,14.0871,15.3771,16.7031,18.3319,20.2667,17.7652,17.9327,18.8005,18.8504,19.0693,0.0097,0.0234,0.0361,0.0818,0.1355,0.3041,0.0194,0.031,0.0459,0.1,0.1529,0.3164,1.9221,1.9056,1.9386,1.939,1.898,1.9185,1.9241,1.8989,1.9493,1.956,1.8913,1.9237,1.964,1.8623,1.9132,1.8307,1.891,1.9513,1.6548,1.809,1.8931,1.9672,2.0003,2.0454,1.8859,1.6861,0.0086,-0.0,0.0086,37.8324,54.8484,1.1998,51.3126,1.8657,31606739.3499,329980104.0
2007-05-23,1.9675,2529908.0,CPR.MI,1.9408,1.9273,1.9277,1.9268,1.9183,1.8937,1.9481,1.9373,1.9326,1.9308,1.927,1.9075,1.9584,1.9485,1.9437,1.94,1.934,1.9155,1.9424,1.9258,1.9135,1.9195,1.9176,1.9082,87.0026,74.9474,69.2963,61.4571,57.7439,53.7249,46.7277,25.6983,20.5073,15.2462,11.8633,8.5148,0.0563,0.0437,0.025,0.0437,0.1088,0.1138,100.0,153.2847,188.1837,124.9097,134.9004,159.1858,0.6207,0.6207,0.6207,0.6207,0.6207,0.6207,74.0053,49.8948,38.5927,22.9141,15.4878,7.4497,1.0294,1.0227,1.0129,1.0227,1.0585,1.0614,0.0,100.0,100.0,40.0,100.0,57.1429,28.5714,21.4286,52.381,47.619,16.6667,76.1905,71.6797,46.3224,35.9472,22.1267,14.2352,6.0431,6.2991,10.4972,11.9723,14.2584,15.9054,17.9036,38.1858,28.6149,25.4103,22.3611,21.1853,20.2066,0.0065,0.0187,0.0309,0.0759,0.1291,0.2969,0.0392,0.0511,0.0656,0.1191,0.1719,0.3351,1.9408,1.9026,1.979,1.9721,1.8824,1.9273,1.9277,1.8894,1.966,1.9663,1.8873,1.9268,1.9681,1.8686,1.9183,1.8302,1.8937,1.9572,1.7394,1.8144,1.8742,1.9337,1.9638,2.0068,1.8867,1.6871,0.0116,0.0024,0.0092,55.6415,77.3026,1.2764,56.6171,1.8686,33787694.5224,332510012.0
2007-05-24,1.95,3100820.0,CPR.MI,1.9496,1.9368,1.93,1.9309,1.9224,1.8952,1.9527,1.9448,1.9382,1.9339,1.9298,1.9101,1.9551,1.9516,1.9482,1.9441,1.938,1.9188,1.9432,1.9299,1.9143,1.9208,1.919,1.9088,60.2434,60.247,59.3994,57.0167,55.0062,52.4973,45.2985,26.8778,21.3485,15.4467,11.8601,8.4306,0.0262,0.0475,0.0162,0.0575,0.0862,0.0625,20.0,62.635,93.2752,75.5556,95.435,126.7077,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,20.4869,20.4939,18.7988,14.0333,10.0125,4.9946,1.0136,1.025,1.0084,1.0304,1.0463,1.0331,33.3333,66.6667,80.0,20.0,85.7143,42.8571,21.4286,14.2857,47.619,42.8571,14.2857,73.8095,42.4403,31.5959,26.3957,18.0529,11.7974,4.9796,9.739,11.6193,12.5316,14.3607,15.8916,17.8486,24.1007,22.3532,21.5197,20.6879,20.1427,19.7193,0.0106,0.0212,0.0327,0.0768,0.1292,0.2961,0.0261,0.0409,0.0562,0.1106,0.1637,0.3271,1.9496,1.92,1.9792,1.9765,1.897,1.9368,1.93,1.8886,1.9714,1.9671,1.8947,1.9309,1.9675,1.8774,1.9224,1.8295,1.8952,1.9609,1.8537,1.8748,1.9139,1.9582,1.9847,2.0255,1.8873,1.6881,0.0125,0.0027,0.0099,71.4478,82.1925,1.1765,56.5116,1.8714,34407858.5224,329409192.0
2007-05-25,1.9312,2324112.0,CPR.MI,1.9496,1.9408,1.9311,1.9328,1.925,1.8964,1.9435,1.943,1.9385,1.9339,1.9306,1.9118,1.939,1.9424,1.9426,1.9427,1.9381,1.9201,1.9432,1.9299,1.9145,1.921,1.9192,1.9091,40.3154,47.7131,50.4014,52.6291,52.221,51.213,36.2887,25.4148,20.9584,15.3973,11.7634,8.328,0.0,0.02,0.0075,0.0262,0.0537,0.0513,-100.0,-21.1406,21.7514,11.1111,42.5392,90.8966,0.1364,0.1364,0.1364,0.1364,0.1364,0.1364,-19.3693,-4.5738,0.8029,5.2582,4.4419,2.426,1.0,1.0105,1.0039,1.0138,1.0286,1.0273,0.0,33.3333,60.0,0.0,71.4286,28.5714,14.2857,7.1429,42.8571,38.0952,11.9048,71.4286,18.2689,19.5626,18.6174,14.755,9.8285,4.1238,12.0656,12.6581,13.1496,14.5612,15.9702,17.8542,17.4595,18.815,19.1659,19.602,19.4516,19.3901,0.012,0.022,0.0331,0.0763,0.128,0.294,0.0174,0.0327,0.0482,0.1027,0.1559,0.3193,1.9496,1.92,1.9792,1.9726,1.9089,1.9408,1.9311,1.89,1.9721,1.966,1.8996,1.9328,1.9654,1.8846,1.925,1.8299,1.8964,1.9629,1.7225,1.7992,1.8598,1.9377,1.9764,2.0304,1.8878,1.6891,0.0116,0.0014,0.0102,76.0966,68.7948,0.9768,54.4014,1.8742,33562726.886,327085080.0
2007-05-28,1.8962,1679924.0,CPR.MI,1.9258,1.9353,1.9302,1.9307,1.9254,1.8971,1.9169,1.9282,1.9298,1.929,1.928,1.9118,1.9067,1.9176,1.9235,1.9326,1.9321,1.9181,1.9223,1.9285,1.9143,1.9206,1.9191,1.909,20.9298,32.1208,37.8988,45.5784,47.5062,48.9243,40.652,25.3872,19.9434,14.3616,11.2085,8.1357,-0.0713,-0.0275,-0.0063,-0.0288,0.0088,0.03,-100.0,-121.2892,-87.4283,-105.0642,-52.8208,36.7014,-0.8158,-0.8158,-0.8158,-0.8158,-0.8158,-0.8158,-58.1404,-35.7585,-24.2024,-8.8432,-4.9877,-2.1515,0.9638,0.9857,0.9967,0.9851,1.0046,1.0161,100.0,0.0,40.0,100.0,57.1429,14.2857,7.1429,0.0,38.0952,33.3333,9.5238,69.0476,49.3787,25.2772,13.8537,0.8976,0.11,0.2493,30.0598,23.5099,20.7555,18.1818,18.2719,18.9277,10.1866,14.0227,15.7045,17.8583,18.3121,18.8336,0.0343,0.0438,0.0546,0.0971,0.1482,0.3133,0.0116,0.0262,0.0413,0.0954,0.1485,0.3117,1.9258,1.8813,1.9704,1.9827,1.8878,1.9353,1.9302,1.8865,1.9739,1.9688,1.8926,1.9307,1.9644,1.8864,1.9254,1.8313,1.8971,1.9629,2.0045,1.9669,1.9814,2.0114,2.0363,2.0782,1.8878,1.6901,0.0079,-0.0018,0.0098,62.508,36.5367,0.7924,48.6448,1.8769,31882802.886,325405156.0
2007-05-29,1.9363,1385508.0,CPR.MI,1.9212,1.9363,1.9338,1.9301,1.9268,1.8991,1.9221,1.9285,1.9313,1.9298,1.929,1.9136,1.9261,1.9264,1.9285,1.9344,1.9338,1.9199,1.9226,1.9285,1.9148,1.9207,1.9193,1.9095,56.6575,53.7244,53.3336,53.2816,52.6375,51.4637,43.5609,25.3652,19.0734,13.3999,10.68,7.9479,-0.0137,0.005,0.025,-0.0088,0.0288,0.085,2.439,-54.2169,-47.9226,-36.0598,-8.0106,61.1487,0.9688,0.9688,0.9688,0.9688,0.9688,0.9688,13.315,7.4489,6.6672,6.5632,5.2751,2.9274,0.9929,1.0026,1.0131,0.9955,1.0151,1.0459,66.6667,0.0,20.0,80.0,42.8571,0.0,0.0,50.0,33.3333,28.5714,7.1429,66.6667,49.3787,25.2772,13.8537,0.8976,0.11,0.2493,19.4862,18.4176,17.5451,16.7854,17.3454,18.4566,6.6035,10.9854,13.2753,16.4868,17.3836,18.3648,0.0229,0.0351,0.0468,0.0902,0.1411,0.3058,0.0077,0.0209,0.0354,0.0885,0.1414,0.3043,1.9212,1.8857,1.9568,1.9835,1.889,1.9363,1.9338,1.8928,1.9747,1.9675,1.8927,1.9301,1.9652,1.8884,1.9268,1.8339,1.8991,1.9644,2.0189,1.9671,1.9676,1.9813,2.0007,2.0376,1.8883,1.6911,0.0081,-0.0013,0.0094,45.0721,29.8847,0.6034,54.6214,1.8796,33181716.636,326790664.0
2007-05-30,1.9338,1161768.0,CPR.MI,1.9221,1.9295,1.9352,1.9311,1.9281,1.9008,1.9283,1.9277,1.9313,1.9303,1.9296,1.9152,1.9316,1.9301,1.9307,1.9352,1.9347,1.9214,1.9227,1.9288,1.915,1.9208,1.9194,1.9099,54.355,52.421,52.3843,52.7788,52.302,51.3004,45.5002,25.3476,18.3278,12.5068,10.1766,7.7646,0.0025,-0.0337,0.01,0.0138,0.0275,0.0713,78.2609,-1.7921,-23.8956,-2.1638,11.2721,70.9354,-0.1765,-0.1765,-0.1765,-0.1765,-0.1765,-0.1765,8.71,4.842,4.7685,5.5575,4.604,2.6008,1.0013,0.9828,1.0052,1.0072,1.0144,1.0383,33.3333,0.0,0.0,60.0,28.5714,71.4286,64.2857,42.8571,28.5714,23.8095,4.7619,64.2857,49.3787,25.2772,13.8537,0.8976,0.11,0.2493,15.3216,16.1632,16.0528,16.0995,16.8824,18.2172,5.1922,9.6407,12.1462,15.813,16.9195,18.1266,0.0152,0.0281,0.0401,0.0837,0.1344,0.2985,0.0052,0.0167,0.0303,0.0822,0.1347,0.2971,1.9221,1.8855,1.9587,1.9652,1.8938,1.9295,1.9352,1.8951,1.9753,1.9681,1.8941,1.9311,1.9655,1.8907,1.9281,1.8358,1.9008,1.9659,1.7139,1.7955,1.8457,1.9207,1.9602,2.0178,1.8888,1.6921,0.008,-0.0011,0.0092,34.2274,36.2609,0.4143,57.593,1.8822,33933448.8713,325628896.0
2007-05-31,1.9463,2120324.0,CPR.MI,1.9387,1.9288,1.9373,1.9307,1.9282,1.9026,1.9404,1.9333,1.9341,1.9323,1.9313,1.9173,1.9429,1.939,1.9376,1.9388,1.9377,1.9239,1.9315,1.929,1.9155,1.921,1.9196,1.9105,65.0175,58.6856,56.8634,55.0623,53.8465,52.0792,33.3695,20.4165,15.7889,11.9366,9.8543,7.6092,0.05,-0.0037,0.015,-0.005,0.0025,0.075,100.0,88.4503,18.0041,50.6846,48.8114,87.1031,0.8571,0.8571,0.8571,0.8571,0.8571,0.8571,30.0349,17.3713,13.7267,10.1246,7.693,4.1585,1.0264,0.9981,1.0078,0.9974,1.0013,1.0401,0.0,100.0,0.0,40.0,14.2857,57.1429,57.1429,35.7143,23.8095,19.0476,2.381,61.9048,9.1082,0.692,0.5558,4.5241,3.4081,1.237,10.9753,13.5938,14.2999,15.2693,16.3174,17.9231,13.175,13.407,14.4597,16.7164,17.4688,18.3721,0.0102,0.0224,0.0344,0.0777,0.128,0.2914,0.0122,0.0221,0.0348,0.0851,0.137,0.2987,1.9387,1.9279,1.9496,1.9628,1.8947,1.9288,1.9373,1.8967,1.978,1.967,1.8944,1.9307,1.9658,1.8906,1.9282,1.8368,1.9026,1.9684,1.5849,1.6969,1.7645,1.8684,1.9191,1.9892,1.8893,1.6931,0.0089,-0.0002,0.0091,44.4714,67.2687,0.3028,59.7596,1.8847,36053772.8713,327749220.0
2007-06-01,1.9312,1312804.0,CPR.MI,1.9371,1.9288,1.9321,1.9299,1.9286,1.9047,1.9367,1.9341,1.9325,1.9324,1.9316,1.9186,1.9353,1.9355,1.9355,1.938,1.9376,1.9248,1.9315,1.929,1.9162,1.9211,1.9196,1.9109,45.7717,49.0067,50.2462,51.8236,51.7357,51.0751,34.2361,19.1973,14.9681,11.6779,9.6585,7.4827,-0.005,0.0,-0.0363,-0.0112,0.0075,0.0887,37.8378,72.0339,37.0147,48.4496,39.1234,80.8422,-0.6818,-0.6818,-0.6818,-0.6818,-0.6818,-0.6818,-8.4566,-1.9866,0.4924,3.6473,3.4714,2.1503,0.9974,1.0,0.9816,0.9942,1.0039,1.0482,0.0,100.0,100.0,20.0,0.0,42.8571,50.0,28.5714,19.0476,14.2857,0.0,59.5238,35.9692,14.3206,10.0433,8.314,5.7423,2.2969,7.5914,11.2516,12.6161,14.4299,15.738,17.6179,16.1202,15.0128,15.4332,17.0469,17.6556,18.4463,0.0068,0.018,0.0295,0.0722,0.1219,0.2845,0.0144,0.024,0.036,0.0853,0.1367,0.2979,1.9371,1.924,1.9502,1.9628,1.8947,1.9288,1.9321,1.8998,1.9645,1.9656,1.8942,1.9299,1.9661,1.891,1.9286,1.8411,1.9047,1.9684,1.5394,1.6529,1.7276,1.8501,1.9097,1.9908,1.8898,1.6941,0.0082,-0.0007,0.0089,57.82,69.9303,0.2276,53.6897,1.8873,35337697.9622,326436416.0
2007-06-04,1.9387,1302752.0,CPR.MI,1.9387,1.9373,1.9305,1.9303,1.9308,1.9063,1.9375,1.9374,1.9342,1.9335,1.9325,1.9202,1.938,1.9376,1.9373,1.9391,1.9388,1.9263,1.9317,1.9305,1.9166,1.9212,1.92,1.9113,55.6236,53.7719,53.4089,53.3026,52.709,51.5536,34.8138,18.222,14.2646,11.4376,9.472,7.3592,0.005,0.0425,-0.0112,0.005,0.0462,0.065,100.0,71.2788,76.1686,58.0577,45.4292,83.3877,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,11.2472,7.5438,6.8178,6.6052,5.4179,3.1071,1.0026,1.0224,0.9942,1.0026,1.0244,1.0347,0.0,66.6667,80.0,0.0,0.0,28.5714,42.8571,21.4286,14.2857,9.5238,26.1905,57.1429,35.9692,14.3206,10.0433,8.314,5.7423,2.2969,5.5074,9.5659,11.3414,13.7632,15.2722,17.37,11.6949,12.7637,13.8738,16.2593,17.1329,18.1867,0.0045,0.0144,0.0253,0.067,0.1161,0.2777,0.0096,0.0192,0.0309,0.0792,0.1302,0.2908,1.9387,1.9265,1.951,1.9475,1.927,1.9373,1.9305,1.9009,1.9601,1.9662,1.8943,1.9303,1.9649,1.8966,1.9308,1.8426,1.9063,1.97,1.4092,1.5493,1.6409,1.7942,1.867,1.9636,1.8903,1.6951,0.0082,-0.0006,0.0088,71.3158,76.7485,0.2818,52.9018,1.8897,35337697.9622,327739168.0
2007-06-05,1.955,1901268.0,CPR.MI,1.9417,1.941,1.9339,1.9325,1.9332,1.9077,1.9456,1.9433,1.9403,1.9368,1.9347,1.9225,1.9511,1.9477,1.9455,1.9439,1.9426,1.9293,1.9326,1.9323,1.9177,1.9218,1.9207,1.9119,72.098,63.1086,59.8589,56.424,54.7833,52.5827,47.3817,22.8881,16.311,11.7666,9.5215,7.29,0.0088,0.0188,0.0238,0.0313,0.05,0.06,100.0,163.3554,129.3478,109.3333,100.7288,107.4463,0.6364,0.6364,0.6364,0.6364,0.6364,0.6364,44.196,26.2173,19.7178,12.8481,9.5666,5.1654,1.0045,1.0097,1.0123,1.0162,1.0262,1.0317,0.0,100.0,100.0,0.0,100.0,14.2857,35.7143,14.2857,9.5238,4.7619,23.8095,54.7619,72.5175,41.5526,28.5896,16.044,10.5107,4.4491,3.6635,7.7842,9.9132,12.9742,14.7132,17.0692,22.9973,18.8525,17.8508,17.9329,18.1694,18.6588,0.003,0.0115,0.0216,0.0622,0.1106,0.2711,0.0189,0.0278,0.039,0.086,0.1365,0.2964,1.9417,1.9218,1.9615,1.9583,1.9237,1.941,1.9339,1.8997,1.9682,1.9704,1.8946,1.9325,1.9667,1.8996,1.9332,1.8424,1.9077,1.973,1.4005,1.5105,1.5957,1.7527,1.8303,1.9344,1.8909,1.696,0.0094,0.0005,0.0089,73.4492,73.6687,0.3758,56.1785,1.8921,36201910.6895,329640436.0
2007-06-06,1.9075,2222952.0,CPR.MI,1.9337,1.9358,1.9355,1.9329,1.9323,1.9084,1.9285,1.9322,1.9337,1.9335,1.9324,1.9225,1.9197,1.9266,1.9299,1.936,1.9376,1.9276,1.9309,1.9311,1.9176,1.9217,1.9206,1.9119,27.4371,36.3117,40.6619,46.6153,48.2831,49.438,50.2177,26.2676,18.161,11.7354,9.3726,7.1877,-0.0237,-0.0263,0.0112,0.005,-0.0175,0.0275,-100.0,-150.289,-89.1204,-47.3588,-51.7299,41.3718,-0.6308,-0.6308,-0.6308,-0.6308,-0.6308,-0.6308,-45.1258,-27.3766,-18.6761,-6.7694,-3.4337,-1.124,0.9877,0.9864,1.0059,1.0026,0.9909,1.0146,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,4.7619,0.0,21.4286,52.381,55.8896,39.7854,29.2611,11.3289,6.3946,2.9933,32.7226,25.9292,22.7455,19.042,18.5463,18.8239,9.2592,11.1694,12.4476,15.1665,16.3169,17.7297,0.0445,0.0517,0.0611,0.1003,0.1478,0.3072,0.0126,0.0223,0.0334,0.0799,0.13,0.2893,1.9337,1.8943,1.9732,1.9681,1.9034,1.9358,1.9355,1.9082,1.9629,1.9697,1.896,1.9329,1.9675,1.8971,1.9323,1.8437,1.9084,1.9731,2.3768,2.0904,2.0103,1.9723,1.9894,2.0367,1.8911,1.697,0.0064,-0.002,0.0084,69.833,59.0818,0.3031,54.1322,2.01,34799740.9664,327417484.0
2007-06-07,1.895,1505708.0,CPR.MI,1.9192,1.9255,1.9296,1.9317,1.9299,1.9086,1.9092,1.9186,1.9236,1.9285,1.929,1.9219,1.8994,1.9082,1.9143,1.9264,1.931,1.925,1.9248,1.926,1.9158,1.9215,1.9201,1.9118,22.0463,31.8614,37.0172,44.4266,46.7504,48.6536,55.1673,30.7122,20.8576,12.0636,9.3931,7.1268,-0.0437,-0.0513,-0.0413,-0.0162,-0.05,0.01,-92.6136,-135.4167,-174.6261,-167.1958,-160.0,-11.1726,-0.0488,-0.0488,-0.0488,-0.0488,-0.0488,-0.0488,-55.9073,-36.2772,-25.9656,-11.1468,-6.4992,-2.6928,0.9774,0.9737,0.9787,0.9915,0.9743,1.0053,100.0,66.6667,80.0,100.0,85.7143,100.0,92.8571,100.0,0.0,100.0,19.0476,50.0,65.0666,48.4907,37.0369,16.33,9.8034,4.6312,27.9522,24.3687,22.1565,19.0866,18.6074,18.8453,5.9156,8.4532,10.18,13.728,15.2848,17.1771,0.0397,0.0514,0.0623,0.1031,0.1508,0.3098,0.0084,0.0178,0.0286,0.0742,0.1238,0.2824,1.9192,1.8675,1.9709,1.9687,1.8823,1.9255,1.9296,1.8903,1.969,1.972,1.8913,1.9317,1.968,1.8919,1.9299,1.8442,1.9086,1.973,2.4965,2.2242,2.1209,2.0366,2.0359,2.0658,1.8911,1.698,0.003,-0.0043,0.0073,57.1328,38.648,0.244,45.5917,2.0088,34028524.6737,325911776.0
2007-06-08,1.9,2747568.0,CPR.MI,1.9008,1.9193,1.9248,1.93,1.929,1.909,1.8996,1.9101,1.9162,1.9242,1.9263,1.9215,1.897,1.9013,1.9065,1.9198,1.9262,1.923,1.9166,1.924,1.9149,1.9212,1.9199,1.9117,30.2669,35.7958,39.546,45.5283,47.451,48.9853,62.9419,37.0028,25.005,13.0157,9.7178,7.1433,-0.055,-0.0313,-0.0338,-0.0238,-0.02,0.015,-83.7209,-104.1308,-137.5339,-187.6652,-191.7751,-42.085,0.3,0.3,0.3,0.3,0.3,0.3,-39.4662,-28.4085,-20.9081,-8.9433,-5.098,-2.0295,0.9719,0.9838,0.9825,0.9877,0.9896,1.008,100.0,33.3333,60.0,100.0,71.4286,100.0,85.7143,100.0,90.4762,100.0,16.6667,47.619,78.4911,62.1652,49.8895,25.3931,16.2113,7.82,32.1177,27.9441,25.2209,20.9818,19.9092,19.4845,3.8703,6.5196,8.4317,12.4839,14.3546,16.6581,0.0464,0.0611,0.0734,0.1158,0.1636,0.3225,0.0056,0.0143,0.0245,0.0689,0.1179,0.2757,1.9008,1.8906,1.9111,1.9662,1.8723,1.9193,1.9248,1.8807,1.969,1.9734,1.8866,1.93,1.969,1.889,1.929,1.8449,1.909,1.973,2.5371,2.301,2.189,2.0742,2.0592,2.0739,1.8912,1.6989,0.0007,-0.0053,0.006,39.8953,21.956,-0.0004,47.8661,2.0063,35402308.6737,328659344.0
