date,close,volume,ticker,SMA 3,SMA 5,SMA 7,SMA 14,SMA 21,SMA 42,WMA 3,WMA 5,WMA 7,WMA 14,WMA 21,WMA 42,DEMA 3,DEMA 5,DEMA 7,DEMA 14,DEMA 21,DEMA 42,KAMA 3,KAMA 5,KAMA 7,KAMA 14,KAMA 21,KAMA 42,RSI 3,RSI 5,RSI 7,RSI 14,RSI 21,RSI 42,ADX 3,ADX 5,ADX 7,ADX 14,ADX 21,ADX 42,MOM 3,MOM 5,MOM 7,MOM 14,MOM 21,MOM 42,CCI 3,CCI 5,CCI 7,CCI 14,CCI 21,CCI 42,BOP 3,BOP 5,BOP 7,BOP 14,BOP 21,BOP 42,CMO 3,CMO 5,CMO 7,CMO 14,CMO 21,CMO 42,ROCR 3,ROCR 5,ROCR 7,ROCR 14,ROCR 21,ROCR 42,Aroon Down 3,Aroon Up 3,Aroon Up 5,Aroon Down 5,Aroon Up 7,Aroon Down 7,Aroon Up 14,Aroon Down 14,Aroon Up 21,Aroon Down 21,Aroon Down 42,Aroon Up 42,DX 3,DX 5,DX 7,DX 14,DX 21,DX 42,MINUS_DI 3,MINUS_DI 5,MINUS_DI 7,MINUS_DI 14,MINUS_DI 21,MINUS_DI 42,PLUS_DI 3,PLUS_DI 5,PLUS_DI 7,PLUS_DI 14,PLUS_DI 21,PLUS_DI 42,MINUS_DM 3,MINUS_DM 5,MINUS_DM 7,MINUS_DM 14,MINUS_DM 21,MINUS_DM 42,PLUS_DM 3,PLUS_DM 5,PLUS_DM 7,PLUS_DM 14,PLUS_DM 21,PLUS_DM 42,Real Middle Band 3,Real Lower Band 3,Real Upper Band 3,Real Upper Band 5,Real Lower Band 5,Real Middle Band 5,Real Middle Band 7,Real Lower Band 7,Real Upper Band 7,Real Upper Band 14,Real Lower Band 14,Real Middle Band 14,Real Upper Band 21,Real Lower Band 21,Real Middle Band 21,Real Lower Band 42,Real Middle Band 42,Real Upper Band 42,NATR 3,NATR 5,NATR 7,NATR 14,NATR 21,NATR 42,MAMA,FAMA,MACD,MACD_Hist,MACD_Signal,SlowD,SlowK,PPO,ULTOSC,SAR,Chaikin A/D,OBV
2013-11-14,3.105,6711266.0,CPR.MI,3.1658,3.175,3.1754,3.1877,3.1931,3.2154,3.1513,3.1657,3.1696,3.1802,3.1845,3.2022,3.1295,3.1461,3.1546,3.1664,3.1785,3.2234,3.1572,3.1933,3.198,3.1987,3.1722,3.1572,14.6332,23.7083,29.2783,38.6634,43.4013,48.9765,51.7606,32.8429,23.1169,11.6697,9.0212,6.7479,-0.1,-0.0575,-0.085,-0.035,-0.1275,-0.2125,-100.0,-131.0116,-178.8631,-239.4126,-214.6396,-214.995,-0.5714,-0.5714,-0.5714,-0.5714,-0.5714,-0.5714,-70.7337,-52.5833,-41.4434,-22.6732,-13.1973,-2.047,0.9688,0.9818,0.9734,0.9889,0.9606,0.9359,100.0,100.0,100.0,100.0,100.0,100.0,14.2857,100.0,23.8095,100.0,100.0,0.0,82.6742,66.2422,54.6469,33.4136,23.1645,10.4023,50.2307,39.1214,33.3283,26.4264,24.4085,22.415,4.7641,7.9441,9.7741,13.1894,15.2271,18.191,0.157,0.1691,0.1849,0.2598,0.3443,0.601,0.0149,0.0343,0.0542,0.1297,0.2148,0.4878,3.1658,3.0796,3.2521,3.2484,3.1016,3.175,3.1754,3.1116,3.2391,3.2494,3.126,3.1877,3.2618,3.1244,3.1931,3.1379,3.2154,3.2928,3.3551,2.7843,2.552,2.2619,2.1635,2.0561,3.0377,2.8177,-0.0105,-0.0062,-0.0043,57.3016,52.6455,-0.4494,44.0152,3.3,249265255.9089,349460826.0
2013-11-15,3.075,2263630.0,CPR.MI,3.1267,3.1555,3.1589,3.1813,3.186,3.212,3.1058,3.1323,3.1446,3.1652,3.1737,3.1957,3.0834,3.1027,3.1168,3.1417,3.1596,3.2117,3.1277,3.1748,3.1796,3.1941,3.168,3.1556,10.7504,19.3507,25.1882,35.818,41.2873,47.8325,62.0651,39.5228,27.6212,13.2228,9.6947,6.8349,-0.1175,-0.0975,-0.115,-0.09,-0.15,-0.14,-84.1202,-114.9261,-157.1977,-261.1579,-265.2734,-281.9196,-0.6667,-0.6667,-0.6667,-0.6667,-0.6667,-0.6667,-78.4992,-61.2986,-49.6237,-28.3641,-17.4254,-4.335,0.9632,0.9693,0.9639,0.9716,0.9535,0.9565,66.6667,66.6667,80.0,80.0,85.7143,85.7143,7.1429,92.8571,19.0476,95.2381,97.619,0.0,82.6742,66.2422,54.6469,33.4136,23.1645,10.4023,42.1406,35.0654,30.7419,25.3173,23.7028,22.0776,3.9968,7.1205,9.0156,12.6358,14.7869,17.9172,0.1047,0.1353,0.1585,0.2413,0.3279,0.5867,0.0099,0.0275,0.0465,0.1204,0.2046,0.4762,3.1267,3.0201,3.2332,3.2644,3.0466,3.1555,3.1589,3.0661,3.2518,3.2657,3.0968,3.1813,3.2695,3.1024,3.186,3.1235,3.212,3.3005,2.6922,2.5094,2.3946,2.2137,2.1425,2.0577,3.0381,2.8188,-0.0181,-0.0111,-0.007,52.2928,40.5291,-0.5492,42.3318,3.2973,248208895.2422,347197196.0
2013-11-18,3.105,3798934.0,CPR.MI,3.095,3.1355,3.1507,3.1709,3.1799,3.2099,3.095,3.1155,3.1311,3.155,3.1664,3.1907,3.0923,3.097,3.106,3.1295,3.1486,3.2036,3.1235,3.1632,3.1759,3.1859,3.1659,3.1549,36.1595,34.4183,35.6723,40.5313,44.144,49.0516,71.4151,46.9349,33.0798,15.3603,10.7087,7.0318,-0.095,-0.1,-0.0575,-0.145,-0.1275,-0.0875,-60.5263,-81.0093,-104.5347,-185.046,-220.498,-259.7108,0.2927,0.2927,0.2927,0.2927,0.2927,0.2927,-27.6809,-31.1634,-28.6553,-18.9375,-11.712,-1.8969,0.9703,0.9688,0.9818,0.9554,0.9606,0.9726,100.0,33.3333,60.0,100.0,71.4286,100.0,0.0,100.0,14.2857,100.0,100.0,23.8095,90.1149,76.5832,65.8319,43.147,30.9887,15.1069,47.4772,40.3087,35.5167,28.5124,26.0409,23.3706,2.4686,5.3454,7.3179,11.3241,13.7196,17.2362,0.1273,0.1657,0.1933,0.2815,0.3698,0.6303,0.0066,0.022,0.0398,0.1118,0.1948,0.4648,3.095,3.0667,3.1233,3.2372,3.0338,3.1355,3.1507,3.0507,3.2507,3.2546,3.0872,3.1709,3.2674,3.0923,3.1799,3.1158,3.2099,3.3041,2.8778,2.6483,2.5043,2.2715,2.178,2.0679,3.0388,2.8199,-0.0215,-0.0115,-0.0099,42.0669,33.0261,-0.7097,50.2468,3.2946,251637201.5349,350996130.0
2013-11-19,3.05,2267286.0,CPR.MI,3.0767,3.107,3.1332,3.1607,3.1719,3.2055,3.0725,3.087,3.1059,3.1389,3.1546,3.1832,3.0564,3.0648,3.0758,3.1062,3.1295,3.191,3.1143,3.1393,3.1608,3.1735,3.1608,3.1522,20.2811,24.0999,27.4456,35.3988,40.3635,46.9893,77.6484,52.8645,37.7587,17.345,11.6744,7.2241,-0.055,-0.1425,-0.1225,-0.1425,-0.1675,-0.185,-100.0,-66.8757,-82.3529,-147.1251,-190.001,-244.2804,-0.85,-0.85,-0.85,-0.85,-0.85,-0.85,-59.4378,-51.8001,-45.1087,-29.2024,-19.2731,-6.0213,0.9823,0.9554,0.9614,0.9554,0.9479,0.9428,66.6667,0.0,40.0,80.0,57.1429,85.7143,7.1429,92.8571,9.5238,95.2381,97.619,21.4286,90.1149,76.5832,65.8319,43.147,30.9887,15.1069,36.3043,34.5341,31.7713,26.8989,25.0233,22.8924,1.8877,4.5796,6.5462,10.6833,13.1835,16.8835,0.0848,0.1326,0.1657,0.2614,0.3522,0.6152,0.0044,0.0176,0.0341,0.1038,0.1856,0.4538,3.0767,3.0317,3.1216,3.2087,3.0053,3.107,3.1332,3.0136,3.2528,3.2638,3.0576,3.1607,3.2737,3.0701,3.1719,3.0999,3.2055,3.3112,2.5542,2.5175,2.4429,2.2761,2.1976,2.098,3.0389,2.821,-0.0283,-0.0147,-0.0136,33.5899,27.2145,-0.8933,45.7861,3.2889,249369915.5349,348728844.0
2013-11-20,3.0475,1459000.0,CPR.MI,3.0675,3.0765,3.1107,3.1491,3.1618,3.2001,3.0579,3.0672,3.0845,3.1238,3.1433,3.1759,3.044,3.0474,3.0562,3.087,3.1127,3.179,3.11,3.1167,3.1355,3.1584,3.1531,3.1485,19.6915,23.6963,27.114,35.1807,40.1992,46.8975,82.4673,58.1281,42.1622,19.36,12.6877,7.4404,-0.0275,-0.1525,-0.1575,-0.1625,-0.2125,-0.2275,-100.0,-96.9697,-78.3444,-128.1198,-177.1865,-241.0479,-0.5294,-0.5294,-0.5294,-0.5294,-0.5294,-0.5294,-60.6169,-52.6074,-45.7719,-29.6386,-19.6017,-6.205,0.9911,0.9523,0.9509,0.9494,0.9348,0.9305,33.3333,33.3333,20.0,60.0,42.8571,71.4286,0.0,85.7143,4.7619,90.4762,95.2381,19.0476,92.105,79.1825,68.583,45.5548,32.9523,16.3099,36.0878,34.6265,32.0771,27.2764,25.3389,23.0901,1.4831,4.0229,5.9779,10.2028,12.7784,16.6143,0.0716,0.1211,0.157,0.2578,0.3504,0.6156,0.0029,0.0141,0.0293,0.0964,0.1767,0.4429,3.0675,3.0144,3.1206,3.1269,3.0261,3.0765,3.1107,2.9944,3.227,3.2634,3.0348,3.1491,3.2686,3.0549,3.1618,3.0862,3.2001,3.314,2.1691,2.2946,2.2948,2.2149,2.161,2.083,3.039,2.8221,-0.0334,-0.0159,-0.0176,28.6824,25.8065,-1.081,44.2065,3.2833,248769150.829,347269844.0
2013-11-21,3.03,2672154.0,CPR.MI,3.0425,3.0615,3.0875,3.1377,3.1548,3.1942,3.0392,3.0517,3.0643,3.1079,3.1313,3.168,3.0286,3.03,3.0369,3.0676,3.0952,3.1662,3.0745,3.1029,3.1116,3.1433,3.1473,3.1439,15.0866,20.6675,24.679,33.6194,39.0313,46.2496,86.3655,62.9191,46.3799,21.4275,13.7602,7.6848,-0.075,-0.075,-0.1625,-0.16,-0.1475,-0.2475,-100.0,-130.0448,-93.5644,-123.1481,-170.2997,-246.725,-0.3077,-0.3077,-0.3077,-0.3077,-0.3077,-0.3077,-69.8268,-58.665,-50.642,-32.7612,-21.9373,-7.5009,0.9758,0.9758,0.9491,0.9498,0.9536,0.9245,0.0,0.0,0.0,40.0,28.5714,57.1429,64.2857,78.5714,0.0,85.7143,92.8571,16.6667,94.1619,82.0829,71.686,48.3056,35.2106,17.7036,39.5919,36.6272,33.642,28.2254,26.0254,23.4694,1.1905,3.6042,5.5481,9.8384,12.4707,16.4094,0.0652,0.1144,0.1521,0.2568,0.3513,0.6184,0.002,0.0113,0.0251,0.0895,0.1683,0.4324,3.0425,3.0247,3.0603,3.1136,3.0094,3.0615,3.0875,2.9813,3.1937,3.2646,3.0107,3.1377,3.2751,3.0344,3.1548,3.0717,3.1942,3.3168,1.8119,2.0608,2.1316,2.1452,2.1211,2.0706,3.0389,2.8232,-0.0385,-0.0168,-0.0218,24.0553,19.145,-1.2587,44.1212,3.2777,248152499.9059,344597690.0
2013-11-22,3.0075,1310038.0,CPR.MI,3.0283,3.048,3.06,3.1238,3.1468,3.1878,3.0217,3.0337,3.0443,3.0905,3.1179,3.1593,3.0083,3.0098,3.0158,3.0467,3.0763,3.1523,3.0447,3.0889,3.083,3.122,3.1399,3.1381,10.3974,17.1455,21.7491,31.6732,37.5583,45.423,89.3195,67.0762,50.2449,23.4587,14.8428,7.9422,-0.0425,-0.0675,-0.1925,-0.195,-0.1675,-0.27,-94.3662,-112.9944,-125.5236,-118.7085,-157.5362,-242.3559,-0.4444,-0.4444,-0.4444,-0.4444,-0.4444,-0.4444,-79.2053,-65.7091,-56.5018,-36.6537,-24.8833,-9.154,0.9861,0.978,0.9398,0.9391,0.9472,0.9176,100.0,0.0,20.0,100.0,14.2857,100.0,57.1429,100.0,14.2857,100.0,100.0,14.2857,95.2276,83.7045,73.4352,49.8644,36.494,18.4981,40.4172,37.2732,34.2348,28.646,26.3423,23.6513,0.988,3.3063,5.2437,9.5832,12.2561,16.2671,0.0535,0.1015,0.1404,0.2485,0.3445,0.6137,0.0013,0.009,0.0215,0.0831,0.1603,0.4221,3.0283,2.9956,3.0611,3.1126,2.9834,3.048,3.06,2.9916,3.1284,3.2615,2.986,3.1238,3.282,3.0116,3.1468,3.0555,3.1878,3.3201,1.4664,1.8106,1.9476,2.0603,2.0708,2.0543,3.0386,2.8243,-0.0439,-0.0177,-0.0262,19.3344,13.0518,-1.4786,42.1188,3.2723,246842461.9059,343287652.0
2013-11-25,3.03,1015898.0,CPR.MI,3.0225,3.033,3.0493,3.1123,3.1415,3.1832,3.0225,3.0277,3.0368,3.078,3.1073,3.1519,3.0199,3.013,3.0132,3.036,3.064,3.1413,3.0439,3.0774,3.0778,3.1121,3.1365,3.1349,38.8892,31.6955,31.2688,35.683,39.9383,46.4042,72.3423,65.0713,51.1405,24.8477,15.6771,8.1523,-0.0175,-0.075,-0.075,-0.16,-0.11,-0.195,42.5,-36.2022,-62.7036,-86.8687,-117.9026,-196.1568,-0.4545,-0.4545,-0.4545,-0.4545,-0.4545,-0.4545,-22.2216,-36.609,-37.4624,-28.6341,-20.1234,-7.1916,0.9943,0.9758,0.9758,0.9498,0.965,0.9395,66.6667,0.0,0.0,80.0,0.0,85.7143,50.0,92.8571,9.5238,95.2381,97.619,11.9048,38.3877,57.0519,56.5142,42.9035,32.3644,16.766,28.3598,31.7986,30.934,27.3718,25.5724,23.3062,12.6262,8.6958,8.5947,10.9363,13.067,16.6133,0.0356,0.0812,0.1203,0.2308,0.3281,0.5991,0.0159,0.0222,0.0334,0.0922,0.1677,0.4271,3.0225,3.0013,3.0437,3.0636,3.0024,3.033,3.0493,2.9895,3.1091,3.2527,2.9719,3.1123,3.2856,2.9975,3.1415,3.0429,3.1832,3.3234,1.3829,1.6852,1.8338,1.9873,2.0165,2.0199,3.0385,2.8253,-0.0457,-0.0156,-0.0301,15.874,15.4252,-1.5855,45.3609,3.267,246750107.5423,344303550.0
2013-11-26,3.0125,1754896.0,CPR.MI,3.0167,3.0255,3.0404,3.0996,3.1343,3.1788,3.0175,3.0208,3.0276,3.0647,3.0955,3.144,3.0122,3.0066,3.0052,3.0234,3.0505,3.1296,3.0422,3.07,3.0723,3.1003,3.1305,3.1316,28.366,27.0733,28.1602,34.0111,38.7327,45.7489,67.2669,64.786,52.543,26.3316,16.5709,8.3867,-0.0175,-0.0375,-0.0625,-0.1775,-0.1525,-0.185,-45.9459,-80.8679,-83.8111,-89.5456,-115.1851,-191.8525,-0.5833,-0.5833,-0.5833,-0.5833,-0.5833,-0.5833,-43.2679,-45.8535,-43.6797,-31.9778,-22.5347,-8.5022,0.9942,0.9877,0.9797,0.9444,0.9518,0.9421,100.0,0.0,0.0,100.0,14.2857,100.0,42.8571,100.0,4.7619,100.0,100.0,9.5238,57.116,63.645,60.9581,45.6235,34.4469,17.9939,34.0645,34.1296,32.5081,28.207,26.1577,23.6216,9.2977,7.5822,7.8851,10.5326,12.7539,16.4171,0.0388,0.0799,0.1181,0.2293,0.3275,0.5998,0.0106,0.0178,0.0287,0.0856,0.1597,0.4169,3.0167,2.9974,3.036,3.054,2.997,3.0255,3.0404,2.9799,3.1008,3.2418,2.9575,3.0996,3.2879,2.9806,3.1343,3.0293,3.1788,3.3282,1.2592,1.5552,1.7232,1.9272,1.9791,2.007,3.0382,2.8264,-0.0481,-0.0144,-0.0337,13.6765,12.5526,-1.7628,45.9419,3.2618,246165142.209,342548654.0
2013-11-27,3.01,1528884.0,CPR.MI,3.0175,3.018,3.0268,3.0888,3.1229,3.1741,3.0142,3.0157,3.02,3.0528,3.0842,3.1362,3.0084,3.003,3.0,3.0132,3.0386,3.1184,3.0419,3.0631,3.0584,3.091,3.1156,3.128,26.8114,26.3861,27.7012,33.7677,38.5581,45.6545,63.8832,64.5578,53.7452,27.7096,17.4221,8.6154,0.0025,-0.0375,-0.095,-0.1525,-0.24,-0.195,-54.0541,-57.9096,-75.9098,-81.6299,-103.26,-174.3006,-0.6667,-0.6667,-0.6667,-0.6667,-0.6667,-0.6667,-46.3772,-47.2278,-44.5977,-32.4646,-22.8839,-8.691,1.0008,0.9877,0.9694,0.9518,0.9262,0.9392,100.0,33.3333,0.0,100.0,0.0,100.0,35.7143,100.0,0.0,100.0,100.0,7.1429,57.116,63.645,60.9581,45.6235,34.4469,17.9939,24.4116,29.4199,29.6521,27.1287,25.5157,23.3392,6.663,6.5359,7.1924,10.13,12.4409,16.2208,0.0258,0.064,0.1013,0.2129,0.3119,0.5856,0.0071,0.0142,0.0246,0.0795,0.1521,0.407,3.0175,2.9997,3.0353,3.0378,2.9982,3.018,3.0268,2.9943,3.0593,3.2333,2.9442,3.0888,3.2761,2.9696,3.1229,3.0163,3.1741,3.3319,1.1724,1.4445,1.6206,1.8622,1.9339,1.9846,3.0379,2.8275,-0.0496,-0.0127,-0.0369,15.2645,17.8157,-1.9799,33.8195,3.2541,245400700.209,341019770.0
2013-11-28,2.9575,4518648.0,CPR.MI,2.9933,3.0035,3.0136,3.0734,3.1117,3.1676,2.9842,2.9955,3.0027,3.0353,3.0692,3.1261,2.9685,2.9731,2.9748,2.9924,3.0195,3.1032,3.0044,3.043,3.0361,3.0709,3.0965,3.1204,9.834,15.8357,19.7959,29.0638,35.072,43.715,71.2382,67.418,56.4178,29.5414,18.5214,8.9254,-0.0725,-0.0725,-0.0925,-0.215,-0.235,-0.275,-100.0,-166.6667,-176.8267,-112.6299,-122.3872,-192.3902,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-80.332,-68.3286,-60.4081,-41.8723,-29.8559,-12.57,0.9761,0.9761,0.9697,0.9322,0.9264,0.9149,100.0,0.0,0.0,100.0,0.0,100.0,28.5714,100.0,4.7619,100.0,100.0,4.7619,85.948,78.8585,72.4531,53.3547,40.5056,21.6336,48.5868,41.5552,37.6335,30.8683,27.9983,24.599,3.6717,4.9119,6.0114,9.3891,11.8553,15.8487,0.0622,0.0962,0.1318,0.2427,0.342,0.6166,0.0047,0.0114,0.0211,0.0738,0.1448,0.3973,2.9933,2.9426,3.0441,3.0521,2.9549,3.0035,3.0136,2.9607,3.0664,3.2246,2.9222,3.0734,3.2768,2.9465,3.1117,2.9976,3.1676,3.3375,1.4435,1.565,1.6915,1.8988,1.967,2.018,3.0371,2.8285,-0.0544,-0.014,-0.0404,13.3586,9.7076,-2.341,32.0084,3.2465,240882052.209,336501122.0
2013-11-29,2.965,3648764.0,CPR.MI,2.9775,2.995,3.0018,3.0563,3.1,3.1608,2.97,2.9827,2.9905,3.0208,3.0559,3.1167,2.9614,2.9622,2.9628,2.978,3.0044,3.0897,2.9936,3.0353,3.024,3.0495,3.079,3.1131,20.6068,21.4447,23.4374,30.5522,35.9408,44.0628,76.1414,69.7061,58.7085,31.2424,19.5682,9.2279,-0.0475,-0.0425,-0.0825,-0.24,-0.245,-0.2825,-60.6061,-91.9881,-126.5742,-111.4373,-114.9392,-178.6643,0.2308,0.2308,0.2308,0.2308,0.2308,0.2308,-58.7864,-57.1107,-53.1251,-38.8957,-28.1185,-11.8745,0.9842,0.9859,0.9729,0.9251,0.9237,0.913,100.0,33.3333,20.0,100.0,0.0,100.0,21.4286,100.0,0.0,100.0,100.0,2.381,85.948,78.8585,72.4531,53.3547,40.5056,21.6336,35.1919,35.3497,33.9568,29.5527,27.2374,24.2766,2.6594,4.1784,5.4241,8.9889,11.5332,15.6409,0.0415,0.0769,0.113,0.2254,0.3258,0.6019,0.0031,0.0091,0.018,0.0685,0.1379,0.3878,2.9775,2.9311,3.0239,3.052,2.938,2.995,3.0018,2.9477,3.0559,3.198,2.9145,3.0563,3.2702,2.9298,3.1,2.982,3.1608,3.3397,1.3253,1.468,1.6028,1.837,1.9208,1.9911,3.0364,2.8295,-0.0569,-0.0132,-0.0437,11.8812,8.1203,-2.7162,30.6627,3.235,238917333.132,340149886.0
2013-12-02,2.9225,3284288.0,CPR.MI,2.9483,2.9735,2.9864,3.037,3.0873,3.1529,2.9425,2.9585,2.9707,3.003,3.0397,3.1056,2.9287,2.934,2.9376,2.9564,2.9843,3.0734,2.9698,2.9957,3.0033,3.0219,3.0565,3.1023,10.2239,14.5678,18.0265,27.0843,33.2905,42.5371,81.9423,72.962,61.6071,33.2006,20.7733,9.5885,-0.0875,-0.1075,-0.1075,-0.27,-0.2675,-0.3325,-100.0,-107.4977,-125.2104,-133.6349,-124.5432,-182.2697,-0.963,-0.963,-0.963,-0.963,-0.963,-0.963,-79.5523,-70.8643,-63.9469,-45.8314,-33.4191,-14.9257,0.9709,0.9645,0.9645,0.9154,0.9161,0.8978,100.0,0.0,0.0,100.0,0.0,100.0,14.2857,100.0,42.8571,100.0,100.0,0.0,93.544,85.9856,78.9989,58.657,44.8745,24.3732,42.8895,39.96,37.3822,31.4934,28.6145,25.0247,1.4307,3.0111,4.3859,8.2066,10.888,15.2166,0.0627,0.0965,0.1318,0.2443,0.3452,0.6226,0.0021,0.0073,0.0155,0.0636,0.1314,0.3786,2.9483,2.9113,2.9854,3.0415,2.9055,2.9735,2.9864,2.9149,3.058,3.1727,2.9013,3.037,3.2683,2.9062,3.0873,2.9624,3.1529,3.3435,1.6663,1.6534,1.7238,1.8956,1.9659,2.0269,3.0353,2.8306,-0.0616,-0.0144,-0.0473,6.895,2.8571,-2.9436,25.4787,3.2239,235633045.132,336865598.0
2013-12-03,2.86,2942424.0,CPR.MI,2.9158,2.943,2.9654,3.0127,3.071,3.1427,2.8983,2.9207,2.9391,2.9794,3.0191,3.092,2.8721,2.8855,2.8951,2.924,2.9563,3.0525,2.9321,2.9447,2.9686,2.9799,3.02,3.0827,4.8421,9.1652,12.9121,22.9574,29.8874,40.4284,87.0824,76.7702,65.0851,35.5486,22.2387,10.0488,-0.0975,-0.1525,-0.1475,-0.34,-0.3425,-0.43,-100.0,-140.8046,-164.4181,-197.5694,-159.7657,-208.467,-0.7,-0.7,-0.7,-0.7,-0.7,-0.7,-90.3158,-81.6697,-74.1758,-54.0851,-40.2253,-19.1432,0.967,0.9494,0.951,0.8937,0.8931,0.8693,100.0,0.0,20.0,100.0,14.2857,100.0,7.1429,100.0,38.0952,100.0,100.0,30.9524,97.3627,92.0031,85.953,66.0734,51.5461,28.9188,60.4846,52.0851,46.5173,36.3829,31.9671,26.7714,0.8083,2.1693,3.514,7.4326,10.2209,14.7608,0.1043,0.1397,0.1755,0.2893,0.3913,0.6703,0.0014,0.0058,0.0133,0.0591,0.1251,0.3696,2.9158,2.8296,3.0021,3.043,2.843,2.943,2.9654,2.8548,3.0759,3.1446,2.8807,3.0127,3.2685,2.8734,3.071,2.9371,3.1427,3.3483,2.0092,1.8761,1.8844,1.9859,2.0381,2.0843,3.0335,2.8316,-0.0696,-0.0179,-0.0517,4.6115,2.8571,-3.1544,22.486,3.2088,232690621.132,333923174.0
2013-12-04,2.875,5021474.0,CPR.MI,2.8858,2.916,2.9432,2.9963,3.056,3.1343,2.8779,2.898,2.9165,2.961,3.0013,3.0795,2.8661,2.8695,2.8756,2.9022,2.9349,3.0345,2.9169,2.9262,2.9422,2.9606,2.9968,3.0695,20.0019,18.2595,19.3213,25.8766,31.6481,41.1457,90.8632,80.2802,68.5217,38.0392,23.8375,10.5737,-0.09,-0.135,-0.155,-0.23,-0.315,-0.3525,-77.2727,-103.3534,-129.9953,-179.844,-162.5767,-204.8281,0.4333,0.4333,0.4333,0.4333,0.4333,0.4333,-59.9963,-63.4809,-61.3575,-48.2468,-36.7037,-17.7086,0.9696,0.9551,0.9488,0.9259,0.9013,0.8908,100.0,33.3333,0.0,100.0,0.0,100.0,0.0,100.0,33.3333,100.0,100.0,28.5714,98.4248,94.3201,89.1411,70.4168,55.8135,32.0963,61.6095,54.9978,49.6832,38.868,33.863,27.8599,0.4891,1.6076,2.8524,6.7472,9.6031,14.3213,0.117,0.1593,0.1979,0.3161,0.4202,0.7018,0.0009,0.0047,0.0114,0.0549,0.1192,0.3608,2.8858,2.8326,2.9391,3.0008,2.8312,2.916,2.9432,2.8312,3.0552,3.1352,2.8573,2.9963,3.2627,2.8492,3.056,2.9149,3.1343,3.3537,2.2021,2.0148,1.9795,2.0208,2.0552,2.0862,3.0319,2.8326,-0.0739,-0.0177,-0.0562,5.3341,10.2881,-3.323,29.44,3.1879,236038270.4654,338944648.0
2013-12-05,2.875,3500792.0,CPR.MI,2.87,2.8995,2.9236,2.982,3.041,3.1252,2.8725,2.8843,2.8995,2.9449,2.9848,3.0674,2.8669,2.8629,2.8646,2.8854,2.9168,3.0177,2.909,2.9156,2.9241,2.9463,2.9773,3.0552,20.0019,18.2595,19.3213,25.8766,31.6481,41.1457,75.1174,75.8535,67.596,39.3768,24.9507,10.9978,-0.0475,-0.0825,-0.1375,-0.2,-0.315,-0.38,54.5455,-38.4615,-64.195,-116.8735,-127.1579,-167.6052,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-59.9963,-63.4809,-61.3575,-48.2468,-36.7037,-17.7086,0.9837,0.9721,0.9544,0.935,0.9013,0.8833,66.6667,0.0,0.0,80.0,14.2857,85.7143,7.1429,92.8571,28.5714,95.2381,97.619,26.1905,43.6259,58.1466,62.0419,56.766,47.2153,28.3832,44.1682,45.2362,43.3373,36.4546,32.4884,27.3047,17.3363,11.9717,10.1517,10.0537,11.6489,15.2316,0.078,0.1274,0.1696,0.2936,0.4002,0.6851,0.0306,0.0337,0.0397,0.081,0.1435,0.3822,2.87,2.8559,2.8841,2.9774,2.8216,2.8995,2.9236,2.8191,3.028,3.1266,2.8373,2.982,3.2523,2.8296,3.041,2.8954,3.1252,3.3551,2.0478,1.9597,1.9451,2.0007,2.0401,2.078,3.0304,2.8336,-0.0764,-0.0162,-0.0602,11.7235,22.0252,-3.4135,27.9529,3.1616,233587716.0654,338944648.0
2013-12-06,2.9175,2269652.0,CPR.MI,2.8892,2.89,2.9104,2.9686,3.0293,3.1168,2.8963,2.8903,2.8979,2.9363,2.9736,3.0578,2.901,2.885,2.8776,2.8832,2.9089,3.0061,2.9128,2.9157,2.9235,2.9422,2.9712,3.0465,60.3107,43.3632,37.157,34.0836,36.6202,43.1799,64.6203,72.3121,66.8026,40.6189,26.0109,11.4117,0.0575,-0.0475,-0.0925,-0.1875,-0.245,-0.3525,80.0,17.017,-28.0477,-85.7914,-107.0501,-145.4993,0.7727,0.7727,0.7727,0.7727,0.7727,0.7727,20.6215,-13.2737,-25.686,-31.8329,-26.7596,-13.6401,1.0201,0.984,0.9693,0.9396,0.9225,0.8922,33.3333,0.0,20.0,60.0,0.0,71.4286,0.0,85.7143,23.8095,90.4762,95.2381,23.8095,43.6259,58.1466,62.0419,56.766,47.2153,28.3832,30.1057,36.362,37.234,33.957,31.0334,26.7051,11.8167,9.6232,8.722,9.3649,11.1271,14.8971,0.052,0.1019,0.1454,0.2726,0.3811,0.6688,0.0204,0.027,0.0341,0.0752,0.1366,0.3731,2.8892,2.8491,2.9292,2.9403,2.8397,2.89,2.9104,2.8331,2.9876,3.0992,2.8379,2.9686,3.2395,2.819,3.0293,2.8831,3.1168,3.3506,1.9737,1.9219,1.9123,1.9654,2.0044,2.0438,3.0292,2.8346,-0.0741,-0.0111,-0.063,24.6856,41.7435,-3.4124,31.9145,3.1372,235651036.0654,341214300.0
