date,close,volume,ticker,SMA 3,SMA 5,SMA 7,SMA 14,SMA 21,SMA 42,WMA 3,WMA 5,WMA 7,WMA 14,WMA 21,WMA 42,DEMA 3,DEMA 5,DEMA 7,DEMA 14,DEMA 21,DEMA 42,KAMA 3,KAMA 5,KAMA 7,KAMA 14,KAMA 21,KAMA 42,RSI 3,RSI 5,RSI 7,RSI 14,RSI 21,RSI 42,ADX 3,ADX 5,ADX 7,ADX 14,ADX 21,ADX 42,MOM 3,MOM 5,MOM 7,MOM 14,MOM 21,MOM 42,CCI 3,CCI 5,CCI 7,CCI 14,CCI 21,CCI 42,BOP 3,BOP 5,BOP 7,BOP 14,BOP 21,BOP 42,CMO 3,CMO 5,CMO 7,CMO 14,CMO 21,CMO 42,ROCR 3,ROCR 5,ROCR 7,ROCR 14,ROCR 21,ROCR 42,Aroon Up 3,Aroon Down 3,Aroon Up 5,Aroon Down 5,Aroon Down 7,Aroon Up 7,Aroon Down 14,Aroon Up 14,Aroon Up 21,Aroon Down 21,Aroon Up 42,Aroon Down 42,DX 3,DX 5,DX 7,DX 14,DX 21,DX 42,MINUS_DI 3,MINUS_DI 5,MINUS_DI 7,MINUS_DI 14,MINUS_DI 21,MINUS_DI 42,PLUS_DI 3,PLUS_DI 5,PLUS_DI 7,PLUS_DI 14,PLUS_DI 21,PLUS_DI 42,MINUS_DM 3,MINUS_DM 5,MINUS_DM 7,MINUS_DM 14,MINUS_DM 21,MINUS_DM 42,PLUS_DM 3,PLUS_DM 5,PLUS_DM 7,PLUS_DM 14,PLUS_DM 21,PLUS_DM 42,Real Upper Band 3,Real Lower Band 3,Real Middle Band 3,Real Upper Band 5,Real Lower Band 5,Real Middle Band 5,Real Middle Band 7,Real Lower Band 7,Real Upper Band 7,Real Lower Band 14,Real Upper Band 14,Real Middle Band 14,Real Middle Band 21,Real Lower Band 21,Real Upper Band 21,Real Middle Band 42,Real Lower Band 42,Real Upper Band 42,NATR 3,NATR 5,NATR 7,NATR 14,NATR 21,NATR 42,MAMA,FAMA,MACD_Signal,MACD_Hist,MACD,SlowD,SlowK,PPO,ULTOSC,SAR,Chaikin A/D,OBV
2018-05-31,38.14,24578.0,IFRX,38.1633,36.796,36.0343,35.3064,35.5905,35.1481,38.1033,37.498,36.8882,35.9129,35.61,35.9621,38.3259,38.1342,37.713,36.618,36.5699,37.4316,37.0989,36.7739,36.402,36.7784,36.1615,34.111,78.6811,74.5719,69.5648,61.3689,59.5185,58.9156,75.6473,52.3117,40.234,25.214,23.9633,32.7344,2.76,3.96,2.76,4.7,-3.32,9.46,20.248,62.2189,84.087,164.4638,134.3922,86.5749,-0.1811,-0.1811,-0.1811,-0.1811,-0.1811,-0.1811,57.3622,49.1439,39.1295,22.7378,19.0371,17.8312,1.078,1.1159,1.078,1.1406,0.9199,1.3298,66.6667,0.0,80.0,40.0,57.1429,85.7143,7.1429,92.8571,0.0,38.0952,50.0,7.1429,91.581,78.9622,65.7717,40.7118,33.6476,31.5928,1.8384,4.7122,7.5089,12.1687,13.1932,13.5029,41.8349,40.0849,36.3663,28.8806,26.5738,25.9751,0.1811,0.6838,1.4276,4.3108,6.929,13.7586,4.1209,5.8166,6.914,10.231,13.9564,26.467,38.6951,37.6316,38.1633,40.2648,33.3272,36.796,36.0343,32.2396,39.829,32.2107,38.4022,35.3064,35.5905,32.4048,38.7762,35.1481,28.4949,41.8012,8.609,7.6092,7.1212,6.6344,6.5577,6.3706,21.871,5.8528,0.3085,0.2599,0.5683,62.0005,62.2285,-2.3958,38.3204,31.611,-1239030.9348,-47212.0
2018-06-01,37.0,21226.0,IFRX,37.6633,37.374,36.4514,35.5086,35.5071,35.3476,37.5217,37.566,37.1296,36.1387,35.7381,36.0482,37.489,37.7324,37.5947,36.7771,36.7076,37.5154,37.0743,36.7991,36.4668,36.7916,36.1744,34.2158,48.1858,56.3865,57.0335,55.7921,55.9622,57.1587,71.3508,54.4571,42.3116,25.9566,24.266,32.6672,-1.5,2.89,2.92,2.83,-1.75,8.38,-100.0,12.7634,40.5197,94.6315,103.9126,62.5791,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-3.6285,12.7729,14.0669,11.5841,11.9245,14.3173,0.961,1.0847,1.0857,1.0828,0.9548,1.2928,33.3333,0.0,60.0,20.0,42.8571,71.4286,0.0,85.7143,90.4762,33.3333,47.619,4.7619,62.7578,63.0387,54.7771,35.6109,30.3199,29.9125,6.8167,7.3959,9.1369,12.6886,13.4924,13.6492,29.7906,32.6236,31.2715,26.7237,25.2344,25.2998,0.6286,1.0549,1.7316,4.5108,7.1069,13.9389,2.7473,4.6533,5.9263,9.5002,13.2918,25.8368,38.6309,36.6958,37.6633,39.6006,35.1474,37.374,36.4514,32.9795,39.9233,32.3668,38.6504,35.5086,35.5071,32.5749,38.4394,35.3476,28.9936,41.7016,8.3081,7.7101,7.3171,6.8629,6.7795,6.5813,22.0223,5.9336,0.3654,0.2276,0.593,58.7316,46.5996,-1.563,34.6878,31.8276,-1260256.9348,-68438.0
2018-06-04,37.37,16989.0,IFRX,37.5033,37.772,36.9071,35.7129,35.5714,35.5493,37.375,37.5647,37.3593,36.3869,35.9075,36.1423,37.435,37.678,37.6528,36.9926,36.8881,37.6242,37.0893,36.8437,36.5728,36.8264,36.191,34.3314,56.4107,60.313,59.7771,57.153,56.8411,57.5793,61.7329,54.0381,43.0645,26.4137,24.4538,32.5763,-0.48,1.99,3.19,2.86,1.35,8.47,-49.8521,-46.0076,28.4816,77.1577,95.4942,59.3747,0.0614,0.0614,0.0614,0.0614,0.0614,0.0614,12.8214,20.6259,19.5542,14.306,13.6821,15.1585,0.9873,1.0562,1.0933,1.0829,1.0375,1.2931,0.0,100.0,40.0,0.0,28.5714,57.1429,0.0,78.5714,85.7143,28.5714,45.2381,2.381,42.497,52.362,47.5822,32.3555,28.2082,28.8506,8.1415,8.1162,9.4096,12.5445,13.3506,13.5713,20.1754,25.9582,26.4928,24.5451,23.8418,24.5775,0.7391,1.1639,1.8042,4.5086,7.0885,13.927,1.8315,3.7226,5.0797,8.8216,12.6589,25.2217,38.453,36.5536,37.5033,38.8412,36.7028,37.772,36.9071,33.9479,39.8664,32.4866,38.9392,35.7129,35.5714,32.5396,38.6033,35.5493,29.4961,41.6024,8.0974,7.6751,7.3297,6.8696,6.7661,6.5477,22.1758,6.0148,0.4193,0.2158,0.6351,49.8202,40.6324,-0.7053,33.4787,32.0398,-1269244.2897,-51449.0
2018-06-05,37.33,20322.0,IFRX,37.2333,37.538,37.3671,35.9221,35.6267,35.7874,37.2883,37.4173,37.465,36.6025,36.0674,36.2251,37.3753,37.5974,37.6504,37.1512,37.0342,37.7188,37.1239,36.9024,36.6636,36.8582,36.205,34.477,54.995,59.588,59.2995,56.9489,56.7126,57.5167,55.3209,53.7029,43.7099,26.8381,24.6325,32.4876,-0.81,-1.17,3.22,2.93,1.16,10.0,-100.0,-57.9574,10.3616,63.8843,86.4749,55.4189,-0.7883,-0.7883,-0.7883,-0.7883,-0.7883,-0.7883,9.9901,19.176,18.599,13.8978,13.4252,15.0335,0.9788,0.9696,1.0944,1.0852,1.0321,1.3659,0.0,66.6667,20.0,0.0,14.2857,42.8571,57.1429,71.4286,80.9524,23.8095,42.8571,0.0,42.497,52.362,47.5822,32.3555,28.2082,28.8506,5.6043,6.5515,8.065,11.5928,12.6643,13.21,13.8878,20.9538,22.7071,22.6828,22.6164,23.9232,0.4927,0.9311,1.5465,4.1865,6.751,13.5954,1.221,2.9781,4.354,8.1915,12.0561,24.6212,37.5649,36.9017,37.2333,38.3483,36.7277,37.538,37.3671,35.4851,39.2492,32.6835,39.1607,35.9221,35.6267,32.512,38.7413,35.7874,30.2845,41.2903,7.8507,7.6146,7.3379,6.9101,6.8003,6.5734,22.3273,6.0964,0.467,0.1907,0.6577,38.1055,27.0845,0.0825,33.3802,32.2478,-1280962.8153,-71771.0
2018-06-06,37.08,18510.0,IFRX,37.26,37.384,37.61,36.11,35.6276,36.0179,37.2117,37.2647,37.3932,36.7569,36.1995,36.2852,37.1615,37.393,37.5196,37.2113,37.1141,37.7814,37.1231,36.917,36.6874,36.8698,36.2087,34.597,44.5207,54.4727,56.0351,55.6121,55.8837,57.1196,51.0463,53.4347,44.2631,27.2322,24.8028,32.401,0.08,-0.77,1.7,2.63,0.02,9.68,-100.0,-145.2692,-108.727,31.4906,58.637,32.8651,-0.2632,-0.2632,-0.2632,-0.2632,-0.2632,-0.2632,-10.9586,8.9454,12.0702,11.2242,11.7674,14.2391,1.0022,0.9797,1.048,1.0763,1.0005,1.3533,0.0,33.3333,0.0,60.0,0.0,28.5714,50.0,64.2857,76.1905,19.0476,40.4762,0.0,42.497,52.362,47.5822,32.3555,28.2082,28.8506,4.8226,6.0463,7.6243,11.2734,12.4317,13.0863,11.9508,19.3381,21.4663,22.0579,22.2009,23.6991,0.3285,0.7449,1.3255,3.8875,6.4295,13.2717,0.814,2.3825,3.732,7.6064,11.482,24.0349,37.5166,37.0034,37.26,38.1912,36.5768,37.384,37.61,36.5627,38.6573,32.9302,39.2898,36.11,35.6276,32.5112,38.744,36.0179,31.1672,40.8685,6.1231,6.6452,6.6981,6.6428,6.6422,6.5212,22.4749,6.1783,0.5032,0.1447,0.6479,28.3967,17.473,0.8418,29.9519,32.4517,-1287782.2889,-90281.0
2018-06-07,36.7,6888.0,IFRX,37.0367,37.096,37.3529,36.275,35.6319,36.1714,36.9317,37.0367,37.1657,36.8355,36.297,36.3169,36.8027,37.0562,37.2523,37.1596,37.1139,37.8022,36.935,36.8706,36.6896,36.8627,36.211,34.6587,31.0411,46.8339,51.0514,53.5543,54.6098,56.5119,41.1797,47.1685,42.0992,27.0791,24.7509,32.2651,-0.67,-1.44,-1.8,2.31,0.09,6.45,-70.0219,-101.4106,-111.5006,17.1527,47.9591,22.8563,-0.3061,-0.3061,-0.3061,-0.3061,-0.3061,-0.3061,-37.9177,-6.3321,2.1029,7.1086,9.2197,13.0239,0.9821,0.9622,0.9532,1.0672,1.0025,1.2132,0.0,100.0,0.0,100.0,0.0,14.2857,42.8571,57.1429,71.4286,14.2857,38.0952,0.0,21.4465,22.1035,29.116,25.089,23.7118,26.6937,12.9058,10.2905,10.415,12.4477,13.1665,13.4463,8.3477,16.1304,18.9711,20.7856,21.3513,23.239,0.839,1.2159,1.7562,4.2298,6.7433,13.5757,0.5427,1.906,3.1989,7.0631,10.9352,23.4627,37.5547,36.5186,37.0367,37.5827,36.6093,37.096,37.3529,36.4293,38.2764,33.2326,39.3174,36.275,35.6319,32.5099,38.7539,36.1714,31.6647,40.6781,5.9045,6.4393,6.5636,6.6136,6.6457,6.559,22.6171,6.2605,0.523,0.0795,0.6026,18.973,12.3616,1.663,23.1478,32.6514,-1290874.8604,-97169.0
2018-06-08,36.35,3804.0,IFRX,36.71,36.966,37.1386,36.3893,35.6933,36.3176,36.5883,36.788,36.915,36.8455,36.3623,36.3252,36.4248,36.6725,36.9143,37.0254,37.0495,37.7869,36.675,36.8083,36.6393,36.8494,36.2131,34.705,21.8861,40.3236,46.5981,51.6583,53.4319,55.9504,34.602,42.1555,40.2445,26.937,24.7014,32.1325,-0.98,-0.65,-1.5,1.6,1.29,6.14,-100.0,-104.4981,-116.7284,-5.1762,28.4686,4.6825,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-56.2278,-19.3527,-6.8039,3.3166,6.8639,11.9007,0.9737,0.9824,0.9604,1.046,1.0368,1.2032,0.0,66.6667,0.0,80.0,85.7143,0.0,35.7143,50.0,66.6667,9.5238,35.7143,0.0,21.4465,22.1035,29.116,25.089,23.7118,26.6937,11.0235,9.5434,9.9078,12.1625,12.9697,13.3461,7.1302,14.9593,18.0471,20.3093,21.0322,23.0658,0.5593,0.9727,1.5053,3.9277,6.4222,13.2525,0.3618,1.5248,2.7419,6.5586,10.4145,22.904,37.3062,36.1138,36.71,37.7452,36.1868,36.966,37.1386,36.0884,38.1887,33.4667,39.3119,36.3893,35.6933,32.568,38.8187,36.3176,32.2136,40.4217,4.6528,5.6082,5.9709,6.3458,6.4871,6.5129,22.7544,6.343,0.5249,0.0074,0.5322,13.4234,10.4357,2.4538,24.2691,32.8472,-1294678.8604,-100973.0
2018-06-11,34.99,20915.0,IFRX,36.0133,36.49,36.6886,36.3614,35.7671,36.3845,35.7283,36.1293,36.3779,36.659,36.2983,36.2635,35.2916,35.7106,36.0939,36.5741,36.7545,37.6463,35.9261,36.0001,36.1365,36.8355,36.1903,34.7085,8.0492,24.0712,33.3927,44.9926,49.1101,53.8214,50.5203,41.8757,37.1241,25.2075,23.9663,31.8321,-2.09,-2.38,-3.15,-0.39,1.55,2.81,-100.0,-142.3006,-165.8901,-58.1382,-22.6248,-41.3624,-0.4983,-0.4983,-0.4983,-0.4983,-0.4983,-0.4983,-83.9015,-51.8576,-33.2146,-10.0147,-1.7799,7.6429,0.9436,0.9363,0.9174,0.989,1.0464,1.0873,33.3333,100.0,0.0,100.0,100.0,0.0,28.5714,42.8571,61.9048,4.7619,33.3333,0.0,82.3569,40.7565,18.4022,2.7239,9.2657,19.5152,38.9963,25.9595,21.2707,17.4779,16.4173,15.0653,3.7729,10.9262,14.6589,18.4567,19.7703,22.3711,2.4929,2.8982,3.4102,5.7671,8.2364,15.057,0.2412,1.2198,2.3502,6.0901,9.9186,22.3587,37.4885,34.5382,36.0133,38.1313,34.8487,36.49,36.6886,35.1531,38.224,33.3938,39.329,36.3614,35.7671,32.7884,38.7459,36.3845,32.465,40.3041,6.0899,6.3814,6.5458,6.736,6.828,6.8098,22.8768,6.4256,0.4924,-0.1298,0.3626,11.5332,11.8022,2.7561,24.1907,33.0391,-1305032.1328,-121888.0
2018-06-12,35.8,12323.0,IFRX,35.7133,36.184,36.5171,36.4843,35.8448,36.446,35.6217,35.8993,36.1557,36.5841,36.3013,36.2363,35.5404,35.653,35.9178,36.4086,36.6367,37.5863,35.9163,35.9746,36.1125,36.8069,36.1827,34.7212,41.2386,41.5961,44.3508,49.1972,51.5603,54.8691,61.1325,41.6518,34.4496,23.6015,23.2663,31.5388,-0.9,-1.53,-1.2,1.72,1.63,2.58,-2.5692,-51.8273,-79.1347,-40.9214,-4.7457,-24.4569,0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,-17.5228,-16.8077,-11.2984,-1.6056,3.1206,9.7383,0.9755,0.959,0.9676,1.0505,1.0477,1.0777,0.0,66.6667,0.0,80.0,85.7143,0.0,21.4286,35.7143,57.1429,0.0,30.9524,50.0,82.3569,40.7565,18.4022,2.7239,9.2657,19.5152,27.8298,21.788,18.9168,16.554,15.8501,14.8058,2.6925,9.1704,13.0367,17.4811,19.0872,21.9858,1.6619,2.3186,2.9231,5.3552,7.8442,14.6985,0.1608,0.9759,2.0145,5.6551,9.4463,21.8264,36.8305,34.5962,35.7133,37.6454,34.7226,36.184,36.5171,34.8936,38.1407,33.7733,39.1952,36.4843,35.8448,32.9528,38.7367,36.446,32.6477,40.2442,5.5603,5.9449,6.1661,6.4545,6.5832,6.611,23.006,6.5085,0.452,-0.1618,0.2902,14.1144,20.1053,3.1911,28.884,33.2271,-1312166.5012,-109565.0
2018-06-13,35.95,12895.0,IFRX,35.58,35.958,36.3143,36.6107,35.9133,36.5171,35.74,35.8213,36.0139,36.5129,36.3109,36.2132,35.78,35.7271,35.877,36.3108,36.5585,37.5416,35.9172,35.9726,36.0958,36.7826,36.1787,34.7374,46.5933,44.5583,46.2609,49.96,52.0096,55.0626,44.7209,34.4692,30.8741,22.8941,22.9158,31.3199,-0.4,-1.13,-1.42,1.77,1.44,2.99,100.0,36.393,-9.7659,-22.9843,17.9489,-4.9272,-0.9447,-0.9447,-0.9447,-0.9447,-0.9447,-0.9447,-6.8134,-10.8835,-7.4782,-0.08,4.0192,10.1251,0.989,0.9695,0.962,1.0518,1.0417,1.0907,100.0,33.3333,20.0,60.0,71.4286,0.0,14.2857,28.5714,52.381,0.0,28.5714,47.619,11.8978,5.7386,9.4211,13.6975,15.9046,22.3465,17.9246,17.3137,16.2222,15.4243,15.1432,14.4772,22.7659,19.4218,19.5968,20.3205,20.8712,22.8094,1.1079,1.8548,2.5055,4.9727,7.4707,14.3485,1.4072,2.0807,3.0267,6.5512,10.2964,22.6067,36.4233,34.7367,35.58,37.1126,34.8034,35.958,36.3143,34.8178,37.8108,34.1921,39.0293,36.6107,35.9133,33.0836,38.7431,36.5171,32.874,40.1603,5.7313,5.96,6.1374,6.4056,6.5349,6.5724,23.1355,6.5917,0.41,-0.1679,0.2421,21.6385,33.0082,3.4477,26.8771,33.4113,-1323635.3261,-96670.0
2018-06-14,35.3,18077.0,IFRX,35.6833,35.678,36.0243,36.6957,35.9562,36.53,35.6,35.602,35.7604,36.3381,36.2551,36.1566,35.3949,35.4237,35.5743,36.0692,36.376,37.4384,35.8971,35.9044,35.9845,36.7573,36.169,34.7405,29.2612,34.9553,39.4204,46.6886,49.9035,54.0346,38.098,30.7974,27.4222,21.6591,22.3268,31.0415,0.31,-1.4,-2.03,1.19,0.9,0.54,-37.224,-9.8642,-44.5079,-64.9215,-9.2638,-28.0471,-0.6528,-0.6528,-0.6528,-0.6528,-0.6528,-0.6528,-41.4775,-30.0894,-21.1592,-6.6229,-0.1929,8.0692,1.0089,0.9619,0.9456,1.0349,1.0262,1.0155,100.0,0.0,0.0,40.0,57.1429,0.0,7.1429,21.4286,47.619,38.0952,26.1905,45.2381,24.8523,16.1102,6.7112,5.605,10.5474,19.6273,21.8578,19.8944,18.2637,16.5041,15.8717,14.8623,13.1561,14.3737,15.9665,18.464,19.6146,22.1212,1.5586,2.3039,2.9676,5.4375,7.9349,14.8269,0.9381,1.6646,2.5943,6.0832,9.8061,22.0684,36.2391,35.1276,35.6833,36.6399,34.7161,35.678,36.0243,34.6454,37.4032,34.5685,38.8229,36.6957,35.9562,33.193,38.7194,36.53,32.908,40.152,6.7335,6.5612,6.5756,6.6666,6.7444,6.737,23.2571,6.675,0.358,-0.2082,0.1498,30.2387,37.6027,2.8457,25.0166,33.5919,-1338229.0504,-114747.0
2018-06-15,33.28,29498.0,IFRX,34.8433,35.064,35.4814,36.5457,35.9005,36.4505,34.3983,34.8027,35.0743,35.8827,36.0118,36.0055,33.7599,34.1529,34.5031,35.3712,35.8657,37.1565,34.9467,35.4078,35.4008,36.6524,36.1338,34.7186,10.7026,19.0265,25.6624,38.296,44.0792,51.0034,50.4667,36.5116,29.9924,21.5228,21.6389,30.5254,-2.52,-3.07,-3.8,-2.1,-1.17,-3.34,-100.0,-157.4185,-193.2916,-202.8985,-124.1304,-122.0551,-0.6523,-0.6523,-0.6523,-0.6523,-0.6523,-0.6523,-78.5948,-61.9471,-48.6752,-23.4079,-11.8415,2.0069,0.9296,0.9155,0.8975,0.9406,0.966,0.9088,66.6667,100.0,80.0,100.0,100.0,14.2857,100.0,14.2857,42.8571,100.0,23.8095,42.8571,75.2039,59.3686,45.4131,19.7501,7.8806,9.364,46.5224,37.2828,31.7243,23.8527,20.8888,17.4813,6.5842,9.5053,11.9091,15.9848,17.837,21.0935,4.4191,5.2231,5.9236,8.4291,10.9371,17.8539,0.6254,1.3316,2.2237,5.6487,9.3392,21.543,37.117,32.5696,34.8433,36.9762,33.1518,35.064,35.4814,33.3864,37.5765,33.8487,39.2427,36.5457,35.9005,32.9756,38.8254,36.4505,32.6957,40.2053,9.5141,8.4191,8.0152,7.5846,7.492,7.3153,23.3573,6.7584,0.2693,-0.3547,-0.0854,34.4558,32.7566,1.973,26.0563,42.44,-1347212.1083,-144245.0
2018-06-18,33.0,29897.0,IFRX,33.86,34.666,34.9529,36.1529,35.8343,36.3576,33.4767,34.1147,34.4539,35.4099,35.7481,35.845,33.0212,33.3355,33.7016,34.7401,35.374,36.8663,34.0815,35.0765,34.8907,35.9341,36.09,34.6886,9.4557,17.6341,24.2914,37.2953,43.343,50.6004,58.7124,41.083,32.1953,21.3962,20.9837,30.0216,-2.95,-1.99,-3.7,-5.5,-1.39,-3.9,-73.9187,-104.4876,-142.2416,-192.4849,-156.6275,-148.4086,-0.231,-0.231,-0.231,-0.231,-0.231,-0.231,-81.0886,-64.7317,-51.4172,-25.4094,-13.314,1.2007,0.9179,0.9431,0.8992,0.8571,0.9596,0.8943,33.3333,66.6667,60.0,80.0,85.7143,0.0,92.8571,7.1429,38.0952,95.2381,21.4286,40.4762,75.2039,59.3686,45.4131,19.7501,7.8806,9.364,34.4949,31.1466,27.8783,22.3489,20.0031,17.1026,4.882,7.9409,10.4653,14.977,17.0807,20.6365,2.9461,4.1785,5.0774,7.827,10.4162,17.4288,0.4169,1.0653,1.906,5.2452,8.8945,21.0301,35.9093,31.8107,33.86,37.2011,32.1309,34.666,34.9529,32.5153,37.3904,33.1267,39.179,36.1529,35.8343,32.7189,38.9496,36.3576,32.4616,40.2536,8.6268,8.1306,7.8843,7.5805,7.5144,7.361,23.4538,6.8419,0.1572,-0.4482,-0.291,31.8413,25.1645,0.8169,27.133,42.3319,-1341958.4688,-174142.0
2018-06-19,32.54,41570.0,IFRX,32.94,34.014,34.4086,35.7736,35.729,36.2481,32.8167,33.406,33.8507,34.9282,35.4487,35.6674,32.4862,32.6794,33.0057,34.1207,34.8682,36.5523,33.3964,34.1142,34.3827,35.2816,36.0108,34.6442,7.3465,15.3303,22.0351,35.6472,42.1291,49.9362,64.2096,44.7401,34.0836,21.2786,20.3598,29.5297,-2.76,-3.26,-3.81,-5.31,-2.21,-4.6,-66.528,-74.4906,-98.2107,-161.3883,-149.0132,-146.1221,-0.3309,-0.3309,-0.3309,-0.3309,-0.3309,-0.3309,-85.3071,-69.3393,-55.9299,-28.7056,-15.7417,-0.1275,0.9218,0.9089,0.8952,0.8597,0.9364,0.8761,0.0,33.3333,40.0,60.0,71.4286,57.1429,85.7143,0.0,33.3333,90.4762,19.0476,38.0952,75.2039,59.3686,45.4131,19.7501,7.8806,9.364,27.7261,27.5752,25.5989,21.4328,19.4577,16.8669,3.924,7.0304,9.6096,14.3631,16.615,20.3521,1.964,3.3428,4.352,7.2679,9.9202,17.0138,0.278,0.8523,1.6337,4.8706,8.4709,20.5294,33.5501,32.3299,32.94,36.7183,31.3097,34.014,34.4086,31.7689,37.0483,32.3841,39.163,35.7736,35.729,32.3373,39.1208,36.2481,32.1909,40.3053,7.2564,7.4508,7.4637,7.4437,7.4612,7.389,23.5446,6.9254,0.0287,-0.5141,-0.4854,26.1406,20.5008,-0.0522,29.132,42.2249,-1351827.6055,-215712.0
2018-06-20,31.88,30231.0,IFRX,32.4733,33.2,33.9643,35.3264,35.5624,36.084,32.2867,32.6947,33.2186,34.409,35.0987,35.4643,31.8709,32.0056,32.2963,33.463,34.3164,36.1982,32.7224,33.1212,33.9051,34.4745,35.8479,34.5479,4.9636,12.4202,19.07,33.3687,40.4236,48.9912,71.3415,49.6443,37.0581,21.6706,20.0203,28.975,-1.4,-4.07,-3.11,-6.26,-3.5,-6.89,-100.0,-89.9943,-95.4182,-151.6735,-157.1495,-164.4502,-0.3729,-0.3729,-0.3729,-0.3729,-0.3729,-0.3729,-90.0729,-75.1596,-61.86,-33.2626,-19.1528,-2.0176,0.9579,0.8868,0.9111,0.8359,0.9011,0.8223,0.0,100.0,20.0,100.0,100.0,42.8571,100.0,0.0,28.5714,100.0,16.6667,100.0,85.6052,69.2607,54.9054,26.7671,13.2308,6.2335,36.802,32.7367,29.435,23.5395,20.9194,17.6465,2.8542,5.9453,8.5688,13.5987,16.0306,19.9927,2.3894,3.7542,4.8103,7.8288,10.5278,17.6887,0.1853,0.6818,1.4003,4.5227,8.0675,20.0406,33.3927,31.554,32.4733,35.5038,30.8962,33.2,33.9643,30.8596,37.0689,31.6631,38.9898,35.3264,35.5624,31.7952,39.3296,36.084,31.8931,40.275,6.7885,7.1944,7.3231,7.4517,7.5174,7.4946,23.628,7.0089,-0.114,-0.5709,-0.6849,20.6751,16.36,-1.0592,31.5529,42.1189,-1349607.2496,-245943.0
2018-06-21,30.99,66604.0,IFRX,31.8033,32.338,33.2771,34.8971,35.4152,35.9152,31.545,31.958,32.475,33.8309,34.6831,35.2273,31.0519,31.1978,31.482,32.7194,33.6857,35.7861,31.9525,32.174,32.7433,33.6652,35.6798,34.4202,2.9972,9.4094,15.7383,30.5345,38.2321,47.743,78.2768,55.3333,40.9718,22.6146,20.0057,28.339,-2.01,-4.31,-4.81,-6.01,-3.09,-7.09,-93.913,-112.6658,-97.5204,-137.0718,-159.5126,-175.9233,-0.3657,-0.3657,-0.3657,-0.3657,-0.3657,-0.3657,-94.0057,-81.1812,-68.5235,-38.931,-23.5358,-4.514,0.9391,0.8779,0.8656,0.8376,0.9093,0.8138,0.0,100.0,0.0,100.0,100.0,28.5714,100.0,0.0,23.8095,100.0,14.2857,100.0,92.1474,78.0896,64.454,34.8856,19.7136,2.263,38.615,34.9792,31.7184,25.3023,22.2763,18.448,1.5781,4.3035,6.8558,12.2144,14.9397,19.3023,3.0229,4.4334,5.5531,8.6996,11.4565,18.6975,0.1235,0.5454,1.2003,4.1996,7.6834,19.5634,33.0735,30.5331,31.8033,33.9856,30.6904,32.338,33.2771,29.9787,36.5756,30.7432,39.0511,34.8971,35.4152,31.2118,39.6187,35.9152,31.4946,40.3359,8.4203,8.1796,8.0706,7.9248,7.9028,7.7952,23.7016,7.0924,-0.2721,-0.6323,-0.9044,17.7661,16.4376,-2.1896,32.631,41.8952,-1359502.701,-312547.0
2018-06-22,30.68,15129.0,IFRX,31.1833,31.818,32.5243,34.4193,35.2486,35.7388,30.9833,31.4053,31.8257,33.2686,34.2526,34.9838,30.5991,30.6434,30.8575,32.053,33.0884,35.3729,31.3869,31.51,31.8263,32.8191,35.4792,34.2795,2.4832,8.5111,14.695,29.5917,37.4888,47.3129,82.9003,59.8846,44.3264,23.4911,19.9918,27.7182,-1.86,-2.6,-5.27,-6.69,-3.5,-7.41,-90.1179,-105.4744,-104.7112,-123.2944,-154.6135,-179.8738,-0.4906,-0.4906,-0.4906,-0.4906,-0.4906,-0.4906,-95.0336,-82.9778,-70.6101,-40.8166,-25.0224,-5.3742,0.9428,0.9219,0.8534,0.821,0.8976,0.8055,0.0,66.6667,0.0,80.0,85.7143,14.2857,92.8571,0.0,19.0476,95.2381,11.9048,97.619,92.1474,78.0896,64.454,34.8856,19.7136,2.263,30.7493,30.9095,29.1272,24.2868,21.6852,18.2024,1.2567,3.8028,6.2957,11.7242,14.5433,19.0453,2.0153,3.5467,4.7598,8.0782,10.911,18.2524,0.0824,0.4364,1.0288,3.8997,7.3175,19.0976,32.2006,30.1661,31.1833,33.585,30.051,31.818,32.5243,29.6287,35.4199,29.9835,38.8551,34.4193,35.2486,30.6077,39.8895,35.7388,31.0936,40.384,7.1207,7.4801,7.6092,7.7439,7.8098,7.7901,23.7714,7.1758,-0.4358,-0.6549,-1.0907,17.8024,20.6098,-3.3045,35.6285,41.5233,-1359219.3864,-327676.0
