date,close,volume,ticker,SMA 3,SMA 5,SMA 7,SMA 14,SMA 21,SMA 42,WMA 3,WMA 5,WMA 7,WMA 14,WMA 21,WMA 42,DEMA 3,DEMA 5,DEMA 7,DEMA 14,DEMA 21,DEMA 42,KAMA 3,KAMA 5,KAMA 7,KAMA 14,KAMA 21,KAMA 42,RSI 3,RSI 5,RSI 7,RSI 14,RSI 21,RSI 42,ADX 3,ADX 5,ADX 7,ADX 14,ADX 21,ADX 42,MOM 3,MOM 5,MOM 7,MOM 14,MOM 21,MOM 42,CCI 3,CCI 5,CCI 7,CCI 14,CCI 21,CCI 42,BOP 3,BOP 5,BOP 7,BOP 14,BOP 21,BOP 42,CMO 3,CMO 5,CMO 7,CMO 14,CMO 21,CMO 42,ROCR 3,ROCR 5,ROCR 7,ROCR 14,ROCR 21,ROCR 42,Aroon Up 3,Aroon Down 3,Aroon Up 5,Aroon Down 5,Aroon Up 7,Aroon Down 7,Aroon Up 14,Aroon Down 14,Aroon Down 21,Aroon Up 21,Aroon Up 42,Aroon Down 42,DX 3,DX 5,DX 7,DX 14,DX 21,DX 42,MINUS_DI 3,MINUS_DI 5,MINUS_DI 7,MINUS_DI 14,MINUS_DI 21,MINUS_DI 42,PLUS_DI 3,PLUS_DI 5,PLUS_DI 7,PLUS_DI 14,PLUS_DI 21,PLUS_DI 42,MINUS_DM 3,MINUS_DM 5,MINUS_DM 7,MINUS_DM 14,MINUS_DM 21,MINUS_DM 42,PLUS_DM 3,PLUS_DM 5,PLUS_DM 7,PLUS_DM 14,PLUS_DM 21,PLUS_DM 42,Real Upper Band 3,Real Lower Band 3,Real Middle Band 3,Real Upper Band 5,Real Lower Band 5,Real Middle Band 5,Real Upper Band 7,Real Middle Band 7,Real Lower Band 7,Real Upper Band 14,Real Lower Band 14,Real Middle Band 14,Real Upper Band 21,Real Middle Band 21,Real Lower Band 21,Real Upper Band 42,Real Middle Band 42,Real Lower Band 42,NATR 3,NATR 5,NATR 7,NATR 14,NATR 21,NATR 42,FAMA,MAMA,MACD_Signal,MACD_Hist,MACD,SlowD,SlowK,PPO,ULTOSC,SAR,Chaikin A/D,OBV
2008-12-19,12.99,90457.0,DIA.MI,13.17,13.35,13.47,13.5614,13.5281,13.4807,13.1167,13.2367,13.3389,13.4935,13.5208,13.4939,13.0186,13.0994,13.1899,13.3959,13.471,13.4541,13.1968,13.2522,13.3612,13.4709,13.398,13.4266,10.9327,23.3451,30.545,41.0683,44.3628,47.1714,60.8518,37.094,27.4407,13.0275,11.8805,13.1844,-0.6,-0.91,-0.87,-0.61,-0.41,0.14,-100.0,-137.6709,-155.4494,-261.404,-245.251,-91.2115,-0.5586,-0.5586,-0.5586,-0.5586,-0.5586,-0.5586,-78.1346,-53.3097,-38.91,-17.8634,-11.2744,-5.6571,0.9558,0.9345,0.9372,0.9551,0.9694,1.0109,0.0,100.0,20.0,100.0,42.8571,100.0,71.4286,100.0,100.0,80.9524,16.6667,4.7619,89.5071,73.6681,59.3688,30.8335,22.2052,16.4848,43.8136,33.0896,27.5499,21.2577,20.3316,20.3393,2.4259,5.0171,7.0239,11.2381,12.9429,14.5825,0.8663,0.9547,1.0421,1.5099,2.1773,4.3547,0.048,0.1448,0.2657,0.7982,1.386,3.1221,13.4373,12.9027,13.17,13.8386,12.8614,13.35,14.0478,13.47,12.8922,14.0523,13.0705,13.5614,13.9698,13.5281,13.0864,14.3164,13.4807,12.645,5.0735,4.4421,4.1599,3.9057,3.9256,3.9243,8.908,12.9702,0.0434,-0.0705,-0.0271,16.7361,10.625,0.6251,45.9216,14.5284,-2050558.1726,5137778.0
2008-12-22,13.0,26604.0,DIA.MI,13.0667,13.22,13.3786,13.5257,13.5071,13.489,13.0317,13.12,13.2214,13.4187,13.4728,13.4716,12.9672,13.0019,13.074,13.2897,13.3888,13.4119,13.1186,13.1461,13.3059,13.4568,13.3909,13.4234,13.1975,24.3042,31.1199,41.2843,44.4915,47.2308,70.4036,44.4088,32.0018,14.2993,12.3722,13.263,-0.31,-0.65,-0.64,-0.5,-0.44,0.35,-77.7778,-104.0059,-132.3956,-213.141,-241.896,-126.2256,-0.2308,-0.2308,-0.2308,-0.2308,-0.2308,-0.2308,-73.605,-51.3915,-37.7602,-17.4313,-11.0171,-5.5385,0.9767,0.9524,0.9531,0.963,0.9673,1.0277,33.3333,100.0,0.0,100.0,28.5714,100.0,64.2857,100.0,100.0,76.1905,14.2857,2.381,89.5071,73.6681,59.3688,30.8335,22.2052,16.4848,29.3433,25.8187,22.949,19.3506,19.1134,19.7258,1.6247,3.9147,5.8509,10.2299,12.1674,14.1427,0.5775,0.7637,0.8932,1.4021,2.0736,4.251,0.032,0.1158,0.2277,0.7412,1.32,3.0478,13.2695,12.8638,13.0667,13.664,12.776,13.22,14.019,13.3786,12.7382,14.0957,12.9558,13.5257,14.0021,13.5071,13.0122,14.298,13.489,12.6801,5.0464,4.5509,4.2771,3.9811,3.9739,3.947,8.9284,12.9705,0.0225,-0.0834,-0.0609,15.3846,23.0288,0.3106,49.127,14.4675,-2036232.9418,5164382.0
2008-12-23,12.55,45575.0,DIA.MI,12.8467,13.012,13.1857,13.4479,13.4562,13.4905,12.7733,12.8967,13.0143,13.2886,13.3858,13.4279,12.6251,12.7084,12.8074,13.0928,13.2396,13.3317,12.8792,12.8901,12.9788,13.3873,13.3491,13.4194,4.8585,14.2646,21.693,35.0558,40.1091,44.9056,76.7714,50.2607,35.9114,15.4804,12.8404,13.3397,-0.66,-1.04,-1.35,-1.09,-1.07,0.06,-96.1538,-94.7012,-107.7318,-177.6128,-219.3346,-163.2554,-0.75,-0.75,-0.75,-0.75,-0.75,-0.75,-90.283,-71.4707,-56.614,-29.8884,-19.7817,-10.1889,0.95,0.9235,0.9029,0.9201,0.9214,1.0048,0.0,66.6667,0.0,80.0,14.2857,85.7143,57.1429,92.8571,95.2381,71.4286,11.9048,0.0,89.5071,73.6681,59.3688,30.8335,22.2052,16.4848,20.1354,20.5966,19.4508,17.7663,18.0644,19.1788,1.1149,3.1229,4.959,9.3923,11.4996,13.7505,0.385,0.611,0.7656,1.3019,1.9748,4.1498,0.0213,0.0926,0.1952,0.6883,1.2572,2.9752,13.2663,12.427,12.8467,13.5351,12.4889,13.012,13.8916,13.1857,12.4798,14.2021,12.6936,13.4479,14.0939,13.4562,12.8185,14.2926,13.4905,12.6884,5.0785,4.7275,4.4806,4.1708,4.148,4.105,8.9485,12.9663,-0.0065,-0.1161,-0.1226,19.3691,24.4533,-0.1097,39.9404,14.4085,-2081807.9418,5118807.0
2008-12-29,13.2,31709.0,DIA.MI,12.9167,12.99,13.1214,13.4093,13.4529,13.5,12.95,12.9593,13.0179,13.2555,13.3625,13.4144,13.0083,12.9215,12.9257,13.0971,13.2234,13.3161,12.8894,12.8939,12.9892,13.3829,13.3483,13.4177,59.8396,50.8916,48.1575,47.4002,47.8933,48.6464,71.1735,52.1087,37.9593,16.3308,13.1933,13.3948,0.21,-0.11,-0.45,-0.54,-0.07,0.4,100.0,8.7868,-30.8859,-87.8838,-119.5361,-105.4404,1.0,1.0,1.0,1.0,1.0,1.0,19.6791,1.7832,-3.6849,-5.1996,-4.2135,-2.7071,1.0162,0.9917,0.967,0.9607,0.9947,1.0312,0.0,33.3333,20.0,60.0,0.0,71.4286,50.0,85.7143,90.4762,66.6667,9.5238,0.0,59.9778,59.5006,50.2469,27.387,20.2519,15.6534,13.3354,16.1683,16.3088,16.2172,17.0029,18.6063,3.3362,4.1053,5.4005,9.2441,11.2759,13.5696,0.2567,0.4888,0.6562,1.2089,1.8808,4.051,0.0642,0.1241,0.2173,0.6891,1.2473,2.9544,13.4603,12.373,12.9167,13.4685,12.5115,12.99,13.7203,13.1214,12.5225,14.155,12.6636,13.4093,14.0951,13.4529,12.8106,14.2782,13.5,12.7218,4.8604,4.5806,4.3548,4.0339,3.9905,3.9272,8.9686,12.9686,-0.0287,-0.0889,-0.1176,27.2234,34.188,-0.5672,45.7328,14.3513,-2050098.9418,5150516.0
2008-12-30,14.26,55841.0,DIA.MI,13.3367,13.2,13.2171,13.4671,13.501,13.5183,13.6217,13.3827,13.3025,13.369,13.4358,13.4497,13.947,13.636,13.4731,13.3659,13.3937,13.398,13.1263,13.0418,13.0454,13.4098,13.3768,13.4274,83.3608,73.7508,68.4462,60.5644,57.3787,53.878,71.8277,51.5978,37.937,16.6254,13.1035,13.079,1.26,1.05,0.67,0.81,1.01,0.77,100.0,166.6667,153.5411,100.4148,118.7985,94.5023,0.9714,0.9714,0.9714,0.9714,0.9714,0.9714,66.7216,47.5015,36.8925,21.1289,14.7574,7.756,1.0969,1.0795,1.0493,1.0602,1.0762,1.0571,100.0,0.0,100.0,40.0,100.0,57.1429,100.0,78.5714,85.7143,100.0,7.1429,92.8571,73.1362,49.5542,37.8033,20.4543,11.3062,0.1325,7.3027,11.2414,12.4749,14.0636,15.4485,17.7224,47.0654,33.3268,27.6394,21.2961,19.387,17.6755,0.1711,0.391,0.5625,1.1226,1.7912,3.9545,1.1028,1.1593,1.2463,1.6999,2.2479,3.944,14.7462,11.9271,13.3367,14.342,12.058,13.2,14.1853,13.2171,12.249,14.3326,12.6017,13.4671,14.2217,13.501,12.7802,14.3303,13.5183,12.7064,5.4772,4.8788,4.5172,3.9983,3.8719,3.7257,8.9887,12.9815,-0.0285,0.0007,-0.0279,37.7807,54.7009,-0.3766,56.3404,14.2957,-1994257.9418,5206357.0
2009-01-02,14.6,42034.0,DIA.MI,14.02,13.522,13.4014,13.5243,13.5519,13.521,14.2533,13.8493,13.6482,13.52,13.5358,13.5,14.5149,14.2118,13.979,13.6683,13.6007,13.5052,13.7813,13.3584,13.224,13.4458,13.4175,13.4333,87.0188,77.8792,72.477,63.7024,59.8408,55.3719,77.5255,56.1713,41.8128,18.6935,14.0285,13.0878,2.05,1.61,1.29,0.8,1.07,0.11,93.2341,119.163,162.9669,203.3532,271.799,247.0046,0.3036,0.3036,0.3036,0.3036,0.3036,0.3036,74.0375,55.7584,44.9539,27.4048,19.6817,10.7437,1.1633,1.1239,1.0969,1.058,1.0791,1.0076,100.0,0.0,100.0,20.0,100.0,42.8571,100.0,71.4286,80.9524,100.0,100.0,90.4762,88.9209,74.4656,65.0671,45.5793,32.529,13.4498,3.5185,7.0097,8.6952,11.4649,13.4086,16.4534,59.9985,47.894,41.0871,30.6695,26.3376,21.567,0.1141,0.3128,0.4821,1.0424,1.7059,3.8604,1.9452,2.1374,2.2782,2.7885,3.3509,5.0601,15.2124,12.8276,14.02,15.0783,11.9657,13.522,14.7759,13.4014,12.0269,14.5592,12.4894,13.5243,14.4116,13.5519,12.6922,14.346,13.521,12.6959,7.402,6.1135,5.4255,4.4481,4.1496,3.8262,9.0088,12.9977,-0.0089,0.0788,0.0699,55.2448,76.8454,-0.2606,55.991,12.5,-1995759.1561,5248391.0
2009-01-05,14.8,154715.0,DIA.MI,14.5533,13.882,13.6286,13.6114,13.6129,13.534,14.6433,14.2753,13.9979,13.6901,13.6492,13.5595,14.8282,14.6219,14.3898,13.9618,13.8147,13.6233,14.234,13.6714,13.4653,13.5188,13.4732,13.4461,89.1277,80.1722,74.6953,65.4442,61.2244,56.2262,81.324,59.8302,45.1348,20.6139,14.9095,13.0964,1.6,1.8,1.59,1.22,1.28,0.55,63.4615,85.3497,107.6227,180.7053,253.299,266.2425,0.2093,0.2093,0.2093,0.2093,0.2093,0.2093,78.2555,60.3445,49.3907,30.8885,22.4487,12.4524,1.1212,1.1385,1.1204,1.0898,1.0947,1.0386,66.6667,0.0,80.0,0.0,85.7143,28.5714,92.8571,64.2857,76.1905,95.2381,97.619,88.0952,88.9209,74.4656,65.0671,45.5793,32.529,13.4498,2.517,5.649,7.3629,10.405,12.5199,15.8579,42.9207,38.5968,34.7916,27.8342,24.5921,20.7865,0.076,0.2503,0.4133,0.9679,1.6247,3.7684,1.2968,1.7099,1.9528,2.5893,3.1913,4.9397,14.9992,14.1075,14.5533,15.6119,12.1521,13.882,15.2958,13.6286,11.9613,14.8381,12.3848,13.6114,14.6232,13.6129,12.6025,14.4202,13.534,12.6479,6.8049,5.9869,5.4177,4.4897,4.1753,3.823,9.0288,13.0157,0.0252,0.1364,0.1617,71.3778,82.5873,0.067,58.4611,12.5297,-1974171.0166,5403106.0
2009-01-06,14.13,85903.0,DIA.MI,14.51,14.198,13.7914,13.6307,13.6381,13.5283,14.4317,14.358,14.1232,13.7592,13.6962,13.5872,14.3969,14.4518,14.3534,14.0304,13.8834,13.6722,14.2323,13.7413,13.5129,13.5248,13.4819,13.4503,49.0689,55.9054,56.802,55.7861,54.607,52.7601,73.5067,59.1645,46.0599,21.8598,15.5102,13.0488,-0.13,1.58,1.14,0.27,0.53,-0.24,-100.0,33.399,57.6699,109.463,153.9387,192.4154,-0.7701,-0.7701,-0.7701,-0.7701,-0.7701,-0.7701,-1.8621,11.8107,13.604,11.5723,9.2141,5.5202,0.9909,1.1259,1.0878,1.0195,1.039,0.9833,33.3333,0.0,60.0,0.0,71.4286,14.2857,85.7143,57.1429,71.4286,90.4762,95.2381,85.7143,57.8721,56.5017,51.6107,38.0561,27.5244,11.0973,7.9986,8.6133,9.4038,11.3461,13.0572,16.0326,29.9742,30.9898,29.4635,25.2873,22.9748,20.0352,0.2307,0.3802,0.5342,1.0788,1.7273,3.8587,0.8645,1.368,1.6738,2.4043,3.0393,4.822,15.0717,13.9483,14.51,15.3038,13.0922,14.198,15.399,13.7914,12.1839,14.8807,12.3808,13.6307,14.6721,13.6381,12.6041,14.3957,13.5283,12.6609,6.8041,6.248,5.7435,4.8064,4.4582,4.0555,9.0488,13.0269,0.0558,0.1224,0.1783,75.2983,66.4621,0.0636,52.9976,12.5591,-2060074.0166,5317203.0
2009-01-07,13.3,81604.0,DIA.MI,14.0767,14.218,13.8343,13.6064,13.6286,13.5117,13.8267,14.0587,14.0004,13.7151,13.6655,13.5766,13.5999,13.8793,13.9559,13.8772,13.7982,13.6423,13.9754,13.7382,13.5104,13.5224,13.4807,13.4487,26.738,38.0643,42.1938,46.6095,47.8762,48.9322,58.0213,47.8635,40.1403,20.9644,15.1246,12.7612,-1.3,0.1,0.3,-0.34,-0.2,-0.7,-100.0,-107.6804,-26.9443,-2.2172,-3.7009,22.372,-0.9798,-0.9798,-0.9798,-0.9798,-0.9798,-0.9798,-46.5241,-23.8714,-15.6124,-6.781,-4.2476,-2.1356,0.911,1.0076,1.0231,0.9751,0.9852,0.95,0.0,100.0,40.0,0.0,57.1429,0.0,78.5714,50.0,66.6667,85.7143,92.8571,83.3333,27.0507,2.6597,4.6226,9.325,7.4127,0.9695,34.4612,25.5269,22.3216,18.8588,18.361,18.8559,19.7868,24.2043,24.4853,22.7377,21.3011,19.2251,1.0038,1.1542,1.3079,1.8517,2.4951,4.6168,0.5764,1.0944,1.4347,2.2326,2.8946,4.7072,15.3037,12.8496,14.0767,15.2522,13.1838,14.218,15.3695,13.8343,12.299,14.8679,12.345,13.6064,14.6711,13.6286,12.586,14.369,13.5117,12.6543,7.3004,6.7991,6.2936,5.2733,4.8654,4.3833,9.0687,13.0296,0.0693,0.0537,0.123,64.4233,44.2205,-0.1593,45.5708,12.5882,-2138380.8853,5235599.0
2009-01-08,13.35,76827.0,DIA.MI,13.5933,14.036,13.9486,13.5671,13.6148,13.4962,13.4633,13.7693,13.8793,13.681,13.6402,13.5691,13.3632,13.5883,13.7131,13.7642,13.7324,13.619,13.7289,13.6967,13.5046,13.5196,13.4797,13.4478,29.6317,39.5177,43.2201,47.1733,48.2794,49.1598,54.144,42.2181,35.8254,19.5121,14.4048,12.5307,-1.45,-0.91,0.8,-0.55,-0.29,-0.65,-77.8716,-105.1587,-82.3529,-46.7212,-70.003,-56.084,0.0833,0.0833,0.0833,0.0833,0.0833,0.0833,-40.7366,-20.9646,-13.5598,-5.6535,-3.4411,-1.6803,0.902,0.9362,1.0637,0.9604,0.9787,0.9536,0.0,100.0,20.0,100.0,42.8571,0.0,71.4286,42.8571,61.9048,80.9524,90.4762,80.9524,46.3893,19.6364,9.936,0.6313,0.009,3.0769,41.2763,30.906,26.6983,21.6049,20.3536,19.945,15.1162,20.7605,21.8723,21.3338,20.3573,18.7543,1.0492,1.3033,1.5011,2.0995,2.7563,4.8869,0.3842,0.8755,1.2297,2.0731,2.7568,4.5952,14.3534,12.8333,13.5933,15.2763,12.7957,14.036,15.1718,13.9486,12.7253,14.8238,12.3105,13.5671,14.664,13.6148,12.5655,14.3411,13.4962,12.6513,6.3468,6.3178,6.0164,5.1994,4.8304,4.3699,9.0885,13.0328,0.0719,0.0104,0.0823,45.0183,24.3722,-0.3346,49.2955,12.617,-2099967.3853,5312426.0
2009-01-09,13.79,42978.0,DIA.MI,13.48,13.874,14.0329,13.5771,13.6171,13.496,13.5617,13.6873,13.8396,13.7107,13.6561,13.5828,13.6307,13.6769,13.7464,13.7815,13.7511,13.6371,13.7318,13.7044,13.5122,13.5213,13.4811,13.4492,53.7471,51.9271,51.9739,51.9786,51.7299,51.1237,39.9004,34.1883,31.0723,18.5898,13.9766,12.2361,-0.34,-0.81,0.59,0.14,0.05,-0.01,58.9744,-35.8368,-51.0007,9.2754,7.9005,38.3887,0.975,0.975,0.975,0.975,0.975,0.975,7.4943,3.8542,3.9479,3.9572,3.4598,2.2475,0.9759,0.9445,1.0447,1.0103,1.0036,0.9993,0.0,66.6667,0.0,80.0,28.5714,0.0,64.2857,35.7143,57.1429,76.1905,88.0952,78.5714,11.4133,2.0692,2.5535,6.6005,5.4134,0.159,32.6153,27.2687,24.4182,20.5786,19.6674,19.5767,25.933,26.1631,25.6979,23.4872,21.9186,19.6391,0.6995,1.0427,1.2866,1.9495,2.625,4.7706,0.5562,1.0004,1.3541,2.2251,2.9255,4.7858,13.9203,13.0397,13.48,14.9818,12.7662,13.874,15.1108,14.0329,12.9549,14.8385,12.3158,13.5771,14.6677,13.6171,12.5666,14.3405,13.496,12.6514,5.1839,5.5456,5.4585,4.907,4.6089,4.2074,9.1083,13.0404,0.0744,0.0102,0.0846,29.6086,20.233,-0.1139,49.3394,12.6456,-2059138.2853,5355404.0
2009-01-12,13.99,65780.0,DIA.MI,13.71,13.712,13.9943,13.6057,13.6429,13.5076,13.8167,13.726,13.8289,13.7657,13.69,13.6057,13.8874,13.84,13.8553,13.8445,13.8017,13.6721,13.8466,13.728,13.5196,13.5268,13.4873,13.4536,62.5076,56.9461,55.6037,54.0258,53.2194,51.9873,34.1795,30.705,28.9541,18.3147,13.8635,12.0392,0.69,-0.81,-0.27,0.4,0.54,0.49,81.9048,25.7628,-19.7211,35.5824,45.9314,85.3478,0.6269,0.6269,0.6269,0.6269,0.6269,0.6269,25.0153,13.8923,11.2073,8.0515,6.4389,3.9747,1.0519,0.9453,0.9811,1.0294,1.0401,1.0363,0.0,33.3333,0.0,60.0,14.2857,71.4286,57.1429,28.5714,52.381,71.4286,85.7143,76.1905,22.7376,16.7717,16.2448,14.7387,11.6008,3.9678,22.2081,22.3692,21.2637,19.1222,18.6827,19.0405,35.2794,31.3846,29.5122,25.7333,23.5862,20.6139,0.4663,0.8341,1.1028,1.8103,2.5,4.657,0.7408,1.1703,1.5306,2.4361,3.1562,5.0418,14.2447,13.1753,13.71,14.3807,13.0433,13.712,15.0562,13.9943,12.9324,14.8849,12.3265,13.6057,14.7022,13.6429,12.5835,14.3655,13.5076,12.6497,5.0029,5.3309,5.296,4.8335,4.5548,4.1626,9.128,13.0499,0.0798,0.0216,0.1014,26.9375,36.2072,0.2304,46.5432,12.6738,-2028702.7629,5421184.0
2009-01-13,14.0,40145.0,DIA.MI,13.9267,13.686,13.9086,13.655,13.6524,13.5255,13.9617,13.822,13.8304,13.8183,13.7225,13.6286,13.9847,13.9347,13.9294,13.8968,13.8468,13.7055,13.9148,13.7316,13.5418,13.5366,13.4908,13.4597,63.0328,57.2252,55.7985,54.131,53.2951,52.0307,30.3655,27.9183,27.1385,18.0593,13.7558,11.847,0.65,-0.13,-0.6,0.69,0.2,0.75,50.0,82.8446,-6.9464,30.8237,43.7446,81.1882,0.0,0.0,0.0,0.0,0.0,0.0,26.0655,14.4505,11.5971,8.2621,6.5902,4.0615,1.0487,0.9908,0.9589,1.0518,1.0145,1.0566,66.6667,0.0,0.0,40.0,0.0,57.1429,50.0,21.4286,47.619,66.6667,83.3333,73.8095,22.7376,16.7717,16.2448,14.7387,11.6008,3.9678,15.3912,18.5201,18.6611,17.8624,17.8159,18.5585,24.4501,25.9842,25.9,24.0379,22.492,20.0921,0.3109,0.6673,0.9453,1.681,2.381,4.5461,0.4938,0.9363,1.312,2.2621,3.0059,4.9218,14.1201,13.7332,13.9267,14.2951,13.0769,13.686,14.8512,13.9086,12.9659,14.938,12.372,13.655,14.7208,13.6524,12.584,14.3924,13.5255,12.6586,4.8091,5.1474,5.1689,4.8013,4.5457,4.166,9.1476,13.0594,0.0867,0.0275,0.1142,37.8583,57.1346,0.7342,49.0973,12.7018,-2006687.7629,5461329.0
2009-01-14,13.8,28767.0,DIA.MI,13.93,13.786,13.7657,13.6971,13.6629,13.5343,13.8983,13.86,13.8032,13.8376,13.7359,13.6414,13.8629,13.8729,13.888,13.8882,13.8506,13.7184,13.914,13.7425,13.5675,13.5411,13.4929,13.4621,44.3833,49.244,50.6146,51.5864,51.5443,51.0844,27.8229,25.689,25.5822,17.8221,13.6531,11.6594,0.01,0.5,-1.0,0.59,0.22,0.37,-100.0,43.5759,10.8315,19.9436,31.7633,66.5415,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-11.2334,-1.5119,1.2293,3.1728,3.0887,2.1688,1.0007,1.0376,0.9324,1.0447,1.0162,1.0276,33.3333,0.0,0.0,20.0,0.0,42.8571,42.8571,14.2857,42.8571,61.9048,80.9524,71.4286,22.7376,16.7717,16.2448,14.7387,11.6008,3.9678,11.8662,16.2633,17.087,17.0805,17.2731,18.2532,18.8505,22.8179,23.7152,22.9857,21.8066,19.7616,0.2072,0.5338,0.8102,1.5609,2.2676,4.4379,0.3292,0.749,1.1245,2.1005,2.8627,4.8046,14.114,13.746,13.93,14.2574,13.3146,13.786,14.3654,13.7657,13.166,14.9575,12.4368,13.6971,14.7325,13.6629,12.5932,14.4046,13.5343,12.6639,4.2187,4.7573,4.9087,4.73,4.53,4.1948,9.1672,13.0668,0.0907,0.0162,0.1069,53.6765,67.6876,1.1371,48.168,12.7294,-2013879.5129,5432562.0
2009-01-15,14.11,56765.0,DIA.MI,13.97,13.938,13.7629,13.7771,13.6748,13.5583,13.9883,13.968,13.8893,13.8927,13.7765,13.6682,14.0492,14.0096,13.9948,13.9573,13.9071,13.7584,13.9222,13.8199,13.5702,13.5614,13.4976,13.4713,67.0497,60.0417,57.7181,55.1089,54.0035,52.4574,31.7552,25.3835,24.9288,17.7759,13.6398,11.5014,0.12,0.76,-0.02,1.12,0.25,1.01,100.0,119.195,94.879,36.385,58.557,100.2098,0.5526,0.5526,0.5526,0.5526,0.5526,0.5526,34.0994,20.0834,15.4361,10.2179,8.007,4.9148,1.0086,1.0569,0.9986,1.0862,1.018,1.0771,0.0,0.0,40.0,0.0,0.0,28.5714,35.7143,7.1429,38.0952,57.1429,78.5714,69.0476,39.6198,24.1614,21.008,17.1748,13.3737,5.0205,8.9465,14.2074,15.626,16.3484,16.7636,17.9656,20.6874,23.26,23.9375,23.1285,21.9396,19.8648,0.1382,0.4271,0.6945,1.4494,2.1596,4.3322,0.3195,0.6992,1.0639,2.0505,2.8264,4.7902,14.2266,13.7134,13.97,14.1863,13.6897,13.938,14.3557,13.7629,13.17,14.989,12.5652,13.7771,14.7584,13.6748,12.5911,14.4351,13.5583,12.6815,3.6484,4.2608,4.4998,4.488,4.3477,4.069,9.1868,13.0772,0.0975,0.0272,0.1248,68.6481,81.122,1.954,56.6411,12.7569,-1969065.0392,5489327.0
2009-01-16,14.38,23099.0,DIA.MI,14.0967,14.056,13.9171,13.8757,13.71,13.5924,14.1933,14.1153,14.0436,13.973,13.8406,13.7064,14.3135,14.2315,14.1802,14.0791,14.0023,13.82,13.9808,13.9203,13.7758,13.5978,13.5124,13.4893,78.4981,67.556,63.1098,57.9768,56.0436,53.6189,43.0277,28.2235,25.8627,18.124,13.8177,11.404,0.38,0.59,1.08,1.38,0.74,1.43,100.0,142.5884,127.4804,59.2605,84.5662,139.503,0.375,0.375,0.375,0.375,0.375,0.375,56.9963,35.112,26.2196,15.9536,12.0872,7.2378,1.0271,1.0428,1.0812,1.1062,1.0543,1.1104,100.0,0.0,100.0,0.0,100.0,14.2857,28.5714,0.0,33.3333,52.381,76.1905,66.6667,65.5727,39.5836,31.4664,22.649,17.3757,7.4118,6.1018,11.8434,13.8775,15.4477,16.1324,17.6065,29.3455,27.3626,26.6208,24.4941,22.9177,20.4254,0.0921,0.3417,0.5953,1.3459,2.0568,4.229,0.443,0.7894,1.1419,2.134,2.9218,4.9061,14.5706,13.6227,14.0967,14.4364,13.6756,14.056,14.51,13.9171,13.3243,15.0424,12.709,13.8757,14.8342,13.71,12.5858,14.483,13.5924,12.7018,3.4993,4.0123,4.2614,4.3276,4.2219,3.9771,9.2063,13.0902,0.1098,0.0491,0.1589,78.8336,87.6913,2.4885,69.0387,12.784,-1945966.0392,5512426.0
2009-01-19,14.4,28111.0,DIA.MI,14.2967,14.138,14.0671,14.0079,13.7338,13.6198,14.345,14.23,14.1643,14.043,13.9034,13.744,14.4112,14.3577,14.3058,14.1809,14.0876,13.8791,14.1671,13.9858,13.9322,13.6592,13.5231,13.5041,79.2974,68.1113,63.5119,58.1899,56.1947,53.7047,53.4313,31.9104,27.3934,18.645,14.0843,11.3382,0.6,0.41,1.05,1.85,0.5,1.15,84.7561,106.8948,133.8769,68.9355,93.666,157.1764,-0.2778,-0.2778,-0.2778,-0.2778,-0.2778,-0.2778,58.5947,36.2226,27.0238,16.3798,12.3895,7.4094,1.0435,1.0293,1.0787,1.1474,1.036,1.0868,100.0,0.0,100.0,0.0,100.0,0.0,21.4286,0.0,28.5714,47.619,73.8095,64.2857,74.2384,46.658,36.5777,25.4187,19.4151,8.6412,4.4941,10.2453,12.6398,14.7896,15.6679,17.3403,30.3961,28.1683,27.2194,24.8707,23.2176,20.6206,0.0614,0.2733,0.5102,1.2497,1.9588,4.1284,0.4153,0.7515,1.0988,2.1016,2.9027,4.9093,14.5612,14.0322,14.2967,14.5952,13.6808,14.138,14.5264,14.0671,13.6079,14.9393,13.0764,14.0079,14.8937,13.7338,12.5739,14.5369,13.6198,12.7026,3.1629,3.7054,4.0047,4.1915,4.1343,3.9365,9.2258,13.1033,0.1249,0.0604,0.1854,87.6048,94.0012,2.3008,70.1139,12.8108,-1933472.2614,5540537.0
