date,close,volume,ticker,SMA 3,SMA 5,SMA 7,SMA 14,SMA 21,SMA 42,WMA 3,WMA 5,WMA 7,WMA 14,WMA 21,WMA 42,DEMA 3,DEMA 5,DEMA 7,DEMA 14,DEMA 21,DEMA 42,KAMA 3,KAMA 5,KAMA 7,KAMA 14,KAMA 21,KAMA 42,RSI 3,RSI 5,RSI 7,RSI 14,RSI 21,RSI 42,ADX 3,ADX 5,ADX 7,ADX 14,ADX 21,ADX 42,MOM 3,MOM 5,MOM 7,MOM 14,MOM 21,MOM 42,CCI 3,CCI 5,CCI 7,CCI 14,CCI 21,CCI 42,BOP 3,BOP 5,BOP 7,BOP 14,BOP 21,BOP 42,CMO 3,CMO 5,CMO 7,CMO 14,CMO 21,CMO 42,ROCR 3,ROCR 5,ROCR 7,ROCR 14,ROCR 21,ROCR 42,Aroon Up 3,Aroon Down 3,Aroon Up 5,Aroon Down 5,Aroon Up 7,Aroon Down 7,Aroon Down 14,Aroon Up 14,Aroon Down 21,Aroon Up 21,Aroon Up 42,Aroon Down 42,DX 3,DX 5,DX 7,DX 14,DX 21,DX 42,MINUS_DI 3,MINUS_DI 5,MINUS_DI 7,MINUS_DI 14,MINUS_DI 21,MINUS_DI 42,PLUS_DI 3,PLUS_DI 5,PLUS_DI 7,PLUS_DI 14,PLUS_DI 21,PLUS_DI 42,MINUS_DM 3,MINUS_DM 5,MINUS_DM 7,MINUS_DM 14,MINUS_DM 21,MINUS_DM 42,PLUS_DM 3,PLUS_DM 5,PLUS_DM 7,PLUS_DM 14,PLUS_DM 21,PLUS_DM 42,Real Middle Band 3,Real Upper Band 3,Real Lower Band 3,Real Lower Band 5,Real Upper Band 5,Real Middle Band 5,Real Lower Band 7,Real Upper Band 7,Real Middle Band 7,Real Lower Band 14,Real Middle Band 14,Real Upper Band 14,Real Lower Band 21,Real Upper Band 21,Real Middle Band 21,Real Middle Band 42,Real Lower Band 42,Real Upper Band 42,NATR 3,NATR 5,NATR 7,NATR 14,NATR 21,NATR 42,FAMA,MAMA,MACD,MACD_Hist,MACD_Signal,SlowD,SlowK,PPO,ULTOSC,SAR,Chaikin A/D,OBV
2015-04-28,43.0,3294200.0,FEYE,43.48,43.608,43.4221,42.6675,41.5952,41.9896,43.3083,43.484,43.4907,43.0159,42.4605,41.821,43.183,43.4685,43.6311,43.4788,43.1212,43.3024,43.3838,42.9535,42.006,42.108,41.2677,40.7347,34.0856,49.6481,53.8552,55.0657,54.9907,54.988,36.8269,29.7078,25.1808,16.4739,14.1937,10.8158,-0.93,-0.485,2.16,1.78,3.19,-2.41,-100.0,-141.969,-57.4179,27.4132,62.1622,48.9439,-0.3136,-0.3136,-0.3136,-0.3136,-0.3136,-0.3136,-31.8287,-0.7037,7.7103,10.1313,9.9814,9.9761,0.9788,0.9888,1.0529,1.0432,1.0801,0.9469,66.6667,100.0,80.0,100.0,85.7143,0.0,0.0,92.8571,14.2857,95.2381,0.0,57.1429,44.5823,13.8655,2.3034,4.9075,6.2486,8.2728,35.4486,28.1584,25.5325,23.4412,22.6864,21.6326,13.5873,21.3007,24.3827,25.8607,25.7105,25.5346,1.5927,2.0916,2.6558,4.9695,7.3799,14.6123,0.6105,1.5822,2.5362,5.4824,8.3637,17.2481,43.48,44.3268,42.6332,42.8626,44.3534,43.608,42.3924,44.4518,43.4221,40.665,42.6675,44.67,37.9791,45.2114,41.5952,41.9896,38.4639,45.5154,3.4829,3.4549,3.4557,3.5216,3.6024,3.7402,29.8398,37.3453,0.6977,0.1965,0.5012,62.791,44.3338,3.5055,48.4763,38.8652,-69388688.8568,194045300.0
2015-04-29,42.96,3659900.0,FEYE,43.1233,43.466,43.4979,42.8032,41.7345,41.9585,43.0483,43.268,43.3752,43.0549,42.5846,41.8661,42.9861,43.2232,43.4225,43.4468,43.1629,43.3553,43.1955,42.9544,42.0383,42.1334,41.3204,40.753,32.704,48.7991,53.2973,54.834,54.8491,54.9246,39.4121,26.5393,21.9126,15.6477,13.8154,10.7553,-1.07,-0.71,0.53,1.9,2.925,-1.31,-67.0393,-97.3963,-135.4194,2.0727,48.4608,42.3744,0.283,0.283,0.283,0.283,0.283,0.283,-34.592,-2.4019,6.5946,9.668,9.6982,9.8493,0.9757,0.9837,1.0125,1.0463,1.0731,0.9704,33.3333,66.6667,60.0,80.0,71.4286,0.0,42.8571,85.7143,9.5238,90.4762,0.0,54.7619,44.5823,13.8655,2.3034,4.9075,6.2486,8.2728,26.1829,23.8959,22.8194,22.2435,21.9359,21.2903,10.0358,18.0763,21.7918,24.5394,24.86,25.1307,1.0618,1.6733,2.2764,4.6145,7.0285,14.2644,0.407,1.2658,2.1739,5.0908,7.9654,16.8374,43.1233,43.5301,42.7166,42.5672,44.3648,43.466,42.7253,44.2705,43.4979,41.0081,42.8032,44.5983,38.1443,45.3248,41.7345,41.9585,38.4913,45.4256,3.1466,3.26,3.3173,3.4493,3.5516,3.7133,29.8777,37.4015,0.6606,0.1275,0.533,45.0508,27.5864,3.5743,46.0325,39.1062,-68145703.9511,190385400.0
2015-04-30,41.3,7874600.0,FEYE,42.42,42.94,43.1857,42.6646,41.8321,41.8746,42.1367,42.546,42.8257,42.8544,42.5451,41.8355,41.6854,42.1626,42.55,43.0009,42.9075,43.2517,42.353,42.31,41.8778,42.1062,41.32,40.7625,9.2823,25.8583,35.4952,46.1551,49.3146,52.3581,51.1525,29.6958,22.3658,15.034,13.2401,10.6013,-2.11,-2.63,-2.185,-1.94,2.05,-3.52,-100.0,-129.7757,-159.2915,-81.7591,-5.3454,-8.1724,-0.7283,-0.7283,-0.7283,-0.7283,-0.7283,-0.7283,-81.4355,-48.2835,-29.0095,-7.6899,-1.3707,4.7162,0.9514,0.9401,0.9498,0.9551,1.0522,0.9215,0.0,100.0,40.0,100.0,57.1429,100.0,35.7143,78.5714,4.7619,85.7143,2.381,52.381,74.6333,42.3214,25.0852,7.0559,1.7339,4.2883,40.8407,33.4403,29.8562,25.7642,24.2511,22.4228,5.9324,13.5523,17.8812,22.368,23.4245,24.4321,1.8679,2.4986,3.1112,5.4449,7.8538,15.0848,0.2713,1.0126,1.8633,4.7272,7.5861,16.4365,42.42,44.0043,40.8357,41.1283,44.7517,42.94,41.4631,44.9083,43.1857,40.7316,42.6646,44.5977,38.4099,45.2544,41.8321,41.8746,38.5198,45.2295,3.6913,3.6184,3.6045,3.6551,3.734,3.8784,29.9155,37.4404,0.4916,-0.0332,0.5247,30.8531,20.6391,3.4326,39.0286,39.3375,-74108551.3499,182510800.0
2015-05-01,43.31,10850400.0,FEYE,42.5233,42.796,43.1343,42.7696,42.0783,41.8327,42.5817,42.6693,42.8568,42.9405,42.6794,41.9022,42.7713,42.7121,42.8605,43.1361,43.0321,43.336,42.3657,42.3343,41.8942,42.1324,41.4368,40.7863,60.5705,56.6811,56.1742,55.3669,55.0776,54.9682,42.249,26.6683,21.0348,14.7199,13.0736,10.5815,0.31,-0.72,-0.36,1.47,5.17,-1.76,88.427,66.2227,29.3246,58.2251,80.2895,87.926,-0.2804,-0.2804,-0.2804,-0.2804,-0.2804,-0.2804,21.1411,13.3622,12.3485,10.7338,10.1552,9.9363,1.0072,0.9836,0.9918,1.0351,1.1356,0.9609,100.0,66.6667,20.0,80.0,42.8571,85.7143,28.5714,71.4286,0.0,80.9524,0.0,50.0,24.442,14.5584,13.0489,10.6362,9.7441,9.7717,19.339,21.3386,21.6422,21.9691,21.8496,21.3222,31.8508,28.6105,28.138,27.1986,26.5674,25.9405,1.2452,1.9989,2.6667,5.056,7.4798,14.7256,2.0509,2.6801,3.4671,6.2595,9.0948,17.9152,42.5233,44.2768,40.7698,41.2604,44.3316,42.796,41.4515,44.817,43.1343,40.8677,42.7696,44.6716,39.0305,45.1261,42.0783,41.8327,38.5968,45.0687,4.9558,4.3258,4.0644,3.7956,3.7639,3.7967,29.9534,37.4991,0.5139,-0.0087,0.5226,26.2297,30.4637,3.1744,43.2368,39.5596,-79103179.9214,193361200.0
2015-05-04,43.33,4412000.0,FEYE,42.6467,42.78,43.0486,42.8818,42.3007,41.8211,42.985,42.8473,42.9057,43.0152,42.7932,41.9719,43.1925,43.0339,43.072,43.2457,43.1408,43.4143,42.3807,42.3401,41.9219,42.1606,41.5368,40.8002,60.9005,56.9039,56.3367,55.4486,55.1309,54.9933,36.3133,24.2463,19.894,14.4282,12.915,10.5623,0.37,-0.08,-0.6,1.57,4.67,-0.49,46.5691,71.681,27.338,44.1205,71.6689,84.4047,0.1014,0.1014,0.1014,0.1014,0.1014,0.1014,21.801,13.8079,12.6735,10.8971,10.2618,9.9866,1.0086,0.9982,0.9863,1.0376,1.1208,0.9888,66.6667,33.3333,0.0,60.0,28.5714,71.4286,21.4286,64.2857,0.0,76.1905,88.0952,47.619,24.442,14.5584,13.0489,10.6362,9.7441,9.7717,14.3809,17.8195,18.9822,20.5461,20.9008,20.8641,23.6849,23.892,24.6796,25.437,25.4137,25.3833,0.8302,1.5991,2.2858,4.6948,7.1236,14.375,1.3673,2.1441,2.9718,5.8124,8.6618,17.4886,42.6467,44.5512,40.7421,41.2688,44.2912,42.78,41.4794,44.6178,43.0486,41.0473,42.8818,44.7163,39.6242,44.9773,42.3007,41.8211,38.6104,45.0317,4.4409,4.1422,3.9701,3.7668,3.7457,3.7859,29.9914,37.5574,0.5271,0.0036,0.5235,31.0531,42.0565,3.0556,40.893,39.7728,-80772585.3268,197773200.0
2015-05-05,40.54,6136500.0,FEYE,42.3933,42.288,42.55,42.7318,42.3769,41.7408,41.9317,42.1007,42.2786,42.703,42.6331,41.9123,41.2397,41.6598,41.9865,42.6351,42.748,43.2319,42.3339,42.1869,41.7595,42.1163,41.5239,40.7962,22.1382,29.9966,35.1352,43.4923,46.9681,50.9312,41.8602,26.7021,20.8151,14.2032,12.558,10.3555,-0.76,-2.46,-3.49,-2.1,1.6,-3.37,-100.0,-96.5704,-130.763,-118.141,-73.2588,-20.9722,-0.8255,-0.8255,-0.8255,-0.8255,-0.8255,-0.8255,-55.7236,-40.0068,-29.7297,-13.0154,-6.0637,1.8625,0.9816,0.9428,0.9207,0.9508,1.0411,0.9233,33.3333,100.0,60.0,100.0,14.2857,100.0,100.0,57.1429,0.0,71.4286,85.7143,45.2381,52.954,36.5254,26.342,11.2788,5.4181,1.8782,44.109,36.7123,33.1218,28.1031,26.0244,23.4469,13.5671,17.0686,19.3102,22.4063,23.3493,24.3445,2.9634,3.6893,4.3692,6.7695,9.1944,16.4428,0.9115,1.7153,2.5473,5.3972,8.2493,17.0722,42.3933,45.0144,39.7723,39.9878,44.5882,42.288,40.4255,44.6745,42.55,40.5351,42.7318,44.9285,40.0147,44.7391,42.3769,41.7408,38.5749,44.9068,5.5241,4.9577,4.6485,4.2441,4.1499,4.1187,30.0294,37.5873,0.3089,-0.1717,0.4806,37.7883,40.8448,2.9264,35.3989,39.9775,-86552039.616,191636700.0
2015-05-06,40.1,4643700.0,FEYE,41.3233,41.716,42.0771,42.5954,42.386,41.6758,40.785,41.3713,41.6661,42.352,42.4261,41.836,40.2465,40.6802,41.0929,42.0297,42.3287,43.0202,41.363,41.9819,41.5733,42.0662,41.5168,40.7873,19.2411,27.4389,32.8599,41.9558,45.8441,50.3306,49.9029,31.032,23.1104,14.5049,12.4713,10.1355,-3.21,-2.86,-3.31,-1.91,0.19,-2.73,-83.4548,-107.7444,-136.2463,-163.9462,-159.4166,-79.6476,-0.5229,-0.5229,-0.5229,-0.5229,-0.5229,-0.5229,-61.5178,-45.1222,-34.2803,-16.0884,-8.3117,0.6613,0.9259,0.9334,0.9238,0.9545,1.0048,0.9363,0.0,100.0,40.0,100.0,0.0,100.0,100.0,50.0,0.0,66.6667,83.3333,42.8571,65.9884,48.3515,36.8822,18.4269,10.7374,1.114,49.3533,41.188,36.8862,30.4465,27.7068,24.3488,10.1127,14.3396,17.0086,20.9717,22.3337,23.8123,2.9656,3.9414,4.7351,7.276,9.7466,17.0413,0.6077,1.3722,2.1834,5.0117,7.8565,16.6658,41.3233,44.1838,38.4628,38.9864,44.4456,41.716,39.5029,44.6514,42.0771,40.03,42.5954,45.1608,40.0605,44.7114,42.386,41.6758,38.4899,44.8617,4.995,4.7728,4.5732,4.2568,4.1774,4.1556,30.0673,37.6124,0.0993,-0.305,0.4043,36.0985,25.3941,2.4549,37.9901,44.89,-87371516.0866,186993000.0
2015-05-07,40.34,2911100.0,FEYE,40.3267,41.524,41.6971,42.5596,42.344,41.6062,40.2933,40.9127,41.2318,42.0513,42.2402,41.7739,40.1416,40.3137,40.6333,41.6004,42.0054,42.8432,41.0149,41.9347,41.4717,42.0519,41.5064,40.7812,27.0517,31.4256,35.5172,43.1359,46.5764,50.6558,55.2647,34.4959,25.0778,14.7851,12.3888,9.9207,-2.99,-0.96,-2.66,-0.5,-0.88,-2.925,-39.6473,-69.8652,-90.8047,-142.0199,-140.5627,-67.6911,0.3143,0.3143,0.3143,0.3143,0.3143,0.3143,-45.8967,-37.1488,-28.9656,-13.7283,-6.8473,1.3115,0.931,0.9768,0.9381,0.9878,0.9787,0.9324,0.0,66.6667,20.0,80.0,42.8571,85.7143,92.8571,42.8571,95.2381,61.9048,80.9524,40.4762,65.9884,48.3515,36.8822,18.4269,10.7374,1.114,42.0122,37.7374,34.6799,29.5155,27.1397,24.1019,8.6085,13.1383,15.9913,20.3304,21.8766,23.5708,1.9771,3.1532,4.0586,6.7563,9.2824,16.6355,0.4051,1.0978,1.8715,4.6537,7.4823,16.2689,40.3267,40.6864,39.9669,38.5779,44.4701,41.524,38.9978,44.3965,41.6971,39.8859,42.5596,45.2334,39.907,44.7811,42.344,41.6062,38.4345,44.7779,3.8886,4.1425,4.1444,4.0531,4.0374,4.0738,30.1052,37.6397,-0.0469,-0.3609,0.3141,25.4827,10.209,1.7247,37.8983,44.8358,-87454690.3723,189904100.0
2015-05-08,41.69,4853300.0,FEYE,40.71,41.2,41.5157,42.5068,42.374,41.6124,40.975,40.968,41.23,41.9354,42.1807,41.7778,41.1775,40.9037,40.947,41.5916,41.9588,42.7996,41.1259,41.9174,41.4769,42.048,41.5077,40.7855,59.8308,50.5347,48.8124,49.371,50.5271,52.4493,44.5443,28.3435,21.5669,13.7935,11.8324,9.7884,1.15,-1.62,-1.27,-0.74,0.63,0.26,100.0,24.5641,0.6307,-51.8134,-46.6236,6.7632,0.291,0.291,0.291,0.291,0.291,0.291,19.6617,1.0694,-2.3751,-1.258,1.0541,4.8987,1.0284,0.9626,0.9704,0.9826,1.0153,1.0063,0.0,33.3333,0.0,60.0,28.5714,71.4286,85.7143,35.7143,90.4762,57.1429,78.5714,38.0952,23.1035,3.7341,0.5012,0.9033,0.7055,4.3643,24.6951,28.3927,28.4421,26.7471,25.4227,23.3398,39.5344,30.5953,28.1585,26.2682,25.7839,25.47,1.3181,2.5225,3.4788,6.2737,8.8404,16.2394,2.1101,2.7182,3.4441,6.1613,8.966,17.7216,40.71,42.1097,39.3103,38.8063,43.5937,41.2,39.017,44.0145,41.5157,39.7958,42.5068,45.2177,39.986,44.7621,42.374,41.6124,38.441,44.7837,4.2675,4.2621,4.1912,4.0187,3.9719,3.9737,30.143,37.6802,-0.0532,-0.2938,0.2406,20.1152,24.7425,0.9996,38.5826,44.7821,-88758562.0141,194757400.0
2015-05-11,41.88,3276400.0,FEYE,41.3033,40.91,41.5986,42.3921,42.3093,41.6081,41.56,41.1947,41.3211,41.8518,42.1358,41.7902,41.7071,41.3589,41.2531,41.634,41.951,42.7748,41.4611,41.9152,41.4822,42.0438,41.5124,40.7906,63.3112,52.8464,50.4886,50.1987,51.0619,52.6972,41.6141,25.2878,19.4263,13.0141,11.4248,9.6897,1.78,-1.45,0.58,-1.605,-1.36,-0.18,66.1585,89.3803,19.0613,-25.0811,-20.5941,24.3413,0.1679,0.1679,0.1679,0.1679,0.1679,0.1679,26.6225,5.6927,0.9773,0.3974,2.1238,5.3944,1.0444,0.9665,1.014,0.9631,0.9685,0.9957,100.0,0.0,0.0,40.0,14.2857,57.1429,78.5714,28.5714,85.7143,52.381,76.1905,35.7143,35.7536,13.065,6.5831,2.8816,3.2722,5.645,17.8301,23.8043,25.155,25.1642,24.4128,22.8783,37.6752,30.9592,28.7003,26.6575,26.0645,25.6158,0.8787,2.018,2.9818,5.8255,8.4195,15.8528,1.8567,2.6246,3.4021,6.1712,8.9891,17.7497,41.3033,42.6745,39.9322,39.4493,42.3707,40.91,39.0955,44.1017,41.5986,39.7209,42.3921,45.0634,39.945,44.6736,42.3093,41.6081,38.4387,44.7775,3.9225,4.0485,4.0435,3.9484,3.9214,3.9394,30.1809,37.7222,-0.0423,-0.2264,0.184,25.717,42.1996,0.2956,38.9105,44.729,-90791364.9338,198033800.0
2015-05-12,41.3,3549700.0,FEYE,41.6233,41.062,41.3114,42.2229,42.2836,41.5662,41.5583,41.3247,41.2464,41.7062,42.044,41.7759,41.4477,41.2969,41.2106,41.5258,41.8434,42.6976,41.4428,41.8833,41.4679,42.0147,41.5109,40.7954,45.328,44.8488,45.2155,47.6385,49.3519,51.8519,34.5729,23.4467,18.6154,12.6413,11.0799,9.4982,0.96,0.76,-2.01,-2.37,-0.54,-1.76,-100.0,-2.6328,-32.1045,-75.634,-86.8298,-28.1993,-0.0758,-0.0758,-0.0758,-0.0758,-0.0758,-0.0758,-9.3439,-10.3024,-9.569,-4.723,-1.2963,3.7039,1.0238,1.0187,0.9536,0.9457,0.9871,0.9591,66.6667,0.0,0.0,20.0,0.0,42.8571,71.4286,21.4286,80.9524,47.619,73.8095,33.3333,20.4904,16.082,13.7501,7.7957,4.183,1.6476,38.7925,34.8585,32.8412,29.0692,27.0631,24.2302,25.5985,25.1999,24.9015,24.8646,24.8899,25.042,1.8758,2.9044,3.8459,6.6994,9.3085,16.7653,1.2378,2.0997,2.9161,5.7304,8.561,17.327,41.6233,42.1062,41.1405,39.629,42.495,41.062,39.2347,43.3882,41.3114,39.597,42.2229,44.8487,39.8879,44.6793,42.2836,41.5662,38.4283,44.7041,3.9027,4.0349,4.0507,3.9859,3.9658,3.9889,30.2188,37.758,-0.0797,-0.211,0.1313,40.3052,53.9736,-0.4606,37.5492,44.6764,-89123686.3445,194484100.0
2015-05-13,43.46,10799300.0,FEYE,42.2133,41.734,41.33,42.1893,42.3645,41.6,42.4767,42.124,41.7836,41.8711,42.151,41.864,42.9659,42.4696,42.1374,41.9782,42.1248,42.8207,41.8128,42.2968,41.4789,42.0256,41.539,40.817,78.8645,67.6437,62.3159,56.5301,55.2164,54.6284,36.0769,23.3528,18.2071,12.3333,10.8819,9.446,1.77,3.36,0.13,-0.47,1.7,1.42,82.273,102.0204,124.027,26.0299,19.188,55.7234,0.7121,0.7121,0.7121,0.7121,0.7121,0.7121,57.7289,35.2874,24.6317,13.0601,10.4329,9.2568,1.0425,1.0838,1.003,0.9893,1.0407,1.0338,100.0,66.6667,100.0,0.0,0.0,28.5714,64.2857,14.2857,76.1905,42.8571,71.4286,30.9524,39.0851,22.9772,15.7569,8.3282,6.9202,7.3021,21.5846,25.1584,26.1467,25.9525,25.0944,23.3421,49.2834,40.1687,35.9277,30.668,28.8257,27.0195,1.2505,2.3235,3.2965,6.2209,8.8653,16.3662,2.8553,3.7098,4.5296,7.3512,10.1835,18.9446,42.2133,44.0389,40.3878,39.7074,43.7606,41.734,39.1803,43.4797,41.33,39.6407,42.1893,44.7379,39.9305,44.7986,42.3645,41.6,38.4122,44.7878,4.4437,4.2502,4.1442,3.9396,3.8709,3.8412,30.2568,37.815,0.0643,-0.0536,0.1179,55.4411,70.1502,-0.7724,45.8119,44.6244,-80173293.7375,205283400.0
2015-05-14,42.39,6343300.0,FEYE,42.3833,42.144,41.5943,42.0721,42.3526,41.6005,42.565,42.3427,42.0486,41.8979,42.1533,41.9007,42.6665,42.5065,42.2732,42.078,42.1827,42.8367,41.8249,42.3049,41.5356,42.0325,41.5435,40.8236,54.1726,53.8594,52.7924,51.8344,52.0798,53.0753,37.0797,23.2777,17.8571,12.0472,10.6932,9.3949,0.51,2.05,1.85,-1.64,-0.25,0.02,24.3822,36.8735,59.8642,5.5638,-12.8419,30.8371,-0.0973,-0.0973,-0.0973,-0.0973,-0.0973,-0.0973,8.3453,7.7188,5.5848,3.6688,4.1596,6.1506,1.0122,1.0508,1.0456,0.9628,0.9941,1.0005,66.6667,33.3333,80.0,0.0,85.7143,14.2857,57.1429,7.1429,71.4286,38.0952,69.0476,28.5714,39.0851,22.9772,15.7569,8.3282,6.9202,7.3021,14.6714,20.186,22.3779,23.9908,23.8066,22.7375,33.4986,32.2296,30.749,28.3499,27.3465,26.3197,0.8337,1.8588,2.8255,5.7766,8.4431,15.9765,1.9035,2.9679,3.8825,6.8261,9.6985,18.4935,42.3833,44.147,40.6197,40.6526,43.6354,42.144,39.4432,43.7454,41.5943,39.7304,42.0721,44.4139,39.9216,44.7836,42.3526,41.6005,38.4122,44.7887,4.4684,4.3447,4.2552,4.0573,3.984,3.9466,30.2948,37.8607,0.0911,-0.0215,0.1125,64.4305,69.1676,-0.9981,51.5621,44.5728,-78096284.003,198940100.0
2015-05-15,41.37,4873500.0,FEYE,42.4067,42.08,41.7757,41.9264,42.3221,41.5713,42.0583,42.0847,41.9925,41.8043,42.064,41.89,41.7575,41.9432,41.9106,41.9046,42.0552,42.7576,41.8224,42.295,41.5302,42.0171,41.5423,40.8276,37.42,43.3365,45.123,47.7615,49.2779,51.6416,26.1859,18.8661,15.471,11.2691,10.2802,9.2836,0.07,-0.32,1.27,-2.04,-0.64,-1.225,-100.0,-53.2138,-16.9737,-36.1267,-55.581,-4.0554,-0.619,-0.619,-0.619,-0.619,-0.619,-0.619,-25.16,-13.3271,-9.7539,-4.477,-1.4441,3.2832,1.0017,0.9923,1.0317,0.953,0.9848,0.9712,33.3333,0.0,60.0,40.0,71.4286,0.0,50.0,0.0,66.6667,33.3333,66.6667,26.1905,4.3983,1.2199,1.1548,1.1539,2.0193,4.7191,25.3424,25.6119,26.0095,25.767,25.0195,23.375,23.207,26.2445,26.6172,26.3685,26.0507,25.6904,1.3858,2.3171,3.2519,6.1939,8.8711,16.4261,1.269,2.3743,3.3279,6.3386,9.2367,18.0532,42.4067,44.1133,40.7,40.4918,43.6682,42.08,39.9734,43.578,41.7757,39.684,41.9264,44.1688,39.8589,44.7854,42.3221,41.5713,38.3976,44.745,4.406,4.3736,4.3174,4.1504,4.0812,4.0444,30.3328,37.8958,0.0296,-0.0664,0.0959,67.1681,62.1864,-1.3391,51.1768,44.5218,-79720784.003,194066600.0
2015-05-18,41.57,3155000.0,FEYE,41.7767,42.018,41.9514,41.8243,42.3569,41.5287,41.64,41.9147,41.9411,41.7568,41.9956,41.8899,41.5834,41.7403,41.7604,41.8147,41.9789,42.7009,41.7428,42.2876,41.5314,42.0099,41.5425,40.8345,42.6374,45.9259,46.8881,48.6141,49.8336,51.9025,18.9234,15.3369,13.4259,10.5466,9.8868,9.1749,-1.89,-0.31,1.23,-1.43,0.73,-1.79,-65.1899,-49.831,-68.2199,-41.5687,-67.9682,-10.4468,0.766,0.766,0.766,0.766,0.766,0.766,-14.7252,-8.1482,-6.2238,-2.7718,-0.3328,3.8051,0.9565,0.9926,1.0305,0.9667,1.0179,0.9587,0.0,66.6667,40.0,20.0,57.1429,0.0,42.8571,21.4286,61.9048,28.5714,64.2857,23.8095,4.3983,1.2199,1.1548,1.1539,2.0193,4.7191,20.1474,22.6678,23.9121,24.7257,24.3419,23.059,18.4497,23.2277,24.4708,25.303,25.3452,25.3432,0.9239,1.8536,2.7873,5.7515,8.4486,16.035,0.846,1.8994,2.8525,5.8858,8.7969,17.6234,41.7767,42.6593,40.894,40.38,43.656,42.018,40.5475,43.3554,41.9514,39.6578,41.8243,43.9908,39.9586,44.7552,42.3569,41.5287,38.4045,44.6529,3.677,3.9343,4.0058,3.9969,3.9759,3.9829,30.3708,37.9326,-0.003,-0.0791,0.0762,58.1794,43.1841,-1.1359,52.6694,44.4713,-77975464.8541,197221600.0
2015-05-19,41.53,3034800.0,FEYE,41.49,42.064,41.9286,41.7221,42.314,41.4932,41.5167,41.752,41.8357,41.7175,41.9204,41.89,41.5065,41.609,41.6465,41.7328,41.9055,42.6433,41.6947,42.2807,41.5314,42.0021,41.5424,40.8402,41.597,45.4071,46.5388,48.4438,49.7192,51.8452,22.8801,15.8039,13.232,10.2471,9.6766,9.1095,-0.86,0.23,-0.16,-1.43,-0.9,-1.49,100.0,-26.1068,-12.1563,-5.024,-41.5615,11.404,0.1134,0.1134,0.1134,0.1134,0.1134,0.1134,-16.806,-9.1857,-6.9224,-3.1124,-0.5616,3.6904,0.9797,1.0056,0.9962,0.9667,0.9788,0.9654,0.0,33.3333,20.0,0.0,42.8571,28.5714,35.7143,14.2857,57.1429,23.8095,61.9048,21.4286,30.7937,17.672,12.0687,6.3535,5.4725,6.4278,15.2944,19.7408,21.796,23.663,23.6479,22.7342,28.905,28.2156,27.7791,26.8739,26.3861,25.8576,0.6159,1.4829,2.3891,5.3407,8.0463,15.6532,1.164,2.1195,3.045,6.0654,8.978,17.8038,41.49,41.6628,41.3172,40.4979,43.6301,42.064,40.5033,43.3539,41.9286,39.6466,41.7221,43.7977,39.8905,44.7376,42.314,41.4932,38.4039,44.5825,3.2322,3.6176,3.7706,3.8818,3.9014,3.9474,30.4088,37.9685,-0.0316,-0.0862,0.0546,45.4731,31.0489,-1.4591,49.148,44.4213,-80259386.5036,194186800.0
2015-05-20,42.27,4158500.0,FEYE,41.79,41.826,41.9843,41.7914,42.2562,41.5069,41.9067,41.8207,41.9211,41.7906,41.9164,41.9261,42.0482,41.953,41.8989,41.8519,41.9702,42.6557,41.9141,42.2797,41.5395,42.0053,41.5512,40.8482,65.1768,56.7139,53.9435,51.8072,51.8653,52.8324,26.6283,16.5133,13.2256,10.0066,9.493,9.0497,0.9,-1.19,0.39,0.97,-1.215,0.575,96.3303,65.5787,38.5137,22.5225,-15.7627,29.6737,0.2439,0.2439,0.2439,0.2439,0.2439,0.2439,30.3537,13.4278,7.887,3.6144,3.7307,5.6649,1.0218,0.9726,1.0093,1.0235,0.9721,1.0138,0.0,0.0,0.0,40.0,28.5714,14.2857,28.5714,7.1429,52.381,19.0476,59.5238,19.0476,34.1246,19.351,13.187,6.8811,5.821,6.5994,11.4226,17.1447,19.8714,22.6783,23.002,22.4305,23.2568,25.3721,25.9083,26.03,25.8454,25.6002,0.4106,1.1863,2.0478,4.9592,7.6631,15.2805,0.836,1.7556,2.67,5.6921,8.6104,17.4399,41.79,42.4696,41.1104,40.9887,42.6633,41.826,40.5406,43.428,41.9843,39.7121,41.7914,43.8708,39.8898,44.6225,42.2562,41.5069,38.4091,44.6047,2.8347,3.274,3.4829,3.6952,3.7531,3.8372,30.4468,38.0116,0.0053,-0.0394,0.0448,39.9212,45.5306,-1.7139,53.9424,44.3718,-77825142.6011,198345300.0
