date,close,volume,ticker,SMA 3,SMA 5,SMA 7,SMA 14,SMA 21,SMA 42,WMA 3,WMA 5,WMA 7,WMA 14,WMA 21,WMA 42,DEMA 3,DEMA 5,DEMA 7,DEMA 14,DEMA 21,DEMA 42,KAMA 3,KAMA 5,KAMA 7,KAMA 14,KAMA 21,KAMA 42,RSI 3,RSI 5,RSI 7,RSI 14,RSI 21,RSI 42,ADX 3,ADX 5,ADX 7,ADX 14,ADX 21,ADX 42,MOM 3,MOM 5,MOM 7,MOM 14,MOM 21,MOM 42,CCI 3,CCI 5,CCI 7,CCI 14,CCI 21,CCI 42,BOP 3,BOP 5,BOP 7,BOP 14,BOP 21,BOP 42,CMO 3,CMO 5,CMO 7,CMO 14,CMO 21,CMO 42,ROCR 3,ROCR 5,ROCR 7,ROCR 14,ROCR 21,ROCR 42,Aroon Up 3,Aroon Down 3,Aroon Up 5,Aroon Down 5,Aroon Up 7,Aroon Down 7,Aroon Up 14,Aroon Down 14,Aroon Down 21,Aroon Up 21,Aroon Down 42,Aroon Up 42,DX 3,DX 5,DX 7,DX 14,DX 21,DX 42,MINUS_DI 3,MINUS_DI 5,MINUS_DI 7,MINUS_DI 14,MINUS_DI 21,MINUS_DI 42,PLUS_DI 3,PLUS_DI 5,PLUS_DI 7,PLUS_DI 14,PLUS_DI 21,PLUS_DI 42,MINUS_DM 3,MINUS_DM 5,MINUS_DM 7,MINUS_DM 14,MINUS_DM 21,MINUS_DM 42,PLUS_DM 3,PLUS_DM 5,PLUS_DM 7,PLUS_DM 14,PLUS_DM 21,PLUS_DM 42,Real Middle Band 3,Real Lower Band 3,Real Upper Band 3,Real Lower Band 5,Real Upper Band 5,Real Middle Band 5,Real Middle Band 7,Real Lower Band 7,Real Upper Band 7,Real Upper Band 14,Real Lower Band 14,Real Middle Band 14,Real Lower Band 21,Real Upper Band 21,Real Middle Band 21,Real Middle Band 42,Real Lower Band 42,Real Upper Band 42,NATR 3,NATR 5,NATR 7,NATR 14,NATR 21,NATR 42,FAMA,MAMA,MACD_Hist,MACD,MACD_Signal,SlowK,SlowD,PPO,ULTOSC,SAR,Chaikin A/D,OBV
2014-11-10,29.975,14295107.0,AMS.MC,29.6383,29.427,29.4186,28.46,27.7198,28.0346,29.7217,29.5783,29.5084,29.0041,28.4313,28.037,29.8863,29.8846,29.8897,29.4846,28.9659,28.1336,29.4978,28.9115,29.0402,28.8634,28.0838,28.1317,87.1271,81.8006,78.2945,68.7861,63.2688,55.8871,33.5984,27.2782,24.5066,17.641,16.1446,14.9299,0.68,0.48,1.49,3.415,3.005,1.655,85.5933,121.2122,123.5787,92.69,111.3516,124.9355,0.7333,0.7333,0.7333,0.7333,0.7333,0.7333,74.2542,63.6011,56.589,37.5722,26.5376,11.7743,1.0232,1.0163,1.0523,1.1286,1.1114,1.0584,100.0,33.3333,100.0,60.0,100.0,0.0,100.0,0.0,19.0476,100.0,59.5238,100.0,8.7509,0.8199,4.9933,2.6434,1.1872,7.0242,20.9194,21.9796,22.4002,24.7028,26.1051,27.3249,17.5527,22.343,24.7548,26.0442,25.4925,23.7382,0.4976,0.8522,1.1854,2.4321,3.6456,6.979,0.4175,0.8663,1.31,2.5642,3.56,6.0629,29.6383,29.1621,30.1145,28.7497,30.1043,29.427,29.4186,28.8361,30.001,30.6312,26.2888,28.46,24.9537,30.4859,27.7198,28.0346,25.8006,30.2687,2.645,2.5869,2.522,2.3461,2.2185,2.0287,25.4322,28.7117,0.2979,0.5299,0.232,86.4193,78.3182,3.6068,65.7436,26.5472,77358902.5742,-149529561.0
2014-11-11,29.805,2544704.0,AMS.MC,29.7483,29.603,29.4907,28.6589,27.8671,28.0732,29.805,29.7043,29.605,29.1834,28.6209,28.1193,29.8762,29.9289,29.9663,29.6541,29.1572,28.2807,29.536,29.1277,29.0759,29.0074,28.268,28.163,69.2462,72.9048,72.5051,66.2654,61.6672,55.121,28.4322,24.5058,22.8796,16.8571,15.4558,14.7022,0.33,0.88,0.505,2.785,3.095,1.62,91.1917,107.0025,126.0552,92.4189,106.7048,129.9952,-0.4333,-0.4333,-0.4333,-0.4333,-0.4333,-0.4333,38.4924,45.8096,45.0102,32.5308,23.3344,10.242,1.0112,1.0304,1.0172,1.1031,1.1159,1.0575,100.0,0.0,100.0,40.0,100.0,57.1429,100.0,7.1429,14.2857,100.0,57.1429,100.0,18.0997,13.4163,13.1175,6.6669,1.6783,5.3689,16.2951,19.1948,20.3785,23.5439,25.2507,26.8405,23.4973,25.1433,26.532,26.9074,26.1128,24.1052,0.3317,0.6817,1.016,2.2584,3.472,6.8129,0.4783,0.893,1.3228,2.581,3.5905,6.1186,29.7483,29.3243,30.1724,29.1054,30.1006,29.603,29.4907,28.8616,30.1198,30.7756,26.5422,28.6589,25.0039,30.7304,27.8671,28.0732,25.7751,30.3714,2.2767,2.3833,2.3897,2.2988,2.1968,2.0277,25.4486,28.7226,0.2685,0.5676,0.2991,86.1742,83.5762,4.2413,59.6035,26.7889,75436235.9474,-152074265.0
2014-11-12,29.79,2606300.0,AMS.MC,29.8567,29.702,29.5329,28.8507,28.0248,28.1125,29.8258,29.7667,29.6798,29.3342,28.7957,28.1992,29.8447,29.9265,29.9927,29.7805,29.318,28.4164,29.5664,29.2343,29.0946,29.1227,28.459,28.1941,67.4152,72.0408,71.9574,66.0355,61.5229,55.0528,28.3171,23.2609,21.9326,16.2387,14.8513,14.4652,0.325,0.495,0.295,2.685,3.31,1.65,53.4562,72.0883,92.7152,85.6611,96.5699,122.8561,-0.1161,-0.1161,-0.1161,-0.1161,-0.1161,-0.1161,34.8303,44.0815,43.9148,32.071,23.0458,10.1056,1.011,1.0169,1.01,1.0991,1.125,1.0586,100.0,33.3333,100.0,20.0,100.0,42.8571,100.0,0.0,9.5238,100.0,54.7619,100.0,28.0869,18.2812,16.2507,8.1991,2.7625,4.7466,11.5352,16.0346,18.0175,22.1512,24.2152,26.2473,20.5457,23.2087,25.0097,26.108,25.5911,23.8685,0.2211,0.5454,0.8709,2.0971,3.3067,6.6507,0.3939,0.7894,1.2089,2.4717,3.4945,6.0479,29.8567,29.6889,30.0245,29.3014,30.1026,29.702,29.5329,28.8697,30.1961,30.8529,26.8485,28.8507,25.1201,30.9294,28.0248,28.1125,25.7555,30.4695,2.1452,2.2836,2.3179,2.27,2.1828,2.0252,25.4651,28.7333,0.2324,0.5895,0.3572,85.2713,85.9549,4.8831,56.2045,27.0618,73528061.3271,-154680565.0
2014-11-13,29.78,2275168.0,AMS.MC,29.7917,29.763,29.655,29.0468,28.2029,28.1538,29.7875,29.7927,29.7416,29.4581,28.9553,28.2767,29.8156,29.9047,29.9905,29.873,29.4531,28.5419,29.6613,29.2907,29.247,29.2251,28.6851,28.2262,65.6784,71.3362,71.5371,65.8714,61.4223,55.0063,26.7336,21.9373,20.9824,15.6372,14.2644,14.2365,-0.195,0.305,0.855,2.745,3.74,1.735,-100.0,35.8336,58.5394,77.6774,86.0559,112.2821,-0.4024,-0.4024,-0.4024,-0.4024,-0.4024,-0.4024,31.3567,42.6724,43.0742,31.7427,22.8446,10.0126,0.9935,1.0103,1.0296,1.1015,1.1436,1.0619,66.6667,0.0,80.0,0.0,85.7143,28.5714,92.8571,7.1429,4.7619,95.2381,52.381,97.619,23.5667,16.6428,15.2807,7.8179,2.5251,4.8617,9.6221,14.414,16.7244,21.3271,23.5869,25.879,15.5556,20.1696,22.7576,24.9446,24.809,23.4793,0.1624,0.4513,0.7615,1.9623,3.1642,6.5073,0.2626,0.6315,1.0362,2.2951,3.3281,5.9039,29.7917,29.7711,29.8122,29.4325,30.0935,29.763,29.655,29.2034,30.1066,30.8244,27.2692,29.0468,25.3487,31.0571,28.2029,28.1538,25.7428,30.5648,1.8895,2.1028,2.1841,2.2069,2.1451,2.0104,25.4815,28.7437,0.1936,0.5992,0.4056,69.6329,80.3595,5.1006,58.6262,27.351,72140763.7661,-156955733.0
2014-11-14,29.95,1129627.0,AMS.MC,29.84,29.86,29.7486,29.2804,28.3936,28.1971,29.8667,29.855,29.8154,29.5786,29.1141,28.3603,29.9269,29.9756,30.0505,29.9832,29.5969,28.674,29.7371,29.3953,29.3799,29.3873,28.9234,28.2629,79.2863,76.2684,74.4922,67.3565,62.5164,55.6584,25.4122,18.0483,18.5314,14.7612,13.5955,14.0447,0.145,0.485,0.655,3.27,4.005,1.82,-94.4448,-45.9513,33.7519,71.4746,77.3742,103.0208,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,58.5726,52.5367,48.9845,34.7131,25.0328,11.3168,1.0049,1.0165,1.0224,1.1226,1.1544,1.0647,33.3333,100.0,60.0,20.0,71.4286,14.2857,85.7143,0.0,0.0,90.4762,50.0,95.2381,22.7695,2.4924,3.8256,3.3726,0.2183,6.1782,18.0075,18.1564,19.0322,22.2244,24.1245,26.1245,11.328,17.2733,20.5463,23.7758,24.0194,23.0843,0.2783,0.531,0.8227,1.9921,3.1835,6.5224,0.1751,0.5052,0.8881,2.1312,3.1696,5.7633,29.84,29.6842,29.9958,29.6911,30.0289,29.86,29.7486,29.3684,30.1288,30.535,28.0257,29.2804,25.6347,31.1524,28.3936,28.1971,25.7247,30.6696,1.72,1.9532,2.0618,2.1378,2.0981,1.9848,25.4978,28.7558,0.1663,0.6135,0.4472,65.5982,73.5008,5.2205,62.0523,27.6142,73270390.7661,-155826106.0
2014-11-17,30.47,4172096.0,AMS.MC,30.0667,29.959,29.8907,29.4657,28.6064,28.2383,30.1817,30.0583,29.9957,29.7372,29.3029,28.466,30.3505,30.2932,30.3054,30.1948,29.809,28.8442,30.0462,29.5684,29.6427,29.5983,29.236,28.3075,92.6525,85.6858,81.3881,71.4493,65.6456,57.5846,36.1756,22.3351,20.3004,14.8489,13.3519,13.7417,0.68,0.495,0.995,2.595,4.47,1.73,100.0,166.6667,161.495,113.0607,90.5664,120.772,0.7914,0.7914,0.7914,0.7914,0.7914,0.7914,85.305,71.3716,62.7762,42.8985,31.2913,15.1691,1.0228,1.0165,1.0338,1.0931,1.1719,1.0602,100.0,66.6667,100.0,0.0,100.0,0.0,100.0,0.0,4.7619,100.0,47.619,100.0,57.7024,39.4822,30.9147,15.9892,8.479,1.3205,9.4402,12.9726,15.1971,19.98,22.454,25.1593,35.1967,29.8995,28.7982,27.5853,26.6145,24.5035,0.1855,0.4248,0.7052,1.8498,3.0319,6.3671,0.6917,0.9792,1.3363,2.554,3.5937,6.2011,30.0667,29.4796,30.6537,29.4332,30.4848,29.959,29.8907,29.3265,30.455,30.5957,28.3357,29.4657,25.9306,31.2823,28.6064,28.2383,25.6751,30.8015,2.1499,2.1496,2.1755,2.1704,2.1102,1.9775,25.5142,28.7729,0.1696,0.6592,0.4896,71.4908,68.9073,5.305,61.6676,27.8536,76951643.0183,-151654010.0
2014-11-18,30.74,8366868.0,AMS.MC,30.3867,30.146,30.0729,29.6393,28.835,28.284,30.5183,30.3187,30.208,29.9071,29.4968,28.5823,30.6888,30.604,30.5773,30.4258,30.0365,29.0269,30.3546,30.0424,29.9458,29.8116,29.5626,28.362,95.1101,88.6175,84.0072,73.3198,67.1412,58.5424,47.6903,28.0396,23.0935,15.2891,13.2923,13.4332,0.96,0.935,1.275,2.43,4.8,1.92,100.0,141.0321,182.7936,166.5007,110.7294,142.0298,0.7692,0.7692,0.7692,0.7692,0.7692,0.7692,90.2202,77.235,68.0144,46.6395,34.2824,17.0849,1.0322,1.0314,1.0433,1.0858,1.185,1.0666,100.0,33.3333,100.0,60.0,100.0,14.2857,100.0,0.0,0.0,100.0,45.2381,100.0,70.7198,50.8576,39.852,21.0114,12.1008,0.7821,7.5639,11.541,14.0491,19.2522,21.9005,24.8326,44.1016,35.4286,32.6661,29.4945,27.9304,25.2241,0.1237,0.3399,0.6044,1.7177,2.8875,6.2155,0.7211,1.0433,1.4054,2.6315,3.6826,6.3135,30.3867,29.731,31.0424,29.3678,30.9242,30.146,30.0729,29.3698,30.7759,30.7522,28.5263,29.6393,26.2926,31.3774,28.835,28.284,25.6147,30.9534,1.7731,1.916,1.9994,2.0732,2.0424,1.9386,25.5306,28.7926,0.1755,0.709,0.5335,86.3931,74.494,5.1523,64.7116,28.1208,83001539.3167,-143287142.0
2014-11-19,30.74,2007975.0,AMS.MC,30.65,30.336,30.1821,29.8004,29.034,28.3423,30.695,30.5167,30.3748,30.0539,29.67,28.6966,30.7862,30.7572,30.7403,30.6049,30.2304,29.1968,30.5259,30.341,30.1163,29.9764,29.7979,28.4366,95.1101,88.6175,84.0072,73.3198,67.1412,58.5424,57.5783,33.8786,26.2387,15.9193,13.3431,13.1634,0.79,0.95,0.765,2.255,4.18,2.445,60.9272,90.1946,120.525,162.4813,111.7399,137.3489,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,90.2202,77.235,68.0144,46.6395,34.2824,17.0849,1.0264,1.0319,1.0255,1.0792,1.1574,1.0864,100.0,0.0,100.0,40.0,100.0,0.0,100.0,0.0,0.0,100.0,42.8571,100.0,77.3542,57.2344,45.1095,24.112,14.3591,2.1028,5.4065,9.7422,12.5667,18.2917,21.1672,24.3983,42.3416,35.8186,33.2216,29.9154,28.2653,25.4464,0.0825,0.2719,0.5181,1.595,2.75,6.0675,0.6458,0.9997,1.3696,2.6086,3.6722,6.3282,30.65,30.3954,30.9046,29.5347,31.1373,30.336,30.1821,29.3483,31.016,30.8493,28.7514,29.8004,26.5823,31.4858,29.034,28.3423,25.5698,31.1147,1.6538,1.8158,1.9159,2.0262,2.0126,1.9262,25.547,28.8121,0.1652,0.74,0.5748,92.0326,83.3055,4.9115,59.4862,28.4138,83070779.5156,-143287142.0
2014-11-20,31.05,3834045.0,AMS.MC,30.8433,30.59,30.36,29.9254,29.226,28.4113,30.895,30.7547,30.5918,30.2205,29.8533,28.8225,31.0315,30.9956,30.9677,30.819,30.4487,29.3827,30.7588,30.6561,30.5029,30.1346,30.0424,28.5375,97.3767,91.6759,86.8902,75.4605,68.8573,59.6406,65.4595,39.3153,29.3909,16.6399,13.4571,12.9192,0.58,1.27,1.245,1.75,4.03,2.9,100.0,78.9153,99.1577,155.4512,118.6818,136.742,0.625,0.625,0.625,0.625,0.625,0.625,94.7535,83.3519,73.7804,50.921,37.7147,19.2812,1.019,1.0426,1.0418,1.0597,1.1491,1.103,100.0,0.0,100.0,20.0,100.0,42.8571,100.0,28.5714,4.7619,100.0,40.4762,100.0,81.2221,61.0621,48.3045,26.0076,15.7368,2.9052,3.6726,8.0184,11.0638,17.2681,20.3767,23.9252,35.4439,33.167,31.74,29.4071,27.9877,25.357,0.055,0.2175,0.4441,1.4811,2.6191,5.923,0.5305,0.8997,1.2739,2.5222,3.5974,6.2775,30.8433,30.5511,31.1356,29.8521,31.3279,30.59,30.36,29.4019,31.3181,31.1138,28.7369,29.9254,26.8042,31.6477,29.226,28.4113,25.5196,31.303,1.6068,1.7473,1.8466,1.9731,1.9712,1.8984,25.5634,28.8345,0.1646,0.7805,0.6159,93.8752,90.767,4.824,65.9393,28.7182,86904824.5156,-139453097.0
2014-11-21,31.59,12359727.0,AMS.MC,31.1267,30.918,30.6171,30.075,29.4395,28.482,31.2683,31.088,30.8993,30.4424,30.0682,28.9703,31.5024,31.4076,31.3369,31.1183,30.7277,29.6044,31.1282,31.0712,30.9765,30.38,30.3653,28.6584,98.8136,94.7485,90.4053,78.671,71.5729,61.4622,74.7116,47.0574,34.4492,18.1364,13.9845,12.8073,0.85,1.64,1.8,2.095,4.485,2.97,100.0,144.2517,130.2627,174.3906,148.8013,155.3623,0.6643,0.6643,0.6643,0.6643,0.6643,0.6643,97.6273,89.4969,80.8105,57.3419,43.1457,22.9244,1.0277,1.0548,1.0604,1.071,1.1655,1.1038,100.0,0.0,100.0,0.0,100.0,28.5714,100.0,21.4286,0.0,100.0,38.0952,100.0,93.2156,78.0258,64.7987,37.5916,24.5322,8.2223,2.1395,6.0313,9.1601,15.8455,19.2522,23.2377,60.9325,48.8629,42.8839,34.9345,31.7688,27.4014,0.0366,0.174,0.3806,1.3753,2.4944,5.782,1.0437,1.4098,1.7819,3.0321,4.116,6.818,31.1267,30.4242,31.8291,30.1522,31.6838,30.918,30.6171,29.4629,31.7714,31.5109,28.6391,30.075,27.0125,31.8665,29.4395,28.482,25.4324,31.5316,1.8074,1.8267,1.8791,1.9625,1.953,1.8754,25.5799,28.862,0.1844,0.8465,0.662,92.7448,92.8842,4.6982,72.7387,29.0213,94078652.075,-127093370.0
2014-11-24,31.73,2775482.0,AMS.MC,31.4567,31.17,30.8957,30.2754,29.6631,28.5604,31.57,31.3587,31.1775,30.6631,30.2764,29.1214,31.7471,31.6888,31.6217,31.3864,30.9898,29.823,31.3957,31.364,31.3114,30.8497,30.668,28.799,99.022,95.3095,91.125,79.4226,72.232,61.9187,80.8796,53.251,38.7848,19.5261,14.4867,12.6982,0.99,1.26,1.95,2.805,4.695,3.29,67.3229,96.6861,118.0634,150.1229,151.1871,151.7088,0.7952,0.7952,0.7952,0.7952,0.7952,0.7952,98.044,90.6191,82.25,58.8452,44.464,23.8373,1.0322,1.0414,1.0655,1.097,1.1737,1.1157,100.0,0.0,100.0,0.0,100.0,14.2857,100.0,14.2857,4.7619,100.0,35.7143,100.0,93.2156,78.0258,64.7987,37.5916,24.5322,8.2223,1.5692,5.1121,8.2042,15.0695,18.6258,22.8474,44.6905,41.4164,38.4086,33.2237,30.7351,26.9411,0.0244,0.1392,0.3263,1.277,2.3756,5.6443,0.6958,1.1278,1.5274,2.8155,3.92,6.6557,31.4567,30.8703,32.043,30.3337,32.0063,31.17,30.8957,29.7428,32.0486,31.7939,28.7568,30.2754,27.2991,32.0271,29.6631,28.5604,25.3541,31.7666,1.6356,1.7165,1.7904,1.9077,1.9141,1.8538,25.5965,28.8907,0.1901,0.8997,0.7095,97.414,94.678,4.551,80.115,29.4019,96720375.584,-124317888.0
2014-11-25,32.22,5688344.0,AMS.MC,31.8467,31.466,31.22,30.4843,29.9269,28.6425,31.9517,31.7087,31.5086,30.9224,30.5089,29.2916,32.1715,32.0905,32.0031,31.7158,31.2975,30.0703,31.762,31.7444,31.7152,31.331,31.1123,28.9635,99.4911,96.8036,93.2061,81.8354,74.4123,63.47,86.4015,60.1378,44.1782,21.5877,15.3858,12.7273,1.17,1.48,2.27,2.925,5.54,3.45,100.0,118.5308,128.847,160.5462,180.47,165.1221,0.503,0.503,0.503,0.503,0.503,0.503,98.9823,93.6072,86.4122,63.6708,48.8247,26.94,1.0377,1.0481,1.0758,1.0998,1.2076,1.1199,100.0,0.0,100.0,0.0,100.0,0.0,100.0,7.1429,0.0,100.0,33.3333,100.0,97.4454,87.6847,76.5382,48.3886,33.3672,13.9216,0.8696,3.6956,6.5898,13.6239,17.4278,22.0828,67.2133,56.3216,49.5852,39.1702,34.8822,29.2257,0.0163,0.1114,0.2796,1.1858,2.2625,5.5099,1.2589,1.6973,2.1042,3.4094,4.5284,7.2922,31.8467,31.3065,32.3869,30.4253,32.5067,31.466,31.22,30.037,32.403,32.1981,28.7705,30.4843,27.7223,32.1315,29.9269,28.6425,25.2477,32.0373,1.9376,1.8706,1.8815,1.9296,1.9186,1.8438,25.6131,28.924,0.2085,0.9702,0.7617,92.216,94.1249,4.4728,76.4018,29.7293,98116923.6139,-118629544.0
2014-11-26,31.415,10106125.0,AMS.MC,31.7883,31.601,31.355,30.6229,30.0955,28.6931,31.7358,31.6917,31.5573,31.0465,30.6442,29.4206,31.6859,31.8363,31.8789,31.7718,31.4197,30.2267,31.7554,31.7251,31.6904,31.3418,31.1566,29.0246,45.5942,58.5224,64.3052,67.7754,65.5358,59.3978,69.9369,57.921,44.8902,22.6458,15.894,12.6767,-0.175,0.675,0.945,1.94,3.54,2.125,-56.6906,4.4373,37.6684,90.3856,118.2353,129.7192,-0.8435,-0.8435,-0.8435,-0.8435,-0.8435,-0.8435,-8.8115,17.0447,28.6103,35.5509,31.0715,18.7955,0.9945,1.022,1.031,1.0658,1.127,1.0726,66.6667,0.0,80.0,0.0,85.7143,0.0,92.8571,0.0,0.0,95.2381,30.9524,97.619,37.0076,49.0539,49.1627,36.4011,26.058,10.6028,18.0004,14.0387,13.5624,16.4428,19.0797,22.7851,39.1505,41.0734,39.7937,35.2651,32.5275,28.1899,0.3859,0.4641,0.6147,1.4761,2.5297,5.7538,0.8392,1.3578,1.8036,3.1659,4.3127,7.1186,31.7883,31.1259,32.4508,30.8326,32.3694,31.601,31.355,30.3416,32.3684,32.3012,28.9445,30.6229,28.0059,32.1851,30.0955,28.6931,25.1993,32.1869,2.2745,2.1046,2.061,2.0412,2.0098,1.9139,25.6298,28.9489,0.1508,0.9501,0.7994,75.5424,88.3908,4.2186,62.9931,30.1501,91174460.6376,-128735669.0
2014-11-27,31.99,16229806.0,AMS.MC,31.875,31.789,31.5336,30.8032,30.2707,28.7495,31.8367,31.8213,31.7161,31.2288,30.8164,29.5739,31.9281,31.9959,32.0317,31.9506,31.6205,30.4237,31.7606,31.7468,31.7226,31.4458,31.2824,29.1071,65.5751,69.3458,71.6346,71.5371,68.3659,61.2184,61.2509,56.8018,45.8348,23.7313,16.4312,12.6441,0.26,0.94,1.25,2.525,3.68,2.37,-6.9151,31.8581,65.2643,100.0866,122.5997,134.7506,0.9074,0.9074,0.9074,0.9074,0.9074,0.9074,31.1502,38.6916,43.2693,43.0742,36.7319,22.4368,1.0082,1.0303,1.0407,1.0857,1.13,1.08,33.3333,66.6667,60.0,0.0,71.4286,0.0,85.7143,7.1429,0.0,90.4762,28.5714,95.2381,43.879,52.3249,51.5024,37.8431,27.1755,11.3086,12.7721,11.4959,11.7874,15.3646,18.2349,22.2569,32.7441,36.7299,36.8228,34.0735,31.8442,27.9327,0.2572,0.3713,0.5269,1.3707,2.4093,5.6168,0.6595,1.1863,1.6459,3.0397,4.2074,7.0491,31.875,31.1979,32.5521,31.2169,32.3611,31.789,31.5336,30.5777,32.4894,32.4878,29.1187,30.8032,28.1923,32.3492,30.2707,28.7495,25.1236,32.3754,2.0987,2.0192,1.9961,1.9919,1.9667,1.8783,25.6466,28.9793,0.1361,0.9695,0.8334,63.772,77.1768,4.1609,65.9978,30.5079,106803163.8248,-112505863.0
2014-11-28,32.015,1337172.0,AMS.MC,31.8067,31.874,31.7157,30.9489,30.4388,28.8213,31.9067,31.8967,31.8364,31.3903,30.975,29.7258,32.0228,32.0801,32.1259,32.0919,31.7938,30.6085,31.7665,31.7565,31.7546,31.5231,31.3894,29.224,66.3803,69.7744,71.927,71.6918,68.4841,61.2957,60.0727,57.2252,47.3163,24.946,17.0495,12.6459,-0.205,0.425,1.275,2.04,3.53,3.015,95.2587,67.5366,87.1934,102.9392,123.5596,135.6721,0.0755,0.0755,0.0755,0.0755,0.0755,0.0755,32.7606,39.5489,43.8541,43.3836,36.9682,22.5914,0.9936,1.0135,1.0415,1.0681,1.1239,1.104,0.0,33.3333,40.0,0.0,57.1429,0.0,78.5714,0.0,0.0,85.7143,26.1905,92.8571,57.7164,58.9189,56.2054,40.7373,29.4158,12.7204,10.6668,10.4265,11.0248,14.8883,17.8588,22.0201,39.7869,40.3339,39.3231,35.3568,32.744,28.4386,0.1715,0.297,0.4516,1.2728,2.2945,5.483,0.6397,1.149,1.6108,3.0226,4.207,7.0813,31.8067,31.2524,32.3609,31.3194,32.4286,31.874,31.7157,30.9717,32.4597,32.6741,29.2237,30.9489,28.3945,32.4831,30.4388,28.8213,25.0615,32.5811,1.6739,1.7796,1.8279,1.9073,1.911,1.8518,25.6634,29.0097,0.1138,0.9756,0.8618,54.6449,64.6531,4.1232,64.0786,30.8119,106273334.8638,-111168691.0
2014-12-01,32.1,1831626.0,AMS.MC,32.035,31.948,31.8657,31.1129,30.5721,28.9026,32.0533,31.972,31.9325,31.5438,31.126,29.8783,32.1083,32.1575,32.2092,32.2178,31.9537,30.7872,31.9147,31.7673,31.7861,31.622,31.4752,29.3647,69.9635,71.47,73.0298,72.2442,68.8988,61.5626,47.8713,53.9157,46.8408,25.7096,17.4926,12.6153,0.685,0.37,1.05,2.295,2.8,3.415,34.6453,33.0703,58.4527,84.6931,107.358,125.0734,0.5286,0.5286,0.5286,0.5286,0.5286,0.5286,39.927,42.9399,46.0597,44.4885,37.7976,23.1251,1.0218,1.0117,1.0338,1.077,1.0956,1.1191,66.6667,0.0,20.0,40.0,42.8571,0.0,71.4286,21.4286,19.0476,80.9524,23.8095,90.4762,23.4686,40.6779,43.9878,35.6364,26.3549,11.3585,18.5909,14.744,13.9103,16.0694,18.5539,22.3158,29.9928,34.9642,35.7586,33.8638,31.8335,28.0349,0.2643,0.3876,0.5371,1.3319,2.3353,5.5025,0.4264,0.9192,1.3807,2.8067,4.0067,6.9127,32.035,31.9408,32.1292,31.3913,32.5047,31.948,31.8657,31.3229,32.4086,32.808,29.4177,31.1129,28.4777,32.6666,30.5721,28.9026,25.0127,32.7925,1.4764,1.638,1.7183,1.8443,1.8671,1.8289,25.6803,29.0406,0.0914,0.976,0.8847,61.6605,60.0258,4.0916,64.1364,31.0704,107738633.5705,-109337065.0
2014-12-02,32.135,1528935.0,AMS.MC,32.0833,31.931,31.9436,31.2804,30.6979,28.9896,32.1033,32.0343,31.9998,31.6801,31.2681,30.0286,32.1539,32.2049,32.2645,32.3189,32.093,30.9557,32.0126,31.7708,31.8025,31.7124,31.5508,29.5169,71.8187,72.2706,73.5294,72.4824,69.0747,61.674,50.0008,53.9816,47.7029,26.7618,18.0859,12.638,0.145,-0.085,0.545,2.345,2.64,3.655,100.0,95.2384,88.4212,90.1116,109.0887,124.6542,-0.2976,-0.2976,-0.2976,-0.2976,-0.2976,-0.2976,43.6373,44.5412,47.0587,44.9648,38.1494,23.348,1.0045,0.9974,1.0173,1.0787,1.0895,1.1283,100.0,0.0,0.0,20.0,28.5714,0.0,64.2857,14.2857,14.2857,76.1905,21.4286,88.0952,54.2596,54.2452,52.875,40.4408,29.9502,13.5693,12.8827,12.2898,12.3438,15.2378,17.9259,21.9331,43.4468,41.4304,40.0438,35.9309,33.2545,28.82,0.1762,0.3101,0.4604,1.2367,2.2241,5.3715,0.5943,1.0454,1.4934,2.9162,4.1259,7.0581,32.0833,31.9826,32.1841,31.4041,32.4579,31.931,31.9436,31.4255,32.4617,32.8803,29.6804,31.2804,28.5607,32.835,30.6979,28.9896,24.9797,32.9995,1.4189,1.5704,1.658,1.804,1.8385,1.8145,25.6972,29.0715,0.0667,0.9681,0.9013,64.4651,60.2568,3.9718,60.2268,31.2901,107010543.9757,-107808130.0
