date,close,volume,ticker,SMA 3,SMA 5,SMA 7,SMA 14,SMA 21,SMA 42,WMA 3,WMA 5,WMA 7,WMA 14,WMA 21,WMA 42,DEMA 3,DEMA 5,DEMA 7,DEMA 14,DEMA 21,DEMA 42,KAMA 3,KAMA 5,KAMA 7,KAMA 14,KAMA 21,KAMA 42,RSI 3,RSI 5,RSI 7,RSI 14,RSI 21,RSI 42,ADX 3,ADX 5,ADX 7,ADX 14,ADX 21,ADX 42,MOM 3,MOM 5,MOM 7,MOM 14,MOM 21,MOM 42,CCI 3,CCI 5,CCI 7,CCI 14,CCI 21,CCI 42,BOP 3,BOP 5,BOP 7,BOP 14,BOP 21,BOP 42,CMO 3,CMO 5,CMO 7,CMO 14,CMO 21,CMO 42,ROCR 3,ROCR 5,ROCR 7,ROCR 14,ROCR 21,ROCR 42,Aroon Up 3,Aroon Down 3,Aroon Up 5,Aroon Down 5,Aroon Up 7,Aroon Down 7,Aroon Up 14,Aroon Down 14,Aroon Down 21,Aroon Up 21,Aroon Down 42,Aroon Up 42,DX 3,DX 5,DX 7,DX 14,DX 21,DX 42,MINUS_DI 3,MINUS_DI 5,MINUS_DI 7,MINUS_DI 14,MINUS_DI 21,MINUS_DI 42,PLUS_DI 3,PLUS_DI 5,PLUS_DI 7,PLUS_DI 14,PLUS_DI 21,PLUS_DI 42,MINUS_DM 3,MINUS_DM 5,MINUS_DM 7,MINUS_DM 14,MINUS_DM 21,MINUS_DM 42,PLUS_DM 3,PLUS_DM 5,PLUS_DM 7,PLUS_DM 14,PLUS_DM 21,PLUS_DM 42,Real Middle Band 3,Real Lower Band 3,Real Upper Band 3,Real Lower Band 5,Real Upper Band 5,Real Middle Band 5,Real Middle Band 7,Real Lower Band 7,Real Upper Band 7,Real Upper Band 14,Real Lower Band 14,Real Middle Band 14,Real Lower Band 21,Real Upper Band 21,Real Middle Band 21,Real Middle Band 42,Real Lower Band 42,Real Upper Band 42,NATR 3,NATR 5,NATR 7,NATR 14,NATR 21,NATR 42,FAMA,MAMA,MACD_Hist,MACD,MACD_Signal,SlowK,SlowD,PPO,ULTOSC,SAR,Chaikin A/D,OBV
2013-05-30,23.425,1763064.0,AMS.MC,23.7083,23.754,23.765,23.7836,23.4064,22.4518,23.5958,23.691,23.7175,23.7913,23.6672,23.0397,23.4864,23.5879,23.692,23.9769,24.0712,23.9004,23.8422,23.8634,23.8584,23.8631,23.8135,23.5428,24.0939,34.8064,42.5425,56.2614,60.9628,63.3166,43.0877,34.1828,33.818,41.2611,39.6103,24.8187,-0.47,-0.175,-0.555,0.185,1.01,2.35,-91.6798,-129.6574,-124.0388,-114.9304,2.6983,67.69,0.0,0.0,0.0,0.0,0.0,0.0,-51.8123,-30.3872,-14.9149,12.5227,21.9257,26.6332,0.9803,0.9926,0.9769,1.008,1.0451,1.1115,33.3333,100.0,60.0,100.0,71.4286,100.0,85.7143,7.1429,19.0476,90.4762,9.5238,95.2381,52.4371,36.3091,23.563,2.7556,14.0584,21.7601,47.8835,40.0382,34.4934,24.4843,20.553,17.5329,14.9404,18.708,21.3379,25.8719,27.2772,27.2855,0.5807,0.7957,0.948,1.308,1.6198,2.7189,0.1812,0.3718,0.5864,1.3822,2.1497,4.2312,23.7083,23.1363,24.2804,23.2879,24.2201,23.754,23.765,23.3192,24.2108,24.241,23.3262,23.7836,22.191,24.6219,23.4064,22.4518,20.2615,24.6421,1.7257,1.6967,1.676,1.629,1.6021,1.5762,15.6365,19.77,-0.0982,0.4801,0.5783,42.9825,56.7966,2.8674,47.7457,24.25,127715464.9519,-45992721.0
2013-05-31,23.505,5403432.0,AMS.MC,23.51,23.705,23.6964,23.7911,23.4543,22.5029,23.4942,23.608,23.6525,23.7541,23.6761,23.0887,23.4709,23.5209,23.6074,23.905,24.0332,23.9216,23.7442,23.8493,23.8379,23.8602,23.798,23.5405,34.6298,40.1649,45.9971,57.6608,61.8204,63.7333,40.4395,32.8342,31.5218,38.6868,38.4663,24.7636,-0.595,-0.245,-0.48,0.105,1.005,2.145,-42.4333,-79.1045,-86.9049,-115.4534,0.7627,66.0936,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,-30.7405,-19.6702,-8.0057,15.3217,23.6407,27.4666,0.9753,0.9897,0.98,1.0045,1.0447,1.1004,0.0,100.0,40.0,100.0,57.1429,100.0,78.5714,0.0,14.2857,85.7143,7.1429,92.8571,35.143,27.4402,17.7441,5.2217,15.5867,22.5026,32.3017,32.1513,29.5939,22.6997,19.5378,17.0926,15.502,18.3058,20.6743,25.2009,26.7531,27.0188,0.3871,0.6365,0.8125,1.2146,1.5427,2.6541,0.1858,0.3624,0.5676,1.3484,2.1124,4.1954,23.51,23.3669,23.6531,23.1978,24.2122,23.705,23.6964,23.2595,24.1334,24.2259,23.3562,23.7911,22.3082,24.6004,23.4543,22.5029,20.3167,24.689,1.6996,1.6846,1.6687,1.626,1.5996,1.5729,15.6574,19.8074,-0.1155,0.4339,0.5494,23.6581,42.4247,2.5433,48.3053,24.2405,129655149.6089,-40589289.0
2013-06-03,23.28,1842428.0,AMS.MC,23.4033,23.582,23.6507,23.7714,23.4948,22.5505,23.3792,23.4663,23.5484,23.686,23.6603,23.1248,23.3068,23.3643,23.4549,23.788,23.9585,23.9196,23.6435,23.7684,23.8168,23.8502,23.7785,23.5265,21.8407,31.1607,38.418,52.5666,58.0543,61.7136,42.7967,33.2243,30.3843,36.0226,37.2381,24.671,-0.32,-0.615,-0.32,-0.275,0.85,2.0,-100.0,-84.3869,-109.1022,-154.8531,-34.6435,50.8703,-0.2308,-0.2308,-0.2308,-0.2308,-0.2308,-0.2308,-56.3187,-37.6786,-23.1641,5.1331,16.1086,23.4273,0.9864,0.9743,0.9864,0.9883,1.0379,1.094,0.0,100.0,20.0,100.0,42.8571,100.0,71.4286,100.0,9.5238,80.9524,4.7619,90.4762,47.5112,34.7845,23.5594,1.3876,12.6736,20.8756,30.1638,30.9064,29.0379,22.8766,19.8,17.2816,10.7332,14.9541,17.9645,23.5204,25.547,26.4005,0.3481,0.5992,0.7865,1.2178,1.5592,2.6809,0.1239,0.2899,0.4866,1.2521,2.0118,4.0956,23.4033,23.2171,23.5896,23.0231,24.1409,23.582,23.6507,23.125,24.1764,24.2677,23.2752,23.7714,22.4398,24.5497,23.4948,22.5505,20.386,24.715,1.6523,1.6657,1.662,1.6334,1.6108,1.5866,15.6783,19.8421,-0.1397,0.3748,0.5145,17.0712,27.9039,2.112,47.3211,24.2205,129655163.7815,-42431717.0
2013-06-04,23.33,1629524.0,AMS.MC,23.3717,23.428,23.5907,23.7436,23.5402,22.6065,23.3425,23.3823,23.4682,23.6271,23.6453,23.1611,23.2966,23.3132,23.3801,23.7034,23.8997,23.9208,23.6275,23.6523,23.7869,23.8364,23.7587,23.5123,30.4076,35.1962,40.9409,53.5487,58.6422,61.9879,29.2696,28.5864,27.152,34.008,36.2552,24.6251,-0.095,-0.77,-0.42,-0.39,0.955,2.355,26.4867,-31.9461,-54.2577,-96.3794,-24.2993,56.5591,-0.3958,-0.3958,-0.3958,-0.3958,-0.3958,-0.3958,-39.1848,-29.6077,-18.1182,7.0974,17.2843,23.9757,0.9959,0.968,0.9823,0.9836,1.0427,1.1123,33.3333,66.6667,0.0,80.0,28.5714,85.7143,64.2857,92.8571,4.7619,76.1905,2.381,88.0952,2.2154,10.0347,7.7585,7.8184,16.5973,22.7442,21.9062,26.0382,25.8134,21.6089,19.0628,16.9569,22.8988,21.2891,22.0963,25.2744,26.6499,26.9411,0.2321,0.4794,0.6741,1.1308,1.485,2.6171,0.2426,0.392,0.577,1.3227,2.076,4.158,23.3717,23.1787,23.5646,23.1964,23.6596,23.428,23.5907,23.0294,24.152,24.2895,23.1976,23.7436,22.607,24.4735,23.5402,22.6065,20.4866,24.7265,1.5135,1.5783,1.5991,1.6022,1.59,1.5751,15.6993,19.877,-0.149,0.3282,0.4772,18.8391,19.8562,1.6684,43.8695,24.1884,128025639.7815,-40802193.0
2013-06-05,23.495,2115163.0,AMS.MC,23.3683,23.407,23.5336,23.7146,23.5971,22.6702,23.4042,23.4047,23.4443,23.594,23.6412,23.2024,23.4261,23.384,23.4071,23.6744,23.8751,23.9357,23.6267,23.6485,23.7706,23.8268,23.7431,23.5108,54.8857,47.8154,48.9873,56.7325,60.5576,62.8864,31.1981,24.9705,24.1633,32.5694,35.498,24.6238,-0.01,-0.105,-0.4,-0.405,1.195,2.675,94.5947,111.9798,-13.6932,-56.3828,-16.5456,60.8803,0.3038,0.3038,0.3038,0.3038,0.3038,0.3038,9.7713,-4.3692,-2.0253,13.4651,21.1153,25.7729,0.9996,0.9956,0.9833,0.9831,1.0536,1.1285,100.0,33.3333,0.0,60.0,14.2857,71.4286,57.1429,85.7143,0.0,71.4286,0.0,85.7143,35.0552,10.5067,6.2313,13.8673,20.3549,24.569,13.9851,20.4771,21.8999,19.9655,18.0876,16.5183,29.0825,25.2852,24.8106,26.3943,27.3329,27.2788,0.1547,0.3835,0.5778,1.0501,1.4142,2.5548,0.3217,0.4736,0.6546,1.3882,2.1371,4.219,23.3683,23.1846,23.5521,23.2287,23.5853,23.407,23.5336,23.0293,24.0379,24.2673,23.162,23.7146,22.8452,24.3491,23.5971,22.6702,20.6089,24.7316,1.5694,1.5943,1.6043,1.599,1.5847,1.5673,15.7204,19.9132,-0.1409,0.3012,0.442,29.9209,21.9438,1.2598,42.7069,24.1572,127624043.6348,-38687030.0
2013-06-06,23.72,2618234.0,AMS.MC,23.515,23.466,23.4793,23.6961,23.6579,22.7373,23.58,23.509,23.4909,23.5947,23.6524,23.2512,23.6445,23.5528,23.5262,23.7054,23.8907,23.9687,23.6682,23.655,23.768,23.8251,23.7417,23.5301,73.7623,60.8201,58.0746,60.6893,63.0105,64.0728,42.816,27.3978,24.4869,31.9321,35.0764,24.6979,0.44,0.295,-0.38,-0.26,1.275,2.815,100.0,150.9008,128.7434,20.8787,33.4449,75.7728,0.2381,0.2381,0.2381,0.2381,0.2381,0.2381,47.5246,21.6402,16.1492,21.3786,26.0211,28.1456,1.0189,1.0126,0.9842,0.9892,1.0568,1.1347,100.0,0.0,100.0,40.0,0.0,57.1429,50.0,78.5714,0.0,66.6667,0.0,83.3333,66.0518,37.1072,26.4286,23.6471,26.6445,27.7381,8.1694,15.1638,17.7738,18.0275,16.8964,15.9632,39.9593,33.0573,30.5434,29.194,29.1707,28.2184,0.1031,0.3068,0.4953,0.9751,1.3469,2.494,0.5045,0.6688,0.8511,1.579,2.3254,4.4086,23.515,23.1953,23.8347,23.1562,23.7758,23.466,23.4793,23.1981,23.7605,24.2289,23.1632,23.6961,23.1095,24.2062,23.6579,22.7373,20.7275,24.7471,1.7741,1.706,1.6782,1.6288,1.6003,1.5682,15.7415,19.9512,-0.118,0.2945,0.4125,47.8205,32.1935,0.9503,41.4111,24.127,126501930.8813,-36068796.0
2013-06-07,23.555,1762748.0,AMS.MC,23.59,23.476,23.4729,23.6586,23.6712,22.7986,23.6,23.5387,23.5098,23.5759,23.643,23.2893,23.5942,23.5547,23.5331,23.6878,23.8736,23.9832,23.6574,23.654,23.7663,23.8156,23.7393,23.532,50.5131,49.5101,50.3942,56.6015,60.1311,62.5703,31.7849,22.8172,21.3235,30.2329,34.1406,24.6242,0.225,0.05,-0.045,-0.525,0.28,2.575,-54.2055,3.2469,14.2413,-50.3866,-49.4734,53.0086,-0.2841,-0.2841,-0.2841,-0.2841,-0.2841,-0.2841,1.0262,-0.9799,0.7884,13.2029,20.2622,25.1406,1.0096,1.0021,0.9981,0.9782,1.012,1.1227,66.6667,100.0,80.0,20.0,0.0,42.8571,42.8571,71.4286,0.0,61.9048,0.0,80.9524,9.7225,4.495,2.3431,8.1437,15.4235,21.6022,31.4031,28.1649,26.8399,22.7166,20.1537,17.6599,25.8378,25.7418,25.6109,26.7445,27.5042,27.3922,0.4088,0.5854,0.7645,1.2454,1.6228,2.7746,0.3363,0.5351,0.7295,1.4663,2.2146,4.3036,23.59,23.3997,23.7803,23.1587,23.7933,23.476,23.4729,23.2011,23.7446,24.1504,23.1668,23.6586,23.1477,24.1947,23.6712,22.7986,20.8508,24.7463,1.842,1.7649,1.7275,1.6625,1.6278,1.5881,15.7628,19.9873,-0.1118,0.2727,0.3845,57.1839,44.9751,0.6229,46.4785,24.0977,127102862.3275,-37831544.0
2013-06-10,23.69,1333975.0,AMS.MC,23.655,23.558,23.5107,23.6379,23.6926,22.8539,23.65,23.61,23.5641,23.5801,23.6447,23.3307,23.6731,23.6306,23.5975,23.7059,23.8802,24.0077,23.6601,23.6597,23.7627,23.8134,23.7383,23.5432,64.3165,57.5782,55.9545,59.0329,61.6372,63.2918,24.8248,19.731,19.1473,28.9417,33.3722,24.5828,0.195,0.41,0.265,-0.29,0.45,2.325,18.015,56.8351,89.9854,12.4365,-2.8365,63.4904,0.2593,0.2593,0.2593,0.2593,0.2593,0.2593,28.6331,15.1563,11.9091,18.0658,23.2744,26.5836,1.0083,1.0176,1.0113,0.9879,1.0194,1.1088,33.3333,66.6667,60.0,0.0,71.4286,28.5714,35.7143,64.2857,4.7619,57.1429,0.0,78.5714,10.9048,7.3862,6.0902,12.1557,18.0037,22.8857,23.9509,24.2307,24.1673,21.5724,19.4682,17.3544,29.8138,28.0956,27.3018,27.5427,28.0174,27.6552,0.2725,0.4684,0.6553,1.1565,1.5455,2.7085,0.3392,0.5431,0.7403,1.4765,2.2242,4.3162,23.655,23.5115,23.7985,23.2757,23.8403,23.558,23.5107,23.2045,23.8169,24.0971,23.1786,23.6379,23.2059,24.1793,23.6926,22.8539,20.9404,24.7674,1.6009,1.6318,1.6351,1.6164,1.5957,1.5686,15.7841,20.0243,-0.097,0.2633,0.3603,56.216,53.7401,0.4474,47.1926,24.0693,127201679.8651,-36497569.0
2013-06-11,24.09,4297712.0,AMS.MC,23.7783,23.71,23.5943,23.6454,23.7255,22.9223,23.8675,23.7873,23.7089,23.6404,23.6808,23.3882,23.997,23.8932,23.8144,23.8187,23.9535,24.0656,23.7231,23.7607,23.7967,23.8155,23.749,23.5941,84.0676,73.3503,68.2548,65.2458,65.6716,65.3207,38.6981,25.6864,22.1214,29.1002,33.2583,24.707,0.37,0.76,0.585,0.105,0.69,2.87,100.0,141.8577,154.2477,141.5396,115.22,91.0957,0.3951,0.3951,0.3951,0.3951,0.3951,0.3951,68.1352,46.7006,36.5097,30.4917,31.3432,30.6415,1.0156,1.0326,1.0249,1.0044,1.0295,1.1352,100.0,33.3333,100.0,60.0,100.0,14.2857,100.0,57.1429,0.0,100.0,0.0,100.0,66.4447,49.5078,39.9659,31.161,30.9804,29.7961,11.5823,15.9013,17.9214,18.5534,17.5843,16.4783,57.4519,47.0838,41.7827,35.3504,33.3702,30.4659,0.1817,0.3747,0.5617,1.0739,1.4719,2.644,0.9011,1.1095,1.3095,2.0461,2.7933,4.8884,23.7783,23.324,24.2327,23.2951,24.1249,23.71,23.5943,23.0868,24.1018,24.1298,23.1609,23.6454,23.2291,24.2218,23.7255,22.9223,21.0423,24.8022,2.1703,1.9563,1.8586,1.7162,1.6546,1.5859,15.8055,20.065,-0.0603,0.2849,0.3452,56.8702,56.7567,0.2865,46.2943,23.15,127254738.038,-32199857.0
2013-06-12,24.23,5062554.0,AMS.MC,24.0033,23.857,23.73,23.6904,23.7576,22.988,24.0933,23.9607,23.8679,23.7183,23.7267,23.4491,24.2063,24.1095,24.0149,23.9432,24.0395,24.131,23.9484,23.8688,23.9101,23.8324,23.7632,23.651,87.655,77.0787,71.5043,67.1251,66.949,65.9946,47.947,30.4507,24.6706,29.2474,33.1498,24.8281,0.675,0.735,0.95,0.63,0.675,2.76,70.3572,101.1436,128.8908,146.7213,135.4708,97.8597,0.25,0.25,0.25,0.25,0.25,0.25,75.31,54.1574,43.0086,34.2501,33.8979,31.9893,1.0287,1.0313,1.0408,1.0267,1.0287,1.1286,66.6667,0.0,80.0,40.0,85.7143,0.0,92.8571,50.0,66.6667,95.2381,7.1429,97.619,66.4447,49.5078,39.9659,31.161,30.9804,29.7961,8.3776,13.1177,15.5988,17.2682,16.7442,16.068,41.5556,38.8417,36.3677,32.9017,31.7758,29.7072,0.1211,0.2997,0.4814,0.9972,1.4018,2.5811,0.6008,0.8876,1.1225,1.8999,2.6602,4.772,24.0033,23.5457,24.461,23.3422,24.3718,23.857,23.73,23.1314,24.3286,24.2592,23.1215,23.6904,23.2236,24.2916,23.7576,22.988,21.1228,24.8531,1.9888,1.8861,1.8197,1.7023,1.6453,1.5785,15.827,20.1066,-0.0284,0.3097,0.3381,67.6402,60.2421,0.0897,48.0441,23.1634,127887554.1239,-27137303.0
2013-06-13,24.205,2390710.0,AMS.MC,24.175,23.954,23.855,23.7229,23.7807,23.0525,24.1942,24.0767,23.9866,23.787,23.7674,23.5057,24.2458,24.2051,24.1302,24.0355,24.1078,24.1885,24.0449,23.9232,23.9793,23.8429,23.7725,23.6992,82.6691,74.7445,70.0113,66.4343,66.4851,65.7609,45.7846,31.8061,25.6914,29.0971,32.9124,24.9102,0.515,0.485,0.875,0.455,0.485,2.71,-23.2558,51.3276,73.4117,100.8205,96.9114,88.3674,0.4394,0.4394,0.4394,0.4394,0.4394,0.4394,65.3382,49.4891,40.0226,32.8685,32.9702,31.5218,1.0217,1.0204,1.0375,1.0192,1.0204,1.1261,33.3333,0.0,60.0,20.0,71.4286,42.8571,85.7143,42.8571,61.9048,90.4762,4.7619,95.2381,41.4598,37.2277,31.816,27.1437,28.1644,28.2771,12.8106,15.0505,16.7254,17.7604,17.1024,16.2677,30.9562,32.9022,32.3343,30.9942,30.513,29.0949,0.1657,0.3248,0.4977,1.0109,1.42,2.6046,0.4005,0.71,0.9621,1.7642,2.5336,4.6584,24.175,24.0531,24.2969,23.3979,24.5101,23.954,23.855,23.2776,24.4324,24.3506,23.0951,23.7229,23.2142,24.3472,23.7807,23.0525,21.211,24.894,1.7817,1.7831,1.7561,1.6797,1.6335,1.5749,15.8486,20.1476,-0.0116,0.3236,0.3352,74.3902,66.3002,-0.1591,52.5945,23.1767,129626252.3057,-29528013.0
2013-06-14,24.24,1539244.0,AMS.MC,24.225,24.091,23.9614,23.7475,23.7969,23.1237,24.2267,24.172,24.0829,23.8559,23.8091,23.5609,24.2717,24.2671,24.2151,24.1166,24.1711,24.2439,24.0969,24.0472,24.0352,23.8515,23.7796,23.7569,84.5184,76.0156,71.0003,66.9471,66.823,65.9339,53.0633,36.2704,28.4754,29.5084,32.9426,25.0608,0.15,0.685,0.745,0.345,0.34,2.99,98.7261,90.8711,88.8124,122.2929,128.9344,100.4682,0.1099,0.1099,0.1099,0.1099,0.1099,0.1099,69.0368,52.0312,42.0006,33.8942,33.646,31.8679,1.0062,1.0291,1.0317,1.0144,1.0142,1.1407,100.0,0.0,100.0,0.0,100.0,28.5714,100.0,35.7143,57.1429,100.0,2.381,100.0,67.6207,54.1276,45.1791,34.8543,33.5472,31.2352,8.3865,11.9113,14.1933,16.3527,16.1719,15.8075,43.4151,40.0211,37.5874,33.8507,32.4999,30.1681,0.1105,0.2598,0.4266,0.9387,1.3524,2.5426,0.572,0.873,1.1297,1.9432,2.7179,4.8525,24.225,24.1956,24.2544,23.676,24.506,24.091,23.9614,23.4149,24.508,24.4254,23.0696,23.7475,23.1992,24.3947,23.7969,23.1237,21.3361,24.9113,1.8118,1.7999,1.7712,1.6916,1.6429,1.5799,15.8703,20.1885,-0.0013,0.3336,0.3349,74.8343,72.2882,-0.0905,51.1161,23.1898,129034235.3826,-27988769.0
2013-06-17,24.37,1035150.0,AMS.MC,24.2717,24.227,24.0543,23.7668,23.8155,23.2008,24.2992,24.265,24.185,23.9389,23.8612,23.6189,24.3678,24.3638,24.3212,24.212,24.2466,24.3061,24.1674,24.1735,24.1014,23.8604,23.7897,23.8312,90.2906,80.5584,74.6264,68.8509,68.0782,66.5767,57.9158,39.8418,30.8616,29.8902,32.9714,25.2078,0.14,0.68,0.65,0.27,0.39,3.24,84.015,117.3584,92.0875,130.0846,137.8694,107.7422,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,80.5812,61.1168,49.2529,37.7018,36.1564,33.1534,1.0058,1.0287,1.0274,1.0112,1.0163,1.1533,66.6667,33.3333,80.0,0.0,85.7143,14.2857,92.8571,28.5714,52.381,95.2381,0.0,97.619,67.6207,54.1276,45.1791,34.8543,33.5472,31.2352,6.3869,10.2899,12.8243,15.5504,15.6321,15.5354,33.0634,34.5732,33.9619,32.19,31.4152,29.6489,0.0737,0.2079,0.3656,0.8717,1.288,2.4821,0.3813,0.6984,0.9683,1.8044,2.5885,4.7369,24.2717,24.1297,24.4136,24.0484,24.4056,24.227,24.0543,23.4831,24.6255,24.4971,23.0365,23.7668,23.1735,24.4574,23.8155,23.2008,21.4859,24.9158,1.5776,1.6579,1.6713,1.643,1.61,1.5609,15.8921,20.2303,0.0105,0.348,0.3375,74.8328,74.6858,0.0579,51.715,23.2171,128568423.576,-26953619.0
2013-06-18,24.63,1609033.0,AMS.MC,24.4133,24.335,24.2079,23.8404,23.8417,23.2795,24.4783,24.3993,24.3289,24.054,23.9353,23.6853,24.5873,24.552,24.4977,24.3512,24.3551,24.3864,24.373,24.3465,24.3178,23.9521,23.8096,23.9296,95.4169,86.806,80.3573,72.2886,70.4277,67.8206,67.4177,46.0642,35.0109,30.9176,33.322,25.4434,0.425,0.54,1.075,1.03,0.55,3.305,100.0,135.3682,136.5361,135.7661,168.7902,127.0788,0.512,0.512,0.512,0.512,0.512,0.512,90.8337,73.6119,60.7147,44.5772,40.8554,35.6412,1.0176,1.0224,1.0456,1.0436,1.0228,1.155,100.0,0.0,100.0,0.0,100.0,0.0,100.0,21.4286,47.619,100.0,0.0,100.0,86.4216,70.9536,59.9069,44.2732,40.3348,35.103,3.5231,7.4202,10.2125,13.8834,14.479,14.9369,48.3697,43.6721,40.7313,35.9432,34.0551,31.0957,0.0491,0.1663,0.3134,0.8094,1.2267,2.423,0.6742,0.9787,1.25,2.0955,2.8852,5.0441,24.4133,24.0891,24.7376,24.0185,24.6515,24.335,24.2079,23.6797,24.736,24.6869,22.9938,23.8404,23.1189,24.5644,23.8417,23.2795,21.6135,24.9456,1.8865,1.8198,1.7799,1.6907,1.638,1.5681,15.914,20.2743,0.0308,0.3761,0.3452,72.5399,74.069,0.2526,51.0873,23.2439,128607040.368,-25344586.0
2013-06-19,24.54,2363009.0,AMS.MC,24.5133,24.397,24.3293,23.92,23.8683,23.3535,24.5417,24.4677,24.412,24.1473,23.9988,23.744,24.5854,24.5942,24.5659,24.4384,24.4315,24.4518,24.4055,24.3791,24.3822,24.0372,23.8274,23.9979,74.8876,76.2095,73.6405,69.4321,68.5928,66.9373,73.7523,51.0421,38.5675,31.8715,33.656,25.6734,0.3,0.31,0.85,1.115,0.56,3.105,21.5862,67.52,88.5091,103.658,134.6372,119.1919,-0.4265,-0.4265,-0.4265,-0.4265,-0.4265,-0.4265,49.7752,52.4191,47.2809,38.8642,37.1855,33.8745,1.0124,1.0128,1.0359,1.0476,1.0234,1.1449,66.6667,0.0,80.0,20.0,85.7143,0.0,92.8571,14.2857,42.8571,95.2381,0.0,97.619,86.4216,70.9536,59.9069,44.2732,40.3348,35.103,2.5794,6.2374,9.0435,13.0629,13.8935,14.6229,35.4128,36.7104,36.0691,33.8192,32.6781,30.442,0.0327,0.133,0.2686,0.7516,1.1683,2.3653,0.4495,0.783,1.0714,1.9458,2.7478,4.924,24.5133,24.2977,24.7289,24.066,24.728,24.397,24.3293,23.9691,24.6895,24.8042,23.0358,23.92,23.0881,24.6486,23.8683,23.3535,21.7468,24.9601,1.7241,1.7383,1.7292,1.6747,1.6317,1.5694,15.936,20.317,0.0331,0.3866,0.3535,69.964,72.4456,0.5332,50.6792,23.2946,128329060.9769,-27707595.0
2013-06-20,24.225,2337686.0,AMS.MC,24.465,24.401,24.3486,23.9714,23.8798,23.4143,24.3975,24.4103,24.3859,24.188,24.0312,23.7845,24.3373,24.432,24.4648,24.4272,24.4408,24.4828,24.3986,24.3781,24.3789,24.0488,23.8314,24.0163,35.1654,49.678,54.9013,60.4312,62.5989,63.9507,50.0967,45.2112,36.9478,31.6715,33.4842,25.7699,-0.145,0.02,0.135,0.72,0.24,2.555,-100.0,-26.0353,19.9901,71.4918,97.1177,104.5308,-0.2083,-0.2083,-0.2083,-0.2083,-0.2083,-0.2083,-29.6693,-0.6441,9.8026,20.8624,25.1978,27.9015,0.9941,1.0008,1.0056,1.0306,1.01,1.1179,100.0,100.0,100.0,0.0,100.0,0.0,100.0,7.1429,38.0952,100.0,0.0,100.0,2.7853,21.8876,27.2296,29.0716,30.0485,29.725,18.7896,15.7651,15.5123,16.0596,15.9085,15.6582,17.7713,24.6001,27.1212,29.2243,29.5759,28.9044,0.3168,0.4014,0.5253,0.9929,1.4076,2.604,0.2997,0.6264,0.9183,1.8068,2.617,4.8068,24.465,24.1177,24.8123,24.079,24.723,24.401,24.3486,24.0296,24.6675,24.8366,23.1062,23.9714,23.0861,24.6734,23.8798,23.4143,21.8752,24.9534,2.3202,2.1022,1.9968,1.823,1.7393,1.6345,15.9581,20.3561,0.0094,0.3653,0.3559,48.837,63.7803,0.7636,43.3676,23.3438,126714950.019,-30045281.0
2013-06-21,23.66,2978323.0,AMS.MC,24.1417,24.285,24.2671,23.9986,23.8826,23.4569,23.995,24.1633,24.2138,24.1464,24.0112,23.7959,23.8235,24.023,24.1458,24.2746,24.3487,24.4591,24.0703,24.304,24.3115,24.0401,23.8305,24.0004,14.4887,27.9004,35.8248,48.3292,53.7527,59.1054,52.5023,41.2908,33.194,29.9369,32.5746,25.6551,-0.97,-0.58,-0.57,0.38,0.06,1.79,-100.0,-166.6667,-154.7471,-31.2386,-7.4588,45.0517,-0.638,-0.638,-0.638,-0.638,-0.638,-0.638,-71.0226,-44.1993,-28.3505,-3.3417,7.5054,18.2107,0.9606,0.9761,0.9765,1.0163,1.0025,1.0818,66.6667,100.0,80.0,100.0,85.7143,100.0,92.8571,0.0,33.3333,95.2381,0.0,97.619,57.3135,25.6094,10.6715,7.3859,14.3818,20.9477,37.9665,29.6678,26.2343,22.0711,20.1862,17.989,10.3021,17.5704,21.175,25.5914,26.9678,27.5227,0.7362,0.8461,0.9752,1.447,1.8656,3.067,0.1998,0.5011,0.7871,1.6778,2.4924,4.6924,24.1417,23.4135,24.8698,23.6006,24.9694,24.285,24.2671,23.6857,24.8486,24.7965,23.2006,23.9986,23.0926,24.6727,23.8826,23.4569,21.994,24.9198,2.7319,2.4109,2.2445,1.9792,1.8601,1.7157,15.9803,20.3891,-0.0452,0.2994,0.3446,27.7179,48.8396,0.8601,37.1584,23.3915,124394416.1478,-33023604.0
