date,close,volume,ticker,SMA 3,SMA 5,SMA 7,SMA 14,SMA 21,SMA 42,WMA 3,WMA 5,WMA 7,WMA 14,WMA 21,WMA 42,DEMA 3,DEMA 5,DEMA 7,DEMA 14,DEMA 21,DEMA 42,KAMA 3,KAMA 5,KAMA 7,KAMA 14,KAMA 21,KAMA 42,RSI 3,RSI 5,RSI 7,RSI 14,RSI 21,RSI 42,ADX 3,ADX 5,ADX 7,ADX 14,ADX 21,ADX 42,MOM 3,MOM 5,MOM 7,MOM 14,MOM 21,MOM 42,CCI 3,CCI 5,CCI 7,CCI 14,CCI 21,CCI 42,BOP 3,BOP 5,BOP 7,BOP 14,BOP 21,BOP 42,CMO 3,CMO 5,CMO 7,CMO 14,CMO 21,CMO 42,ROCR 3,ROCR 5,ROCR 7,ROCR 14,ROCR 21,ROCR 42,Aroon Down 3,Aroon Up 3,Aroon Up 5,Aroon Down 5,Aroon Down 7,Aroon Up 7,Aroon Down 14,Aroon Up 14,Aroon Up 21,Aroon Down 21,Aroon Up 42,Aroon Down 42,DX 3,DX 5,DX 7,DX 14,DX 21,DX 42,MINUS_DI 3,MINUS_DI 5,MINUS_DI 7,MINUS_DI 14,MINUS_DI 21,MINUS_DI 42,PLUS_DI 3,PLUS_DI 5,PLUS_DI 7,PLUS_DI 14,PLUS_DI 21,PLUS_DI 42,MINUS_DM 3,MINUS_DM 5,MINUS_DM 7,MINUS_DM 14,MINUS_DM 21,MINUS_DM 42,PLUS_DM 3,PLUS_DM 5,PLUS_DM 7,PLUS_DM 14,PLUS_DM 21,PLUS_DM 42,Real Upper Band 3,Real Lower Band 3,Real Middle Band 3,Real Middle Band 5,Real Lower Band 5,Real Upper Band 5,Real Lower Band 7,Real Middle Band 7,Real Upper Band 7,Real Lower Band 14,Real Middle Band 14,Real Upper Band 14,Real Lower Band 21,Real Upper Band 21,Real Middle Band 21,Real Middle Band 42,Real Lower Band 42,Real Upper Band 42,NATR 3,NATR 5,NATR 7,NATR 14,NATR 21,NATR 42,FAMA,MAMA,MACD,MACD_Signal,MACD_Hist,SlowK,SlowD,PPO,ULTOSC,SAR,Chaikin A/D,OBV
2011-05-05,9.82,33800268.0,AAL,9.4467,9.298,9.1443,8.7164,8.5533,8.7169,9.5467,9.4113,9.3014,8.9762,8.7732,8.6793,9.7196,9.639,9.5578,9.2334,8.9786,8.5727,9.4025,9.3713,9.3167,9.0406,8.8724,9.1042,97.671,92.7255,86.8851,71.2997,62.9856,54.1699,85.7571,63.9226,47.0896,21.6221,14.9883,9.2285,0.76,1.05,1.02,1.76,1.37,1.52,100.0,166.6667,181.5824,172.1281,209.2709,216.6721,0.5075,0.5075,0.5075,0.5075,0.5075,0.5075,95.342,85.451,73.7703,42.5993,25.9712,8.3397,1.0839,1.1197,1.1159,1.2184,1.1621,1.1831,0.0,100.0,100.0,0.0,0.0,100.0,7.1429,100.0,100.0,19.0476,100.0,59.5238,97.2539,89.7209,80.2536,51.6759,34.23,13.6934,1.0005,3.3914,6.1587,13.5831,17.6101,21.7676,71.865,62.5945,56.2189,42.6335,35.9404,28.6748,0.0139,0.0689,0.165,0.6952,1.3763,3.5919,0.9964,1.2711,1.5063,2.1819,2.809,4.7317,9.9787,8.9147,9.4467,9.298,8.7477,9.8483,8.4715,9.1443,9.8171,7.6873,8.7164,9.7455,7.576,9.5307,8.5533,8.7169,7.8944,9.5394,4.7064,4.1358,3.8978,3.7226,3.79,4.0009,8.3463,9.1663,0.1899,0.0224,0.1674,85.1281,83.0249,2.4865,60.9717,8.0437,-144674110.9796,707569961.0
2011-05-06,9.69,20139410.0,AAL,9.6033,9.418,9.2786,8.8307,8.6148,8.7267,9.6683,9.542,9.4379,9.106,8.8765,8.7246,9.7499,9.7355,9.6834,9.3836,9.1161,8.6629,9.4613,9.4379,9.4152,9.1796,8.9313,9.1097,77.8745,80.4877,78.3239,67.6927,60.9225,53.3428,89.5893,69.0823,51.8273,23.7688,15.9046,9.3348,0.47,0.6,0.94,1.6,1.29,0.41,40.339,75.6398,108.2237,134.5937,164.1673,191.5028,-0.5818,-0.5818,-0.5818,-0.5818,-0.5818,-0.5818,55.7491,60.9754,56.6477,35.3854,21.845,6.6855,1.051,1.066,1.1074,1.1978,1.1536,1.0442,0.0,66.6667,80.0,0.0,14.2857,85.7143,0.0,92.8571,95.2381,14.2857,97.619,57.1429,97.2539,89.7209,80.2536,51.6759,34.23,13.6934,0.6273,2.5336,4.9687,12.1741,16.3984,21.0489,45.0559,46.7626,45.3566,38.2111,33.4675,27.7281,0.0092,0.0551,0.1414,0.6455,1.3108,3.5064,0.6643,1.0169,1.2911,2.026,2.6752,4.6191,10.0452,9.1614,9.6033,9.418,8.8405,9.9955,8.599,9.2786,9.9582,7.7512,8.8307,9.9103,7.5277,9.7019,8.6148,8.7267,7.8687,9.5846,5.0717,4.4882,4.1966,3.9085,3.9282,4.0932,8.3504,9.1715,0.2331,0.0646,0.1685,78.6274,81.8302,3.55,60.0175,8.1671,-147969650.7978,687430551.0
2011-05-09,9.32,12809115.0,AAL,9.61,9.47,9.3571,8.9014,8.6662,8.736,9.5267,9.5093,9.4482,9.1712,8.9406,8.7522,9.465,9.5677,9.5926,9.4099,9.1703,8.7134,9.4605,9.4337,9.4082,9.1921,8.9512,9.1116,41.7488,54.7707,59.0149,58.6054,55.4907,51.0693,75.6794,67.5611,53.085,25.1445,16.5342,9.3884,0.02,0.26,0.55,0.99,1.08,0.39,-100.0,-9.8619,22.5443,79.2651,107.9295,129.7888,-0.5676,-0.5676,-0.5676,-0.5676,-0.5676,-0.5676,-16.5023,9.5415,18.0297,17.2107,10.9814,2.1387,1.0022,1.0287,1.0627,1.1188,1.1311,1.0437,0.0,33.3333,60.0,0.0,0.0,71.4286,0.0,85.7143,90.4762,9.5238,95.2381,54.7619,47.8594,61.4766,60.631,43.0275,29.1278,11.5833,11.4584,9.1561,9.6184,14.1302,17.4955,21.4696,32.4934,38.3792,39.2446,35.4733,31.8764,27.095,0.1562,0.1941,0.2712,0.7494,1.3984,3.5729,0.4429,0.8135,1.1067,1.8813,2.5478,4.5091,10.0336,9.1864,9.61,9.47,8.9927,9.9473,8.8183,9.3571,9.896,7.8327,8.9014,9.9702,7.553,9.7794,8.6662,8.736,7.8611,9.6108,4.8744,4.5486,4.3224,4.0646,4.0838,4.2514,8.3545,9.173,0.2347,0.0986,0.1361,57.5885,73.7813,4.4071,53.3413,8.2831,-160086381.2032,674621436.0
2011-05-10,9.5,22783914.0,AAL,9.5033,9.526,9.4157,8.9907,8.7405,8.7457,9.4717,9.5193,9.4839,9.251,9.0164,8.7877,9.4925,9.5657,9.6033,9.4728,9.2475,8.777,9.4653,9.4363,9.4132,9.2295,9.0024,9.1153,56.4809,62.129,64.0456,61.3254,57.4295,52.087,70.4219,67.3426,54.6817,26.6124,17.2384,9.4722,-0.32,0.28,0.41,1.25,1.56,0.41,-8.2707,3.2733,38.4519,85.3107,111.1558,146.5448,0.2619,0.2619,0.2619,0.2619,0.2619,0.2619,12.9618,24.2581,28.0913,22.6508,14.859,4.174,0.9674,1.0304,1.0451,1.1515,1.1965,1.0451,66.6667,0.0,40.0,0.0,0.0,57.1429,14.2857,78.5714,85.7143,4.7619,92.8571,52.381,59.907,66.4685,64.2621,45.6952,31.3206,12.908,7.4975,7.1361,8.0248,12.8752,16.4577,20.8534,29.9032,35.4275,36.8845,34.5431,31.4685,27.0348,0.1041,0.1553,0.2325,0.6959,1.3318,3.4879,0.4152,0.7708,1.0686,1.8669,2.5465,4.5217,9.8055,9.2012,9.5033,9.526,9.1185,9.9335,8.9182,9.4157,9.9132,7.946,8.9907,10.0354,7.6229,9.8581,8.7405,8.7457,7.8465,9.6449,4.8723,4.5804,4.3565,4.0637,4.0563,4.1919,8.3586,9.1763,0.2477,0.1284,0.1193,43.7531,59.9897,5.3909,49.2895,8.3921,-169850915.7746,697405350.0
2011-05-11,9.99,28934584.0,AAL,9.6033,9.664,9.5486,9.1229,8.8238,8.765,9.715,9.674,9.6275,9.3843,9.13,8.8456,9.8688,9.8297,9.8172,9.6424,9.3985,8.881,9.495,9.4896,9.4858,9.3715,9.1049,9.129,78.5905,75.6236,74.1304,67.5722,62.143,54.7134,71.8103,68.5934,56.8267,28.2761,18.0769,9.6057,0.3,0.69,0.93,1.85,1.75,0.81,100.0,62.0985,78.0313,103.2787,122.465,176.8581,0.6471,0.6471,0.6471,0.6471,0.6471,0.6471,57.1809,51.2473,48.2609,35.1444,24.286,9.4269,1.031,1.0742,1.1026,1.2273,1.2124,1.0882,33.3333,0.0,20.0,0.0,0.0,42.8571,7.1429,71.4286,80.9524,0.0,90.4762,50.0,74.5869,73.5965,69.6967,49.9052,34.8484,15.0801,4.3224,5.1314,6.2997,11.3389,15.1233,20.0197,29.6951,33.7375,35.278,33.9308,31.3018,27.1299,0.0694,0.1242,0.1993,0.6462,1.2684,3.4048,0.4768,0.8166,1.1159,1.9336,2.6252,4.6141,10.1696,9.0371,9.6033,9.664,9.1937,10.1343,9.0072,9.5486,10.0899,8.074,9.1229,10.1717,7.611,10.0367,8.8238,8.765,7.7972,9.7328,5.3578,4.846,4.5234,4.0745,3.9978,4.0534,8.3628,9.1844,0.2941,0.1616,0.1326,51.3141,50.8852,6.4447,59.6434,8.4945,-141767348.9511,726339934.0
2011-05-12,9.62,12600536.0,AAL,9.7033,9.624,9.6057,9.2293,8.8795,8.7829,9.7233,9.6593,9.6454,9.4506,9.2024,8.8853,9.7156,9.7593,9.7864,9.684,9.464,8.9443,9.5021,9.4922,9.49,9.3985,9.1322,9.1362,49.8849,56.5904,59.4424,59.7272,57.1279,52.4878,73.7585,69.9229,58.8491,29.8942,18.9169,9.7489,0.3,-0.2,0.4,1.49,1.17,0.75,46.3415,61.0743,59.0016,91.0742,106.9679,163.4168,-0.9545,-0.9545,-0.9545,-0.9545,-0.9545,-0.9545,-0.2302,13.1808,18.8848,19.4544,14.2559,4.9757,1.0322,0.9796,1.0434,1.1833,1.1385,1.0846,0.0,100.0,0.0,40.0,0.0,28.5714,0.0,64.2857,76.1905,14.2857,88.0952,47.619,77.655,75.2412,70.9837,50.9295,35.7152,15.6191,3.0633,4.1813,5.4201,10.4684,14.3338,19.5028,24.3552,29.595,31.939,32.1984,30.2608,26.7228,0.0463,0.0994,0.1708,0.6,1.208,3.3237,0.3679,0.7033,1.0065,1.8455,2.5502,4.5542,10.1204,9.2863,9.7033,9.624,9.1803,10.0677,9.1354,9.6057,10.0761,8.3107,9.2293,10.1479,7.6334,10.1256,8.8795,8.7829,7.7809,9.7848,5.2338,4.9406,4.6797,4.2557,4.1716,4.218,8.3669,9.1888,0.2976,0.1888,0.1089,55.5811,50.2161,6.6779,53.041,8.5909,-153795133.3147,713739398.0
2011-05-13,9.41,9334853.0,AAL,9.6733,9.568,9.6214,9.31,8.9343,8.7945,9.5767,9.588,9.5964,9.4747,9.2506,8.9145,9.4959,9.5958,9.6668,9.6618,9.4829,8.9842,9.5009,9.4899,9.4893,9.3993,9.1465,9.1389,38.0522,48.0166,52.5481,55.7696,54.5065,51.2752,52.5657,60.6121,55.4267,30.2511,19.2635,9.7953,-0.09,-0.28,0.11,1.13,1.15,0.49,-100.0,-67.1989,-89.4683,31.9444,64.5937,106.7134,-0.7667,-0.7667,-0.7667,-0.7667,-0.7667,-0.7667,-23.8957,-3.9668,5.0962,11.5393,9.013,2.5503,0.9905,0.9711,1.0118,1.1365,1.1392,1.0549,33.3333,66.6667,80.0,20.0,0.0,14.2857,0.0,57.1429,71.4286,9.5238,85.7143,45.2381,10.18,23.3686,34.892,34.8909,26.1957,11.6975,23.0183,15.8777,13.8749,14.7122,17.0601,20.7515,18.7648,25.5614,28.7463,30.4803,29.1705,26.2495,0.3008,0.3495,0.4164,0.8271,1.4205,3.5146,0.2453,0.5626,0.8627,1.7137,2.4288,4.4458,10.1529,9.1938,9.6733,9.568,9.1016,10.0344,9.187,9.6214,10.0559,8.5553,9.31,10.0647,7.7009,10.1677,8.9343,8.7945,7.7752,9.8138,4.6298,4.6783,4.5561,4.2676,4.2135,4.2854,8.371,9.191,0.2803,0.2071,0.0732,47.1605,51.3519,6.8321,50.014,8.6814,-158773721.5814,704404545.0
2011-05-16,9.94,18464879.0,AAL,9.6567,9.692,9.6386,9.3914,9.0238,8.8276,9.71,9.712,9.6761,9.5587,9.342,8.9678,9.817,9.797,9.8154,9.7725,9.5899,9.0695,9.5046,9.5238,9.4934,9.4366,9.223,9.1605,67.3611,64.8278,64.6278,62.5196,59.4388,54.0216,49.386,58.0347,54.6948,31.1683,19.8919,9.9287,-0.05,0.62,0.12,1.14,1.88,1.39,63.0769,73.2375,82.6389,89.9557,98.5332,151.7681,0.8667,0.8667,0.8667,0.8667,0.8667,0.8667,34.7221,29.6555,29.2557,25.0392,18.8776,8.0431,0.995,1.0665,1.0122,1.1295,1.2333,1.1626,0.0,33.3333,60.0,0.0,28.5714,0.0,0.0,50.0,66.6667,4.7619,83.3333,42.8571,43.0268,47.7253,50.3034,43.0919,32.4597,15.3991,13.9153,11.995,11.3581,13.264,15.916,20.0599,34.9333,33.8972,34.3518,33.3515,31.2144,27.3626,0.2006,0.2796,0.3569,0.7681,1.3528,3.4309,0.5035,0.7901,1.0795,1.9313,2.6531,4.6799,10.0925,9.2208,9.6567,9.692,9.2256,10.1584,9.1663,9.6386,10.1108,8.6284,9.3914,10.1544,7.7844,10.2632,9.0238,8.8276,7.7534,9.9018,4.8334,4.69,4.5162,4.1611,4.0719,4.0968,8.3751,9.1985,0.3057,0.2268,0.0789,46.779,49.8402,7.144,52.4163,8.7665,-143591487.7369,722869424.0
2011-05-17,9.8,13823592.0,AAL,9.7167,9.752,9.6543,9.4664,9.1052,8.8588,9.7817,9.748,9.7164,9.6131,9.4126,9.013,9.8231,9.8245,9.8455,9.8239,9.657,9.1363,9.515,9.5316,9.4961,9.458,9.2693,9.1764,56.7268,58.5732,59.9265,59.9184,57.7036,53.21,49.7309,56.7634,54.4494,32.1305,20.5483,10.0766,0.18,0.3,0.11,1.05,1.71,1.31,61.7391,84.7526,88.5408,93.8691,98.1656,149.6833,-0.2222,-0.2222,-0.2222,-0.2222,-0.2222,-0.2222,13.4537,17.1465,19.853,19.8367,15.4072,6.42,1.0187,1.0316,1.0114,1.12,1.2114,1.1543,33.3333,100.0,100.0,20.0,14.2857,100.0,7.1429,42.8571,61.9048,0.0,80.9524,40.4762,50.4207,51.6779,52.9769,44.638,33.6766,16.1405,10.8629,10.4779,10.3233,12.6298,15.4023,19.7407,32.9575,32.889,33.5841,32.9965,31.0437,27.3397,0.1337,0.2237,0.3059,0.7132,1.2884,3.3492,0.4057,0.7021,0.9953,1.8633,2.5968,4.6385,10.1652,9.2682,9.7167,9.752,9.3243,10.1797,9.1691,9.6543,10.1395,8.7666,9.4664,10.1663,7.8976,10.3129,9.1052,8.8588,7.7501,9.9675,4.1867,4.3566,4.32,4.1159,4.0646,4.122,8.3793,9.2045,0.311,0.2436,0.0674,54.7328,49.5574,6.9483,50.6182,8.8465,-155367140.1814,709045832.0
2011-05-18,9.67,15914745.0,AAL,9.8033,9.688,9.7043,9.5307,9.169,8.8757,9.7583,9.7207,9.7204,9.6403,9.4639,9.0507,9.7213,9.7618,9.8027,9.8296,9.691,9.1866,9.5255,9.5374,9.501,9.4676,9.2923,9.1832,46.5017,52.6745,55.5489,57.525,56.1067,52.4603,41.775,45.64,48.7951,31.6401,20.5948,10.0957,0.26,-0.32,0.35,0.9,1.34,0.71,-100.0,-45.0,-41.0146,25.4452,60.2543,105.2096,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-6.9967,5.349,11.0977,15.0499,12.2133,4.9207,1.0276,0.968,1.0376,1.1026,1.1609,1.0792,0.0,66.6667,80.0,0.0,0.0,85.7143,0.0,35.7143,57.1429,0.0,78.5714,38.0952,25.8632,1.1467,14.8693,25.2655,21.5247,10.8792,37.927,26.1675,21.5767,18.3232,19.1111,21.4692,22.34,26.7746,29.1141,30.7122,29.5949,26.7107,0.4591,0.5489,0.6322,1.0323,1.597,3.6395,0.2704,0.5617,0.8531,1.7302,2.4731,4.5281,10.0238,9.5828,9.8033,9.688,9.3322,10.0438,9.3022,9.7043,10.1064,8.942,9.5307,10.1194,7.9908,10.3473,9.169,8.8757,7.74,10.0114,4.173,4.3388,4.3288,4.1613,4.1152,4.174,8.3834,9.2091,0.3012,0.2552,0.0461,65.7213,55.7444,6.8595,55.2714,8.9217,-148293920.1814,693131087.0
2011-05-19,10.32,36238606.0,AAL,9.93,9.828,9.8214,9.6186,9.2676,8.9031,10.0167,9.9313,9.8743,9.7455,9.5686,9.1179,10.1705,10.0848,10.0547,9.9929,9.8318,9.2925,9.6034,9.6167,9.5565,9.5209,9.3883,9.2072,77.2531,70.9556,68.8308,65.0436,61.6751,55.66,42.0476,44.55,47.7549,32.1692,21.1254,10.2582,0.38,0.7,0.82,1.23,2.07,1.15,95.5357,116.1473,161.0394,144.0329,115.2562,162.0989,0.7606,0.7606,0.7606,0.7606,0.7606,0.7606,54.5062,41.9112,37.6617,30.0872,23.3501,11.32,1.0382,1.0728,1.0863,1.1353,1.2509,1.1254,66.6667,100.0,100.0,20.0,14.2857,100.0,0.0,100.0,100.0,9.5238,100.0,35.7143,42.5926,40.1901,41.514,39.0473,31.7384,16.9226,20.1767,18.3882,16.8214,16.1335,17.5458,20.5859,50.1165,43.1005,40.7014,36.8043,33.8617,28.9725,0.3061,0.4392,0.5419,0.9585,1.521,3.5528,0.7603,1.0293,1.3112,2.1866,2.9354,5.0002,10.4917,9.3683,9.93,9.828,9.2246,10.4314,9.2741,9.8214,10.3688,8.9566,9.6186,10.2805,8.0672,10.468,9.2676,8.9031,7.6877,10.1185,4.9001,4.6284,4.4595,4.1121,4.0,3.9818,8.3876,9.2202,0.342,0.2725,0.0695,69.754,63.4027,7.0229,62.7955,8.9924,-115117731.5898,729369693.0
2011-05-20,10.17,17858177.0,AAL,10.0533,9.98,9.8471,9.6979,9.3643,8.9333,10.1367,10.0453,9.9614,9.819,9.6506,9.1768,10.2077,10.1712,10.1474,10.084,9.9261,9.3773,9.6558,9.6847,9.5645,9.5544,9.4583,9.2303,64.4327,63.8418,63.706,62.3028,59.8357,54.7883,42.2293,43.678,46.8634,32.6605,21.6308,10.4169,0.37,0.76,0.18,1.11,2.03,1.27,63.5514,100.9219,125.9181,152.5077,119.9481,161.681,-0.381,-0.381,-0.381,-0.381,-0.381,-0.381,28.8655,27.6836,27.4119,24.6056,19.6714,9.5765,1.0378,1.0808,1.018,1.1225,1.2494,1.1427,33.3333,66.6667,80.0,0.0,0.0,85.7143,0.0,92.8571,95.2381,4.7619,97.619,33.3333,42.5926,40.1901,41.514,39.0473,31.7384,16.9226,16.7076,16.5672,15.6325,15.5419,17.1106,20.3325,41.4996,38.8323,37.8248,35.4547,33.0218,28.6159,0.2041,0.3513,0.4645,0.8901,1.4486,3.4682,0.5069,0.8235,1.1239,2.0304,2.7956,4.8812,10.6091,9.4976,10.0533,9.98,9.5052,10.4548,9.2554,9.8471,10.4389,9.057,9.6979,10.3388,8.2169,10.5116,9.3643,8.9333,7.658,10.2086,4.0032,4.1703,4.1738,4.0222,3.964,3.9935,8.3918,9.2297,0.3581,0.2896,0.0684,74.7865,70.0873,6.9559,56.9067,9.0875,-122771236.0184,711511516.0
2011-05-23,10.0,13121448.0,AAL,10.1633,9.992,9.9014,9.7536,9.4533,8.9636,10.11,10.052,9.9996,9.8593,9.7084,9.2265,10.0801,10.115,10.1266,10.1117,9.9766,9.4407,9.6808,9.6875,9.5787,9.5686,9.499,9.2488,50.2548,55.902,57.9963,59.2553,57.785,53.8099,33.3969,40.0427,44.5879,32.7295,21.9459,10.5347,0.33,0.06,0.38,0.78,1.87,1.27,-66.1538,38.1438,62.809,109.6659,99.4764,136.0361,-0.2083,-0.2083,-0.2083,-0.2083,-0.2083,-0.2083,0.5097,11.8041,15.9927,18.5106,15.57,7.6197,1.0341,1.006,1.0395,1.0846,1.23,1.1455,0.0,33.3333,60.0,40.0,14.2857,71.4286,0.0,85.7143,90.4762,0.0,95.2381,30.9524,15.7322,25.5012,30.9351,33.6271,28.2482,15.3657,23.3381,20.1943,18.2334,16.85,17.9408,20.6948,32.0522,34.0195,34.5674,33.9237,32.0672,28.2093,0.246,0.3911,0.5081,0.9365,1.4896,3.4957,0.3379,0.6588,0.9633,1.8854,2.6625,4.765,10.4248,9.9019,10.1633,9.992,9.5188,10.4652,9.3338,9.9014,10.4691,9.1543,9.7536,10.3529,8.4182,10.4885,9.4533,8.9636,7.6494,10.2778,3.5142,3.8729,3.9812,3.9699,3.9537,4.0218,8.3961,9.2374,0.353,0.3023,0.0507,80.2156,74.9187,6.2523,57.8553,9.1759,-135892684.0184,698390068.0
2011-05-24,9.74,12132440.0,AAL,9.97,9.98,9.9486,9.785,9.5229,8.9845,9.8983,9.968,9.9593,9.8575,9.7345,9.2626,9.8331,9.9328,9.9933,10.0658,9.9734,9.4759,9.7071,9.6879,9.5829,9.5713,9.5112,9.2567,33.3963,45.1639,50.0004,54.8374,54.7705,52.3453,32.8189,33.0401,39.3394,31.902,21.8557,10.5608,-0.58,-0.06,0.33,0.44,1.46,0.88,-100.0,-40.7197,-32.011,26.3784,60.3224,102.2285,-0.973,-0.973,-0.973,-0.973,-0.973,-0.973,-33.2074,-9.6722,0.0007,9.6748,9.541,4.6906,0.9438,0.9939,1.0351,1.0473,1.1763,1.0993,0.0,0.0,40.0,20.0,0.0,57.1429,0.0,78.5714,85.7143,0.0,92.8571,28.5714,31.663,5.0298,7.848,21.1443,20.0512,11.6281,40.4562,30.3696,25.575,20.6045,20.4008,21.8421,20.998,27.4609,29.9312,31.6542,30.6338,27.5902,0.434,0.5828,0.7055,1.1396,1.6887,3.6824,0.2253,0.527,0.8257,1.7507,2.5357,4.6515,10.3236,9.6164,9.97,9.98,9.4854,10.4746,9.5124,9.9486,10.3847,9.2405,9.785,10.3295,8.6253,10.4204,9.5229,8.9845,7.6497,10.3193,3.6716,3.9408,4.0462,4.056,4.0468,4.1213,8.4003,9.2425,0.3243,0.3067,0.0176,59.5745,71.5255,5.5701,54.5107,9.258,-147369316.4508,686257628.0
2011-05-25,9.27,30103217.0,AAL,9.67,9.9,9.8529,9.7457,9.5452,8.9905,9.5483,9.7313,9.7896,9.7889,9.7115,9.2758,9.3956,9.5693,9.6968,9.9085,9.8872,9.4658,9.5128,9.6701,9.5602,9.5652,9.5079,9.2567,17.4885,31.494,38.737,47.8869,49.8359,49.8337,45.295,34.8642,37.2633,29.6288,21.0603,10.4122,-0.9,-0.4,-0.67,-0.55,0.47,0.25,-100.0,-142.0118,-135.946,-106.2035,-17.6166,53.1488,-0.519,-0.519,-0.519,-0.519,-0.519,-0.519,-65.023,-37.012,-22.526,-4.2262,-0.3282,-0.3326,0.9115,0.9586,0.9326,0.944,1.0534,1.0277,100.0,0.0,20.0,100.0,100.0,42.8571,100.0,71.4286,80.9524,0.0,90.4762,26.1905,70.2472,42.1607,24.8069,0.0772,5.1532,4.3192,57.0914,44.5645,37.2391,27.4766,25.1145,24.1465,9.9774,18.1314,22.4356,27.4342,27.8435,26.3265,0.8594,1.0363,1.1748,1.6282,2.1782,4.1648,0.1502,0.4216,0.7078,1.6257,2.4149,4.5408,10.2742,9.0658,9.67,9.9,9.1615,10.6385,9.2074,9.8529,10.4983,9.1409,9.7457,10.3505,8.6989,10.3916,9.5452,8.9905,7.6528,10.3281,5.4125,5.0169,4.8615,4.566,4.4554,4.43,8.4045,9.2427,0.2606,0.2975,-0.0369,35.7053,58.4985,5.1153,41.99,10.35,-169089359.0964,656154411.0
2011-05-26,9.25,22121180.0,AAL,9.42,9.686,9.7743,9.7143,9.569,8.996,9.3383,9.5147,9.6389,9.7228,9.6846,9.2879,9.2398,9.3634,9.4946,9.774,9.8074,9.4543,9.396,9.4834,9.5418,9.56,9.5042,9.2567,16.9725,30.995,38.3086,47.6104,49.6361,49.7297,54.2983,36.799,35.8067,27.6342,20.2463,10.2526,-0.75,-1.07,-0.55,-0.44,0.5,0.23,-79.3919,-103.013,-118.043,-136.3953,-65.0338,30.0873,-0.3939,-0.3939,-0.3939,-0.3939,-0.3939,-0.3939,-66.0551,-38.01,-23.3828,-4.7793,-0.7278,-0.5406,0.925,0.8963,0.9439,0.9546,1.0571,1.0255,100.0,0.0,0.0,100.0,100.0,28.5714,100.0,64.2857,76.1905,4.7619,88.0952,23.8095,72.3048,44.5384,27.0669,1.7038,3.9649,3.709,46.7124,40.133,34.8367,26.7792,24.7318,23.9735,7.5083,15.3996,19.9953,25.882,26.7739,25.8204,0.6229,0.879,1.0569,1.5619,2.1245,4.1156,0.1001,0.3373,0.6067,1.5096,2.2999,4.4327,9.8728,8.9672,9.42,9.686,8.9382,10.4338,9.001,9.7743,10.5476,9.0577,9.7143,10.3709,8.7879,10.3502,9.569,8.996,7.656,10.3359,4.8053,4.7357,4.6857,4.5038,4.4223,4.4189,8.4087,9.2428,0.2062,0.2792,-0.0731,18.6401,37.9733,4.46,43.8089,10.3381,-172441053.0358,634033231.0
2011-05-27,9.12,14060590.0,AAL,9.2133,9.476,9.6957,9.7,9.5857,9.0019,9.1883,9.326,9.4754,9.6435,9.6438,9.2937,9.1059,9.187,9.3087,9.6314,9.7143,9.4317,9.2733,9.3219,9.5168,9.556,9.5001,9.2558,13.1805,27.4599,35.3443,45.7605,48.314,49.048,61.3224,38.9911,34.9788,25.9267,19.4015,10.0791,-0.62,-1.05,-0.55,-0.2,0.35,0.25,-80.8219,-82.712,-101.1905,-145.8889,-97.5258,17.9601,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-73.639,-45.0802,-29.3114,-8.4789,-3.372,-1.9039,0.9363,0.8968,0.9431,0.9785,1.0399,1.0282,100.0,0.0,0.0,100.0,100.0,14.2857,100.0,57.1429,71.4286,0.0,85.7143,21.4286,75.3706,47.7596,30.0119,3.7291,2.5053,2.9687,40.6563,37.5559,33.5334,26.5162,24.6225,23.9317,5.7099,13.2779,18.0517,24.6097,25.8879,25.3961,0.4753,0.7632,0.9659,1.5103,2.0833,4.0776,0.0667,0.2698,0.52,1.4017,2.1904,4.3271,9.3463,9.0803,9.2133,9.476,8.804,10.148,8.7947,9.6957,10.5967,9.0023,9.7,10.3977,8.8606,10.3108,9.5857,9.0019,7.662,10.3418,4.2726,4.4566,4.5121,4.4611,4.4179,4.4482,8.4129,9.2416,0.1508,0.2535,-0.1028,8.8988,21.0814,3.268,41.2276,10.3135,-179471348.0358,619972641.0
