date,close,volume,ticker,SMA 3,SMA 5,SMA 7,SMA 14,SMA 21,SMA 42,WMA 3,WMA 5,WMA 7,WMA 14,WMA 21,WMA 42,DEMA 3,DEMA 5,DEMA 7,DEMA 14,DEMA 21,DEMA 42,KAMA 3,KAMA 5,KAMA 7,KAMA 14,KAMA 21,KAMA 42,RSI 3,RSI 5,RSI 7,RSI 14,RSI 21,RSI 42,ADX 3,ADX 5,ADX 7,ADX 14,ADX 21,ADX 42,MOM 3,MOM 5,MOM 7,MOM 14,MOM 21,MOM 42,CCI 3,CCI 5,CCI 7,CCI 14,CCI 21,CCI 42,BOP 3,BOP 5,BOP 7,BOP 14,BOP 21,BOP 42,CMO 3,CMO 5,CMO 7,CMO 14,CMO 21,CMO 42,ROCR 3,ROCR 5,ROCR 7,ROCR 14,ROCR 21,ROCR 42,Aroon Up 3,Aroon Down 3,Aroon Down 5,Aroon Up 5,Aroon Down 7,Aroon Up 7,Aroon Down 14,Aroon Up 14,Aroon Down 21,Aroon Up 21,Aroon Up 42,Aroon Down 42,DX 3,DX 5,DX 7,DX 14,DX 21,DX 42,MINUS_DI 3,MINUS_DI 5,MINUS_DI 7,MINUS_DI 14,MINUS_DI 21,MINUS_DI 42,PLUS_DI 3,PLUS_DI 5,PLUS_DI 7,PLUS_DI 14,PLUS_DI 21,PLUS_DI 42,MINUS_DM 3,MINUS_DM 5,MINUS_DM 7,MINUS_DM 14,MINUS_DM 21,MINUS_DM 42,PLUS_DM 3,PLUS_DM 5,PLUS_DM 7,PLUS_DM 14,PLUS_DM 21,PLUS_DM 42,Real Upper Band 3,Real Middle Band 3,Real Lower Band 3,Real Upper Band 5,Real Lower Band 5,Real Middle Band 5,Real Middle Band 7,Real Lower Band 7,Real Upper Band 7,Real Lower Band 14,Real Upper Band 14,Real Middle Band 14,Real Middle Band 21,Real Lower Band 21,Real Upper Band 21,Real Lower Band 42,Real Middle Band 42,Real Upper Band 42,NATR 3,NATR 5,NATR 7,NATR 14,NATR 21,NATR 42,FAMA,MAMA,MACD_Hist,MACD,MACD_Signal,SlowK,SlowD,PPO,ULTOSC,SAR,Chaikin A/D,OBV
2011-12-05,1.845,2882529.0,IAG.MC,1.798,1.769,1.7393,1.6769,1.6861,1.7872,1.811,1.7897,1.7695,1.7096,1.695,1.7421,1.8362,1.8244,1.8045,1.7338,1.7019,1.6633,1.7948,1.7952,1.7904,1.7192,1.7617,1.7913,96.6904,85.4988,75.7049,59.9249,54.5098,48.4449,72.8954,42.8195,28.9223,15.7185,13.3933,18.4297,0.104,0.165,0.218,0.148,0.012,0.027,100.0,111.8476,121.546,170.186,174.3551,23.6575,0.8871,0.8871,0.8871,0.8871,0.8871,0.8871,93.3808,70.9977,51.4097,19.8498,9.0197,-3.1102,1.0597,1.0982,1.134,1.0872,1.0065,1.0149,100.0,0.0,20.0,100.0,0.0,100.0,35.7143,100.0,57.1429,0.0,38.0952,78.5714,88.4425,65.3616,46.9863,18.4928,8.5589,4.1357,3.0244,8.7466,13.2535,20.2737,22.6511,25.4518,49.313,41.7557,36.7469,29.4732,26.8914,23.4302,0.0058,0.029,0.0633,0.2046,0.3518,0.8246,0.0939,0.1384,0.1756,0.2974,0.4177,0.7591,1.8656,1.798,1.7304,1.8594,1.6786,1.769,1.7393,1.6171,1.8614,1.5076,1.8461,1.6769,1.6861,1.541,1.8313,1.5484,1.7872,2.0261,3.4412,3.5934,3.7009,3.9068,4.0089,4.183,1.0497,1.8544,0.028,-0.0079,-0.036,90.7325,90.5426,-2.4589,65.0411,1.5276,-241523484.9508,-310454389.0
2011-12-06,1.793,1725314.0,IAG.MC,1.8067,1.7856,1.7597,1.6856,1.6887,1.7863,1.8085,1.7977,1.7829,1.7251,1.7047,1.7424,1.8122,1.8183,1.8094,1.7497,1.7157,1.6704,1.7948,1.795,1.7908,1.722,1.7621,1.7913,57.6842,63.6485,61.9477,54.7378,51.44,47.1184,78.6249,47.8537,31.8889,16.0509,13.2275,18.0719,0.026,0.083,0.143,0.123,0.053,-0.037,23.2673,66.0,81.7831,124.7346,150.3607,16.4286,-0.8382,-0.8382,-0.8382,-0.8382,-0.8382,-0.8382,15.3685,27.2971,23.8955,9.4757,2.8801,-5.7632,1.0147,1.0485,1.0867,1.0737,1.0305,0.9798,100.0,0.0,0.0,100.0,0.0,100.0,28.5714,100.0,52.381,100.0,35.7143,76.1905,90.0838,67.9906,49.688,20.3718,9.9111,3.4,1.9697,6.9615,11.3669,18.902,21.6556,24.9161,37.7566,36.5353,33.8187,28.5736,26.4205,23.2775,0.0038,0.0232,0.0543,0.19,0.3351,0.805,0.0736,0.1217,0.1615,0.2872,0.4088,0.7521,1.8616,1.8067,1.7517,1.8545,1.7167,1.7856,1.7597,1.658,1.8614,1.5062,1.8651,1.6856,1.6887,1.5381,1.8392,1.5478,1.7863,2.0248,3.6249,3.7166,3.806,4.0038,4.1094,4.2921,1.0538,1.8538,0.0272,-0.002,-0.0292,82.639,87.0574,-1.6183,57.6217,1.5405,-243248798.9508,-312179703.0
2011-12-07,1.78,4512822.0,IAG.MC,1.806,1.7934,1.774,1.6955,1.692,1.7844,1.7952,1.7959,1.788,1.7377,1.713,1.7421,1.7916,1.8056,1.8054,1.7592,1.7254,1.676,1.7947,1.7944,1.7897,1.7246,1.7623,1.7912,50.1044,58.9413,58.8297,53.4912,50.6907,46.7903,52.5937,42.3375,30.1735,15.5508,12.7505,17.7901,-0.002,0.039,0.1,0.138,0.069,-0.08,-100.0,-26.4858,29.9672,81.4152,107.5072,-0.7511,-0.4382,-0.4382,-0.4382,-0.4382,-0.4382,-0.4382,0.2089,17.8826,17.6593,6.9825,1.3814,-6.4195,0.9989,1.0224,1.0595,1.084,1.0403,0.957,66.6667,100.0,0.0,80.0,14.2857,85.7143,21.4286,92.8571,47.619,95.2381,33.3333,73.8095,0.5312,20.2726,19.8815,9.05,3.2097,6.2376,22.1749,18.1565,18.5659,21.7562,23.366,25.6508,22.4118,27.39,27.7802,26.0859,24.9157,22.6387,0.0486,0.0646,0.0925,0.2224,0.3651,0.8318,0.0491,0.0974,0.1385,0.2667,0.3893,0.7342,1.8622,1.806,1.7498,1.8476,1.7392,1.7934,1.774,1.6957,1.8523,1.5116,1.8794,1.6955,1.692,1.5367,1.8472,1.547,1.7844,2.0218,4.1009,3.995,4.0004,4.1021,4.1804,4.3396,1.0578,1.8531,0.0246,0.0016,-0.023,67.3225,80.2313,-0.7381,55.6765,1.5566,-244415033.8496,-316692525.0
2011-12-08,1.781,1968779.0,IAG.MC,1.7847,1.7962,1.7841,1.703,1.6974,1.7825,1.7827,1.7917,1.7898,1.7491,1.7211,1.7419,1.7843,1.7976,1.802,1.7669,1.7341,1.6813,1.7889,1.7942,1.789,1.7265,1.7628,1.7911,50.8496,59.2312,59.0148,53.5788,50.7486,46.8194,35.2395,37.9245,28.7032,15.0865,12.2961,17.5151,-0.064,0.014,0.071,0.105,0.114,-0.079,-52.6316,-58.7121,7.3725,68.9026,93.8505,-0.3548,0.3265,0.3265,0.3265,0.3265,0.3265,0.3265,1.6993,18.4624,18.0296,7.1576,1.4973,-6.3611,0.9653,1.0079,1.0415,1.0626,1.0684,0.9575,33.3333,66.6667,0.0,60.0,0.0,71.4286,14.2857,85.7143,42.8571,90.4762,30.9524,71.4286,0.5312,20.2726,19.8815,9.05,3.2097,6.2376,16.6025,15.4884,16.6557,20.6882,22.6212,25.2598,16.7798,23.365,24.9219,24.8054,24.1215,22.2936,0.0324,0.0516,0.0793,0.2065,0.3477,0.812,0.0327,0.0779,0.1187,0.2476,0.3708,0.7167,1.7965,1.7847,1.7729,1.8459,1.7465,1.7962,1.7841,1.7257,1.8425,1.5144,1.8916,1.703,1.6974,1.538,1.8567,1.5463,1.7825,2.0188,3.6495,3.7444,3.82,4.0035,4.1101,4.2994,1.0617,1.8524,0.022,0.0045,-0.0175,44.7206,64.894,0.6899,50.1664,1.5718,-245098079.6251,-314723746.0
2011-12-09,1.79,1774612.0,IAG.MC,1.7837,1.7978,1.7911,1.7159,1.7038,1.7804,1.7853,1.7897,1.7912,1.7607,1.7295,1.7423,1.7884,1.7973,1.8028,1.7752,1.7432,1.6872,1.789,1.7941,1.7891,1.732,1.7636,1.7911,59.0968,62.2314,60.8627,54.4109,51.2896,47.087,30.5751,31.898,26.3121,14.4398,11.7788,17.2644,-0.003,0.008,0.049,0.18,0.135,-0.092,-100.0,-69.5719,-43.4641,56.6723,79.8264,-2.3495,0.7551,0.7551,0.7551,0.7551,0.7551,0.7551,18.1936,24.4628,21.7255,8.8217,2.5792,-5.826,0.9983,1.0045,1.0281,1.1118,1.0816,0.9511,0.0,33.3333,60.0,40.0,0.0,57.1429,7.1429,78.5714,38.0952,85.7143,28.5714,69.0476,21.2463,7.7922,11.9652,6.0326,1.431,6.9855,18.7617,16.8853,17.4953,20.8791,22.6817,25.248,12.1863,19.7391,22.251,23.56,23.3403,21.9509,0.0336,0.0533,0.08,0.2038,0.3432,0.8047,0.0218,0.0623,0.1017,0.2299,0.3531,0.6996,1.7927,1.7837,1.7747,1.8461,1.7495,1.7978,1.7911,1.7446,1.8377,1.5299,1.9018,1.7159,1.7038,1.541,1.8666,1.5462,1.7804,2.0145,3.3332,3.528,3.6489,3.8944,4.025,4.2411,1.0657,1.8517,0.0199,0.0074,-0.0126,35.2373,49.0934,2.2462,49.9573,1.5862,-244192665.3394,-312949134.0
2011-12-12,1.743,2279252.0,IAG.MC,1.7713,1.7774,1.7877,1.7311,1.7043,1.7762,1.765,1.7714,1.7792,1.7643,1.7331,1.7405,1.7546,1.7702,1.7818,1.77,1.743,1.6885,1.7794,1.7776,1.7882,1.7334,1.7635,1.7904,25.5345,42.0374,47.7466,49.4284,48.376,45.853,36.0678,27.4713,22.6056,13.5152,11.2774,17.0464,-0.037,-0.102,-0.024,0.213,0.01,-0.175,-100.0,-145.0617,-136.2366,29.1096,51.2377,-16.3741,-0.8667,-0.8667,-0.8667,-0.8667,-0.8667,-0.8667,-48.931,-15.9253,-4.5068,-1.1432,-3.248,-8.2941,0.9792,0.9447,0.9864,1.1392,1.0058,0.9088,0.0,100.0,100.0,20.0,0.0,42.8571,0.0,71.4286,33.3333,80.9524,26.1905,66.6667,47.053,9.7644,0.3668,1.4961,1.2493,8.1118,22.5218,19.4025,19.1556,21.4455,22.9742,25.3379,8.109,15.9505,19.2966,22.0969,22.4073,21.5356,0.0404,0.0607,0.0866,0.2072,0.3448,0.8035,0.0145,0.0499,0.0872,0.2135,0.3363,0.683,1.8121,1.7713,1.7306,1.8132,1.7416,1.7774,1.7877,1.7319,1.8435,1.5761,1.886,1.7311,1.7043,1.5411,1.8675,1.5458,1.7762,2.0066,3.4295,3.587,3.7037,3.9596,4.1006,4.3337,1.0696,1.8506,0.0147,0.0059,-0.0089,24.631,34.8629,3.0213,46.3731,1.6,-245864116.8061,-315228386.0
2011-12-13,1.75,1797329.0,IAG.MC,1.761,1.7688,1.7831,1.7456,1.7052,1.7727,1.7543,1.7623,1.7698,1.7668,1.7373,1.7393,1.7485,1.759,1.7707,1.7674,1.744,1.6905,1.7756,1.7732,1.7872,1.7355,1.7634,1.7899,33.9186,45.3395,49.6327,50.1604,48.8306,46.0686,41.4675,24.7111,19.6988,12.5833,10.8286,16.8397,-0.031,-0.043,-0.032,0.204,0.02,-0.147,-72.9412,-102.1412,-122.8152,8.8516,41.6111,-20.2356,-0.2286,-0.2286,-0.2286,-0.2286,-0.2286,-0.2286,-32.1627,-9.321,-0.7347,0.3208,-2.3389,-7.8628,0.9826,0.976,0.982,1.132,1.0116,0.9225,0.0,100.0,100.0,0.0,100.0,28.5714,0.0,64.2857,28.5714,76.1905,23.8095,64.2857,52.2669,13.6702,2.2583,0.4674,1.8545,8.3644,20.0096,18.4235,18.5152,21.0694,22.6983,25.1824,6.2727,13.9922,17.6975,21.2673,21.8718,21.2948,0.0309,0.0525,0.0782,0.1964,0.3324,0.7884,0.0097,0.0399,0.0747,0.1983,0.3203,0.6667,1.8024,1.761,1.7196,1.8061,1.7315,1.7688,1.7831,1.7213,1.845,1.6296,1.8617,1.7456,1.7052,1.5412,1.8693,1.5453,1.7727,2.0001,2.9439,3.2581,3.4476,3.8049,3.985,4.2612,1.0735,1.8496,0.0112,0.0051,-0.0061,20.7212,26.8632,3.4871,46.9485,1.613,-245710060.0347,-313431057.0
2011-12-14,1.7,4755408.0,IAG.MC,1.731,1.7528,1.7624,1.7509,1.7054,1.7686,1.7238,1.7393,1.749,1.7607,1.7368,1.7359,1.7098,1.7253,1.7412,1.7527,1.7362,1.6878,1.7497,1.7558,1.7606,1.7344,1.7631,1.7885,15.3733,30.0527,38.156,45.1349,45.8055,44.7641,53.6853,27.7188,19.947,12.2274,10.6301,16.686,-0.09,-0.08,-0.145,0.073,0.003,-0.17,-100.0,-130.2152,-138.3706,-46.4781,11.3191,-39.1827,-0.95,-0.95,-0.95,-0.95,-0.95,-0.95,-69.2533,-39.8945,-23.6881,-9.7303,-8.389,-10.4717,0.9497,0.9551,0.9214,1.0449,1.0018,0.9091,0.0,100.0,100.0,0.0,100.0,14.2857,0.0,57.1429,23.8095,71.4286,21.4286,61.9048,78.1209,39.7495,21.4361,7.6007,6.6594,10.3833,32.2734,25.6947,23.4657,23.1608,23.9618,25.7244,3.9642,11.0778,15.1812,19.8887,20.9697,20.8848,0.0526,0.074,0.099,0.2144,0.3486,0.8016,0.0065,0.0319,0.0641,0.1841,0.3051,0.6508,1.7752,1.731,1.6868,1.8165,1.6891,1.7528,1.7624,1.7002,1.8247,1.6512,1.8505,1.7509,1.7054,1.5414,1.8694,1.5422,1.7686,1.9951,3.1968,3.389,3.5462,3.8891,4.0749,4.3661,1.0774,1.8481,0.0053,0.0005,-0.0047,8.438,17.9301,3.6106,36.8855,1.6254,-250306954.4347,-318186465.0
2011-12-15,1.72,3538392.0,IAG.MC,1.7233,1.7406,1.752,1.7559,1.7078,1.7653,1.7183,1.7284,1.7384,1.7566,1.7381,1.7337,1.7127,1.7186,1.7308,1.7457,1.733,1.6873,1.7479,1.7517,1.7552,1.734,1.7626,1.7877,36.2777,40.1434,44.1795,47.4048,47.1798,45.3977,62.1829,30.4027,20.3181,11.9324,10.4553,16.5389,-0.023,-0.061,-0.073,0.07,0.05,-0.14,-56.4516,-87.469,-109.4842,-68.7893,7.4303,-39.088,0.6389,0.6389,0.6389,0.6389,0.6389,0.6389,-27.4445,-19.7131,-11.6411,-5.1904,-5.6403,-9.2047,0.9868,0.9657,0.9593,1.0424,1.0299,0.9247,0.0,100.0,100.0,0.0,100.0,0.0,0.0,50.0,19.0476,66.6667,19.0476,59.5238,79.1782,41.1386,22.5443,8.0975,6.9583,10.5095,25.6258,22.9737,21.8445,22.4531,23.4957,25.4885,2.9779,9.5811,13.8071,19.0892,20.4386,20.6406,0.0371,0.0612,0.0869,0.2011,0.334,0.7846,0.0043,0.0255,0.0549,0.1709,0.2905,0.6353,1.7644,1.7233,1.6822,1.8013,1.6799,1.7406,1.752,1.6893,1.8147,1.671,1.8407,1.7559,1.7078,1.5444,1.8711,1.5403,1.7653,1.9904,2.8041,3.0983,3.3033,3.7189,3.9354,4.2624,1.0812,1.8469,0.0026,-0.0015,-0.0041,13.6232,14.2608,3.5357,41.7288,1.6372,-249324067.768,-314648073.0
2011-12-16,1.702,4084244.0,IAG.MC,1.7073,1.723,1.7409,1.7574,1.7106,1.7613,1.7077,1.7155,1.7259,1.7494,1.7376,1.7307,1.7018,1.7058,1.7164,1.7354,1.727,1.6852,1.7408,1.7422,1.7478,1.7337,1.7618,1.7865,27.2054,34.5381,40.0805,45.5772,46.0757,44.9226,61.9909,31.3802,20.2144,11.592,10.2632,16.3897,-0.048,-0.088,-0.078,0.022,0.06,-0.168,-100.0,-67.2691,-85.8736,-86.1475,1.6839,-39.2852,-0.0294,-0.0294,-0.0294,-0.0294,-0.0294,-0.0294,-45.5892,-30.9238,-19.839,-8.8457,-7.8487,-10.1547,0.9726,0.9508,0.9562,1.0131,1.0365,0.9102,0.0,66.6667,80.0,0.0,85.7143,0.0,7.1429,42.8571,14.2857,61.9048,16.6667,57.1429,61.6067,35.2899,19.5923,7.1668,6.4215,10.2708,18.9473,19.8134,19.8634,21.5711,22.92,25.2033,4.5014,9.4769,13.3551,18.6859,20.154,20.5084,0.0247,0.049,0.0745,0.1867,0.3181,0.7659,0.0059,0.0234,0.0501,0.1617,0.2797,0.6232,1.7253,1.7073,1.6893,1.7641,1.6819,1.723,1.7409,1.6744,1.8073,1.6776,1.8373,1.7574,1.7106,1.5499,1.8714,1.5379,1.7613,1.9847,2.555,2.9044,3.1467,3.6324,3.8828,4.2525,1.085,1.8454,-0.0003,-0.0045,-0.0042,9.2921,10.4511,3.2357,38.7487,1.6484,-253408311.768,-318732317.0
2011-12-19,1.687,3006681.0,IAG.MC,1.703,1.7118,1.7274,1.7558,1.7111,1.7579,1.6975,1.7035,1.7124,1.74,1.7354,1.7273,1.6878,1.6913,1.7009,1.7234,1.7193,1.682,1.7384,1.7346,1.7378,1.7332,1.7614,1.7852,20.7263,30.1524,36.7643,44.053,45.1511,44.5249,68.7814,35.9539,22.2341,11.7338,10.2605,16.2812,-0.013,-0.056,-0.094,-0.023,0.011,-0.143,-100.0,-122.7106,-97.7068,-122.3474,-17.6673,-49.5159,-0.1915,-0.1915,-0.1915,-0.1915,-0.1915,-0.1915,-58.5473,-39.6952,-26.4715,-11.8941,-9.6979,-10.9501,0.9924,0.9679,0.9472,0.9865,1.0066,0.9219,0.0,100.0,100.0,0.0,100.0,0.0,0.0,35.7143,9.5238,57.1429,14.2857,54.7619,82.3626,54.2489,34.3522,13.5774,10.2069,11.8313,30.2143,25.815,23.8445,23.2005,23.8865,25.6067,2.9222,7.6569,11.651,17.6536,19.462,20.1885,0.0405,0.0632,0.0878,0.1974,0.3269,0.7716,0.0039,0.0187,0.0429,0.1502,0.2664,0.6084,1.73,1.703,1.676,1.7554,1.6682,1.7118,1.7274,1.6609,1.794,1.6713,1.8403,1.7558,1.7111,1.5508,1.8715,1.5344,1.7579,1.9814,2.6472,2.9014,3.1192,3.602,3.8634,4.2545,1.0888,1.8438,-0.003,-0.008,-0.0049,12.4114,11.7756,2.952,35.9814,1.659,-255263497.9169,-321738998.0
2011-12-20,1.737,2386122.0,IAG.MC,1.7087,1.7092,1.7199,1.7555,1.7172,1.7544,1.7145,1.7119,1.7148,1.7375,1.7378,1.7263,1.7216,1.7122,1.7131,1.7262,1.7214,1.6836,1.7383,1.7346,1.7378,1.7332,1.7606,1.7846,63.8147,54.3207,52.1581,50.0495,48.7506,46.1528,51.9777,33.559,21.5673,11.4823,10.1134,16.144,0.017,-0.013,-0.053,-0.004,0.127,-0.147,76.0331,70.9505,-17.8591,-75.2809,3.6102,-29.6285,0.7414,0.7414,0.7414,0.7414,0.7414,0.7414,27.6293,8.6415,4.3162,0.099,-2.4989,-7.6945,1.0099,0.9926,0.9704,0.9977,1.0789,0.922,100.0,66.6667,80.0,0.0,85.7143,0.0,0.0,28.5714,4.7619,52.381,11.9048,52.381,18.3702,23.979,17.567,8.2124,7.1722,10.5187,18.3185,19.9152,20.144,21.6135,22.8689,25.1116,12.6327,12.2115,14.1241,18.333,19.808,20.3315,0.027,0.0505,0.0753,0.1833,0.3114,0.7533,0.0186,0.031,0.0528,0.1555,0.2697,0.6099,1.7506,1.7087,1.6668,1.7441,1.6743,1.7092,1.7199,1.6749,1.7648,1.6708,1.8402,1.7555,1.7172,1.5631,1.8713,1.5343,1.7544,1.9745,2.827,2.9221,3.0736,3.4869,3.7326,4.1132,1.0926,1.8428,-0.0014,-0.0066,-0.0053,29.3896,17.031,2.7159,38.4023,1.6691,-253206496.1928,-319352876.0
2011-12-21,1.748,1967196.0,IAG.MC,1.724,1.7188,1.7206,1.7541,1.7276,1.7512,1.7342,1.7249,1.7218,1.7365,1.7406,1.726,1.7422,1.7303,1.7263,1.7312,1.7251,1.6862,1.7401,1.7359,1.7378,1.7333,1.7597,1.7841,69.318,58.2897,54.9715,51.2865,49.5159,46.5065,50.7023,31.3296,20.3795,10.9282,9.6374,15.9351,0.046,0.048,0.005,-0.019,0.218,-0.133,100.0,164.305,123.9453,-11.1554,33.6033,-2.3431,0.3725,0.3725,0.3725,0.3725,0.3725,0.3725,38.636,16.5793,9.9431,2.5731,-0.9682,-6.987,1.027,1.0282,1.0029,0.9892,1.1425,0.9293,100.0,33.3333,60.0,100.0,71.4286,0.0,85.7143,21.4286,0.0,47.619,9.5238,50.0,48.1516,22.4122,13.2527,3.7251,0.1165,7.3718,12.0573,15.9169,17.3773,20.2988,22.0035,24.6817,34.4525,25.1126,22.6869,21.8696,21.9523,21.2925,0.018,0.0404,0.0645,0.1702,0.2965,0.7353,0.0514,0.0638,0.0842,0.1834,0.2958,0.6344,1.7771,1.724,1.6709,1.7633,1.6743,1.7188,1.7206,1.6741,1.7671,1.6696,1.8387,1.7541,1.7276,1.5979,1.8573,1.5347,1.7512,1.9677,2.8454,2.9065,3.0348,3.4259,3.6714,4.0594,1.0964,1.8418,0.0005,-0.0046,-0.0051,50.5647,30.7886,2.1247,39.9807,1.678,-253707938.3104,-317385680.0
2011-12-22,1.793,2061895.0,IAG.MC,1.7593,1.7334,1.7267,1.7549,1.7393,1.7486,1.7687,1.7496,1.7399,1.7417,1.7465,1.7279,1.7825,1.7654,1.7548,1.7465,1.7362,1.6928,1.7636,1.7442,1.7398,1.7337,1.7626,1.7842,84.1295,71.1209,64.84,56.0786,52.559,47.9398,56.2212,33.3418,21.5268,10.9363,9.3907,15.6806,0.106,0.073,0.043,0.011,0.247,-0.109,95.2727,117.6082,159.3783,44.7917,62.7448,23.0906,0.791,0.791,0.791,0.791,0.791,0.791,68.2589,42.2417,29.6799,12.1572,5.1179,-4.1205,1.0628,1.0424,1.0246,1.0062,1.1598,0.9427,100.0,0.0,40.0,100.0,57.1429,100.0,78.5714,14.2857,0.0,42.8571,7.1429,47.619,67.2591,41.3908,28.4106,11.0417,4.456,5.2466,7.2046,11.9704,14.3555,18.6902,20.9119,24.1259,36.8053,28.8778,25.7495,23.3299,22.8625,21.7205,0.012,0.0323,0.0553,0.158,0.2824,0.7178,0.0613,0.078,0.0992,0.1973,0.3088,0.6463,1.8078,1.7593,1.7109,1.8078,1.659,1.7334,1.7267,1.6595,1.7939,1.6692,1.8407,1.7549,1.7393,1.6354,1.8433,1.5369,1.7486,1.9604,3.0949,3.0142,3.0698,3.3682,3.5867,3.9523,1.1001,1.8413,0.0046,0.0006,-0.004,76.8714,52.2753,1.8426,44.7629,1.683,-252507730.7731,-315323785.0
2011-12-23,1.797,1280063.0,IAG.MC,1.7793,1.7524,1.7406,1.7515,1.7474,1.7462,1.7875,1.7708,1.7575,1.7473,1.7518,1.7302,1.7982,1.7862,1.7749,1.7598,1.7465,1.6994,1.7785,1.7586,1.75,1.7351,1.7647,1.7843,85.0892,72.0753,65.6213,56.4883,52.8244,48.0665,61.4365,35.9254,23.0928,11.0943,9.2194,15.4172,0.06,0.095,0.097,-0.048,0.17,-0.103,92.2078,102.8511,126.4011,96.9424,89.8412,44.8727,-0.5455,-0.5455,-0.5455,-0.5455,-0.5455,-0.5455,70.1784,44.1507,31.2426,12.9767,5.6488,-3.8671,1.0345,1.0558,1.0571,0.974,1.1045,0.9458,100.0,0.0,20.0,100.0,42.8571,100.0,71.4286,7.1429,0.0,38.0952,4.7619,45.2381,71.867,46.2594,32.4885,13.1478,5.7945,4.6181,6.0127,10.8647,13.4589,18.1808,20.5602,23.9445,36.7322,29.5693,26.4125,23.6852,23.0895,21.8306,0.008,0.0259,0.0474,0.1467,0.269,0.7007,0.0488,0.0704,0.093,0.1912,0.3021,0.6389,1.8238,1.7793,1.7349,1.8333,1.6715,1.7524,1.7406,1.6621,1.8191,1.6774,1.8256,1.7515,1.7474,1.6538,1.8411,1.5392,1.7462,1.9532,2.4667,2.6508,2.8003,3.2081,3.4666,3.8788,1.1038,1.8409,0.0072,0.005,-0.0022,81.5454,69.6605,1.5717,46.8834,1.6919,-253322316.3186,-314043722.0
2011-12-27,1.781,777021.0,IAG.MC,1.7903,1.7712,1.7493,1.7506,1.7537,1.74,1.7883,1.7803,1.7676,1.7513,1.7548,1.7318,1.7898,1.7878,1.7807,1.7665,1.7527,1.7041,1.7788,1.7645,1.7527,1.7355,1.7654,1.7843,62.4353,61.8537,59.4555,54.306,51.6117,47.5919,47.118,29.8088,20.0481,10.3168,8.8656,15.2308,0.033,0.094,0.061,-0.012,0.131,-0.259,-59.7122,29.8812,56.8241,55.6837,44.0045,30.4601,-0.0833,-0.0833,-0.0833,-0.0833,-0.0833,-0.0833,24.8706,23.7074,18.9109,8.6119,3.2233,-4.8163,1.0189,1.0557,1.0355,0.9933,1.0794,0.873,66.6667,0.0,0.0,80.0,28.5714,85.7143,64.2857,0.0,0.0,33.3333,2.381,42.8571,18.4812,5.3426,1.7797,0.2099,1.7901,7.5861,34.6351,26.2855,23.6153,22.3532,23.0435,24.9947,23.83,23.6193,22.7894,22.2596,22.233,21.4699,0.0473,0.0627,0.0826,0.1783,0.2982,0.726,0.0326,0.0563,0.0797,0.1775,0.2877,0.6237,1.8039,1.7903,1.7767,1.8197,1.7227,1.7712,1.7493,1.6684,1.8302,1.6782,1.8231,1.7506,1.7537,1.6699,1.8375,1.554,1.74,1.926,2.5576,2.6787,2.8068,3.1983,3.4596,3.8846,1.1075,1.8403,0.0074,0.0071,-0.0003,83.417,80.6113,1.3336,48.8347,1.7004,-253128061.0686,-314820743.0
2011-12-28,1.75,2143031.0,IAG.MC,1.776,1.7738,1.7561,1.7485,1.757,1.7343,1.7682,1.7733,1.7678,1.7512,1.7545,1.7323,1.7623,1.7705,1.7703,1.764,1.7526,1.7057,1.7694,1.7642,1.7526,1.7357,1.7651,1.7835,35.1995,46.0404,49.0398,50.2549,49.3087,46.6771,32.0118,24.9601,17.9948,9.7955,8.4519,15.0275,-0.043,0.013,0.048,-0.03,0.07,-0.239,-70.1754,-36.8344,29.0566,42.794,24.0406,31.3862,-0.629,-0.629,-0.629,-0.629,-0.629,-0.629,-29.6009,-7.9193,-1.9204,0.5097,-1.3825,-6.6458,0.976,1.0075,1.0282,0.9831,1.0417,0.8798,33.3333,0.0,0.0,60.0,14.2857,71.4286,57.1429,0.0,4.7619,28.5714,0.0,40.4762,1.7992,5.565,5.675,3.0193,0.1779,6.6954,20.6094,19.8397,19.57,20.6262,21.9396,24.4599,21.3646,22.178,21.9248,21.9105,22.0178,21.3901,0.0316,0.0502,0.0708,0.1655,0.284,0.7088,0.0327,0.0561,0.0794,0.1758,0.285,0.6198,1.815,1.776,1.737,1.8157,1.7319,1.7738,1.7561,1.6848,1.8274,1.6779,1.8191,1.7485,1.757,1.6799,1.8341,1.5653,1.7343,1.9034,2.9163,2.8895,2.9546,3.2755,3.5219,3.9436,1.1111,1.8394,0.0052,0.0062,0.001,61.8408,75.601,0.825,46.0104,1.7084,-255132832.0041,-316963774.0
