date,close,volume,ticker,SMA 3,SMA 5,SMA 7,SMA 14,SMA 21,SMA 42,WMA 3,WMA 5,WMA 7,WMA 14,WMA 21,WMA 42,DEMA 3,DEMA 5,DEMA 7,DEMA 14,DEMA 21,DEMA 42,KAMA 3,KAMA 5,KAMA 7,KAMA 14,KAMA 21,KAMA 42,RSI 3,RSI 5,RSI 7,RSI 14,RSI 21,RSI 42,ADX 3,ADX 5,ADX 7,ADX 14,ADX 21,ADX 42,MOM 3,MOM 5,MOM 7,MOM 14,MOM 21,MOM 42,CCI 3,CCI 5,CCI 7,CCI 14,CCI 21,CCI 42,BOP 3,BOP 5,BOP 7,BOP 14,BOP 21,BOP 42,CMO 3,CMO 5,CMO 7,CMO 14,CMO 21,CMO 42,ROCR 3,ROCR 5,ROCR 7,ROCR 14,ROCR 21,ROCR 42,Aroon Up 3,Aroon Down 3,Aroon Down 5,Aroon Up 5,Aroon Down 7,Aroon Up 7,Aroon Down 14,Aroon Up 14,Aroon Down 21,Aroon Up 21,Aroon Down 42,Aroon Up 42,DX 3,DX 5,DX 7,DX 14,DX 21,DX 42,MINUS_DI 3,MINUS_DI 5,MINUS_DI 7,MINUS_DI 14,MINUS_DI 21,MINUS_DI 42,PLUS_DI 3,PLUS_DI 5,PLUS_DI 7,PLUS_DI 14,PLUS_DI 21,PLUS_DI 42,MINUS_DM 3,MINUS_DM 5,MINUS_DM 7,MINUS_DM 14,MINUS_DM 21,MINUS_DM 42,PLUS_DM 3,PLUS_DM 5,PLUS_DM 7,PLUS_DM 14,PLUS_DM 21,PLUS_DM 42,Real Lower Band 3,Real Upper Band 3,Real Middle Band 3,Real Middle Band 5,Real Lower Band 5,Real Upper Band 5,Real Middle Band 7,Real Lower Band 7,Real Upper Band 7,Real Middle Band 14,Real Lower Band 14,Real Upper Band 14,Real Lower Band 21,Real Upper Band 21,Real Middle Band 21,Real Middle Band 42,Real Upper Band 42,Real Lower Band 42,NATR 3,NATR 5,NATR 7,NATR 14,NATR 21,NATR 42,FAMA,MAMA,MACD,MACD_Signal,MACD_Hist,SlowK,SlowD,PPO,ULTOSC,SAR,Chaikin A/D,OBV
2015-10-02,28.91,19914325.0,JD,27.1567,26.118,25.9814,25.9864,25.3481,26.3402,27.6317,26.8187,26.4529,26.0492,25.7939,25.6634,28.3534,27.6786,27.2196,26.3334,25.5868,24.7352,27.0574,26.0661,26.4933,25.9818,25.7113,27.0683,89.0803,78.8447,72.7038,61.1697,55.6208,50.4778,51.9209,30.737,22.3688,17.9062,21.0392,18.1891,4.48,2.97,4.53,4.7,4.04,-5.08,100.0,146.0277,179.009,183.0183,191.3497,75.18,0.6655,0.6655,0.6655,0.6655,0.6655,0.6655,78.1606,57.6894,45.4076,22.3395,11.2416,0.9556,1.1834,1.1145,1.1858,1.1941,1.1624,0.8505,100.0,0.0,40.0,100.0,0.0,100.0,0.0,100.0,9.5238,100.0,33.3333,2.381,77.6608,59.0509,47.1934,21.9921,9.0756,3.0725,7.6754,13.3856,16.629,23.0686,26.178,28.2736,61.0417,51.9911,46.3518,36.0757,31.4039,26.588,0.4563,1.1717,1.9336,5.1505,8.6961,17.9715,3.629,4.5509,5.3897,8.0546,10.4321,16.9,24.6512,29.6621,27.1567,26.118,22.9139,29.3221,25.9814,23.2205,28.7423,25.9864,23.5328,28.44,22.5764,28.1198,25.3481,26.3402,31.1027,21.5778,6.8548,6.0555,5.7458,5.5163,5.4717,5.2349,18.9794,28.3205,-0.0776,-0.5231,0.4455,81.3237,57.744,2.0917,60.13,22.8714,35356669.7223,156214950.0
2015-10-05,28.78,12349977.0,JD,28.0633,26.936,26.4729,26.2579,25.5562,26.2083,28.4433,27.706,27.1525,26.4217,26.1058,25.7768,28.9028,28.4874,28.0452,26.9813,26.1075,25.0044,27.7071,26.9485,26.811,26.1334,25.8431,27.108,85.0013,76.6808,71.2453,60.5249,55.2198,50.2822,60.5009,36.3998,25.9151,18.198,20.4695,17.8291,2.72,4.09,3.44,3.8,4.37,-5.54,66.8707,94.9256,130.3341,179.7173,184.8684,110.9011,-0.4625,-0.4625,-0.4625,-0.4625,-0.4625,-0.4625,70.0025,53.3616,42.4906,21.0498,10.4395,0.5645,1.1044,1.1657,1.1358,1.1521,1.179,0.8386,66.6667,0.0,20.0,80.0,42.8571,85.7143,42.8571,92.8571,4.7619,95.2381,30.9524,0.0,77.6608,59.0509,47.1934,21.9921,9.0756,3.0725,6.3864,12.0131,15.3934,22.2115,25.5324,27.9137,50.7901,46.6604,42.9077,34.7353,30.6294,26.2495,0.3042,0.9373,1.6574,4.7826,8.282,17.5436,2.4194,3.6407,4.6197,7.4792,9.9353,16.4977,25.8499,30.2768,28.0633,26.936,23.5261,30.3459,26.4729,23.1718,29.7739,26.2579,23.4891,29.0266,22.4602,28.6521,25.5562,26.2083,30.3452,22.0714,5.5171,5.4222,5.3443,5.344,5.367,5.1996,19.0261,28.3251,0.1446,-0.3895,0.5342,86.5868,74.4966,2.2055,57.6051,23.0672,36282917.9973,143864973.0
2015-10-06,27.71,11769205.0,JD,28.4667,27.592,26.7257,26.3093,25.7895,26.0869,28.2667,27.964,27.4618,26.6153,26.3016,25.8467,28.2069,28.2849,28.0874,27.2336,26.3743,25.1601,27.7073,27.0779,26.8517,26.1488,25.9413,27.1209,54.3022,59.7964,59.7376,55.3527,51.9807,48.6916,46.5222,34.6271,25.9272,17.8274,19.6694,17.539,1.21,3.28,1.77,0.72,4.9,-5.1,-86.7779,31.8343,59.9772,102.119,123.6188,89.2574,-0.7888,-0.7888,-0.7888,-0.7888,-0.7888,-0.7888,8.6044,19.5928,19.4753,10.7054,3.9614,-2.6167,1.0457,1.1343,1.0682,1.0267,1.2148,0.8446,33.3333,0.0,0.0,60.0,28.5714,71.4286,35.7143,85.7143,0.0,90.4762,28.5714,0.0,18.565,27.5362,25.9996,13.0097,3.6681,5.6423,24.5599,21.8405,22.0152,25.0643,27.2829,28.7629,35.7579,38.4393,37.4851,32.5612,29.3606,25.6905,1.1078,1.6549,2.3256,5.346,8.7926,18.0309,1.6129,2.9126,3.9598,6.945,9.4622,16.1049,27.3913,29.542,28.4667,27.592,25.2765,29.9075,26.7257,23.3562,30.0952,26.3093,23.4624,29.1561,22.8206,28.7584,25.7895,26.0869,29.7089,22.4649,5.426,5.4688,5.446,5.498,5.5383,5.3865,19.0726,28.3189,0.2317,-0.2653,0.497,79.593,82.5012,2.4783,54.0717,23.2572,29483974.8698,132095768.0
2015-10-07,27.54,14352327.0,JD,28.01,27.888,27.1329,26.3021,25.9605,25.979,27.8033,27.9467,27.6654,26.7794,26.4608,25.9143,27.7812,28.0366,28.0132,27.3893,26.5763,25.2917,27.6329,27.113,26.9338,26.1555,26.0004,27.1289,49.9987,57.2911,58.0011,54.555,51.477,48.4422,36.6658,33.0356,25.8544,17.4657,18.9004,17.2574,-1.37,1.48,2.85,-0.1,3.59,-4.53,-56.3672,4.4725,41.0126,90.7832,107.4893,99.8308,-0.4762,-0.4762,-0.4762,-0.4762,-0.4762,-0.4762,-0.0025,14.5822,16.0022,9.1101,2.954,-3.1156,0.9526,1.0568,1.1154,0.9964,1.1499,0.8587,0.0,0.0,0.0,40.0,14.2857,57.1429,28.5714,78.5714,14.2857,85.7143,26.1905,0.0,16.953,26.6695,25.4176,12.7627,3.5193,5.713,17.8937,18.4234,19.5683,23.6838,26.2853,28.2227,25.1992,31.8242,32.906,30.6136,28.2028,25.1722,0.7635,1.3489,2.0184,4.9891,8.3989,17.6266,1.0753,2.33,3.3941,6.4489,9.0116,15.7214,26.9122,29.1078,28.01,27.888,26.1172,29.6588,27.1329,24.1831,30.0826,26.3021,23.4682,29.1361,23.0217,28.8993,25.9605,25.979,29.1198,22.8383,5.1647,5.3171,5.3504,5.4636,5.5249,5.3996,19.1188,28.3111,0.2838,-0.1555,0.4393,67.024,77.7346,2.7304,52.7478,23.4415,17865424.4412,117743441.0
2015-10-08,27.32,16777688.0,JD,27.5233,28.052,27.5457,26.3657,26.0867,25.9138,27.4583,27.7573,27.7121,26.9151,26.5844,25.9766,27.4495,27.7488,27.8456,27.4541,26.713,25.3962,27.4939,27.1204,26.9815,26.1702,26.0349,27.1312,43.3326,53.6546,55.5626,53.4809,50.808,48.1155,37.9956,28.3886,22.1874,16.3182,18.1628,17.0617,-1.46,0.82,2.89,0.89,2.65,-2.74,-100.0,-148.4053,-32.9665,37.0674,54.0615,61.1853,-0.0714,-0.0714,-0.0714,-0.0714,-0.0714,-0.0714,-13.3349,7.3093,11.1251,6.9619,1.616,-3.769,0.9493,1.0309,1.1183,1.0337,1.1074,0.9088,0.0,100.0,0.0,20.0,0.0,42.8571,21.4286,71.4286,9.5238,80.9524,23.8095,0.0,40.6552,9.8007,0.1856,1.4015,3.4125,9.0381,40.8938,31.6593,28.766,27.899,28.9495,29.5398,17.2538,26.0075,28.6594,28.6921,27.0389,24.6427,1.699,2.2691,2.92,5.8228,9.189,18.3969,0.7168,1.864,2.9092,5.9883,8.5825,15.3471,27.204,27.8426,27.5233,28.052,26.7311,29.3729,27.5457,25.5798,29.5116,26.3657,23.4836,29.2478,23.1528,29.0205,26.0867,25.9138,28.8177,23.0099,5.0692,5.2469,5.308,5.4567,5.5326,5.4277,19.1647,28.3012,0.3038,-0.0636,0.3674,49.059,65.2253,2.9323,56.7194,23.6202,30115799.8063,100965753.0
2015-10-09,28.41,14903857.0,JD,27.7567,27.952,27.8814,26.5393,26.2876,25.9231,27.9017,27.8767,27.9282,27.1877,26.7956,26.0927,28.1517,28.1788,28.1953,27.7717,27.0202,25.5945,27.6056,27.1607,27.1281,26.2495,26.1433,27.1378,71.5362,66.7322,64.2505,57.9032,53.9233,49.8328,32.5402,26.8793,21.9101,15.9888,17.4817,16.7736,0.7,-0.5,2.35,2.43,4.22,0.39,70.6468,33.6517,41.6449,85.6815,106.8846,127.1122,0.6351,0.6351,0.6351,0.6351,0.6351,0.6351,43.0725,33.4645,28.501,15.8064,7.8466,-0.3344,1.0253,0.9827,1.0902,1.0935,1.1745,1.0139,100.0,66.6667,80.0,0.0,0.0,28.5714,14.2857,64.2857,4.7619,76.1905,21.4286,0.0,21.6294,20.8423,20.2459,11.7062,3.8584,4.9596,26.6525,25.164,24.5842,25.9196,27.5983,28.8378,41.3641,38.4155,37.0658,32.7926,29.8135,26.1125,1.1327,1.8153,2.5029,5.4069,8.7514,17.9589,1.7579,2.7712,3.7736,6.8406,9.4538,16.2617,26.8154,28.6979,27.7567,27.952,26.8482,29.0558,27.8814,26.2753,29.4875,26.5393,23.4836,29.595,23.323,29.2522,26.2876,25.9231,28.8562,22.99,4.9863,5.0784,5.1193,5.2447,5.315,5.2192,19.2104,28.3023,0.4029,0.0297,0.3732,54.0242,56.7024,3.6893,57.3206,23.7936,37769131.7792,115869610.0
2015-10-12,28.72,8970675.0,JD,28.15,27.94,28.1986,26.7664,26.5,25.9695,28.3833,28.1327,28.1379,27.4785,27.0167,26.2228,28.6243,28.5679,28.5411,28.0988,27.3393,25.809,27.8877,27.17,27.2831,26.3781,26.2679,27.1535,76.5213,69.7652,66.4283,59.0942,54.7785,50.3119,28.9033,25.6719,21.6723,15.6829,16.8329,16.4923,1.18,-0.06,2.22,3.18,4.46,1.95,68.2458,107.4969,68.2581,86.5528,112.8205,137.1775,0.125,0.125,0.125,0.125,0.125,0.125,53.0426,39.5305,32.8567,18.1885,9.557,0.6238,1.0428,0.9979,1.0838,1.1245,1.1838,1.0728,66.6667,33.3333,60.0,0.0,0.0,14.2857,7.1429,57.1429,0.0,71.4286,19.0476,85.7143,21.6294,20.8423,20.2459,11.7062,3.8584,4.9596,20.7839,22.1004,22.5197,24.8916,26.8861,28.4632,32.2561,33.7385,33.9531,31.4919,29.0441,25.7733,0.7551,1.4522,2.1453,5.0206,8.3347,17.5313,1.1719,2.217,3.2345,6.3519,9.0036,15.8745,26.9492,29.3508,28.15,27.94,26.8717,29.0083,28.1986,26.9785,29.4187,26.7664,23.572,29.9609,23.5079,29.4921,26.5,25.9695,29.0144,22.9247,4.2168,4.576,4.7386,5.0164,5.1399,5.1063,19.2559,28.3065,0.5008,0.1239,0.3769,69.0246,57.3693,4.1113,59.3853,23.9618,46067006.1542,124840285.0
2015-10-13,26.91,13935965.0,JD,28.0133,27.78,27.9129,26.9471,26.6286,25.9662,27.7633,27.7893,27.8157,27.4976,27.054,26.2666,27.4089,27.7521,27.9549,27.905,27.3004,25.8458,27.8682,27.1597,27.246,26.3969,26.2823,27.1524,30.1994,41.8912,46.9468,50.1692,49.1821,47.5932,30.9422,23.0439,19.0409,14.6337,16.1618,16.2928,-0.41,-0.8,-2.0,2.53,2.7,-0.14,-100.0,-59.4032,-86.9848,24.0707,44.3452,75.0195,-0.9463,-0.9463,-0.9463,-0.9463,-0.9463,-0.9463,-39.6012,-16.2176,-6.1064,0.3384,-1.6358,-4.8136,0.985,0.9711,0.9308,1.1038,1.1115,0.9948,33.3333,0.0,40.0,60.0,57.1429,0.0,0.0,50.0,0.0,66.6667,16.6667,83.3333,35.02,12.5315,3.2524,0.9949,2.7385,8.1153,37.6475,31.9271,29.4252,28.0417,28.8338,29.4017,18.1183,24.8163,27.5714,28.6053,27.2967,24.9878,1.6234,2.2818,2.9588,5.782,9.0578,18.2339,0.7813,1.7736,2.7724,5.8982,8.5749,15.4965,26.4326,29.5941,28.0133,27.78,26.4216,29.1384,27.9129,26.5632,29.2626,26.9471,24.0398,29.8545,23.8144,29.4427,26.6286,25.9662,29.0066,22.9258,5.3414,5.3117,5.3382,5.4731,5.5589,5.4872,19.301,28.2925,0.4273,0.1846,0.2427,66.4869,63.1786,3.7929,47.7892,24.125,33627520.6173,110904320.0
2015-10-14,25.52,21679466.0,JD,27.05,27.376,27.4471,26.96,26.6543,25.9043,26.5167,27.036,27.2175,27.3073,26.9532,26.2458,25.9378,26.5238,26.9518,27.3958,27.0237,25.7553,27.131,26.9951,26.9856,26.3922,26.2773,27.133,17.7924,30.2784,37.178,44.5985,45.4388,45.6525,43.5436,27.0255,20.385,14.5098,15.9552,16.2073,-2.89,-2.02,-3.26,0.18,0.54,-2.6,-100.0,-132.8964,-164.6237,-63.9478,-47.582,-3.831,-0.7789,-0.7789,-0.7789,-0.7789,-0.7789,-0.7789,-64.4152,-39.4433,-25.6439,-10.8029,-9.1223,-8.695,0.8983,0.9267,0.8867,1.0071,1.0216,0.9075,0.0,100.0,100.0,40.0,100.0,0.0,21.4286,42.8571,28.5714,61.9048,14.2857,80.9524,68.7466,42.952,28.4496,12.8984,11.8225,12.702,58.8988,46.6746,40.5567,33.7301,32.5492,31.2777,10.9086,18.6265,22.5913,26.023,25.6666,24.2275,2.8123,3.5554,4.2662,7.099,10.3565,19.5297,0.5209,1.4189,2.3764,5.4769,8.1666,15.1276,24.4297,29.6703,27.05,27.376,25.0886,29.6634,27.4471,25.4987,29.3956,26.96,24.0798,29.8402,23.8915,29.4171,26.6543,25.9043,28.8718,22.9368,6.2366,5.9698,5.8884,5.8908,5.9371,5.8255,19.3459,28.2648,0.254,0.1985,0.0555,45.4158,60.3091,3.8177,43.3907,24.2832,21532660.6384,89224854.0
2015-10-15,26.26,17715896.0,JD,26.23,27.164,27.24,26.9829,26.6195,25.8788,26.1217,26.664,26.9207,27.214,26.9174,26.2624,26.0206,26.2774,26.6218,27.1642,26.9111,25.7397,26.962,26.9702,26.9515,26.3914,26.2772,27.127,38.1003,41.1372,44.3679,47.9143,47.6654,46.8348,51.9446,30.2108,21.5371,14.3947,15.7584,16.1239,-2.46,-1.06,-1.45,0.32,-0.73,-1.07,-36.5644,-74.8819,-95.9476,-49.8645,-31.4266,12.1388,0.1527,0.1527,0.1527,0.1527,0.1527,0.1527,-23.7994,-17.7256,-11.2641,-4.1713,-4.6692,-6.3304,0.9143,0.9612,0.9477,1.0123,0.973,0.9608,0.0,66.6667,80.0,20.0,85.7143,42.8571,14.2857,35.7143,23.8095,57.1429,11.9048,78.5714,68.7466,42.952,28.4496,12.8984,11.8225,12.702,41.7267,38.4164,35.4116,31.6112,31.2004,30.6197,7.7282,15.3309,19.7254,24.3882,24.603,23.7177,1.8749,2.8443,3.6567,6.592,9.8633,19.0647,0.3472,1.1351,2.0369,5.0857,7.7777,14.7674,25.0943,27.3657,26.23,27.164,24.705,29.623,27.24,25.1446,29.3354,26.9829,24.1304,29.8353,23.8561,29.383,26.6195,25.8788,28.8151,22.9425,5.7034,5.639,5.6176,5.6722,5.7325,5.6454,19.3904,28.2448,0.1744,0.1937,-0.0193,23.2745,45.059,4.1562,47.7228,24.4367,27347802.0735,106940750.0
2015-10-16,26.89,9598541.0,JD,26.2233,26.86,27.1471,27.14,26.5838,25.8852,26.4517,26.5727,26.8332,27.2016,26.9419,26.3094,26.5736,26.516,26.6891,27.1309,26.922,25.784,26.9617,26.9651,26.9504,26.4062,26.2821,27.1259,52.9447,49.5062,50.0464,50.6238,49.5074,47.8247,49.4234,30.6773,21.6304,14.1061,15.4929,16.0222,-0.02,-1.52,-0.65,2.2,-0.75,0.27,100.0,-19.2644,-37.2808,-27.7287,3.4394,43.8134,0.642,0.642,0.642,0.642,0.642,0.642,5.8893,-0.9876,0.0928,1.2476,-0.9852,-4.3507,0.9993,0.9465,0.9764,1.0891,0.9729,1.0101,0.0,33.3333,60.0,0.0,71.4286,28.5714,7.1429,28.5714,19.0476,52.381,9.5238,76.1905,44.3809,32.5435,22.1902,10.3541,10.183,11.8553,32.845,33.7949,32.4427,30.342,30.383,30.217,12.6527,17.1995,20.6593,24.6482,24.7671,23.8117,1.2499,2.2755,3.1343,6.1211,9.3936,18.6108,0.4815,1.1581,1.9959,4.9725,7.6573,14.6658,25.1035,27.3431,26.2233,26.86,24.7399,28.9801,27.1471,25.0556,29.2387,27.14,24.583,29.697,23.8549,29.3127,26.5838,25.8852,28.8292,22.9413,4.7173,5.008,5.1326,5.3588,5.4751,5.4536,19.4346,28.2312,0.1602,0.187,-0.0267,30.6976,33.1293,4.0085,54.3938,24.5856,35524336.9994,116539291.0
2015-10-19,27.09,8152780.0,JD,26.7467,26.534,27.1143,27.33,26.6152,25.8926,26.885,26.6493,26.8189,27.195,26.988,26.3654,26.941,26.7747,26.8271,27.1514,26.9654,25.8447,27.0187,26.9742,26.9515,26.4323,26.2882,27.1257,57.7675,52.2029,51.8661,51.4866,50.0929,48.1387,33.922,27.2127,20.041,13.4976,15.094,15.8854,1.57,-1.63,-0.23,2.66,0.66,0.31,89.2412,59.0202,-4.4979,-17.8451,26.2256,65.0554,0.2548,0.2548,0.2548,0.2548,0.2548,0.2548,15.535,4.4058,3.7322,2.9731,0.1858,-3.7226,1.0615,0.9432,0.9916,1.1089,1.025,1.0116,100.0,0.0,40.0,0.0,57.1429,14.2857,0.0,21.4286,14.2857,47.619,7.1429,73.8095,2.9193,13.3543,10.5048,5.5878,7.1157,10.2767,25.0836,29.4963,29.6335,29.1216,29.594,29.8275,23.6605,22.5464,23.9995,26.0393,25.6621,24.2683,0.8333,1.8204,2.6866,5.6839,8.9463,18.1677,0.786,1.3915,2.1758,5.0823,7.7577,14.7816,26.0393,27.454,26.7467,26.534,25.3745,27.6935,27.1143,25.0274,29.2012,27.33,25.2573,29.4027,23.8789,29.3515,26.6152,25.8926,28.847,22.9382,4.0876,4.5563,4.7809,5.1463,5.3139,5.3534,19.4785,28.2198,0.1633,0.1822,-0.0189,47.4833,33.8185,3.7668,52.5131,24.73,36926407.4453,124692071.0
2015-10-20,26.53,7138735.0,JD,26.8367,26.458,26.8457,27.3636,26.6414,25.9314,26.7767,26.648,26.6729,27.0883,26.9802,26.3951,26.6501,26.6136,26.6761,27.0264,26.9051,25.8518,27.0026,26.9668,26.9219,26.4331,26.2899,27.1205,40.3836,43.9817,46.3506,48.9096,48.4414,47.3218,27.9905,25.5164,19.1797,13.0454,14.7608,15.7631,0.27,-0.38,-1.88,0.47,0.55,1.63,-17.6316,49.3929,-11.4253,-45.6427,9.4484,48.4754,-0.5957,-0.5957,-0.5957,-0.5957,-0.5957,-0.5957,-19.2328,-12.0366,-7.2989,-2.1809,-3.1172,-5.3564,1.0103,0.9859,0.9338,1.018,1.0212,1.0655,66.6667,0.0,20.0,0.0,42.8571,0.0,71.4286,14.2857,9.5238,42.8571,4.7619,71.4286,16.1275,18.7312,14.0122,7.1665,8.0978,10.7484,22.9982,27.6712,28.3873,28.5774,29.2301,29.6448,16.6103,18.9403,21.4097,24.7554,24.8508,23.8906,0.7255,1.6263,2.4728,5.4479,8.6903,17.9051,0.524,1.1132,1.865,4.7193,7.3883,14.4297,26.3732,27.3001,26.8367,26.458,25.3588,27.5572,26.8457,25.0285,28.6629,27.3636,25.3602,29.367,23.9195,29.3634,26.6414,25.9314,28.8755,22.9874,3.9636,4.4306,4.6905,5.1326,5.3364,5.4206,19.5221,28.2029,0.1192,0.1696,-0.0505,57.5378,45.2396,2.673,45.7845,24.8701,30850888.2964,117553336.0
2015-10-21,26.01,6744752.0,JD,26.5433,26.556,26.4586,27.3286,26.6638,25.9543,26.3633,26.4987,26.4639,26.9078,26.9228,26.3987,26.1573,26.2438,26.3546,26.7942,26.762,25.8124,26.7753,26.9372,26.8143,26.4296,26.2881,27.1131,28.4562,37.1845,41.5624,46.5782,46.9328,46.57,36.1295,27.8108,20.2334,13.0434,14.6178,15.6856,-0.88,0.49,-2.71,-0.49,0.47,0.96,-100.0,-70.075,-52.5302,-91.3551,-28.095,15.0209,-0.2911,-0.2911,-0.2911,-0.2911,-0.2911,-0.2911,-43.0876,-25.6309,-16.8752,-6.8436,-6.1344,-6.8599,0.9673,1.0192,0.9056,0.9815,1.0184,1.0383,33.3333,100.0,0.0,60.0,28.5714,0.0,64.2857,7.1429,4.7619,38.0952,2.381,69.0476,52.4074,36.9885,26.5556,13.017,11.7571,12.5085,35.3106,33.5723,32.2867,30.3393,30.3319,30.1767,11.0265,15.4425,18.737,23.3505,23.95,23.4667,1.1187,1.936,2.7545,5.6938,8.9115,18.1138,0.3493,0.8905,1.5985,4.3822,7.0365,14.0861,25.6613,27.4254,26.5433,26.556,25.7645,27.3475,26.4586,25.4124,27.5047,27.3286,25.2503,29.4068,23.9709,29.3568,26.6638,25.9543,28.8855,23.0231,4.0601,4.4343,4.6858,5.1538,5.3789,5.4948,19.5654,28.181,0.0417,0.144,-0.1023,51.3965,52.1392,1.6536,40.01,25.006,26449383.4701,110808584.0
2015-10-22,26.2,15818856.0,JD,26.2467,26.544,26.3571,27.135,26.7505,26.0083,26.1917,26.38,26.3993,26.7573,26.8806,26.4102,26.1398,26.159,26.2353,26.6532,26.6704,25.7943,26.6392,26.9323,26.7974,26.4158,26.2866,27.1029,38.4239,41.3261,44.0272,47.5618,47.5594,46.8859,39.5606,29.1701,20.9449,13.0071,14.4676,15.6066,-0.89,-0.06,-0.71,-2.71,1.82,2.27,-39.6469,-74.3884,-23.7839,-74.9723,-30.235,16.0879,-0.0893,-0.0893,-0.0893,-0.0893,-0.0893,-0.0893,-23.1522,-17.3479,-11.9455,-4.8765,-4.8812,-6.2283,0.9671,0.9977,0.9736,0.9063,1.0747,1.0949,0.0,100.0,0.0,40.0,14.2857,0.0,57.1429,0.0,0.0,33.3333,0.0,66.6667,46.4228,34.6074,25.2133,12.5359,11.4635,12.3655,23.0745,27.0141,27.9985,28.5071,29.1645,29.6107,8.4431,13.1235,16.7228,22.1561,23.1656,23.0936,0.7458,1.5488,2.361,5.2871,8.4871,17.6825,0.2729,0.7524,1.4102,4.1092,6.7414,13.7907,25.817,26.6763,26.2467,26.544,25.7333,27.3547,26.3571,25.3697,27.3446,27.135,25.1809,29.0891,24.2466,29.2544,26.7505,26.0083,28.8711,23.1455,4.112,4.3767,4.5979,5.0563,5.2891,5.4269,19.6084,28.1612,-0.0042,0.1144,-0.1186,38.8958,49.2767,1.2967,41.9026,25.1379,21647230.7558,126627440.0
2015-10-23,27.1,17484764.0,JD,26.4367,26.586,26.5829,27.015,26.8343,26.0569,26.6183,26.5653,26.585,26.7527,26.9124,26.4609,26.8255,26.6259,26.5597,26.7632,26.747,25.8605,26.6747,26.9346,26.8282,26.435,26.3001,27.1029,69.0561,57.8003,54.6078,52.0638,50.4681,48.3668,33.5897,23.7238,18.7936,12.4643,14.117,15.479,0.57,0.21,1.58,-1.68,1.76,2.04,100.0,88.8129,109.4868,11.0628,23.9416,66.7248,-0.2203,-0.2203,-0.2203,-0.2203,-0.2203,-0.2203,38.1122,15.6005,9.2157,4.1277,0.9362,-3.2665,1.0215,1.0078,1.0619,0.9416,1.0695,1.0814,100.0,66.6667,80.0,100.0,0.0,100.0,50.0,0.0,14.2857,28.5714,19.0476,64.2857,21.6479,1.9385,5.8864,5.408,7.1064,10.2484,14.3088,20.9772,23.6749,26.4777,27.8386,28.9551,22.2155,20.1793,21.0426,23.7608,24.1445,23.5719,0.4972,1.2391,2.0237,4.9094,8.083,17.2615,0.7719,1.1919,1.7987,4.4056,7.0104,14.0524,25.4858,27.3875,26.4367,26.586,25.6906,27.4814,26.5829,25.7545,27.4112,27.015,25.2864,28.7436,24.4082,29.2603,26.8343,26.0569,28.9229,23.1909,4.2739,4.3592,4.506,4.8871,5.1019,5.2377,19.6511,28.1506,0.0316,0.0978,-0.0662,43.4516,44.5813,1.238,47.7937,25.2657,14238432.4507,144112204.0
2015-10-26,26.84,7516303.0,JD,26.7133,26.536,26.6657,26.9529,26.8771,26.0867,26.82,26.65,26.6493,26.7293,26.9129,26.4974,26.8705,26.7417,26.6623,26.7871,26.7682,25.8998,26.7059,26.9331,26.8286,26.4412,26.3052,27.1009,56.8096,52.4793,51.3371,50.7094,49.633,47.971,23.5027,20.7711,17.5383,12.0755,13.8289,15.3649,0.83,-0.25,0.58,-0.87,0.9,1.25,36.1925,61.4905,63.0717,3.0379,10.2291,55.4031,-0.6479,-0.6479,-0.6479,-0.6479,-0.6479,-0.6479,13.6193,4.9586,2.6743,1.4187,-0.7339,-4.0581,1.0319,0.9908,1.0221,0.9686,1.0347,1.0488,66.6667,33.3333,60.0,80.0,0.0,85.7143,42.8571,21.4286,9.5238,23.8095,16.6667,61.9048,3.3288,8.9603,10.0065,7.0204,8.0657,10.6866,15.9083,20.9967,23.4498,26.2658,27.6706,28.8607,17.0038,17.5434,19.1837,22.8198,23.5401,23.2878,0.4815,1.1413,1.8846,4.7087,7.8481,17.0005,0.5146,0.9536,1.5418,4.091,6.6765,13.7178,25.957,27.4697,26.7133,26.536,25.7359,27.3361,26.6657,25.8677,27.4638,26.9529,25.2666,28.6391,24.4842,29.2701,26.8771,26.0867,28.9586,23.2147,3.7587,4.0502,4.2776,4.7709,5.032,5.2255,19.6935,28.1374,0.0386,0.086,-0.0474,53.3239,45.2238,1.0276,43.0673,25.3898,7992490.5211,136595901.0
