date,close,volume,ticker,SMA 3,SMA 5,SMA 7,SMA 14,SMA 21,SMA 42,WMA 3,WMA 5,WMA 7,WMA 14,WMA 21,WMA 42,DEMA 3,DEMA 5,DEMA 7,DEMA 14,DEMA 21,DEMA 42,KAMA 3,KAMA 5,KAMA 7,KAMA 14,KAMA 21,KAMA 42,RSI 3,RSI 5,RSI 7,RSI 14,RSI 21,RSI 42,ADX 3,ADX 5,ADX 7,ADX 14,ADX 21,ADX 42,MOM 3,MOM 5,MOM 7,MOM 14,MOM 21,MOM 42,CCI 3,CCI 5,CCI 7,CCI 14,CCI 21,CCI 42,BOP 3,BOP 5,BOP 7,BOP 14,BOP 21,BOP 42,CMO 3,CMO 5,CMO 7,CMO 14,CMO 21,CMO 42,ROCR 3,ROCR 5,ROCR 7,ROCR 14,ROCR 21,ROCR 42,Aroon Down 3,Aroon Up 3,Aroon Up 5,Aroon Down 5,Aroon Up 7,Aroon Down 7,Aroon Down 14,Aroon Up 14,Aroon Down 21,Aroon Up 21,Aroon Down 42,Aroon Up 42,DX 3,DX 5,DX 7,DX 14,DX 21,DX 42,MINUS_DI 3,MINUS_DI 5,MINUS_DI 7,MINUS_DI 14,MINUS_DI 21,MINUS_DI 42,PLUS_DI 3,PLUS_DI 5,PLUS_DI 7,PLUS_DI 14,PLUS_DI 21,PLUS_DI 42,MINUS_DM 3,MINUS_DM 5,MINUS_DM 7,MINUS_DM 14,MINUS_DM 21,MINUS_DM 42,PLUS_DM 3,PLUS_DM 5,PLUS_DM 7,PLUS_DM 14,PLUS_DM 21,PLUS_DM 42,Real Lower Band 3,Real Middle Band 3,Real Upper Band 3,Real Middle Band 5,Real Lower Band 5,Real Upper Band 5,Real Lower Band 7,Real Upper Band 7,Real Middle Band 7,Real Upper Band 14,Real Middle Band 14,Real Lower Band 14,Real Upper Band 21,Real Lower Band 21,Real Middle Band 21,Real Middle Band 42,Real Upper Band 42,Real Lower Band 42,NATR 3,NATR 5,NATR 7,NATR 14,NATR 21,NATR 42,MAMA,FAMA,MACD_Signal,MACD_Hist,MACD,SlowD,SlowK,PPO,ULTOSC,SAR,Chaikin A/D,OBV
2010-06-23,4.5085,2564448.0,GRF.MC,4.5297,4.5053,4.5273,4.4684,4.5122,4.6252,4.5375,4.5204,4.522,4.4907,4.4975,4.5418,4.5338,4.5358,4.5293,4.483,4.4271,4.3688,4.5364,4.521,4.5689,4.7125,4.6999,4.693,46.9966,50.0694,49.9925,46.935,44.9631,43.5273,38.7591,22.2936,19.4327,29.9326,32.3052,23.4205,0.043,-0.084,0.1085,-0.1565,0.13,-0.7315,43.3824,76.3165,48.6178,69.2222,34.3513,-30.0753,-0.637,-0.637,-0.637,-0.637,-0.637,-0.637,-6.0069,0.1388,-0.0151,-6.13,-10.0738,-12.9454,1.0096,0.9817,1.0247,0.9665,1.0297,0.8604,0.0,100.0,0.0,40.0,28.5714,0.0,14.2857,7.1429,42.8571,38.0952,71.4286,0.0,60.1499,34.1734,18.6554,6.573,16.2692,22.4683,6.462,11.9018,15.6104,21.8803,24.272,26.1484,25.9697,24.2592,22.7705,19.1813,17.4794,16.554,0.0278,0.0886,0.168,0.5036,0.8579,1.8268,0.1116,0.1806,0.245,0.4415,0.6178,1.1565,4.3976,4.5297,4.6617,4.5053,4.3868,4.6238,4.4049,4.6497,4.5273,4.6788,4.4684,4.258,4.7407,4.2837,4.5122,4.6252,5.0183,4.232,3.1773,3.3027,3.4097,3.6464,3.7333,3.6895,5.4382,6.3958,-0.0932,0.0308,-0.0624,44.4206,47.6987,-0.7504,48.7842,4.6869,-57474067.2391,69589154.0
2010-06-24,4.517,2182100.0,GRF.MC,4.5482,4.5143,4.5194,4.4601,4.5154,4.6105,4.5312,4.5243,4.5194,4.4971,4.498,4.5367,4.5228,4.529,4.5271,4.4883,4.4336,4.3679,4.5358,4.5209,4.5679,4.7096,4.6984,4.6887,49.3936,51.3193,50.8415,47.3361,45.2273,43.6609,26.4142,18.9377,16.9178,28.6811,31.7009,23.4342,0.0555,0.045,-0.055,-0.1165,0.0665,-0.6155,-100.0,-18.0811,-34.0838,43.3559,-3.6285,-47.3414,-0.3581,-0.3581,-0.3581,-0.3581,-0.3581,-0.3581,-1.2127,2.6386,1.6829,-5.3278,-9.5454,-12.6781,1.0124,1.0101,0.988,0.9749,1.0149,0.8801,0.0,66.6667,80.0,20.0,14.2857,0.0,7.1429,0.0,38.0952,33.3333,69.0476,0.0,1.7244,5.5143,1.8284,12.4118,19.615,23.995,19.5467,18.4022,19.6613,23.4386,25.2049,26.5871,18.884,20.5502,20.3937,18.2627,16.9385,16.2971,0.077,0.1294,0.2025,0.5261,0.8756,1.8418,0.0744,0.1445,0.21,0.4099,0.5884,1.129,4.4478,4.5482,4.6486,4.5143,4.4006,4.628,4.4026,4.6363,4.5194,4.6521,4.4601,4.2681,4.7422,4.2885,4.5154,4.6105,4.9715,4.2495,2.9075,3.1132,3.2571,3.5496,3.6622,3.6515,5.429,6.3909,-0.086,0.0289,-0.057,48.7127,50.1944,-0.5552,43.6643,4.6816,-56936154.2158,71771254.0
2010-06-25,4.5785,2948710.0,GRF.MC,4.5347,4.5369,4.5174,4.4843,4.5167,4.5995,4.5463,4.5457,4.5342,4.5129,4.5037,4.5353,4.5647,4.5588,4.5522,4.5081,4.4502,4.3729,4.5375,4.5249,4.5679,4.6988,4.6978,4.6867,66.0547,60.3063,57.0034,50.2654,47.1545,44.6319,28.6361,19.9058,16.5754,27.0616,30.9187,23.395,-0.0405,0.113,-0.014,0.339,0.0285,-0.464,51.8325,52.1915,74.4616,82.6434,31.6652,-21.4835,0.4922,0.4922,0.4922,0.4922,0.4922,0.4922,32.1095,20.6125,14.0068,0.5309,-5.6909,-10.7361,0.9912,1.0253,0.997,1.08,1.0063,0.908,0.0,33.3333,60.0,0.0,0.0,28.5714,0.0,50.0,33.3333,28.5714,66.6667,0.0,33.08,23.778,14.5204,6.0088,15.2745,21.7902,13.1087,14.9692,17.1544,22.0725,24.259,26.0895,26.0686,24.3088,22.9825,19.5703,17.8301,16.7538,0.0513,0.1035,0.1736,0.4885,0.8339,1.798,0.1021,0.1681,0.2325,0.4332,0.6129,1.1546,4.4723,4.5347,4.597,4.5369,4.4261,4.6477,4.4053,4.6296,4.5174,4.6413,4.4843,4.3274,4.7447,4.2887,4.5167,4.5995,4.9343,4.2646,2.8515,3.0206,3.1568,3.453,3.5751,3.5838,5.4205,6.3861,-0.0782,0.031,-0.0473,48.6084,47.932,-0.2374,48.6148,4.6764,-55427511.8902,74719964.0
2010-06-28,4.621,3868968.0,GRF.MC,4.5722,4.5688,4.5387,4.4994,4.5156,4.5931,4.5895,4.5737,4.5601,4.5312,4.5132,4.5363,4.6105,4.5979,4.5865,4.5348,4.4724,4.3818,4.5746,4.5346,4.5725,4.6948,4.6974,4.686,74.6918,65.7656,60.9498,52.2424,48.4702,45.2994,38.7843,24.1905,18.2034,25.2339,29.9265,23.2929,0.1125,0.1595,0.149,0.211,-0.0225,-0.268,100.0,158.8113,129.009,131.3155,77.1656,12.4112,0.1727,0.1727,0.1727,0.1727,0.1727,0.1727,49.3836,31.5313,21.8997,4.4848,-3.0597,-9.4013,1.025,1.0358,1.0333,1.0478,0.9952,0.9452,33.3333,100.0,100.0,0.0,100.0,14.2857,0.0,42.8571,28.5714,23.8095,64.2857,0.0,59.0806,41.3293,27.9713,1.4739,10.0815,19.1042,8.8764,12.2192,15.0009,20.8118,23.3702,25.6154,34.5084,29.4344,26.6516,21.4345,19.0896,17.398,0.0342,0.0828,0.1488,0.4536,0.7942,1.7551,0.1331,0.1995,0.2643,0.4672,0.6487,1.1921,4.4868,4.5722,4.6576,4.5688,4.4722,4.6654,4.4133,4.6641,4.5387,4.6652,4.4994,4.3336,4.7414,4.2899,4.5156,4.5931,4.9156,4.2705,2.7816,2.9331,3.0658,3.3693,3.5019,3.5304,5.4125,6.3812,-0.0697,0.034,-0.0357,53.0475,61.0161,0.0927,51.6188,4.16,-54914757.095,78588932.0
2010-06-29,4.3565,3457070.0,GRF.MC,4.5187,4.5163,4.5231,4.4974,4.4999,4.5831,4.4817,4.503,4.5145,4.5121,4.4987,4.5253,4.4262,4.4709,4.4922,4.4905,4.4461,4.3664,4.5513,4.5077,4.5666,4.6926,4.687,4.6807,22.1291,31.7715,36.5752,41.2522,41.6881,42.0666,40.2359,24.3799,18.2166,24.703,29.5267,23.3186,-0.1605,-0.2625,-0.109,-0.028,-0.3305,-0.4185,-100.0,-131.1512,-130.531,-78.2869,-53.2223,-79.2322,-0.7882,-0.7882,-0.7882,-0.7882,-0.7882,-0.7882,-55.7418,-36.457,-26.8497,-17.4957,-16.6238,-15.8668,0.9645,0.9432,0.9756,0.9936,0.9295,0.9124,100.0,66.6667,80.0,100.0,85.7143,100.0,21.4286,35.7143,23.8095,19.0476,61.9048,2.381,43.139,25.1374,18.2964,17.8002,21.5306,24.3745,42.2894,32.804,29.2598,27.0905,27.281,27.4988,16.7992,19.6248,20.2088,18.9035,17.6147,16.7206,0.2233,0.2667,0.328,0.6217,0.9569,1.9139,0.0887,0.1596,0.2265,0.4338,0.6178,1.1637,4.2867,4.5187,4.7506,4.5163,4.3365,4.6961,4.348,4.6982,4.5231,4.6692,4.4974,4.3256,4.7218,4.2781,4.4999,4.5831,4.9084,4.2578,4.0405,3.7331,3.6761,3.7629,3.8338,3.8037,5.402,6.3763,-0.0652,0.0179,-0.0473,52.3576,48.1247,0.1261,43.5692,4.1652,-58195584.3107,75131862.0
2010-06-30,4.2185,5121348.0,GRF.MC,4.3987,4.4583,4.4884,4.4837,4.4822,4.5648,4.3316,4.4037,4.4384,4.4749,4.4731,4.5083,4.2592,4.325,4.3704,4.4206,4.3997,4.3398,4.45,4.4606,4.5446,4.6795,4.671,4.6656,14.27,23.7614,29.4148,36.8915,38.7201,40.5211,49.8634,29.6087,21.3689,25.0994,29.5364,23.4429,-0.36,-0.29,-0.243,-0.192,-0.3725,-0.771,-99.0249,-140.7417,-184.3369,-224.4475,-165.1141,-167.9611,-0.6197,-0.6197,-0.6197,-0.6197,-0.6197,-0.6197,-71.46,-52.4773,-41.1703,-26.2169,-22.5598,-18.9578,0.9214,0.9357,0.9455,0.9565,0.9189,0.8455,100.0,33.3333,60.0,100.0,71.4286,100.0,100.0,28.5714,19.0476,14.2857,59.5238,0.0,69.1185,50.5238,40.2821,30.2527,29.7304,28.5371,56.2731,44.4379,38.5139,31.9513,30.4805,29.1168,10.2756,14.6064,16.3953,17.1092,16.51,16.1881,0.3239,0.3884,0.4562,0.7523,1.0863,2.0433,0.0591,0.1277,0.1942,0.4029,0.5884,1.136,4.0647,4.3987,4.7327,4.4583,4.1587,4.7579,4.2115,4.7654,4.4884,4.7047,4.4837,4.2627,4.7301,4.2343,4.4822,4.5648,4.8832,4.2463,4.5478,4.1438,4.0109,3.9869,4.023,3.9608,5.3901,6.3714,-0.0655,-0.0013,-0.0668,46.0254,28.9354,-0.073,40.9813,4.1702,-61323387.4517,70010514.0
2010-07-01,4.1665,4019590.0,GRF.MC,4.2472,4.3882,4.4238,4.4678,4.461,4.5509,4.2155,4.3064,4.3579,4.4326,4.4444,4.4898,4.1683,4.2195,4.2696,4.3515,4.3508,4.3106,4.324,4.403,4.4622,4.6631,4.6496,4.6533,11.8844,21.2392,27.0839,35.3741,37.6593,39.9545,58.4841,35.2175,25.0165,25.7706,29.6853,23.6014,-0.4545,-0.3505,-0.4525,-0.2225,-0.4445,-0.5835,-82.6872,-104.2334,-139.4633,-227.0053,-195.308,-209.1333,0.372,0.372,0.372,0.372,0.372,0.372,-76.2313,-57.5216,-45.8322,-29.2517,-24.6815,-20.0911,0.9016,0.9224,0.902,0.9493,0.9036,0.8772,100.0,0.0,40.0,100.0,57.1429,100.0,100.0,21.4286,100.0,9.5238,100.0,0.0,75.7255,57.6527,46.9023,34.4967,32.6646,30.1024,56.1077,46.1307,40.3871,33.2302,31.3727,29.5913,7.7506,12.3912,14.5979,16.1839,15.9236,15.898,0.2854,0.3802,0.4605,0.7681,1.1041,2.0641,0.0394,0.1021,0.1664,0.3741,0.5604,1.109,4.0868,4.2472,4.4075,4.3882,4.0201,4.7563,4.0929,4.7546,4.4238,4.7398,4.4678,4.1957,4.7358,4.1862,4.461,4.5509,4.8862,4.2155,4.0698,3.9564,3.9094,3.9626,4.0221,3.9862,5.3779,6.3664,-0.0695,-0.016,-0.0856,28.0657,7.1371,-0.5824,36.9927,4.675,-61419857.6117,65990924.0
2010-07-02,4.1625,1985486.0,GRF.MC,4.1825,4.305,4.3744,4.4508,4.4371,4.5333,4.1732,4.2312,4.2926,4.3919,4.4173,4.4717,4.1421,4.1645,4.2047,4.2953,4.3081,4.2834,4.2522,4.3264,4.407,4.6455,4.6241,4.6364,11.6595,21.0246,26.8927,35.254,37.5761,39.9105,64.2312,39.7045,28.143,26.3939,29.8272,23.7562,-0.194,-0.416,-0.346,-0.2375,-0.5025,-0.7375,-47.3638,-68.3305,-90.1829,-169.2129,-168.5348,-194.92,-0.045,-0.045,-0.045,-0.045,-0.045,-0.045,-76.6811,-57.9508,-46.2147,-29.4919,-24.8478,-20.179,0.9555,0.9091,0.9233,0.946,0.8923,0.8495,66.6667,0.0,20.0,80.0,42.8571,85.7143,92.8571,14.2857,95.2381,4.7619,97.619,2.381,75.7255,57.6527,46.9023,34.4967,32.6646,30.1024,43.3308,40.0559,36.6382,31.7509,30.4638,29.1631,5.9857,10.7595,13.2428,15.4635,15.4623,15.6679,0.1903,0.3042,0.3947,0.7132,1.0515,2.015,0.0263,0.0817,0.1427,0.3474,0.5337,1.0826,4.1315,4.1825,4.2335,4.305,3.9592,4.6508,4.0075,4.7412,4.3744,4.7642,4.4508,4.1375,4.7239,4.1503,4.4371,4.5333,4.8709,4.1957,3.5166,3.6486,3.6973,3.8547,3.9486,3.9522,5.3657,6.3614,-0.0756,-0.024,-0.0996,15.293,9.8066,-1.0519,39.3326,4.6693,-61916229.1117,64005438.0
2010-07-05,4.2565,2166382.0,GRF.MC,4.1952,4.2321,4.3371,4.4283,4.4191,4.5203,4.2102,4.215,4.2631,4.366,4.4009,4.4588,4.2112,4.192,4.2067,4.2742,4.288,4.267,4.2524,4.3115,4.3931,4.6231,4.6117,4.6273,47.0093,39.0989,38.7505,40.3779,40.8013,41.4616,54.8627,39.5181,29.0692,26.5797,29.7913,23.8649,0.038,-0.3645,-0.2605,-0.3155,-0.377,-0.546,100.0,-24.1179,-50.9879,-107.6036,-121.8538,-158.5389,0.859,0.859,0.859,0.859,0.859,0.859,-5.9815,-21.8021,-22.499,-19.2443,-18.3973,-17.0769,1.009,0.9211,0.9423,0.931,0.9186,0.8863,33.3333,0.0,0.0,60.0,28.5714,71.4286,85.7143,7.1429,90.4762,0.0,95.2381,0.0,36.1257,38.7723,34.6264,28.9955,29.0737,28.32,30.9583,33.5872,32.518,30.0645,29.4168,28.6658,14.5266,14.819,15.7905,16.5488,16.1646,16.0128,0.1269,0.2433,0.3383,0.6623,1.0014,1.967,0.0595,0.1074,0.1643,0.3645,0.5503,1.0988,4.1084,4.1952,4.282,4.2321,4.0895,4.3747,3.9831,4.6912,4.3371,4.7488,4.4283,4.1078,4.7016,4.1366,4.4191,4.5203,4.8575,4.1831,3.2089,3.4042,3.4918,3.6967,3.8085,3.8383,5.3547,6.3564,-0.0808,-0.0211,-0.1019,11.309,16.9834,-1.1243,40.364,4.6637,-60138684.9065,66171820.0
2010-07-06,4.2895,1430504.0,GRF.MC,4.2362,4.2187,4.2959,4.4066,4.4215,4.5121,4.2573,4.2342,4.2512,4.3475,4.3891,4.4481,4.2645,4.2298,4.2253,4.2662,4.2768,4.255,4.2671,4.3107,4.381,4.6054,4.6094,4.6221,56.232,44.6571,42.566,42.1099,41.9077,42.0,41.5417,33.5454,27.0276,26.0845,29.4622,23.8968,0.123,-0.067,-0.289,-0.303,0.05,-0.3455,100.0,105.532,-9.0714,-59.5007,-79.1557,-115.1277,0.2951,0.2951,0.2951,0.2951,0.2951,0.2951,12.464,-10.6859,-14.8681,-15.7802,-16.1846,-16.0001,1.0295,0.9846,0.9369,0.934,1.0118,0.9255,0.0,100.0,0.0,40.0,14.2857,57.1429,78.5714,0.0,85.7143,33.3333,92.8571,4.7619,14.8998,9.6548,14.7776,19.647,22.8791,25.2034,23.1905,29.0078,29.492,28.7773,28.6094,28.2795,31.3111,23.8997,21.8978,19.3264,17.9557,16.8942,0.0846,0.1947,0.29,0.615,0.9537,1.9202,0.1142,0.1604,0.2153,0.413,0.5986,1.1471,4.1286,4.2362,4.3438,4.2187,4.1194,4.318,4.0016,4.5901,4.2959,4.7208,4.4066,4.0925,4.6987,4.1443,4.4215,4.5121,4.8545,4.1697,2.8338,3.129,3.2747,3.5586,3.7008,3.7689,5.344,6.3513,-0.0847,-0.0153,-0.1,20.3786,34.3459,-1.1142,37.7545,4.6581,-60334108.9502,67602324.0
2010-07-07,4.245,7167560.0,GRF.MC,4.2637,4.224,4.2421,4.3904,4.4136,4.4975,4.2617,4.2429,4.2385,4.326,4.3731,4.4357,4.2507,4.2285,4.2204,4.2495,4.26,4.2402,4.2644,4.3095,4.3566,4.5912,4.6028,4.6106,41.5903,38.7031,38.7667,40.4053,40.8273,41.473,28.8072,30.229,25.9419,25.7712,29.2098,23.9426,0.0825,0.0265,-0.376,-0.227,-0.165,-0.6135,24.1525,68.6076,12.369,-58.6592,-86.6032,-119.7668,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-16.8193,-22.5938,-22.4666,-19.1894,-18.3453,-17.0539,1.0198,1.0063,0.9186,0.9492,0.9626,0.8737,0.0,100.0,0.0,20.0,0.0,42.8571,71.4286,50.0,80.9524,28.5714,90.4762,2.381,3.3382,16.9631,19.4283,21.6977,24.1615,25.8227,22.1071,27.3067,28.266,28.2571,28.2832,28.1263,20.6788,19.3861,19.0695,18.1811,17.2755,16.5815,0.0814,0.1807,0.2736,0.5961,0.9333,1.8995,0.0761,0.1283,0.1846,0.3835,0.5701,1.1198,4.2259,4.2637,4.3014,4.224,4.1225,4.3255,4.1153,4.369,4.2421,4.7127,4.3904,4.0682,4.7009,4.1264,4.4136,4.4975,4.8318,4.1632,2.8906,3.1184,3.257,3.5494,3.7017,3.7878,5.333,6.3462,-0.0879,-0.0129,-0.1008,33.7858,50.028,-1.2243,34.9262,4.6526,-65208049.7502,60434764.0
2010-07-08,4.213,2739702.0,GRF.MC,4.2492,4.2333,4.2216,4.3724,4.4055,4.4827,4.2364,4.2393,4.2312,4.3023,4.3548,4.4224,4.2218,4.2119,4.2051,4.2289,4.2404,4.2238,4.2596,4.3056,4.3452,4.5745,4.5955,4.5982,32.4707,34.5612,36.0661,39.1772,40.0478,41.0933,30.7113,30.3694,26.3115,25.7717,29.0912,24.0168,-0.0435,0.0465,-0.1435,-0.2525,-0.1715,-0.6205,-100.0,-16.6052,-4.3917,-67.8036,-100.1751,-135.4093,-0.496,-0.496,-0.496,-0.496,-0.496,-0.496,-35.0587,-30.8777,-27.8679,-21.6456,-19.9044,-17.8135,0.9898,1.0112,0.9671,0.9435,0.9609,0.8716,0.0,66.6667,80.0,0.0,0.0,28.5714,64.2857,42.8571,76.1905,23.8095,88.0952,0.0,34.5193,30.9311,28.5289,25.7777,26.7205,27.0601,28.1453,29.7309,29.8026,28.9616,28.7314,28.3472,13.7004,15.6837,16.5723,17.0904,16.6147,16.273,0.1043,0.1946,0.2845,0.6035,0.9389,1.9042,0.0507,0.1027,0.1582,0.3561,0.5429,1.0931,4.1864,4.2492,4.3119,4.2333,4.1472,4.3194,4.1355,4.3078,4.2216,4.704,4.3724,4.0408,4.7051,4.1059,4.4055,4.4827,4.8111,4.1543,2.9307,3.1071,3.2367,3.5328,3.6935,3.7964,5.3218,6.3411,-0.0909,-0.012,-0.1029,45.7874,52.9883,-1.648,39.4749,4.6471,-66282012.9342,57695062.0
2010-07-09,4.2405,2596658.0,GRF.MC,4.2328,4.2489,4.2248,4.3566,4.3974,4.4683,4.2321,4.2417,4.2359,4.2847,4.3398,4.4112,4.233,4.22,4.2091,4.2201,4.2287,4.2113,4.2573,4.301,4.3439,4.5626,4.5889,4.5875,47.352,41.3084,40.24,40.8413,41.0632,41.5643,33.3654,30.8767,26.8132,25.8134,28.9956,24.0934,-0.049,0.078,0.022,-0.221,-0.17,-0.606,-61.296,-63.1168,-7.3531,-62.0836,-91.391,-131.4243,0.1833,0.1833,0.1833,0.1833,0.1833,0.1833,-5.296,-17.3832,-19.5199,-18.3174,-17.8736,-16.8713,0.9886,1.0187,1.0052,0.9505,0.9615,0.875,100.0,33.3333,60.0,0.0,0.0,14.2857,57.1429,35.7143,71.4286,19.0476,85.7143,0.0,38.6737,32.9062,29.8235,26.3562,27.0822,27.2341,22.7049,26.5109,27.62,28.02,28.1425,28.0687,10.0409,13.3833,14.93,16.3308,16.1477,16.0527,0.0765,0.1627,0.2508,0.5674,0.9012,1.8659,0.0338,0.0821,0.1356,0.3307,0.5171,1.0671,4.2045,4.2328,4.2611,4.2489,4.1993,4.2985,4.1377,4.3118,4.2248,4.6907,4.3566,4.0225,4.7051,4.0897,4.3974,4.4683,4.7845,4.152,2.6486,2.894,3.0596,3.4108,3.5959,3.7325,5.311,6.336,-0.093,-0.0082,-0.1012,50.0517,47.1388,-1.7906,46.2901,4.6417,-64695166.3787,60291720.0
2010-07-12,4.325,3201344.0,GRF.MC,4.2595,4.2626,4.2474,4.3356,4.3943,4.457,4.2782,4.267,4.261,4.2805,4.3332,4.4045,4.3011,4.2728,4.2502,4.2348,4.2339,4.2078,4.2681,4.3025,4.3414,4.5487,4.5868,4.5817,73.881,57.9581,51.5737,45.7528,44.117,42.9991,35.0396,26.6163,23.2117,24.9554,28.5185,24.0739,0.08,0.0685,0.1585,-0.294,-0.064,-0.4745,100.0,81.9184,98.9533,-20.8941,-46.8664,-84.5957,0.7917,0.7917,0.7917,0.7917,0.7917,0.7917,47.7621,15.9163,3.1474,-8.4945,-11.7661,-14.0017,1.0188,1.0161,1.038,0.9363,0.9854,0.9011,66.6667,100.0,100.0,0.0,100.0,0.0,50.0,28.5714,66.6667,14.2857,83.3333,0.0,38.3878,9.5745,1.6029,13.8012,18.9783,23.2731,14.799,21.3032,23.9309,26.339,27.0771,27.5591,33.2402,25.8145,23.1758,19.9505,18.4389,17.1532,0.051,0.1301,0.215,0.5268,0.8583,1.8215,0.1146,0.1577,0.2082,0.3991,0.5845,1.1337,4.1642,4.2595,4.3548,4.2626,4.1832,4.342,4.1509,4.344,4.2474,4.6364,4.3356,4.0348,4.7035,4.0851,4.3943,4.457,4.7586,4.1553,2.6561,2.8249,2.9676,3.3035,3.4899,3.6385,5.3011,6.3308,-0.0928,0.0008,-0.0919,52.334,56.8749,-1.8896,48.1384,4.6363,-62827715.712,63493064.0
2010-07-13,4.379,3068038.0,GRF.MC,4.3148,4.2805,4.2784,4.3264,4.3933,4.4523,4.3379,4.3058,4.2939,4.2863,4.3319,4.4009,4.3646,4.3321,4.3017,4.2609,4.2482,4.2097,4.3174,4.3088,4.3479,4.545,4.5857,4.5796,82.388,65.7252,57.5728,48.6847,45.9946,43.9009,43.5808,27.0687,21.8,23.6078,27.8177,23.9926,0.166,0.0895,0.2165,-0.1295,-0.021,-0.1945,96.0784,134.7032,157.1537,22.9458,-11.7106,-43.8561,0.4514,0.4514,0.4514,0.4514,0.4514,0.4514,64.7761,31.4503,15.1457,-2.6305,-8.0108,-12.1983,1.0394,1.0209,1.052,0.9713,0.9952,0.9575,33.3333,100.0,100.0,60.0,100.0,0.0,42.8571,21.4286,61.9048,9.5238,80.9524,0.0,60.6632,28.8786,13.3293,6.0891,13.8018,20.659,10.7173,18.0682,21.4893,25.154,26.3143,27.1904,43.7728,32.7412,28.099,22.2665,19.9316,17.8794,0.034,0.1041,0.1843,0.4892,0.8174,1.7781,0.1389,0.1887,0.241,0.4331,0.6191,1.1692,4.2008,4.3148,4.4288,4.2805,4.1569,4.4041,4.1722,4.3845,4.2784,4.613,4.3264,4.0397,4.7026,4.0841,4.3933,4.4523,4.7527,4.152,2.4149,2.6317,2.7978,3.1724,3.3778,3.5556,5.2919,6.3256,-0.0901,0.0107,-0.0793,58.8726,72.6041,-2.3877,51.0764,4.631,-62108918.2377,66561102.0
2010-07-14,4.3335,3281760.0,GRF.MC,4.3458,4.2982,4.2894,4.3132,4.382,4.4472,4.3472,4.3235,4.3076,4.2872,4.3264,4.3954,4.3499,4.3383,4.3155,4.2713,4.2533,4.2077,4.3196,4.3108,4.3473,4.5383,4.5787,4.5769,58.3629,55.0194,51.3228,46.4087,44.6668,43.3095,31.5653,22.7428,19.8429,22.9621,27.3904,23.9674,0.093,0.0885,0.077,-0.1835,-0.2385,-0.2165,-13.1075,49.2376,66.9804,7.1961,-28.9071,-63.756,-0.4086,-0.4086,-0.4086,-0.4086,-0.4086,-0.4086,16.7258,10.0389,2.6456,-7.1826,-10.6663,-13.381,1.0219,1.0208,1.0181,0.9594,0.9478,0.9524,0.0,100.0,100.0,40.0,100.0,0.0,35.7143,14.2857,57.1429,4.7619,78.5714,33.3333,7.5344,5.4391,8.1004,14.5685,18.844,22.9357,27.8569,26.4618,26.6969,27.2228,27.5574,27.7609,23.9533,23.7317,22.6959,20.2995,18.8184,17.4023,0.1077,0.1683,0.243,0.5393,0.8635,1.8208,0.0926,0.1509,0.2066,0.4021,0.5896,1.1414,4.2984,4.3458,4.3932,4.2982,4.1746,4.4218,4.1787,4.4,4.2894,4.5799,4.3132,4.0466,4.6815,4.0824,4.382,4.4472,4.7481,4.1463,2.973,2.9351,3.0002,3.2652,3.4431,3.6036,5.2823,6.3204,-0.0865,0.0143,-0.0722,69.7782,79.8555,-2.8679,47.9309,4.6257,-61883883.2663,63279342.0
2010-07-15,4.345,2217374.0,GRF.MC,4.3525,4.3246,4.2973,4.2966,4.3702,4.4392,4.3468,4.3391,4.3216,4.2915,4.3231,4.3906,4.3508,4.347,4.3295,4.283,4.2601,4.2072,4.3203,4.3168,4.3472,4.5293,4.5718,4.5731,62.5079,57.2209,52.8327,47.0821,45.0875,43.5065,23.555,19.2821,18.1654,22.3626,26.9835,23.9429,0.02,0.132,0.0555,-0.2335,-0.2475,-0.3375,-31.5789,42.4708,63.1032,28.9957,-19.5618,-55.6535,0.1399,0.1399,0.1399,0.1399,0.1399,0.1399,25.0157,14.4418,5.6654,-5.8359,-9.8249,-12.9869,1.0046,1.0313,1.0129,0.949,0.9461,0.9279,0.0,66.6667,80.0,20.0,85.7143,42.8571,28.5714,7.1429,52.381,0.0,76.1905,30.9524,7.5344,5.4391,8.1004,14.5685,18.844,22.9357,21.806,23.2013,24.4554,26.2042,26.9126,27.4543,18.7503,20.8076,20.7903,19.5399,18.378,17.2102,0.0718,0.1346,0.2083,0.5008,0.8223,1.7774,0.0617,0.1207,0.177,0.3734,0.5616,1.1142,4.3139,4.3525,4.3911,4.3246,4.2328,4.4164,4.1799,4.4146,4.2973,4.5206,4.2966,4.0726,4.6548,4.0856,4.3702,4.4392,4.7324,4.1459,2.5253,2.671,2.7998,3.1415,3.3488,3.5477,5.273,6.3151,-0.0822,0.0173,-0.0649,75.8157,74.9875,-2.8561,49.1745,4.6205,-61310157.1265,65496716.0
