date,close,volume,ticker,SMA 3,SMA 5,SMA 7,SMA 14,SMA 21,SMA 42,WMA 3,WMA 5,WMA 7,WMA 14,WMA 21,WMA 42,DEMA 3,DEMA 5,DEMA 7,DEMA 14,DEMA 21,DEMA 42,KAMA 3,KAMA 5,KAMA 7,KAMA 14,KAMA 21,KAMA 42,RSI 3,RSI 5,RSI 7,RSI 14,RSI 21,RSI 42,ADX 3,ADX 5,ADX 7,ADX 14,ADX 21,ADX 42,MOM 3,MOM 5,MOM 7,MOM 14,MOM 21,MOM 42,CCI 3,CCI 5,CCI 7,CCI 14,CCI 21,CCI 42,BOP 3,BOP 5,BOP 7,BOP 14,BOP 21,BOP 42,CMO 3,CMO 5,CMO 7,CMO 14,CMO 21,CMO 42,ROCR 3,ROCR 5,ROCR 7,ROCR 14,ROCR 21,ROCR 42,Aroon Up 3,Aroon Down 3,Aroon Down 5,Aroon Up 5,Aroon Up 7,Aroon Down 7,Aroon Up 14,Aroon Down 14,Aroon Up 21,Aroon Down 21,Aroon Down 42,Aroon Up 42,DX 3,DX 5,DX 7,DX 14,DX 21,DX 42,MINUS_DI 3,MINUS_DI 5,MINUS_DI 7,MINUS_DI 14,MINUS_DI 21,MINUS_DI 42,PLUS_DI 3,PLUS_DI 5,PLUS_DI 7,PLUS_DI 14,PLUS_DI 21,PLUS_DI 42,MINUS_DM 3,MINUS_DM 5,MINUS_DM 7,MINUS_DM 14,MINUS_DM 21,MINUS_DM 42,PLUS_DM 3,PLUS_DM 5,PLUS_DM 7,PLUS_DM 14,PLUS_DM 21,PLUS_DM 42,Real Middle Band 3,Real Lower Band 3,Real Upper Band 3,Real Upper Band 5,Real Lower Band 5,Real Middle Band 5,Real Lower Band 7,Real Middle Band 7,Real Upper Band 7,Real Upper Band 14,Real Lower Band 14,Real Middle Band 14,Real Middle Band 21,Real Lower Band 21,Real Upper Band 21,Real Middle Band 42,Real Lower Band 42,Real Upper Band 42,NATR 3,NATR 5,NATR 7,NATR 14,NATR 21,NATR 42,FAMA,MAMA,MACD_Hist,MACD,MACD_Signal,SlowD,SlowK,PPO,ULTOSC,SAR,Chaikin A/D,OBV
2008-05-29,12.35,323299.0,WDI.DE,12.4567,12.266,12.1971,12.9693,13.1867,12.7029,12.4483,12.3467,12.2854,12.5897,12.8785,12.9532,12.4111,12.3014,12.219,12.4126,12.7648,13.1858,12.5362,12.407,12.5691,13.2041,13.4752,12.5603,46.5206,42.841,41.8197,44.9129,48.0711,51.051,30.5607,45.1814,43.7207,31.5172,19.6476,5.8168,0.54,0.27,-0.77,-1.05,-1.22,1.25,7.6471,56.8081,68.7193,-48.5541,-78.5033,-24.494,-0.6,-0.6,-0.6,-0.6,-0.6,-0.6,-6.9588,-14.318,-16.3606,-10.1742,-3.8577,2.102,1.0457,1.0224,0.9413,0.9216,0.9101,1.1126,66.6667,0.0,0.0,80.0,0.0,28.5714,21.4286,64.2857,47.619,76.1905,0.0,73.8095,3.0328,25.6659,29.4936,18.6526,9.2925,1.2274,19.9175,27.0976,29.0417,27.5156,26.0377,28.2808,18.7449,16.0288,15.8126,18.8645,21.61,27.595,0.3618,0.8951,1.3558,2.4443,3.4085,8.4387,0.3405,0.5295,0.7382,1.6758,2.8289,8.234,12.4567,12.2221,12.6912,12.8113,11.7207,12.266,11.684,12.1971,12.7103,14.6564,11.2822,12.9693,13.1867,11.6648,14.7085,12.7029,10.9222,14.4835,4.9028,5.3497,5.4001,5.1379,5.0475,5.7526,7.1347,10.9152,-0.1887,-0.1136,0.075,54.6112,70.7357,-2.8843,48.6521,14.0415,10357444.5392,14038657.0
2008-05-30,12.6,423412.0,WDI.DE,12.5233,12.356,12.2871,12.87,13.1438,12.7307,12.52,12.458,12.3861,12.5405,12.8252,12.9484,12.5594,12.4465,12.34,12.4248,12.7343,13.1599,12.5395,12.4169,12.5714,13.1724,13.4571,12.561,61.4028,51.6382,48.1311,48.1094,50.1205,51.7965,24.3748,39.6298,40.8989,30.4247,19.0854,5.6958,0.2,0.45,0.63,-1.39,-0.9,1.17,51.5464,71.8762,93.097,-28.4217,-55.4041,-13.9693,0.4054,0.4054,0.4054,0.4054,0.4054,0.4054,22.8056,3.2764,-3.7378,-3.7813,0.2409,3.593,1.0161,1.037,1.0526,0.9006,0.9333,1.1024,33.3333,0.0,20.0,60.0,0.0,14.2857,14.2857,57.1429,42.8571,71.4286,0.0,71.4286,12.0029,17.4236,23.9681,16.2224,7.8402,0.7323,14.9721,23.5353,26.4024,26.243,25.2282,27.8977,19.0566,16.5509,16.1931,18.917,21.5599,27.4921,0.2412,0.7161,1.1621,2.2697,3.2462,8.2377,0.307,0.5036,0.7127,1.6361,2.7742,8.118,12.5233,12.2777,12.769,12.9421,11.7699,12.356,11.7448,12.2871,12.8295,14.4663,11.2737,12.87,13.1438,11.609,14.6786,12.7307,10.9946,14.4669,4.2619,4.8297,4.9904,4.903,4.863,5.5798,7.1537,10.932,-0.1478,-0.1098,0.0381,68.3574,78.585,-3.9604,55.811,13.9602,10437549.5121,14462069.0
2008-06-02,12.45,234308.0,WDI.DE,12.4667,12.484,12.34,12.7564,13.099,12.7567,12.4833,12.4893,12.4268,12.4845,12.7621,12.9354,12.4941,12.4447,12.3586,12.3997,12.682,13.1215,12.5353,12.4204,12.5673,13.1276,13.4354,12.5592,49.1045,46.2944,44.7342,46.3708,48.9046,51.3161,30.2841,32.0467,36.6078,28.997,18.3852,5.5709,-0.17,0.64,0.37,-1.59,-0.94,1.09,61.3208,65.1731,76.2981,-18.984,-47.845,-14.6875,-0.9423,-0.9423,-0.9423,-0.9423,-0.9423,-0.9423,-1.791,-7.4112,-10.5316,-7.2585,-2.1908,2.6323,0.9865,1.0542,1.0306,0.8868,0.9298,1.096,100.0,33.3333,0.0,100.0,100.0,0.0,7.1429,50.0,38.0952,66.6667,14.2857,69.0476,42.1027,1.7144,10.8608,10.4369,4.3813,0.4523,10.0879,19.3926,23.2042,24.6472,24.2013,27.4034,24.7596,20.0691,18.6576,19.9886,22.1696,27.6524,0.1608,0.5729,0.9961,2.1076,3.0916,8.0416,0.3947,0.5929,0.8009,1.7092,2.8321,8.1147,12.4667,12.2612,12.6721,12.6996,12.2684,12.484,11.8169,12.34,12.8631,14.2247,11.2882,12.7564,13.099,11.5409,14.6572,12.7567,11.0714,14.4419,4.2677,4.7457,4.9257,4.906,4.8861,5.612,7.1727,10.9472,-0.1244,-0.1175,0.0069,72.7152,68.8249,-4.5391,48.1901,13.8813,10230277.0506,14227761.0
2008-06-03,12.85,369535.0,WDI.DE,12.6333,12.574,12.44,12.6436,13.0557,12.7912,12.675,12.6113,12.5543,12.497,12.7394,12.9397,12.7668,12.6667,12.5498,12.4813,12.7062,13.1215,12.5965,12.4528,12.5856,13.1106,13.4233,12.5653,71.7429,60.0687,54.6843,51.4132,52.1545,52.519,36.9146,27.1685,32.3358,27.54,17.666,5.458,0.5,0.45,0.7,-1.58,-0.91,1.45,100.0,153.9313,100.1003,13.7578,-27.9871,-2.1724,0.717,0.717,0.717,0.717,0.717,0.717,43.4857,20.1374,9.3685,2.8264,4.3091,5.038,1.0405,1.0363,1.0576,0.8905,0.9339,1.1272,100.0,0.0,0.0,100.0,100.0,14.2857,0.0,42.8571,33.3333,61.9048,11.9048,66.6667,50.1755,7.6554,6.7043,8.5985,3.2829,0.8296,6.6474,15.7316,20.1867,23.0506,23.1546,26.8871,20.0359,18.3398,17.65,19.4004,21.6826,27.337,0.1072,0.4583,0.8538,1.9571,2.9444,7.8501,0.3231,0.5343,0.7465,1.6472,2.7572,7.9815,12.6333,12.3034,12.9633,12.914,12.234,12.574,11.8387,12.44,13.0413,13.7869,11.5003,12.6436,13.0557,11.5231,14.5883,12.7912,11.16,14.4224,4.1833,4.5344,4.702,4.7195,4.7124,5.4098,7.1916,10.9662,-0.0777,-0.0902,-0.0125,73.9415,74.4146,-4.8428,49.6557,13.8047,10390641.2959,14597296.0
2008-06-04,12.79,318347.0,WDI.DE,12.6967,12.608,12.58,12.5871,13.0129,12.8183,12.7533,12.6833,12.6418,12.5165,12.7153,12.9397,12.8108,12.7524,12.6499,12.5342,12.717,13.1154,12.6088,12.4609,12.6134,13.1011,13.4103,12.569,65.216,57.3126,53.0139,50.644,51.6372,52.3203,41.3349,23.2658,28.6742,26.187,16.9811,5.3478,0.19,0.17,0.98,-0.79,-0.9,1.14,15.6627,62.445,77.1599,19.3606,-30.4997,-11.1947,-0.1053,-0.1053,-0.1053,-0.1053,-0.1053,-0.1053,30.4321,14.6251,6.0279,1.288,3.2745,4.6407,1.0151,1.0135,1.083,0.9418,0.9343,1.0979,66.6667,0.0,20.0,80.0,85.7143,0.0,0.0,35.7143,28.5714,57.1429,9.5238,64.2857,50.1755,7.6554,6.7043,8.5985,3.2829,0.8296,4.9114,13.5262,18.2715,21.9906,22.4501,26.5334,14.8035,15.7688,15.9755,18.5083,21.023,26.9773,0.0715,0.3667,0.7318,1.8173,2.8042,7.6632,0.2154,0.4274,0.6399,1.5295,2.6259,7.7914,12.6967,12.3444,13.0489,12.9909,12.2251,12.608,12.2245,12.58,12.9355,13.6118,11.5625,12.5871,13.0129,11.5035,14.5222,12.8183,11.2265,14.4101,3.7923,4.2387,4.4737,4.6151,4.6505,5.3765,7.2106,10.9845,-0.0481,-0.0727,-0.0245,71.3377,70.7736,-5.2568,55.0588,13.7305,10591702.559,14278949.0
2008-06-05,12.8,558106.0,WDI.DE,12.8133,12.698,12.6371,12.5421,12.9671,12.8398,12.805,12.7473,12.6968,12.5449,12.6959,12.9388,12.8241,12.8002,12.7193,12.581,12.7283,13.1101,12.6591,12.5088,12.6243,13.094,13.3968,12.5721,65.9896,57.7167,53.2914,50.7762,51.721,52.3511,48.2479,21.7376,24.7955,24.7838,16.2724,5.2496,0.35,0.45,0.4,-0.63,-0.96,0.9,70.4545,83.8816,99.3606,46.849,-18.4379,-5.5749,0.0385,0.0385,0.0385,0.0385,0.0385,0.0385,31.9791,15.4335,6.5827,1.5524,3.4421,4.7022,1.0281,1.0364,1.0323,0.9531,0.9302,1.0756,33.3333,0.0,0.0,60.0,71.4286,0.0,14.2857,28.5714,23.8095,52.381,7.1429,61.9048,62.0739,15.6244,1.5233,6.5415,2.0984,1.2224,3.8733,12.0781,16.9851,21.2699,21.97,26.2909,16.5523,16.5513,16.4754,18.658,21.0669,26.9417,0.0476,0.2933,0.6273,1.6875,2.6707,7.4808,0.2036,0.402,0.6085,1.4803,2.5609,7.6659,12.8133,12.7608,12.8658,12.9988,12.3972,12.698,12.2872,12.6371,12.9871,13.4651,11.6192,12.5421,12.9671,11.4933,14.441,12.8398,11.274,14.4056,3.2033,3.7946,4.1217,4.4272,4.5223,5.2928,7.2296,11.0026,-0.0262,-0.0573,-0.0311,73.017,73.8627,-5.2461,50.9169,13.6585,10634633.7898,14837055.0
2008-06-06,12.72,621236.0,WDI.DE,12.77,12.722,12.6514,12.4793,12.9133,12.8617,12.7583,12.7547,12.7175,12.5686,12.6735,12.9332,12.7614,12.777,12.7284,12.6001,12.7243,13.0974,12.68,12.5148,12.6255,13.0803,13.3785,12.5741,52.0892,52.7245,50.5081,49.631,50.979,52.0757,58.3808,23.7118,22.6211,23.1587,15.5212,5.1742,-0.13,0.12,0.1,-0.88,-1.13,0.92,61.1111,71.6253,78.679,70.6168,-13.0423,-6.9342,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,4.1784,5.4491,1.0161,-0.738,1.9581,4.1514,0.9899,1.0095,1.0079,0.9353,0.9184,1.078,100.0,0.0,0.0,100.0,100.0,14.2857,7.1429,21.4286,19.0476,47.619,4.7619,59.5238,78.6467,31.6088,9.575,2.0321,0.4978,2.0833,2.6034,10.016,15.0796,20.1745,21.2362,25.9177,21.7808,19.2742,18.2732,19.3709,21.4487,27.0206,0.0318,0.2347,0.5377,1.5669,2.5435,7.3027,0.2657,0.4516,0.6515,1.5045,2.5689,7.6134,12.77,12.6988,12.8412,13.0064,12.4376,12.722,12.2973,12.6514,13.0056,13.2041,11.7545,12.4793,12.9133,11.4907,14.3359,12.8617,11.3293,14.3941,3.1972,3.6837,4.0044,4.3615,4.4838,5.2741,7.2485,11.0198,-0.0159,-0.0509,-0.035,69.1496,62.8126,-4.55,46.595,13.5886,10230830.3898,14215819.0
2008-06-09,12.14,562202.0,WDI.DE,12.5533,12.66,12.6214,12.4093,12.8533,12.8705,12.4433,12.5607,12.5896,12.5233,12.6032,12.8997,12.3004,12.4381,12.4792,12.4722,12.6203,13.0323,12.4528,12.495,12.615,13.0418,13.3413,12.571,15.8289,29.5564,35.0323,42.2001,45.9598,50.1177,58.3318,26.9175,24.1169,22.9484,15.3221,5.1053,-0.65,-0.31,-0.21,-0.98,-1.26,0.37,-100.0,-166.6667,-182.0221,-42.8359,-69.4289,-68.9408,-0.6774,-0.6774,-0.6774,-0.6774,-0.6774,-0.6774,-68.3422,-40.8871,-29.9355,-15.5997,-8.0804,0.2353,0.9492,0.9751,0.983,0.9253,0.906,1.0314,66.6667,100.0,100.0,80.0,85.7143,100.0,0.0,14.2857,14.2857,42.8571,2.381,57.1429,58.2339,39.7402,33.0916,20.2154,11.3383,2.2789,43.7714,32.2914,29.4177,26.5378,25.3354,27.5595,11.5535,13.925,14.789,17.6126,20.1753,26.3313,0.6712,0.8377,1.1109,2.105,3.0724,7.7788,0.1772,0.3613,0.5585,1.3971,2.4466,7.4321,12.5533,11.9652,13.1415,13.1866,12.1334,12.66,12.1531,12.6214,13.0898,13.0584,11.7602,12.4093,12.8533,11.4117,14.2949,12.8705,11.3592,14.3818,4.2102,4.2739,4.4436,4.6671,4.7567,5.5357,7.2674,11.031,-0.0453,-0.0917,-0.0464,59.8578,42.8981,-4.159,43.8297,13.5209,9922526.0672,13653617.0
2008-06-10,11.35,905763.0,WDI.DE,12.07,12.36,12.4429,12.365,12.7276,12.8681,11.8417,12.124,12.2718,12.3821,12.4665,12.8289,11.5525,11.8155,11.9722,12.1737,12.3933,12.8994,11.9627,11.9981,12.3831,12.9986,13.1778,12.5651,6.5348,16.9073,23.5606,34.6011,40.2869,47.6194,65.8998,34.4817,28.4782,23.7388,15.616,5.1399,-1.45,-1.5,-1.25,-0.62,-2.64,-0.1,-100.0,-136.4542,-181.675,-156.701,-135.1556,-140.4588,-0.7529,-0.7529,-0.7529,-0.7529,-0.7529,-0.7529,-86.9304,-66.1854,-52.8787,-30.7979,-19.4261,-4.7612,0.8867,0.8833,0.9008,0.9482,0.8113,0.9913,33.3333,100.0,100.0,60.0,71.4286,100.0,0.0,100.0,9.5238,100.0,0.0,54.7619,81.0357,64.7384,54.646,34.0136,21.4947,6.5581,60.2192,46.1535,39.9384,32.0691,29.0828,29.1288,6.3082,9.879,11.713,15.7904,18.7922,25.5433,1.1275,1.3502,1.6322,2.6347,3.6061,8.2736,0.1181,0.289,0.4787,1.2973,2.3301,7.2552,12.07,10.947,13.193,13.4831,11.2369,12.36,11.4352,12.4429,13.4505,13.189,11.541,12.365,12.7276,11.2446,14.2106,12.8681,11.3476,14.3886,5.4985,5.1549,5.1437,5.1703,5.2022,5.9584,7.2863,11.0342,-0.1113,-0.1855,-0.0742,42.2021,20.8955,-3.9875,37.5858,13.4552,9080699.279,12747854.0
2008-06-11,10.72,1151171.0,WDI.DE,11.4033,11.946,12.1957,12.2679,12.5695,12.85,11.1667,11.5773,11.8411,12.1628,12.284,12.729,10.8424,11.1371,11.3726,11.778,12.0877,12.7179,11.4104,11.4399,12.011,12.8574,12.9217,12.5458,3.8387,11.8514,18.0588,29.9667,36.5132,45.7561,73.7207,42.8702,33.9289,25.185,16.2814,5.2651,-2.0,-2.07,-1.73,-1.36,-3.32,-0.76,-98.2332,-115.548,-151.1267,-219.9575,-190.4992,-201.2641,-0.8125,-0.8125,-0.8125,-0.8125,-0.8125,-0.8125,-92.3226,-76.2973,-63.8824,-40.0665,-26.9737,-8.4878,0.8428,0.8382,0.861,0.8874,0.7635,0.9338,0.0,100.0,100.0,40.0,57.1429,100.0,78.5714,100.0,4.7619,100.0,100.0,52.381,89.3626,76.4243,66.6332,43.9858,29.5899,10.4,63.4751,52.4234,45.912,36.0527,31.9868,30.4198,3.5657,7.0054,9.1935,14.0254,17.3794,24.6885,1.4016,1.7301,2.049,3.0965,4.0844,8.7266,0.0787,0.2312,0.4103,1.2046,2.2191,7.0824,11.4033,10.2415,12.5652,13.5521,10.3399,11.946,10.625,12.1957,13.7664,13.4473,11.0884,12.2679,12.5695,10.9761,14.163,12.85,11.2479,14.4521,6.8662,6.1573,5.9473,5.7228,5.672,6.3715,7.305,11.031,-0.1864,-0.3072,-0.1208,23.1721,5.7228,-3.8403,33.0689,13.3697,8049441.9248,11596683.0
2008-06-12,10.72,1320903.0,WDI.DE,10.93,11.53,11.8914,12.1657,12.3929,12.8355,10.825,11.1687,11.4721,11.9564,12.1158,12.63,10.6343,10.7892,10.9944,11.4619,11.8239,12.5487,11.1035,11.1199,11.4468,12.7112,12.6228,12.5292,3.8387,11.8514,18.0588,29.9667,36.5132,45.7561,79.4557,50.0419,38.9567,26.6913,17.0075,5.4106,-1.42,-2.08,-2.13,-1.43,-3.71,-0.61,-71.831,-89.5284,-108.6125,-185.4813,-193.9523,-216.4304,0.0735,0.0735,0.0735,0.0735,0.0735,0.0735,-92.3226,-76.2973,-63.8824,-40.0665,-26.9737,-8.4878,0.883,0.8375,0.8342,0.8823,0.7429,0.9462,0.0,100.0,100.0,20.0,42.8571,100.0,71.4286,100.0,0.0,100.0,100.0,50.0,90.9256,78.7289,69.1233,46.2728,31.5289,11.3763,51.3182,46.807,42.7557,35.1843,31.6168,30.2913,2.4391,5.5706,7.8059,12.9235,16.459,24.1033,1.1044,1.5541,1.9263,3.0453,4.0599,8.6888,0.0525,0.185,0.3517,1.1186,2.1135,6.9138,10.93,10.336,11.524,13.1131,9.9469,11.53,10.1317,11.8914,13.6511,13.5905,10.7409,12.1657,12.3929,10.8416,13.9441,12.8355,11.1688,14.5022,6.6919,6.1945,6.0039,5.7671,5.704,6.3709,7.3236,11.0279,-0.2226,-0.3991,-0.1765,10.2575,4.1541,-4.0576,29.4025,13.2348,7583240.866,11596683.0
2008-06-13,10.99,1159765.0,WDI.DE,10.81,11.184,11.6343,12.1071,12.2695,12.8224,10.855,10.9887,11.2468,11.7996,11.9883,12.5441,10.8062,10.7769,10.8827,11.2786,11.6436,12.4154,11.0929,11.0843,11.3215,12.6558,12.4808,12.5162,31.2075,26.558,27.8825,34.338,39.204,46.6942,83.4973,55.9552,43.3977,28.1486,17.7319,5.5609,-0.36,-1.73,-1.8,-0.82,-2.59,-0.55,-30.9091,-60.5579,-77.6385,-140.5479,-166.6175,-204.5588,0.3284,0.3284,0.3284,0.3284,0.3284,0.3284,-37.585,-46.8839,-44.2349,-31.3241,-21.592,-6.6117,0.9683,0.864,0.8593,0.9306,0.8093,0.9523,0.0,100.0,100.0,0.0,28.5714,100.0,64.2857,100.0,0.0,100.0,100.0,47.619,91.5806,79.6083,70.0439,47.0938,32.2206,11.724,37.8328,39.1825,37.7584,33.166,30.4397,29.7928,1.6626,4.4486,6.6518,11.929,15.6041,23.54,0.7963,1.3033,1.7111,2.8878,3.9265,8.5419,0.035,0.148,0.3014,1.0387,2.0128,6.7492,10.81,10.5554,11.0646,12.246,10.122,11.184,9.9506,11.6343,13.318,13.6483,10.566,12.1071,12.2695,10.7036,13.8354,12.8224,11.1072,14.5375,6.3838,6.0532,5.8907,5.6591,5.5892,6.2115,7.3421,11.0275,-0.2148,-0.445,-0.2302,7.2876,11.9859,-4.2984,32.8184,13.0707,8327567.6571,12756448.0
2008-06-16,11.28,971260.0,WDI.DE,10.9967,11.012,11.4171,12.0271,12.1671,12.7943,11.09,11.0207,11.1582,11.6893,11.8984,12.4724,11.1126,10.9562,10.9535,11.2079,11.5395,12.3174,11.1761,11.1051,11.3145,12.5811,12.4046,12.4963,52.8348,39.9983,37.3017,38.7593,41.9775,47.6895,63.2838,53.1157,43.5039,28.6785,18.0947,5.6536,0.56,-0.86,-1.52,-1.12,-2.15,-1.18,100.0,27.1235,-33.3627,-83.651,-112.9274,-159.61,0.3148,0.3148,0.3148,0.3148,0.3148,0.3148,5.6696,-20.0035,-25.3966,-22.4813,-16.045,-4.6211,1.0522,0.9292,0.8812,0.9097,0.8399,0.9053,0.0,66.6667,80.0,0.0,14.2857,85.7143,57.1429,92.8571,9.5238,95.2381,97.619,45.2381,22.8568,41.7577,44.1408,35.5671,25.3509,9.451,27.3191,32.5724,33.1499,31.0895,29.1581,29.2288,17.154,13.3827,12.8466,14.7764,17.3642,24.1811,0.5309,1.0426,1.4667,2.6815,3.7396,8.3386,0.3333,0.4284,0.5684,1.2745,2.227,6.8985,10.9967,10.5393,11.454,11.5465,10.4775,11.012,10.0237,11.4171,12.8105,13.6147,10.4396,12.0271,12.1671,10.6374,13.6969,12.7943,11.0187,14.5698,5.7422,5.6755,5.6032,5.4617,5.4142,6.0217,7.3606,11.0301,-0.178,-0.4527,-0.2747,14.5369,27.4706,-4.3874,34.5988,12.8865,8795211.3608,13727708.0
2008-06-17,11.57,523770.0,WDI.DE,11.28,11.056,11.2529,11.9521,12.0705,12.766,11.3767,11.2067,11.1964,11.6284,11.8441,12.4154,11.4486,11.233,11.1405,11.2283,11.5016,12.2525,11.3512,11.1162,11.3386,12.5322,12.3572,12.4812,67.9492,51.1687,45.5922,42.8999,44.6297,48.6712,46.9632,45.8765,41.0136,28.5535,18.1887,5.7009,0.85,0.22,-1.15,-1.05,-2.03,-1.19,98.3713,131.6921,33.2224,-44.0917,-66.7997,-119.1403,0.3824,0.3824,0.3824,0.3824,0.3824,0.3824,35.8984,2.3374,-8.8157,-14.2001,-10.7405,-2.6575,1.0793,1.0194,0.9096,0.9168,0.8507,0.9067,100.0,33.3333,60.0,0.0,0.0,71.4286,50.0,85.7143,4.7619,90.4762,95.2381,42.8571,14.3219,16.9194,26.0718,26.9288,20.0684,7.6418,20.9977,28.2674,30.0586,29.6459,28.2559,28.8252,28.0176,20.0862,17.6263,17.0668,18.8104,24.7324,0.3539,0.8341,1.2571,2.49,3.5615,8.14,0.4722,0.5927,0.7372,1.4334,2.3709,6.9842,11.28,10.8064,11.7536,11.716,10.396,11.056,10.3164,11.2529,12.1893,13.5197,10.3846,11.9521,12.0705,10.6635,13.4774,12.766,10.9516,14.5803,4.8558,5.1007,5.1639,5.1852,5.1876,5.8113,7.3789,11.0355,-0.1246,-0.4305,-0.3058,31.5582,55.2181,-4.362,37.3082,12.7153,9010881.3608,14251478.0
2008-06-18,11.32,346334.0,WDI.DE,11.39,11.176,11.1357,11.8786,11.9848,12.731,11.3967,11.2947,11.2132,11.5441,11.7758,12.3482,11.3754,11.2546,11.1632,11.1874,11.4275,12.1693,11.3483,11.1476,11.3374,12.4748,12.3052,12.4582,48.0416,42.6188,40.2406,40.3662,42.8565,47.8777,31.3681,41.1733,39.3512,28.5496,18.3314,5.759,0.33,0.6,-0.82,-1.03,-1.8,-1.47,27.3256,68.4818,56.5482,-45.0534,-68.1681,-118.6639,-0.6939,-0.6939,-0.6939,-0.6939,-0.6939,-0.6939,-3.9169,-14.7623,-19.5187,-19.2677,-14.287,-4.2446,1.03,1.056,0.9325,0.9166,0.8628,0.8851,100.0,0.0,40.0,100.0,0.0,57.1429,42.8571,78.5714,0.0,85.7143,92.8571,40.4762,0.1779,22.3609,29.377,28.4989,21.1844,8.1396,19.5792,26.2148,28.4073,28.8586,27.788,28.6069,19.5097,16.6336,15.5067,16.0579,18.0727,24.3005,0.3159,0.7473,1.1575,2.3921,3.4719,8.0262,0.3148,0.4742,0.6319,1.3311,2.258,6.818,11.39,11.1334,11.6466,11.7621,10.5899,11.176,10.5234,11.1357,11.7481,13.4611,10.296,11.8786,11.9848,10.6255,13.344,12.731,10.8638,14.5981,4.7515,5.0364,5.1424,5.2304,5.2558,5.9013,7.3972,11.0383,-0.0978,-0.4281,-0.3303,50.687,69.3724,-4.3141,37.1399,12.556,8763499.9322,13905144.0
2008-06-19,11.06,449743.0,WDI.DE,11.3167,11.244,11.0943,11.7686,11.9414,12.6871,11.2317,11.256,11.1943,11.435,11.6918,12.2705,11.1483,11.127,11.0721,11.0944,11.3203,12.0682,11.333,11.1436,11.3309,12.3534,12.2744,12.423,32.9719,35.0133,35.2241,37.8616,41.0744,47.0603,31.6963,40.049,39.0901,28.8253,18.5999,5.8454,-0.22,0.34,-0.29,-1.54,-0.91,-1.84,-100.0,-27.4823,3.2367,-62.9144,-90.916,-134.2009,-0.4286,-0.4286,-0.4286,-0.4286,-0.4286,-0.4286,-34.0562,-29.9735,-29.5519,-24.2768,-17.8512,-5.8794,0.9805,1.0317,0.9744,0.8778,0.924,0.8574,66.6667,0.0,20.0,80.0,0.0,42.8571,35.7143,71.4286,0.0,80.9524,90.4762,38.0952,32.3527,35.5518,37.5237,32.409,23.9709,9.3901,30.2875,31.1591,31.6002,30.3528,28.7913,29.0402,15.4804,14.8146,14.3558,15.4942,17.6572,24.0545,0.4106,0.7978,1.1922,2.4212,3.5066,8.0351,0.2099,0.3793,0.5416,1.236,2.1505,6.6556,11.3167,10.9002,11.7331,11.6556,10.8324,11.244,10.5068,11.0943,11.6818,13.3493,10.1878,11.7686,11.9414,10.5262,13.3567,12.6871,10.7528,14.6215,4.086,4.6302,4.873,5.1518,5.2438,5.9565,7.4154,11.0385,-0.0894,-0.4421,-0.3526,64.5584,69.0848,-4.5207,38.6431,12.4079,8345881.4322,13455401.0
2008-06-20,11.36,1024556.0,WDI.DE,11.2467,11.318,11.1857,11.6907,11.9071,12.6493,11.2533,11.2947,11.2607,11.3805,11.6389,12.2087,11.2944,11.2295,11.1513,11.0986,11.2816,12.0013,11.3343,11.1545,11.3335,12.3051,12.2576,12.4009,56.5573,48.3161,44.5325,42.3095,43.9007,48.1075,28.8921,32.5998,35.5665,28.3136,18.5443,5.8765,-0.21,0.37,0.64,-1.09,-0.72,-1.59,26.0,13.0854,51.9809,-37.573,-61.91,-108.6653,0.5091,0.5091,0.5091,0.5091,0.5091,0.5091,13.1146,-3.3678,-10.935,-15.3811,-12.1987,-3.785,0.9818,1.0337,1.0597,0.9124,0.9404,0.8772,33.3333,66.6667,0.0,60.0,71.4286,28.5714,28.5714,64.2857,52.381,76.1905,88.0952,35.7143,23.2837,2.8026,14.4247,21.6615,17.432,7.1487,18.5739,24.3761,26.8649,28.184,27.4427,28.44,29.8485,23.047,20.0916,18.1478,19.2954,24.6451,0.2737,0.6383,1.0219,2.2483,3.3396,7.8438,0.4399,0.6035,0.7642,1.4477,2.3481,6.7972,11.2467,10.9807,11.5127,11.6445,10.9915,11.318,10.6642,11.1857,11.7072,13.2366,10.1449,11.6907,11.9071,10.4722,13.3421,12.6493,10.6752,14.6234,4.3246,4.6099,4.7834,5.0159,5.1011,5.7806,7.4336,11.0417,-0.0571,-0.4241,-0.3669,65.1745,57.0662,-4.8321,45.989,12.2701,8364509.7231,14479957.0
