date,close,volume,ticker,SMA 3,SMA 5,SMA 7,SMA 14,SMA 21,SMA 42,WMA 3,WMA 5,WMA 7,WMA 14,WMA 21,WMA 42,DEMA 3,DEMA 5,DEMA 7,DEMA 14,DEMA 21,DEMA 42,KAMA 3,KAMA 5,KAMA 7,KAMA 14,KAMA 21,KAMA 42,RSI 3,RSI 5,RSI 7,RSI 14,RSI 21,RSI 42,ADX 3,ADX 5,ADX 7,ADX 14,ADX 21,ADX 42,MOM 3,MOM 5,MOM 7,MOM 14,MOM 21,MOM 42,CCI 3,CCI 5,CCI 7,CCI 14,CCI 21,CCI 42,BOP 3,BOP 5,BOP 7,BOP 14,BOP 21,BOP 42,CMO 3,CMO 5,CMO 7,CMO 14,CMO 21,CMO 42,ROCR 3,ROCR 5,ROCR 7,ROCR 14,ROCR 21,ROCR 42,Aroon Down 3,Aroon Up 3,Aroon Up 5,Aroon Down 5,Aroon Up 7,Aroon Down 7,Aroon Down 14,Aroon Up 14,Aroon Down 21,Aroon Up 21,Aroon Down 42,Aroon Up 42,DX 3,DX 5,DX 7,DX 14,DX 21,DX 42,MINUS_DI 3,MINUS_DI 5,MINUS_DI 7,MINUS_DI 14,MINUS_DI 21,MINUS_DI 42,PLUS_DI 3,PLUS_DI 5,PLUS_DI 7,PLUS_DI 14,PLUS_DI 21,PLUS_DI 42,MINUS_DM 3,MINUS_DM 5,MINUS_DM 7,MINUS_DM 14,MINUS_DM 21,MINUS_DM 42,PLUS_DM 3,PLUS_DM 5,PLUS_DM 7,PLUS_DM 14,PLUS_DM 21,PLUS_DM 42,Real Lower Band 3,Real Middle Band 3,Real Upper Band 3,Real Middle Band 5,Real Upper Band 5,Real Lower Band 5,Real Upper Band 7,Real Lower Band 7,Real Middle Band 7,Real Middle Band 14,Real Lower Band 14,Real Upper Band 14,Real Upper Band 21,Real Lower Band 21,Real Middle Band 21,Real Middle Band 42,Real Upper Band 42,Real Lower Band 42,NATR 3,NATR 5,NATR 7,NATR 14,NATR 21,NATR 42,MAMA,FAMA,MACD_Signal,MACD_Hist,MACD,SlowD,SlowK,PPO,ULTOSC,SAR,Chaikin A/D,OBV
2016-07-15,38.36,239319.0,RACE.MI,38.2767,38.374,37.8957,37.1936,37.2771,37.3867,38.3617,38.3767,38.2264,37.6208,37.3869,37.3764,38.4743,38.5471,38.4784,37.9777,37.6484,37.4618,37.8414,37.707,37.668,37.4653,37.2524,37.2914,58.3547,60.3536,59.2889,55.5045,53.655,50.4569,34.6946,27.1736,22.5911,16.5354,13.1748,9.9694,-0.42,0.81,2.33,2.64,1.61,0.75,-9.677,1.3778,46.9506,93.377,84.6396,82.2156,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,-0.3125,16.7094,20.7071,18.5778,11.0089,7.31,0.9137,0.9892,1.0216,1.0647,1.0739,1.0438,1.0199,33.3333,33.3333,60.0,0.0,71.4286,0.0,50.0,85.7143,28.5714,90.4762,64.2857,35.7143,11.4325,13.7701,6.9462,3.6875,5.4292,7.4007,14.401,17.7787,20.7774,24.4706,24.7797,25.0246,18.1188,23.4569,23.8793,22.7301,22.2276,21.5758,0.3853,0.8816,1.518,3.722,5.6362,11.8837,0.4847,1.1632,1.7446,3.4573,5.0557,10.2459,37.637,38.2767,38.9163,38.374,39.0147,37.7333,39.7414,36.05,37.8957,37.1936,35.1607,39.2264,39.252,35.3023,37.2771,37.3867,39.1769,35.5964,2.3247,2.5854,2.7209,2.8323,2.8243,2.9593,26.6369,8.0585,-0.0321,0.2408,0.2087,82.826,74.0241,0.5203,67.2575,33.7692,8332164.1902,-2758061.0
2016-07-18,38.33,258496.0,RACE.MI,38.4367,38.388,38.25,37.3464,37.3248,37.4317,38.3883,38.362,38.335,37.7723,37.4826,37.4203,38.4005,38.5129,38.508,38.1086,37.78,37.5407,37.897,37.7111,37.7577,37.5085,37.2648,37.3047,56.9389,59.6592,58.8367,55.3013,53.5231,50.398,34.5105,26.3718,21.2434,15.4019,12.7092,9.8847,0.48,0.07,2.48,2.14,1.0,1.89,-32.7868,-4.6944,45.1556,80.8133,78.7242,82.0251,0.0704,0.0704,0.0704,0.0704,0.0704,0.0704,13.8777,19.3184,17.6734,10.6025,7.0461,0.7959,1.0127,1.0018,1.0692,1.0591,1.0268,1.0519,0.0,0.0,40.0,0.0,57.1429,0.0,42.8571,78.5714,23.8095,85.7143,61.9048,33.3333,34.1423,23.1644,13.1569,0.6674,3.3984,6.4155,10.3005,15.0797,18.6616,23.2993,23.9933,24.6471,20.9805,24.1722,24.3161,22.9904,22.4161,21.6753,0.2568,0.7053,1.3012,3.4562,5.3678,11.6007,0.5232,1.1305,1.6954,3.4103,5.015,10.202,38.1762,38.4367,38.6971,38.388,39.0211,37.7549,39.0379,37.4621,38.25,37.3464,35.3166,39.3763,39.35,35.2995,37.3248,37.4317,39.2195,35.6439,2.1685,2.4404,2.5986,2.7643,2.7801,2.9352,26.7538,8.152,0.0235,0.2223,0.2457,76.3234,68.2322,0.8039,66.8838,33.9745,8292116.7756,-3016557.0
2016-07-19,38.45,278922.0,RACE.MI,38.38,38.322,38.3786,37.5336,37.3338,37.4729,38.395,38.3827,38.385,37.9194,37.5849,37.4677,38.4545,38.544,38.566,38.2407,37.9141,37.6251,37.9516,37.7297,37.7933,37.5748,37.2711,37.3184,62.4111,61.8536,60.2516,55.9952,53.9982,50.6341,27.985,21.5521,18.3975,14.6683,12.4013,9.8331,-0.17,-0.33,0.9,2.62,0.19,1.73,-100.0,-62.3974,-43.7498,59.9912,68.3639,67.3043,0.4133,0.4133,0.4133,0.4133,0.4133,0.4133,24.8222,23.7072,20.5031,11.9904,7.9965,1.2681,0.9956,0.9915,1.024,1.0731,1.005,1.0471,100.0,0.0,20.0,20.0,42.8571,0.0,35.7143,71.4286,19.0476,80.9524,59.5238,30.9524,14.9342,2.2731,1.3224,5.1311,6.2428,7.7163,19.534,19.2409,21.0409,24.1617,24.5376,24.8936,14.4577,20.136,21.6048,21.8032,21.6539,21.3271,0.4712,0.8642,1.4153,3.5093,5.4122,11.6245,0.3488,0.9044,1.4532,3.1667,4.7762,9.9591,38.278,38.38,38.482,38.322,38.8354,37.8086,38.924,37.8331,38.3786,37.5336,35.6175,39.4496,39.3773,35.2903,37.3338,37.4729,39.2728,35.6729,2.0913,2.3363,2.4991,2.6982,2.7324,2.9028,26.8708,8.2456,0.0751,0.2064,0.2815,66.9426,58.5715,0.8776,65.171,34.1715,8548725.7593,-2737635.0
2016-07-20,38.27,345184.0,RACE.MI,38.35,38.406,38.38,37.6493,37.3514,37.5274,38.34,38.3653,38.3579,38.0176,37.67,37.5047,38.3318,38.4474,38.5126,38.2989,37.9981,37.6872,37.9682,37.7636,37.7954,37.6025,37.2778,37.3333,48.5336,56.1288,56.833,54.6253,53.1425,50.2664,27.2535,21.1155,17.4912,13.6405,11.9563,9.7467,-0.09,0.42,0.01,1.62,0.37,2.29,66.6661,25.7231,28.9083,64.5742,79.2882,79.2967,-0.4355,-0.4355,-0.4355,-0.4355,-0.4355,-0.4355,-2.9328,12.2576,13.6659,9.2506,6.285,0.5329,0.9977,1.0111,1.0003,1.0442,1.0098,1.0636,66.6667,100.0,0.0,0.0,28.5714,0.0,28.5714,64.2857,14.2857,76.1905,57.1429,28.5714,25.7905,19.369,12.0533,0.2783,3.0566,6.2041,14.0987,16.4095,18.9979,23.0998,23.8341,24.5596,23.8984,24.2932,24.2053,22.9716,22.4203,21.6902,0.3142,0.6914,1.2131,3.2586,5.1545,11.3477,0.5325,1.0235,1.5456,3.2405,4.8487,10.0219,38.2003,38.35,38.4997,38.406,38.6495,38.1625,38.9243,37.8357,38.38,37.6493,35.7653,39.5333,39.4203,35.2825,37.3514,37.5274,39.2813,35.7734,1.9408,2.2019,2.3836,2.633,2.6916,2.8856,26.9848,8.3393,0.1185,0.1735,0.292,60.6806,55.2382,0.9905,59.6221,34.3606,8326026.6021,-3082819.0
2016-07-21,38.95,408742.0,RACE.MI,38.5567,38.472,38.4043,37.7707,37.4162,37.5769,38.64,38.5467,38.5004,38.191,37.8153,37.5709,38.7957,38.7625,38.7649,38.5113,38.1878,37.8068,38.163,37.8216,37.8067,37.659,37.3041,37.3567,77.2274,69.4715,65.4683,58.7327,55.9138,51.6256,32.4916,22.5441,17.557,12.8425,11.4465,9.6419,0.62,0.33,0.17,1.7,1.36,2.08,100.0,161.0175,139.5712,74.4449,90.5909,96.8625,0.5287,0.5287,0.5287,0.5287,0.5287,0.5287,54.4548,38.943,30.9366,17.4653,11.8276,3.2512,1.0162,1.0085,1.0044,1.0456,1.0362,1.0564,33.3333,100.0,100.0,60.0,100.0,14.2857,21.4286,100.0,9.5238,100.0,54.7619,26.1905,42.9678,28.2588,17.9521,2.4691,1.2498,5.3456,8.8914,13.0429,16.3922,21.6611,22.8682,24.0949,22.2888,23.3182,23.5655,22.7579,22.3036,21.6495,0.2094,0.5531,1.0398,3.0259,4.909,11.0775,0.525,0.9888,1.4948,3.1791,4.7878,9.9533,37.9813,38.5567,39.132,38.472,38.9639,37.9801,39.0273,37.7813,38.4043,37.7707,35.7887,39.7527,39.5932,35.2391,37.4162,37.5769,39.3708,35.783,2.0158,2.1775,2.3265,2.5618,2.6251,2.8209,27.1044,8.4331,0.165,0.1861,0.3511,61.6714,71.2045,1.3264,60.4927,34.5422,8734768.6021,-2674077.0
2016-07-22,39.09,419052.0,RACE.MI,38.77,38.618,38.5814,37.92,37.44,37.6064,38.9067,38.7527,38.6718,38.367,37.9675,37.6413,39.0553,39.0012,38.9797,38.7135,38.3752,37.9306,38.3507,38.0747,38.0193,37.7411,37.3181,37.3737,80.5724,71.6875,67.0514,59.5446,56.4704,51.9028,40.2108,25.1495,18.3231,12.2668,10.9139,9.5226,0.64,0.73,1.24,2.09,0.5,1.24,94.5202,117.6593,145.3696,82.1364,99.6278,109.3522,0.4844,0.4844,0.4844,0.4844,0.4844,0.4844,61.1447,43.375,34.1029,19.0892,12.9407,3.8056,1.0166,1.019,1.0328,1.0565,1.013,1.0328,0.0,100.0,100.0,40.0,100.0,0.0,14.2857,100.0,4.7619,100.0,52.381,100.0,55.649,35.571,22.9193,4.7827,0.2621,4.6321,6.3169,10.9729,14.6659,20.6426,22.174,23.7561,22.169,23.0891,23.3874,22.7164,22.2906,21.6527,0.1396,0.4425,0.8912,2.8097,4.6753,10.8138,0.49,0.9311,1.4213,3.092,4.6998,9.8563,38.0537,38.77,39.4863,38.618,39.2905,37.9455,39.1778,37.985,38.5814,37.92,35.8787,39.9613,39.678,35.202,37.44,37.6064,39.4572,35.7556,1.8848,2.0632,2.2209,2.4872,2.5691,2.7828,27.2243,8.5271,0.2129,0.1917,0.4046,70.0841,83.8095,1.7628,70.6451,34.7626,9153820.6021,-2255025.0
2016-07-25,39.33,406846.0,RACE.MI,39.1233,38.818,38.6829,38.1229,37.5643,37.6483,39.1867,38.99,38.8589,38.555,38.1393,37.7215,39.3088,39.2505,39.2124,38.9318,38.5776,38.0676,38.7859,38.3977,38.1566,37.8954,37.4054,37.399,85.8986,75.4986,69.8189,60.9626,57.4375,52.382,52.1822,30.4137,20.6722,12.1515,10.5908,9.3625,1.06,1.0,0.71,2.84,2.61,1.76,100.0,119.5487,143.9834,102.686,108.7709,127.2728,0.6,0.6,0.6,0.6,0.6,0.6,71.7972,50.9973,39.6378,21.9252,14.875,4.7641,1.0277,1.0261,1.0184,1.0778,1.0711,1.0468,33.3333,100.0,100.0,20.0,100.0,42.8571,7.1429,100.0,0.0,100.0,50.0,100.0,76.1252,51.4703,34.767,10.6521,4.1277,2.798,4.3833,9.1327,13.0388,19.633,21.4788,23.4136,32.336,28.505,26.9373,24.3143,23.3283,22.139,0.0931,0.354,0.7639,2.609,4.4526,10.5563,0.6867,1.1049,1.5782,3.2311,4.836,9.9817,38.8095,39.1233,39.4372,38.818,39.6126,38.0234,39.479,37.8867,38.6829,38.1229,36.1264,40.1193,39.9155,35.213,37.5643,37.6483,39.5722,35.7245,1.7998,1.971,2.1281,2.4135,2.5105,2.7393,27.3453,8.6212,0.2625,0.1985,0.461,84.2295,97.6744,2.3257,71.0768,35.0222,9410448.2546,-1848179.0
2016-07-26,39.72,568458.0,RACE.MI,39.38,39.072,38.8771,38.3864,37.7548,37.6995,39.485,39.2907,39.1182,38.7679,38.3353,37.8178,39.67,39.5868,39.5212,39.1999,38.8188,38.2302,39.2011,38.7743,38.5868,38.1713,37.6108,37.4344,91.5472,80.7594,73.9646,63.2187,58.9921,53.1589,63.6723,37.1483,24.2662,12.4929,10.4852,9.1572,0.77,1.27,1.36,3.69,4.0,2.15,100.0,116.2791,135.118,146.7419,119.2925,143.916,0.2619,0.2619,0.2619,0.2619,0.2619,0.2619,83.0944,61.5189,47.9293,26.4374,17.9842,6.3178,1.0198,1.033,1.0355,1.1024,1.112,1.0572,0.0,100.0,100.0,0.0,100.0,28.5714,0.0,100.0,33.3333,100.0,47.619,100.0,86.6525,64.0869,45.83,16.9323,8.3743,0.738,2.751,7.186,11.1704,18.3817,20.6022,22.9751,38.4706,32.833,30.0715,25.8754,24.3682,22.6385,0.0621,0.2832,0.6548,2.4227,4.2406,10.305,0.8678,1.2939,1.7628,3.4104,5.0157,10.154,38.8608,39.38,39.8992,39.072,40.029,38.115,39.896,37.8583,38.8771,38.3864,36.6016,40.1712,40.1255,35.384,37.7548,37.6995,39.7241,35.6749,1.893,1.9843,2.1083,2.3702,2.4682,2.6982,27.4691,8.7154,0.3163,0.2149,0.5311,92.1789,95.0527,2.6532,73.5242,35.3322,9789420.4801,-1279721.0
2016-07-27,40.97,1090174.0,RACE.MI,40.0067,39.612,39.2543,38.7521,37.9824,37.766,40.28,39.9233,39.6414,39.1124,38.6276,37.9699,40.7103,40.4455,40.2543,39.7217,39.2425,38.4949,39.9873,39.7502,39.4288,38.7476,37.9631,37.5025,97.111,89.6569,82.7995,69.3358,63.4811,55.5405,74.2144,45.9454,30.0931,13.8417,10.8843,9.0511,1.88,2.7,2.64,5.12,4.78,2.79,100.0,146.3909,167.12,239.1468,168.9727,205.9021,0.9762,0.9762,0.9762,0.9762,0.9762,0.9762,94.222,79.3139,65.599,38.6715,26.9622,11.0809,1.0481,1.0706,1.0689,1.1428,1.1321,1.0731,0.0,100.0,100.0,20.0,100.0,14.2857,0.0,100.0,28.5714,100.0,45.2381,100.0,95.2986,81.1338,65.0548,31.3758,18.8662,4.7017,1.4861,5.111,8.9024,16.6412,19.3394,22.3225,61.7329,49.0702,42.0485,31.8583,28.3335,24.5252,0.0414,0.2265,0.5613,2.2496,4.0387,10.0596,1.7185,2.1751,2.6509,4.3068,5.9169,11.0522,38.6076,40.0067,41.4057,39.612,41.0669,38.1571,40.9279,37.5807,39.2543,38.7521,37.1031,40.4012,40.6122,35.3526,37.9824,37.766,40.0194,35.5125,2.2649,2.1638,2.1983,2.3569,2.4277,2.628,27.6041,8.8099,0.3889,0.2907,0.6797,95.8125,94.7103,2.9301,79.9631,35.6944,10827683.0806,-189547.0
2016-07-28,39.76,716723.0,RACE.MI,40.15,39.774,39.4414,38.91,38.1695,37.8055,40.1567,39.9727,39.7679,39.2468,38.7892,38.0627,40.1278,40.2132,40.182,39.8346,39.397,38.6309,39.9818,39.7506,39.4508,38.8077,38.0869,37.5282,49.6545,57.4891,59.8595,59.0911,57.1252,52.8747,63.7825,46.3581,31.9026,14.4751,11.0188,8.8966,0.43,0.81,1.31,2.21,3.93,1.66,-13.4001,41.8203,69.5471,129.7998,123.7256,152.0432,-0.5556,-0.5556,-0.5556,-0.5556,-0.5556,-0.5556,-0.6909,14.9782,19.719,18.1822,14.2505,5.7494,1.0109,1.0208,1.0341,1.0589,1.1097,1.0436,0.0,66.6667,80.0,0.0,85.7143,0.0,0.0,92.8571,23.8095,95.2381,42.8571,97.619,42.9187,48.0088,42.7592,22.7088,13.7093,2.5618,13.0147,11.7408,12.8977,17.723,19.8451,22.4528,32.586,33.4239,32.1671,28.1374,26.1508,23.6334,0.4576,0.6112,0.9111,2.5189,4.2763,10.2501,1.1457,1.7401,2.2722,3.9991,5.6351,10.7891,38.9899,40.15,41.3101,39.774,41.0697,38.4783,41.0026,37.8802,39.4414,38.91,37.3298,40.4902,40.7181,35.6209,38.1695,37.8055,40.1378,35.4731,2.9476,2.6188,2.538,2.5533,2.5813,2.7429,27.7256,8.9044,0.4495,0.2423,0.6918,90.1965,80.8266,2.9189,67.654,36.1719,10558909.2803,-906270.0
2016-07-29,40.44,697432.0,RACE.MI,40.39,40.044,39.7514,39.0657,38.35,37.8636,40.3017,40.1947,40.0175,39.4508,38.9956,38.1852,40.4002,40.4374,40.4124,40.0873,39.6456,38.8188,40.0006,39.8047,39.5714,38.9032,38.2433,37.5736,64.3432,66.0467,66.0301,62.449,59.517,54.1418,59.3053,47.5034,33.9065,15.2054,11.2154,8.7637,0.72,1.35,2.17,2.18,3.79,2.44,23.9128,68.2718,87.2303,138.5196,143.9491,170.2126,0.4955,0.4955,0.4955,0.4955,0.4955,0.4955,28.6865,32.0934,32.0603,24.898,19.034,8.2836,1.0181,1.0345,1.0567,1.057,1.1034,1.0642,0.0,33.3333,60.0,0.0,71.4286,14.2857,0.0,85.7143,19.0476,90.4762,40.4762,95.2381,50.3509,52.0844,45.9299,24.6994,15.1476,3.315,8.731,9.2004,10.839,16.3025,18.7921,21.8879,26.4399,29.2023,29.2534,26.9973,25.5015,23.3889,0.3051,0.489,0.7809,2.339,4.0727,10.0061,0.9238,1.5521,2.1076,3.8735,5.5268,10.6922,39.3995,40.39,41.3805,40.044,41.2135,38.8745,41.1074,38.3955,39.7514,39.0657,37.3487,40.7828,40.9782,35.7218,38.35,37.8636,40.3301,35.397,2.8799,2.6285,2.5451,2.5342,2.5524,2.7003,27.8528,8.9992,0.5092,0.2385,0.7477,83.5001,74.9635,3.2948,69.0429,36.6064,10665722.4657,-208838.0
2016-08-01,40.5,391632.0,RACE.MI,40.2333,40.278,39.9729,39.1886,38.5048,37.9102,40.3567,40.3467,40.2046,39.642,39.191,38.3078,40.5233,40.5706,40.57,40.2984,39.8681,38.9986,40.0225,39.852,39.6548,38.9762,38.3713,37.6116,65.6689,66.7842,66.5593,62.7396,59.7251,54.253,56.3205,48.4196,35.6241,15.8835,11.4027,8.634,-0.47,1.17,1.55,1.72,3.25,1.96,69.6081,60.4721,77.7404,120.3395,138.2713,168.5344,0.2667,0.2667,0.2667,0.2667,0.2667,0.2667,31.3379,33.5684,33.1187,25.4793,19.4503,8.506,0.9885,1.0297,1.0398,1.0444,1.0872,1.0509,33.3333,0.0,40.0,0.0,57.1429,0.0,7.1429,78.5714,14.2857,85.7143,38.0952,92.8571,50.3509,52.0844,45.9299,24.6994,15.1476,3.315,6.6045,7.8209,9.6652,15.4337,18.1332,21.5262,20.0001,24.8236,26.0854,25.5585,24.6073,23.0023,0.2034,0.3912,0.6694,2.172,3.8788,9.7678,0.6159,1.2417,1.8065,3.5968,5.2636,10.4376,39.5621,40.2333,40.9045,40.278,41.2305,39.3255,41.236,38.7097,39.9729,39.1886,37.3305,41.0466,41.2363,35.7732,38.5048,37.9102,40.4974,35.3231,2.5344,2.4701,2.4428,2.482,2.5155,2.6762,27.9793,9.0941,0.5649,0.2229,0.7877,74.2262,66.8884,3.3118,64.6775,37.0019,10639611.577,182794.0
2016-08-02,41.52,1336961.0,RACE.MI,40.82,40.638,40.32,39.4507,38.72,37.9967,41.0,40.7607,40.5914,39.9529,39.4652,38.4757,41.3132,41.1887,41.1005,40.7143,40.2343,39.258,40.6881,40.0243,39.9049,39.3413,38.6371,37.7053,82.3769,77.2737,74.4526,67.3638,63.1108,56.1062,53.732,41.8731,30.874,15.0535,10.9909,8.4738,1.76,1.8,2.43,3.67,4.52,3.63,100.0,110.1359,91.7666,119.6039,139.1539,174.7148,0.1964,0.1964,0.1964,0.1964,0.1964,0.1964,64.7538,54.5474,48.9053,34.7277,26.2216,12.2125,1.0443,1.0453,1.0622,1.097,1.1222,1.0958,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,9.5238,100.0,35.7143,100.0,48.5549,15.6873,2.3731,4.2623,2.756,1.9069,24.685,20.1874,18.6935,19.3886,20.5177,22.4998,8.5485,14.7126,17.8268,21.115,21.6806,21.6577,1.1856,1.363,1.6237,3.0668,4.7441,10.5853,0.4106,0.9933,1.5485,3.3399,5.013,10.1891,39.8288,40.82,41.8112,40.638,41.8101,39.4659,41.7469,38.8931,40.32,39.4507,37.3968,41.5046,41.6486,35.7914,38.72,37.9967,40.8082,35.1852,3.8559,3.2522,2.9886,2.7212,2.6522,2.706,28.1147,9.1892,0.6302,0.2613,0.8915,73.6499,79.0977,3.3976,69.8764,37.3617,11655703.8816,1519755.0
2016-08-03,41.94,1253563.0,RACE.MI,41.32,40.832,40.6929,39.6879,38.9795,38.0919,41.56,41.1947,40.9964,40.2848,39.7579,38.6591,41.8774,41.7335,41.6089,41.1456,40.6204,39.5369,41.2445,40.1317,40.1941,39.6853,39.017,37.8171,86.4499,80.4512,77.0544,69.0662,64.4045,56.8437,36.6129,35.057,28.3188,14.7932,10.8262,8.2827,1.5,0.97,2.61,3.32,5.45,4.0,100.0,134.4747,152.4463,137.1934,154.2186,194.8121,0.1883,0.1883,0.1883,0.1883,0.1883,0.1883,72.8999,60.9024,54.1089,38.1324,28.809,13.6874,1.0371,1.0237,1.0664,1.086,1.1494,1.1054,66.6667,100.0,100.0,80.0,100.0,0.0,21.4286,100.0,4.7619,100.0,33.3333,100.0,2.3749,7.7925,12.9876,11.4102,7.5324,0.4494,14.5509,14.2882,14.3849,16.8329,18.631,21.4578,13.8758,16.7032,18.6792,21.169,21.6663,21.6516,0.7904,1.0904,1.3918,2.8478,4.5182,10.3332,0.7537,1.2747,1.8073,3.5813,5.2543,10.4265,40.1107,41.32,42.5293,40.832,42.4104,39.2536,42.2483,39.1374,40.6929,39.6879,37.3284,42.0473,42.0348,35.9242,38.9795,38.0919,41.1495,35.0343,4.3172,3.6391,3.2956,2.8813,2.7538,2.7417,28.2529,9.2845,0.7034,0.2927,0.9961,76.5146,83.5577,3.5849,71.3517,37.8105,12470798.3132,2773318.0
2016-08-04,41.63,750311.0,RACE.MI,41.6967,41.206,40.9657,39.9214,39.2462,38.1593,41.715,41.4607,41.2307,40.5437,39.9988,38.8237,41.8016,41.8264,41.78,41.4065,40.8966,39.7674,41.3237,40.5318,40.3206,39.9332,39.3376,37.8871,68.8361,71.259,70.8418,66.3166,62.7004,56.1307,31.515,32.2003,27.3912,14.8639,10.8113,8.1319,1.13,1.87,1.91,3.27,5.6,2.83,92.8571,114.3183,148.1299,141.5741,161.138,206.3954,-0.3039,-0.3039,-0.3039,-0.3039,-0.3039,-0.3039,37.6722,42.518,41.6836,32.6332,25.4007,12.2613,1.0279,1.047,1.0481,1.0852,1.1554,1.0729,33.3333,100.0,100.0,60.0,100.0,0.0,14.2857,100.0,0.0,100.0,30.9524,100.0,21.3192,20.7733,21.8255,15.7833,10.513,1.9493,11.3531,12.2428,12.8094,15.8066,17.843,21.0021,17.5055,18.6629,19.962,21.7313,22.0354,21.8372,0.5269,0.8723,1.193,2.6443,4.303,10.0872,0.8125,1.3297,1.8591,3.6355,5.3141,10.4883,41.341,41.6967,42.0523,41.206,42.4396,39.9724,42.4089,39.5225,40.9657,39.9214,37.4878,42.355,42.2011,36.2913,39.2462,38.1593,41.3958,34.9228,3.7163,3.423,3.1959,2.8704,2.7589,2.7547,28.3867,9.38,0.7711,0.2709,1.042,81.7068,82.4649,3.6725,65.8911,38.3077,11735202.236,2023007.0
2016-08-05,42.45,451040.0,RACE.MI,42.0067,41.608,41.1771,40.2157,39.5605,38.2552,42.0917,41.8753,41.6018,40.8809,40.2901,39.0233,42.3547,42.3014,42.2255,41.8106,41.2732,40.0556,41.5279,41.0599,40.4665,40.3248,39.7965,38.0093,82.7673,79.1398,76.6513,69.7475,65.2539,57.5727,28.1164,29.9149,26.5961,14.9296,10.7971,7.9847,0.93,2.01,1.48,4.12,6.6,4.03,81.5585,95.456,110.1129,134.4504,155.3982,203.6258,0.8172,0.8172,0.8172,0.8172,0.8172,0.8172,65.5346,58.2796,53.3027,39.495,30.5078,15.1455,1.0224,1.0497,1.0361,1.1075,1.1841,1.1049,0.0,66.6667,80.0,40.0,85.7143,57.1429,7.1429,92.8571,0.0,95.2381,28.5714,97.619,21.3192,20.7733,21.8255,15.7833,10.513,1.9493,8.6647,10.478,11.4343,14.8866,17.1271,20.5807,13.3603,15.9727,17.819,20.4665,21.1513,21.399,0.3513,0.6978,1.0225,2.4555,4.0981,9.847,0.5417,1.0638,1.5935,3.3758,5.061,10.2385,41.3305,42.0067,42.6828,41.608,42.8902,40.3258,42.9556,39.3987,41.1771,40.2157,37.6313,42.8001,42.4056,36.7154,39.5605,38.2552,41.746,34.7645,3.1835,3.1378,3.0095,2.7754,2.6845,2.691,28.5273,9.4758,0.8432,0.2883,1.1315,83.5661,84.6758,3.9728,65.4264,38.8275,12050446.2168,2474047.0
2016-08-08,42.75,550443.0,RACE.MI,42.2767,42.058,41.6043,40.5229,39.8081,38.3626,42.4633,42.256,41.995,41.2188,40.58,39.2323,42.7418,42.6957,42.6215,42.2001,41.6462,40.35,41.729,41.5465,41.1909,40.7143,40.1545,38.1544,86.162,81.4641,78.4813,70.9147,66.1443,58.0891,39.0158,32.8182,28.272,15.5907,11.0578,7.9104,0.81,2.25,2.99,4.3,5.2,4.51,100.0,108.7941,117.9343,145.7936,160.7734,207.7051,0.443,0.443,0.443,0.443,0.443,0.443,72.3241,62.9283,56.9627,41.8294,32.2885,16.1781,1.0193,1.0556,1.0752,1.1118,1.1385,1.1179,0.0,100.0,100.0,20.0,100.0,42.8571,0.0,100.0,0.0,100.0,26.1905,100.0,60.8146,44.4314,38.3278,24.1843,16.2721,4.8606,6.705,9.125,10.366,14.1565,16.5532,20.2384,27.5167,23.7174,23.2504,23.1879,22.9873,22.3064,0.2342,0.5583,0.8765,2.2801,3.903,9.6126,0.9611,1.451,1.9658,3.7347,5.42,10.5948,41.3299,42.2767,43.2234,42.058,43.0042,41.1118,43.2472,39.9614,41.6043,40.5229,37.831,43.2147,42.8109,36.8053,39.8081,38.3626,42.1127,34.6125,2.7234,2.8622,2.8254,2.6911,2.6267,2.6525,28.6695,9.5717,0.9171,0.2956,1.2127,84.0851,85.1146,4.2196,67.494,39.285,11987736.5857,3024490.0
