date,close,volume,ticker,SMA 3,SMA 5,SMA 7,SMA 14,SMA 21,SMA 42,WMA 3,WMA 5,WMA 7,WMA 14,WMA 21,WMA 42,DEMA 3,DEMA 5,DEMA 7,DEMA 14,DEMA 21,DEMA 42,KAMA 3,KAMA 5,KAMA 7,KAMA 14,KAMA 21,KAMA 42,RSI 3,RSI 5,RSI 7,RSI 14,RSI 21,RSI 42,ADX 3,ADX 5,ADX 7,ADX 14,ADX 21,ADX 42,MOM 3,MOM 5,MOM 7,MOM 14,MOM 21,MOM 42,CCI 3,CCI 5,CCI 7,CCI 14,CCI 21,CCI 42,BOP 3,BOP 5,BOP 7,BOP 14,BOP 21,BOP 42,CMO 3,CMO 5,CMO 7,CMO 14,CMO 21,CMO 42,ROCR 3,ROCR 5,ROCR 7,ROCR 14,ROCR 21,ROCR 42,Aroon Down 3,Aroon Up 3,Aroon Down 5,Aroon Up 5,Aroon Up 7,Aroon Down 7,Aroon Down 14,Aroon Up 14,Aroon Down 21,Aroon Up 21,Aroon Down 42,Aroon Up 42,DX 3,DX 5,DX 7,DX 14,DX 21,DX 42,MINUS_DI 3,MINUS_DI 5,MINUS_DI 7,MINUS_DI 14,MINUS_DI 21,MINUS_DI 42,PLUS_DI 3,PLUS_DI 5,PLUS_DI 7,PLUS_DI 14,PLUS_DI 21,PLUS_DI 42,MINUS_DM 3,MINUS_DM 5,MINUS_DM 7,MINUS_DM 14,MINUS_DM 21,MINUS_DM 42,PLUS_DM 3,PLUS_DM 5,PLUS_DM 7,PLUS_DM 14,PLUS_DM 21,PLUS_DM 42,Real Upper Band 3,Real Middle Band 3,Real Lower Band 3,Real Middle Band 5,Real Lower Band 5,Real Upper Band 5,Real Upper Band 7,Real Lower Band 7,Real Middle Band 7,Real Middle Band 14,Real Lower Band 14,Real Upper Band 14,Real Lower Band 21,Real Upper Band 21,Real Middle Band 21,Real Middle Band 42,Real Lower Band 42,Real Upper Band 42,NATR 3,NATR 5,NATR 7,NATR 14,NATR 21,NATR 42,MAMA,FAMA,MACD,MACD_Signal,MACD_Hist,SlowK,SlowD,PPO,ULTOSC,SAR,Chaikin A/D,OBV
2017-05-04,6.665,3358984.0,FBK.MI,6.58,6.546,6.5379,6.4886,6.4414,6.2802,6.5942,6.571,6.5555,6.5154,6.4829,6.4044,6.6291,6.6088,6.5961,6.5828,6.5992,6.5941,6.4783,6.4612,6.4253,6.4154,6.4043,6.4387,75.1822,70.0201,67.5705,65.4699,65.0121,62.2779,36.3085,24.2952,21.5106,31.3365,32.0537,19.2407,0.135,0.17,0.21,0.305,0.285,1.085,95.0,113.0952,153.5643,185.6938,182.2263,118.5265,0.4167,0.4167,0.4167,0.4167,0.4167,0.4167,50.3644,40.0402,35.1411,30.9399,30.0241,24.5558,1.0207,1.0262,1.0325,1.048,1.0447,1.1944,0.0,100.0,20.0,100.0,100.0,0.0,0.0,100.0,19.0476,100.0,0.0,100.0,56.6166,41.4275,34.4682,30.1229,30.7766,26.4107,11.1847,14.4411,15.5254,15.4758,14.8869,15.3175,40.3776,34.8691,31.8575,28.8186,28.1242,26.3121,0.0495,0.0981,0.1422,0.2698,0.3857,0.8147,0.1788,0.2369,0.2917,0.5025,0.7286,1.3995,6.7188,6.58,6.4412,6.546,6.403,6.689,6.6638,6.4119,6.5379,6.4886,6.3391,6.638,6.2531,6.6298,6.4414,6.2802,5.7739,6.7866,2.2145,2.0386,1.9628,1.8685,1.8509,1.9,5.81,5.6315,0.1086,0.1121,-0.0035,68.8534,72.1612,1.0014,64.1233,6.2675,219305676.1782,140402844.0
2017-05-05,6.79,2148000.0,FBK.MI,6.65,6.612,6.5736,6.5121,6.4595,6.306,6.6992,6.6523,6.6186,6.5556,6.5146,6.4281,6.7592,6.7197,6.6909,6.645,6.6457,6.6267,6.5275,6.5314,6.4636,6.4379,6.4239,6.4728,84.6453,77.9772,74.3187,69.6969,68.0393,63.9359,48.2598,30.5424,25.1032,31.7787,32.2373,19.4777,0.21,0.33,0.25,0.33,0.38,1.08,97.9058,130.8411,151.8651,225.5326,219.4266,151.512,0.5294,0.5294,0.5294,0.5294,0.5294,0.5294,69.2906,55.9543,48.6374,39.3937,36.0785,27.8718,1.0319,1.0511,1.0382,1.0511,1.0593,1.1891,33.3333,100.0,0.0,100.0,100.0,28.5714,42.8571,100.0,14.2857,100.0,0.0,100.0,72.1623,55.5313,46.6588,37.5277,35.9101,29.1951,7.0974,11.0004,12.7616,14.0052,13.9272,14.8318,43.894,38.4742,35.0872,30.8314,29.5343,27.0631,0.033,0.0785,0.1219,0.2505,0.3673,0.7953,0.2042,0.2745,0.3351,0.5516,0.7789,1.4512,6.8918,6.65,6.4082,6.612,6.4005,6.8235,6.7905,6.3566,6.5736,6.5121,6.298,6.7262,6.2205,6.6985,6.4595,6.306,5.8084,6.8035,2.2837,2.1016,2.0091,1.8819,1.8495,1.8803,5.8198,5.6324,0.1233,0.1143,0.0089,77.0295,72.0204,1.2477,65.8692,6.2894,221453676.1782,142550844.0
2017-05-08,6.8,2913934.0,FBK.MI,6.7517,6.666,6.6171,6.54,6.479,6.3314,6.7742,6.715,6.6752,6.594,6.5455,6.451,6.8069,6.7823,6.7548,6.6968,6.687,6.6576,6.6486,6.582,6.5179,6.4675,6.4455,6.5043,85.3171,78.5466,74.808,70.0131,68.2699,64.0654,59.822,37.8659,29.7325,32.7176,32.6683,19.7826,0.305,0.27,0.305,0.39,0.41,1.07,90.4192,110.4679,131.7575,203.4432,222.8191,177.2257,-0.129,-0.129,-0.129,-0.129,-0.129,-0.129,70.6343,57.0931,49.616,40.0262,36.5398,28.1307,1.047,1.0413,1.047,1.0608,1.0642,1.1867,0.0,100.0,0.0,100.0,100.0,14.2857,35.7143,100.0,9.5238,100.0,0.0,100.0,82.9463,67.1601,57.5082,44.9225,41.2885,32.283,4.7323,8.6512,10.7297,12.81,13.1177,14.4053,50.7661,44.0356,39.7728,33.7062,31.5676,28.1403,0.022,0.0628,0.1045,0.2327,0.3498,0.7764,0.2361,0.3196,0.3872,0.6122,0.8418,1.5166,6.8745,6.7517,6.6288,6.666,6.4294,6.9026,6.8726,6.3617,6.6171,6.54,6.2881,6.7919,6.202,6.7561,6.479,6.3314,5.845,6.8178,2.28,2.1347,2.0452,1.9078,1.8674,1.8871,5.8296,5.6334,0.1342,0.1183,0.0159,88.49,78.1243,1.3819,64.5541,6.3194,220983686.8234,145464778.0
2017-05-09,6.845,3228661.0,FBK.MI,6.8117,6.719,6.6721,6.5704,6.5052,6.3577,6.8208,6.7747,6.7321,6.6346,6.5788,6.4749,6.8508,6.8371,6.8133,6.7487,6.7299,6.6901,6.7359,6.6309,6.5939,6.5011,6.4834,6.5382,88.6649,81.2705,77.0986,71.4567,69.316,64.6502,67.5301,43.7248,33.7004,33.5894,33.0788,20.0803,0.18,0.265,0.385,0.425,0.55,1.105,60.8247,77.2627,97.2694,155.6498,193.1675,182.174,-0.2414,-0.2414,-0.2414,-0.2414,-0.2414,-0.2414,77.3297,62.541,54.1972,42.9134,38.632,29.3004,1.027,1.0403,1.0596,1.0662,1.0874,1.1925,0.0,66.6667,20.0,80.0,85.7143,0.0,28.5714,92.8571,4.7619,95.2381,2.381,97.619,82.9463,67.1601,57.5082,44.9225,41.2885,32.283,3.2245,6.9225,9.1412,11.7958,12.4092,14.0189,34.591,35.2363,33.8847,31.0376,29.8627,27.3855,0.0147,0.0502,0.0895,0.216,0.3331,0.7579,0.1574,0.2557,0.3319,0.5684,0.8017,1.4805,6.8595,6.8117,6.7638,6.719,6.4651,6.9729,6.9343,6.41,6.6721,6.5704,6.2836,6.8571,6.2002,6.8103,6.5052,6.3577,5.8827,6.8327,2.2162,2.1202,2.0441,1.9112,1.8677,1.8805,5.8398,5.6344,0.1448,0.1236,0.0212,88.8889,84.8028,1.623,65.9159,6.3594,222653683.8924,148693439.0
2017-05-10,6.8,2197856.0,FBK.MI,6.815,6.78,6.7107,6.5896,6.5293,6.3823,6.815,6.8017,6.7641,6.6652,6.6056,6.4955,6.8266,6.8374,6.8285,6.7782,6.7585,6.7159,6.7369,6.6783,6.6223,6.5159,6.5084,6.5612,66.069,70.1387,69.7043,67.9347,66.9968,63.59,72.6688,48.4118,37.1016,34.3989,33.4698,20.3708,0.01,0.305,0.27,0.27,0.505,1.03,-60.0,50.1792,67.6439,117.5024,157.37,177.4779,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,32.138,40.2774,39.4087,35.8694,33.9935,27.18,1.0015,1.047,1.0413,1.0413,1.0802,1.1785,0.0,33.3333,0.0,60.0,71.4286,0.0,21.4286,85.7143,0.0,90.4762,0.0,95.2381,82.9463,67.1601,57.5082,44.9225,41.2885,32.283,2.5516,6.084,8.3459,11.2658,12.0327,13.8096,27.3731,30.9685,30.9367,29.6431,28.9566,26.9766,0.0098,0.0402,0.0767,0.2006,0.3173,0.7398,0.1049,0.2046,0.2845,0.5278,0.7635,1.4452,6.8574,6.815,6.7726,6.78,6.6588,6.9012,6.9568,6.4646,6.7107,6.5896,6.2809,6.8984,6.2148,6.8437,6.5293,6.3823,5.9252,6.8394,1.8794,1.9427,1.9318,1.8704,1.8465,1.8758,5.8494,5.6355,0.1479,0.1285,0.0194,80.6697,86.0162,1.9347,61.7666,6.3965,222104219.8924,146495583.0
2017-05-11,6.625,2180864.0,FBK.MI,6.7567,6.772,6.7171,6.6029,6.5448,6.4007,6.72,6.75,6.7427,6.67,6.6143,6.5068,6.6827,6.7361,6.7587,6.7572,6.7521,6.7236,6.713,6.6775,6.6224,6.5188,6.5126,6.5647,26.57,42.1041,48.57,56.3108,58.9437,59.6904,60.7202,39.5222,32.8399,33.3232,33.0114,20.454,-0.175,-0.04,0.045,0.185,0.325,0.775,-100.0,-116.0795,-23.2064,45.7013,79.4105,127.7726,-0.9444,-0.9444,-0.9444,-0.9444,-0.9444,-0.9444,-46.86,-15.7917,-2.8601,12.6217,17.8874,19.3809,0.9743,0.994,1.0068,1.0287,1.0516,1.1325,100.0,0.0,0.0,40.0,57.1429,14.2857,14.2857,78.5714,0.0,85.7143,0.0,92.8571,36.8231,3.9636,7.2703,19.3399,23.8434,23.8631,34.7851,25.0065,21.7711,18.0684,16.6157,16.0304,16.0617,23.0997,25.185,26.7329,27.0199,26.079,0.1515,0.1771,0.2108,0.3313,0.4472,0.8672,0.07,0.1636,0.2438,0.4901,0.7272,1.4108,6.9465,6.7567,6.5669,6.772,6.6201,6.9239,6.9513,6.483,6.7171,6.6029,6.3052,6.9005,6.2453,6.8442,6.5448,6.4007,5.9692,6.8322,2.1917,2.1386,2.0877,1.9768,1.9344,1.9442,5.8571,5.6366,0.1346,0.1297,0.0049,55.3611,74.9732,2.0049,55.6633,6.4311,219923355.8924,144314719.0
2017-05-12,6.725,2037566.0,FBK.MI,6.7167,6.759,6.75,6.6289,6.5612,6.4192,6.7042,6.7343,6.7446,6.6862,6.6307,6.5219,6.7073,6.7343,6.7548,6.764,6.7631,6.7395,6.714,6.6788,6.6299,6.5326,6.5206,6.5734,51.4493,54.9624,57.2177,60.4728,61.7055,61.0873,52.7545,32.4105,29.1871,32.3244,32.5748,20.5351,-0.12,-0.065,0.23,0.365,0.345,0.775,-30.2326,-65.8436,-32.9885,50.8671,82.7808,136.475,0.5172,0.5172,0.5172,0.5172,0.5172,0.5172,2.8985,9.9248,14.4354,20.9456,23.411,22.1745,0.9825,0.9904,1.0354,1.0574,1.0541,1.1303,66.6667,0.0,0.0,20.0,42.8571,0.0,7.1429,71.4286,0.0,80.9524,0.0,90.4762,36.8231,3.9636,7.2703,19.3399,23.8434,23.8631,22.6797,19.636,18.3447,16.5606,15.6682,15.5733,10.4722,18.1388,21.2213,24.5022,25.4791,25.3354,0.101,0.1417,0.1807,0.3076,0.4259,0.8466,0.0466,0.1309,0.209,0.4551,0.6926,1.3772,6.86,6.7167,6.5733,6.759,6.6044,6.9136,6.8995,6.6005,6.75,6.6289,6.3582,6.8996,6.2619,6.8605,6.5612,6.4192,6.0002,6.8381,2.2077,2.1464,2.0921,1.9729,1.9247,1.9246,5.8658,5.6378,0.1307,0.1299,0.0008,38.3101,58.1136,2.0518,59.9774,6.4632,220415182.1682,146352285.0
2017-05-15,6.62,2559502.0,FBK.MI,6.6567,6.723,6.7436,6.6407,6.5736,6.4351,6.6558,6.688,6.7121,6.685,6.636,6.5312,6.6391,6.6741,6.7048,6.7422,6.7536,6.7443,6.7025,6.6737,6.6298,6.5346,6.5231,6.5754,33.5473,42.5571,47.445,54.5921,57.4451,58.8922,54.5375,30.3031,25.9743,30.8349,31.8946,20.548,-0.18,-0.18,-0.045,0.165,0.26,0.67,-100.0,-86.2193,-106.3434,12.0552,47.0994,105.4499,-0.6667,-0.6667,-0.6667,-0.6667,-0.6667,-0.6667,-32.9055,-14.8858,-5.1099,9.1842,14.8903,17.7844,0.9735,0.9735,0.9932,1.0256,1.0409,1.1126,100.0,0.0,100.0,0.0,28.5714,0.0,0.0,64.2857,0.0,76.1905,0.0,88.0952,58.1036,21.8738,6.6972,11.4706,18.2908,21.0745,24.6038,21.571,20.0026,17.6206,16.4555,15.9737,6.5198,13.8279,17.4915,22.1868,23.8227,24.5042,0.1173,0.1634,0.2049,0.3356,0.4556,0.8764,0.0311,0.1047,0.1791,0.4226,0.6596,1.3445,6.7534,6.6567,6.5599,6.723,6.5418,6.9042,6.91,6.5771,6.7436,6.6407,6.3875,6.8939,6.2873,6.8598,6.5736,6.4351,6.0384,6.8318,2.4015,2.2882,2.2101,2.0553,1.9916,1.9733,5.8733,5.6389,0.1178,0.1275,-0.0097,17.1507,36.9406,2.0731,51.4721,6.4931,218851042.0571,143792783.0
2017-05-16,6.65,2299129.0,FBK.MI,6.665,6.684,6.7236,6.6486,6.5826,6.4525,6.6525,6.6637,6.6887,6.6863,6.643,6.5412,6.6398,6.658,6.6845,6.7312,6.7499,6.7512,6.7016,6.6712,6.6309,6.5364,6.5254,6.5789,42.1709,46.8421,50.276,55.9113,58.3087,59.32,58.0742,29.95,23.9839,29.2318,31.1427,20.5342,0.025,-0.195,-0.14,0.11,0.19,0.73,-84.0909,-97.4427,-102.6393,-14.5612,25.3673,85.0927,0.4444,0.4444,0.4444,0.4444,0.4444,0.4444,-15.6582,-6.3158,0.5519,11.8226,16.6174,18.64,1.0038,0.9715,0.9794,1.0168,1.0294,1.1233,100.0,0.0,100.0,0.0,14.2857,100.0,14.2857,57.1429,28.5714,71.4286,2.381,85.7143,65.1475,28.5375,12.0419,8.3917,16.1044,19.9678,24.0784,21.6552,20.209,17.8434,16.6458,16.077,5.0815,12.0396,15.865,21.1125,23.0364,24.0993,0.0982,0.1507,0.1956,0.3317,0.4539,0.8756,0.0207,0.0838,0.1535,0.3924,0.6282,1.3124,6.7533,6.665,6.5767,6.684,6.5458,6.8222,6.8964,6.5507,6.7236,6.6486,6.4016,6.8955,6.2993,6.8659,6.5826,6.4525,6.0847,6.8203,2.0449,2.093,2.0792,1.9965,1.9526,1.9499,5.8811,5.6402,0.1087,0.1237,-0.015,26.4749,27.3119,2.1021,48.679,6.5208,220894712.2793,146091912.0
2017-05-17,6.43,1990746.0,FBK.MI,6.5667,6.61,6.6707,6.6439,6.5836,6.4639,6.535,6.579,6.6154,6.6571,6.6291,6.5402,6.4775,6.5278,6.5747,6.6667,6.7079,6.7373,6.615,6.6291,6.6028,6.5354,6.5249,6.5752,17.3723,27.8194,34.4155,45.477,50.4289,55.0184,67.7503,35.6488,26.1842,27.839,29.7862,20.3509,-0.295,-0.37,-0.37,-0.065,0.02,0.48,-100.0,-152.3054,-154.1667,-94.6211,-44.3105,23.533,-0.8372,-0.8372,-0.8372,-0.8372,-0.8372,-0.8372,-65.2555,-44.3613,-31.169,-9.0459,0.8579,10.0369,0.9561,0.9456,0.9456,0.99,1.0031,1.0807,100.0,0.0,100.0,0.0,0.0,100.0,7.1429,50.0,23.8095,66.6667,0.0,83.3333,87.1025,58.4439,39.3854,9.7323,2.6566,12.836,40.7517,32.9023,28.8353,22.7635,20.1382,17.8765,2.8091,8.6295,12.5396,18.7257,21.2373,23.1416,0.2005,0.2556,0.3027,0.443,0.5673,0.9897,0.0138,0.067,0.1316,0.3644,0.5983,1.2812,6.7615,6.5667,6.3718,6.61,6.415,6.805,6.9249,6.4165,6.6707,6.6439,6.3835,6.9043,6.3025,6.8647,6.5836,6.4639,6.1311,6.7968,2.5504,2.4159,2.3319,2.1617,2.0862,2.05,5.8866,5.6414,0.0828,0.1155,-0.0328,13.8963,19.174,1.8938,41.7831,6.89,218903966.2793,144101166.0
2017-05-18,6.565,2522783.0,FBK.MI,6.5483,6.598,6.6307,6.6514,6.5905,6.4732,6.5342,6.564,6.5889,6.6466,6.6274,6.5449,6.5263,6.534,6.563,6.6477,6.6942,6.7362,6.6138,6.6281,6.6,6.5358,6.5254,6.575,46.39,44.9633,46.4986,51.463,54.3995,56.9794,76.2072,42.9198,30.2469,27.467,28.7361,20.0285,-0.055,-0.06,-0.28,0.105,0.145,0.39,-63.125,-92.6221,-119.9795,-113.6218,-60.9667,7.9649,0.6538,0.6538,0.6538,0.6538,0.6538,0.6538,-7.22,-10.0734,-7.0028,2.9259,8.799,13.9589,0.9917,0.9909,0.9591,1.0163,1.0226,1.0632,100.0,0.0,100.0,0.0,0.0,100.0,100.0,42.8571,100.0,61.9048,0.0,80.9524,93.121,72.0041,54.6236,22.632,7.7334,6.8131,43.9909,37.3787,33.1494,25.9476,22.6065,19.2627,1.567,6.0839,9.7281,16.3702,19.361,22.0794,0.2587,0.3294,0.3844,0.5363,0.6653,1.0911,0.0092,0.0536,0.1128,0.3384,0.5698,1.2507,6.7295,6.5483,6.3672,6.598,6.4008,6.7952,6.8481,6.4134,6.6307,6.6514,6.4071,6.8957,6.3188,6.8621,6.5905,6.4732,6.1516,6.7949,2.9854,2.6851,2.5234,2.2489,2.1346,2.0544,5.8934,5.6426,0.0723,0.1069,-0.0346,28.1871,22.8528,1.7162,49.3841,6.8854,221426749.2793,146623949.0
2017-05-19,6.735,2760019.0,FBK.MI,6.5767,6.6,6.6214,6.6661,6.6002,6.4848,6.6275,6.6097,6.615,6.6578,6.6406,6.557,6.6757,6.6347,6.6308,6.6742,6.7114,6.7503,6.617,6.6286,6.6015,6.5402,6.5288,6.579,67.7699,59.9402,57.8951,57.7529,58.7664,59.27,52.5196,35.7871,27.0432,25.5135,27.6966,19.88,0.085,0.01,-0.065,0.205,0.205,0.485,100.0,78.2313,54.159,14.7556,49.4573,106.7514,0.6923,0.6923,0.6923,0.6923,0.6923,0.6923,35.5398,19.8805,15.7902,15.5059,17.5328,18.54,1.0128,1.0015,0.9904,1.0314,1.0314,1.0776,66.6667,100.0,80.0,0.0,0.0,85.7143,92.8571,35.7143,95.2381,57.1429,7.1429,78.5714,5.1444,7.2562,7.8212,0.118,6.9082,13.7897,29.3769,29.2809,27.7127,23.5545,21.136,18.6066,32.5633,25.319,23.6922,23.6102,24.273,24.559,0.1724,0.2636,0.3295,0.498,0.6336,1.0652,0.1911,0.2279,0.2817,0.4992,0.7276,1.4059,6.8262,6.5767,6.3271,6.6,6.3975,6.8025,6.8131,6.4298,6.6214,6.6661,6.4281,6.904,6.3233,6.8772,6.6002,6.4848,6.1612,6.8083,2.9052,2.6729,2.522,2.2424,2.1195,2.0238,5.9018,5.6439,0.0768,0.1009,-0.024,49.405,30.4962,1.8093,54.2921,6.8738,223762149.9716,149383968.0
2017-05-22,6.705,1068280.0,FBK.MI,6.6683,6.617,6.6329,6.675,6.6129,6.4946,6.6917,6.6447,6.6359,6.663,6.6501,6.5673,6.7054,6.6739,6.6624,6.6878,6.7206,6.7603,6.6445,6.6304,6.6031,6.5424,6.5327,6.5817,61.2988,56.5459,55.4628,56.3648,57.7418,58.705,40.2103,28.6992,23.463,23.9234,26.807,19.7602,0.275,0.085,0.08,0.125,0.265,0.415,63.5338,89.8594,82.0152,38.4303,65.8147,119.8829,-0.7143,-0.7143,-0.7143,-0.7143,-0.7143,-0.7143,22.5977,13.0918,10.9255,12.7295,15.4836,17.4099,1.0428,1.0128,1.0121,1.019,1.0411,1.066,33.3333,100.0,60.0,100.0,0.0,71.4286,85.7143,28.5714,90.4762,52.381,4.7619,76.1905,15.5916,0.3477,1.9813,3.2524,9.0137,14.8487,23.162,25.5546,25.1242,22.3588,20.3862,18.2634,31.7188,25.7329,24.1479,23.8621,24.4254,24.633,0.115,0.2108,0.2824,0.4625,0.6034,1.0398,0.1574,0.2123,0.2715,0.4935,0.723,1.4024,6.8165,6.6683,6.5202,6.617,6.3971,6.8369,6.8333,6.4324,6.6329,6.675,6.4413,6.9087,6.3422,6.8835,6.6129,6.4946,6.1701,6.8192,2.4674,2.4611,2.3951,2.2034,2.1022,2.0217,5.9098,5.6453,0.0771,0.0961,-0.019,77.4752,51.6891,1.6547,57.1054,6.8624,223304315.6859,148315688.0
2017-05-23,6.79,1253175.0,FBK.MI,6.7433,6.645,6.6421,6.6961,6.6333,6.5093,6.7525,6.7023,6.6752,6.6783,6.6662,6.581,6.7764,6.742,6.72,6.7194,6.7428,6.7771,6.6869,6.6365,6.6056,6.5511,6.543,6.589,72.4706,63.8051,60.8937,59.3464,59.8256,59.8168,33.4726,23.6008,20.1286,22.5239,25.9937,19.6517,0.225,0.14,0.065,0.295,0.43,0.615,95.6522,77.8589,100.4122,57.9798,79.8246,129.2317,1.0,1.0,1.0,1.0,1.0,1.0,44.9413,27.6103,21.7874,18.6927,19.6513,19.6336,1.0343,1.0211,1.0097,1.0454,1.0676,1.0996,0.0,100.0,40.0,100.0,100.0,57.1429,78.5714,21.4286,85.7143,47.619,2.381,73.8095,19.9972,3.2069,0.1225,4.3301,9.7283,15.2044,17.5825,22.0474,22.6553,21.1998,19.6542,17.9248,26.3723,23.5083,22.7109,23.1188,23.8903,24.3528,0.0766,0.1687,0.2421,0.4294,0.5747,1.015,0.115,0.1799,0.2427,0.4683,0.6986,1.379,6.8137,6.7433,6.6729,6.645,6.3837,6.9063,6.8638,6.4205,6.6421,6.6961,6.4784,6.9137,6.3776,6.889,6.6333,6.5093,6.1883,6.8303,2.1398,2.2535,2.2481,2.1308,2.0507,1.9857,5.9186,5.6466,0.0832,0.0935,-0.0103,92.5629,73.1477,1.459,60.0193,6.8513,224557490.6859,149568863.0
2017-05-24,6.835,1872012.0,FBK.MI,6.7767,6.726,6.6729,6.7082,6.6514,6.5239,6.7983,6.7657,6.7234,6.6968,6.6845,6.5962,6.8313,6.8026,6.7765,6.7556,6.7694,6.7964,6.7157,6.7054,6.6194,6.5569,6.5533,6.5976,77.6045,67.4082,63.6328,60.8707,60.8975,60.3951,37.9748,23.1817,19.2007,21.7187,25.4379,19.6005,0.1,0.405,0.215,0.17,0.38,0.615,100.0,93.0703,104.3119,91.469,105.3801,146.4499,0.5,0.5,0.5,0.5,0.5,0.5,55.209,34.8164,27.2656,21.7415,21.795,20.7903,1.0148,1.063,1.0325,1.0255,1.0589,1.0989,0.0,100.0,20.0,100.0,100.0,42.8571,71.4286,14.2857,80.9524,42.8571,0.0,71.4286,46.9793,21.5056,13.6334,11.2504,14.321,17.4989,12.7544,18.6886,20.2261,20.0285,18.9073,17.5751,35.3567,28.9291,26.6117,25.1063,25.2279,25.0306,0.0511,0.1349,0.2075,0.3987,0.5473,0.9909,0.1416,0.2089,0.273,0.4998,0.7303,1.4112,6.8845,6.7767,6.6689,6.726,6.5418,6.9102,6.9304,6.4153,6.6729,6.7082,6.4802,6.9363,6.395,6.9079,6.6514,6.5239,6.2009,6.8469,1.9536,2.1128,2.1442,2.0806,2.0168,1.964,5.9278,5.648,0.0907,0.093,-0.0023,93.5247,87.8543,1.2523,64.976,6.305,225748771.0496,151440875.0
2017-05-25,6.81,1066471.0,FBK.MI,6.8117,6.775,6.6957,6.7096,6.6643,6.5342,6.815,6.7937,6.7577,6.7104,6.6989,6.6095,6.8272,6.8193,6.801,6.778,6.7875,6.8118,6.7367,6.7295,6.6271,6.5583,6.5594,6.6027,67.1664,63.0496,60.8695,59.5351,59.9643,59.9045,43.855,24.1545,19.1115,21.1553,24.9906,19.5712,0.105,0.245,0.16,0.02,0.27,0.43,47.7612,82.0821,80.3183,80.9917,95.8584,134.6633,-0.2857,-0.2857,-0.2857,-0.2857,-0.2857,-0.2857,34.3329,26.0992,21.7389,19.0703,19.9285,19.809,1.0157,1.0373,1.0241,1.0029,1.0413,1.0674,0.0,100.0,0.0,100.0,100.0,28.5714,64.2857,7.1429,76.1905,38.0952,23.8095,69.0476,55.6154,28.0455,18.5758,13.8322,16.0459,18.3692,8.3678,15.0428,17.4482,18.6185,17.9936,17.1391,29.338,26.7692,25.4093,24.596,24.8717,24.8526,0.0341,0.108,0.1779,0.3703,0.5213,0.9673,0.1194,0.1921,0.259,0.4891,0.7205,1.4026,6.8485,6.8117,6.7748,6.775,6.6789,6.8711,6.969,6.4225,6.6957,6.7096,6.4793,6.94,6.4044,6.9241,6.6643,6.5342,6.2029,6.8654,1.9925,2.1076,2.1383,2.0859,2.0257,1.9732,5.9366,5.6495,0.0935,0.0931,0.0004,91.6084,92.5653,0.9791,61.1585,6.3105,225748771.0496,150374404.0
2017-05-26,6.855,1621300.0,FBK.MI,6.8333,6.799,6.7564,6.7136,6.6814,6.5438,6.8367,6.8203,6.7975,6.7298,6.7163,6.6244,6.8557,6.8506,6.835,6.8066,6.8105,6.8299,6.7561,6.7475,6.6942,6.5607,6.5695,6.6083,75.9136,67.7426,64.1397,61.186,61.0912,60.4962,47.7751,24.9327,19.0349,20.6323,24.5647,19.5425,0.065,0.12,0.425,0.055,0.36,0.405,100.0,76.0234,79.3814,92.7176,98.859,132.2049,0.5417,0.5417,0.5417,0.5417,0.5417,0.5417,51.8273,35.4851,28.2795,22.372,22.1824,20.9925,1.0096,1.0178,1.0661,1.0081,1.0554,1.0628,0.0,66.6667,0.0,80.0,85.7143,14.2857,57.1429,0.0,71.4286,33.3333,21.4286,66.6667,55.6154,28.0455,18.5758,13.8322,16.0459,18.3692,5.8021,12.4422,15.3412,17.4824,17.2436,16.7737,20.3426,22.1412,22.3409,23.0952,23.835,24.3228,0.0227,0.0864,0.1524,0.3438,0.4964,0.9443,0.0796,0.1537,0.222,0.4542,0.6862,1.3692,6.8702,6.8333,6.7965,6.799,6.6952,6.9028,6.941,6.5718,6.7564,6.7136,6.4755,6.9517,6.421,6.9418,6.6814,6.5438,6.1996,6.888,1.9031,2.0251,2.0709,2.0492,1.9999,1.9552,5.9458,5.651,0.0982,0.0941,0.0041,87.5434,90.8922,0.858,71.1271,6.3219,226829637.7162,151995704.0
