date,close,volume,ticker,SMA 3,SMA 5,SMA 7,SMA 14,SMA 21,SMA 42,WMA 3,WMA 5,WMA 7,WMA 14,WMA 21,WMA 42,DEMA 3,DEMA 5,DEMA 7,DEMA 14,DEMA 21,DEMA 42,KAMA 3,KAMA 5,KAMA 7,KAMA 14,KAMA 21,KAMA 42,RSI 3,RSI 5,RSI 7,RSI 14,RSI 21,RSI 42,ADX 3,ADX 5,ADX 7,ADX 14,ADX 21,ADX 42,MOM 3,MOM 5,MOM 7,MOM 14,MOM 21,MOM 42,CCI 3,CCI 5,CCI 7,CCI 14,CCI 21,CCI 42,BOP 3,BOP 5,BOP 7,BOP 14,BOP 21,BOP 42,CMO 3,CMO 5,CMO 7,CMO 14,CMO 21,CMO 42,ROCR 3,ROCR 5,ROCR 7,ROCR 14,ROCR 21,ROCR 42,Aroon Down 3,Aroon Up 3,Aroon Down 5,Aroon Up 5,Aroon Up 7,Aroon Down 7,Aroon Down 14,Aroon Up 14,Aroon Down 21,Aroon Up 21,Aroon Down 42,Aroon Up 42,DX 3,DX 5,DX 7,DX 14,DX 21,DX 42,MINUS_DI 3,MINUS_DI 5,MINUS_DI 7,MINUS_DI 14,MINUS_DI 21,MINUS_DI 42,PLUS_DI 3,PLUS_DI 5,PLUS_DI 7,PLUS_DI 14,PLUS_DI 21,PLUS_DI 42,MINUS_DM 3,MINUS_DM 5,MINUS_DM 7,MINUS_DM 14,MINUS_DM 21,MINUS_DM 42,PLUS_DM 3,PLUS_DM 5,PLUS_DM 7,PLUS_DM 14,PLUS_DM 21,PLUS_DM 42,Real Upper Band 3,Real Middle Band 3,Real Lower Band 3,Real Middle Band 5,Real Lower Band 5,Real Upper Band 5,Real Upper Band 7,Real Lower Band 7,Real Middle Band 7,Real Middle Band 14,Real Lower Band 14,Real Upper Band 14,Real Lower Band 21,Real Upper Band 21,Real Middle Band 21,Real Middle Band 42,Real Lower Band 42,Real Upper Band 42,NATR 3,NATR 5,NATR 7,NATR 14,NATR 21,NATR 42,MAMA,FAMA,MACD,MACD_Signal,MACD_Hist,SlowK,SlowD,PPO,ULTOSC,SAR,Chaikin A/D,OBV
2016-02-18,6.585,1191515.0,FBK.MI,6.5917,6.543,6.4379,6.5368,6.6743,6.9596,6.5992,6.5797,6.5239,6.4645,6.5623,6.7619,6.6187,6.597,6.5387,6.422,6.4235,6.6184,6.5057,6.4743,6.4134,6.7937,6.8305,6.9517,60.4927,55.9329,51.7406,46.7444,46.104,47.1972,65.2945,35.839,36.9063,35.675,28.5792,15.7751,-0.025,0.39,0.585,-0.525,0.15,-0.905,100.0,66.5914,72.1266,27.4584,-5.4998,-60.2596,-0.434,-0.434,-0.434,-0.434,-0.434,-0.434,20.9854,11.8658,3.4811,-6.5112,-7.7921,-5.6056,0.9962,1.063,1.0975,0.9262,1.0233,0.8792,33.3333,100.0,0.0,100.0,100.0,0.0,50.0,7.1429,66.6667,38.0952,83.3333,16.6667,73.811,29.1501,5.4387,19.7118,23.6351,20.7412,4.8325,12.7453,17.4488,24.1756,26.0824,26.5538,32.0724,23.233,19.456,16.2141,16.1102,17.4309,0.0387,0.1914,0.3824,1.0412,1.5908,2.8781,0.2569,0.349,0.4264,0.6983,0.9826,1.8893,6.682,6.5917,6.5014,6.543,6.3184,6.7676,6.8213,6.0544,6.4379,6.5368,5.9104,7.1631,6.0042,7.3443,6.6743,6.9596,6.1211,7.7982,4.0542,4.5618,4.7542,4.6718,4.4106,3.9191,6.5992,4.5321,-0.1543,-0.1774,0.0231,81.6331,82.1957,-4.054,56.0901,6.953,87060684.7355,88405991.0
2016-02-19,6.51,826666.0,FBK.MI,6.5817,6.579,6.4886,6.4921,6.6671,6.9364,6.5583,6.5687,6.542,6.461,6.5473,6.741,6.5476,6.5618,6.5295,6.4272,6.42,6.5999,6.5058,6.4764,6.4246,6.7764,6.8276,6.9404,45.3089,48.8999,47.4873,44.9804,44.927,46.546,44.0681,29.1598,33.3879,34.9922,28.5403,15.9484,-0.03,0.18,0.355,-0.625,-0.15,-0.975,-100.0,-136.2434,18.5927,5.9713,-36.1318,-80.6076,-0.1739,-0.1739,-0.1739,-0.1739,-0.1739,-0.1739,-9.3821,-2.2002,-5.0253,-10.0392,-10.1459,-6.9081,0.9954,1.0284,1.0577,0.9124,0.9775,0.8697,100.0,66.6667,0.0,80.0,85.7143,0.0,42.8571,0.0,61.9048,33.3333,80.9524,14.2857,1.6154,2.4431,12.2774,26.1154,27.7615,23.0558,21.7037,20.477,22.1855,26.1711,27.4074,27.2839,22.4164,19.5003,17.3336,15.3323,15.4966,17.06,0.1658,0.2931,0.4678,1.1069,1.6551,2.9496,0.1712,0.2792,0.3655,0.6485,0.9358,1.8443,6.6961,6.5817,6.4673,6.579,6.4797,6.6783,6.7952,6.1819,6.4886,6.4921,5.9608,7.0235,5.9934,7.3408,6.6671,6.9364,6.1034,7.7694,3.9116,4.3981,4.6267,4.6404,4.4172,3.9539,6.5983,4.5424,-0.1457,-0.1711,0.0253,62.9885,77.8617,-3.9924,55.5256,6.9206,86952858.7355,87579325.0
2016-02-22,6.675,876495.0,FBK.MI,6.59,6.592,6.5571,6.4632,6.6583,6.9182,6.605,6.6007,6.5886,6.4853,6.548,6.7288,6.6442,6.632,6.5953,6.4736,6.4465,6.5979,6.508,6.4806,6.4618,6.7733,6.826,6.9353,70.0865,62.0295,56.6365,49.496,47.9938,48.1581,41.6397,27.2333,29.2534,33.7165,28.2098,16.0414,0.025,0.065,0.48,-0.405,-0.185,-0.765,55.5556,86.3273,76.3636,63.961,0.1404,-50.9568,0.5556,0.5556,0.5556,0.5556,0.5556,0.5556,40.1729,24.059,13.273,-1.0081,-4.0124,-3.6838,1.0038,1.0098,1.0775,0.9428,0.973,0.8972,66.6667,33.3333,80.0,60.0,71.4286,0.0,35.7143,0.0,57.1429,28.5714,78.5714,11.9048,36.7829,19.5273,4.4467,17.1325,21.6014,19.8545,14.4624,16.748,19.4421,24.5754,26.2438,26.6402,31.2923,24.876,21.2517,17.3863,16.9198,17.814,0.1105,0.2345,0.4009,1.0278,1.5763,2.8794,0.2392,0.3483,0.4383,0.7271,1.0162,1.9254,6.7249,6.59,6.4551,6.592,6.4664,6.7176,6.7712,6.3431,6.5571,6.4632,6.0276,6.8988,5.9901,7.3265,6.6583,6.9182,6.0967,7.7398,3.8167,4.1956,4.4135,4.4753,4.2848,3.8553,6.5991,4.5527,-0.1242,-0.1617,0.0375,53.3527,65.9914,-3.7606,55.1546,6.889,87128157.7355,88455820.0
2016-02-23,6.7,635989.0,FBK.MI,6.6283,6.624,6.61,6.4593,6.6507,6.9037,6.66,6.6367,6.6243,6.5169,6.5518,6.7186,6.6948,6.6819,6.6482,6.5183,6.4746,6.5985,6.5284,6.4982,6.4904,6.7728,6.8248,6.9317,72.879,63.7915,57.9321,50.1634,48.4505,48.3997,40.0208,25.6921,25.7096,32.5319,27.8951,16.1322,0.115,0.16,0.37,-0.055,-0.16,-0.61,50.8876,62.1891,84.989,69.493,3.096,-47.9897,0.1081,0.1081,0.1081,0.1081,0.1081,0.1081,45.7579,27.583,15.8642,0.3267,-3.099,-3.2007,1.0175,1.0245,1.0585,0.9919,0.9767,0.9166,33.3333,0.0,60.0,40.0,57.1429,0.0,28.5714,0.0,52.381,23.8095,76.1905,9.5238,36.7829,19.5273,4.4467,17.1325,21.6014,19.8545,10.6101,14.3741,17.6001,23.4579,25.4216,26.1811,22.957,21.3501,19.2382,16.5957,16.3898,17.5071,0.0737,0.1876,0.3437,0.9544,1.5012,2.8108,0.1594,0.2787,0.3756,0.6752,0.9679,1.8796,6.7969,6.6283,6.4597,6.624,6.4867,6.7613,6.7397,6.4803,6.61,6.4593,6.0334,6.8852,5.9883,7.3132,6.6507,6.9037,6.0888,7.7186,3.4554,3.8962,4.1633,4.3374,4.197,3.8152,6.6001,4.563,-0.1039,-0.1501,0.0462,53.9095,56.7502,-3.5122,53.5674,6.8585,87523502.249,89091809.0
2016-02-24,6.75,1611257.0,FBK.MI,6.7083,6.644,6.63,6.4686,6.6398,6.8898,6.7208,6.6787,6.6593,6.5557,6.5608,6.7115,6.7462,6.7339,6.7031,6.5675,6.5084,6.6038,6.6269,6.5107,6.5024,6.7725,6.8239,6.929,78.8127,67.5554,60.6737,51.5426,49.3839,48.8876,40.7962,25.0813,22.9963,31.3498,27.5587,16.2115,0.24,0.1,0.14,0.13,-0.23,-0.585,100.0,90.1027,104.6968,80.2083,16.9114,-37.544,0.3214,0.3214,0.3214,0.3214,0.3214,0.3214,57.6253,35.1109,21.3474,3.0852,-1.2322,-2.2249,1.0369,1.015,1.0212,1.0196,0.967,0.9202,0.0,33.3333,40.0,20.0,42.8571,57.1429,21.4286,0.0,47.619,19.0476,73.8095,7.1429,42.347,22.6382,6.7162,15.9827,20.8306,19.4631,8.1468,12.6747,16.2415,22.6197,24.8041,25.836,20.1147,20.0927,18.5802,16.3856,16.2519,17.4175,0.0491,0.1501,0.2946,0.8862,1.4297,2.7439,0.1213,0.2379,0.337,0.642,0.9368,1.8498,6.7707,6.7083,6.646,6.644,6.4725,6.8155,6.7926,6.4674,6.63,6.4686,6.0238,6.9133,5.992,7.2875,6.6398,6.8898,6.0849,7.6946,2.9779,3.5087,3.8384,4.1459,4.0663,3.7462,6.6016,4.5731,-0.0828,-0.1367,0.0538,73.6626,60.3082,-2.8171,53.3749,6.8288,89134759.249,90703066.0
2016-02-25,6.92,1384817.0,FBK.MI,6.79,6.711,6.6843,6.495,6.6264,6.8787,6.8267,6.7707,6.7318,6.6159,6.5863,6.7129,6.8875,6.8532,6.8113,6.6501,6.5678,6.6244,6.7571,6.6052,6.573,6.7774,6.8253,6.9289,89.9862,77.4971,68.7517,56.0011,52.4571,50.5172,53.3394,30.4673,24.1327,29.2739,26.791,16.1733,0.245,0.335,0.38,0.37,-0.28,-0.465,100.0,152.0147,200.3252,124.6212,71.4859,-0.4995,0.7879,0.7879,0.7879,0.7879,0.7879,0.7879,79.9723,54.9942,37.5035,12.0022,4.9142,1.0343,1.0367,1.0509,1.0581,1.0565,0.9611,0.937,0.0,100.0,20.0,100.0,100.0,42.8571,14.2857,100.0,42.8571,14.2857,71.4286,4.7619,78.4259,52.0112,30.9515,2.287,11.4363,14.6073,5.5322,10.5573,14.4726,21.497,23.9744,25.3711,45.753,33.4418,27.4476,20.5357,19.0536,18.9037,0.0328,0.1201,0.2525,0.8229,1.3616,2.6786,0.2709,0.3803,0.4788,0.7861,1.0822,1.9958,6.9783,6.79,6.6017,6.711,6.4472,6.9748,6.9253,6.4433,6.6843,6.495,5.9936,6.9964,6.0148,7.238,6.6264,6.8787,6.0887,7.6686,2.8517,3.2871,3.6015,3.9513,3.9083,3.6325,6.6048,4.5833,-0.0518,-0.1197,0.0679,83.9273,70.4998,-1.9409,59.7807,5.87,90183863.0369,92087883.0
2016-02-26,7.035,1286913.0,FBK.MI,6.9017,6.816,6.7393,6.5468,6.6293,6.8658,6.9492,6.8787,6.8195,6.6879,6.6235,6.7202,7.0172,6.9776,6.9292,6.7455,6.6397,6.6543,6.8806,6.7962,6.6519,6.8025,6.8266,6.9304,93.4768,82.1279,73.1108,58.765,54.4227,51.5868,64.8203,37.4549,27.0624,27.7063,25.7285,16.0464,0.335,0.525,0.385,0.725,0.06,-0.54,91.7526,117.9487,152.5982,144.8721,111.5036,30.9648,0.2432,0.2432,0.2432,0.2432,0.2432,0.2432,86.9537,64.2557,46.2217,17.5301,8.8454,3.1736,1.05,1.0806,1.0579,1.1149,1.0086,0.9287,0.0,100.0,0.0,100.0,100.0,28.5714,7.1429,100.0,38.0952,9.5238,69.0476,2.381,87.782,65.4054,44.6402,7.3271,4.4783,10.8421,3.7666,8.7734,12.8793,20.4335,23.1815,24.9237,57.8903,41.9481,33.65,23.6646,21.1942,20.0478,0.0218,0.0961,0.2164,0.7641,1.2968,2.6148,0.3356,0.4593,0.5654,0.885,1.1856,2.1033,7.1358,6.9017,6.6675,6.816,6.5382,7.0938,7.0793,6.3993,6.7393,6.5468,5.9863,7.1073,6.0107,7.2479,6.6293,6.8658,6.1046,7.6271,2.7466,3.1126,3.4122,3.7969,3.7866,3.5507,6.6091,4.5934,-0.0177,-0.0993,0.0816,89.7887,82.4595,-1.0569,59.6267,5.8807,90636021.6585,93374796.0
2016-02-29,7.05,1229361.0,FBK.MI,7.0017,6.891,6.8057,6.6218,6.6264,6.8521,7.0233,6.9567,6.8971,6.755,6.6617,6.7287,7.0653,7.0475,7.0087,6.826,6.7051,6.6836,6.9559,6.909,6.7595,6.863,6.828,6.9321,93.8933,82.708,73.6698,59.1257,54.6793,51.7262,72.4742,43.045,29.5735,26.2506,24.7166,15.9225,0.3,0.375,0.465,1.05,-0.06,-0.575,49.0683,76.9231,95.7967,137.9402,114.8234,35.2078,0.72,0.72,0.72,0.72,0.72,0.72,87.7867,65.4161,47.3396,18.2514,9.3586,3.4525,1.0444,1.0562,1.0706,1.175,0.9916,0.9246,0.0,66.6667,0.0,80.0,85.7143,14.2857,0.0,92.8571,33.3333,4.7619,66.6667,0.0,87.782,65.4054,44.6402,7.3271,4.4783,10.8421,2.846,7.6777,11.8508,19.7235,22.6501,24.6231,43.7417,36.7092,30.9628,22.8423,20.7084,19.8061,0.0146,0.0768,0.1855,0.7096,1.235,2.5525,0.2237,0.3674,0.4847,0.8217,1.1292,2.0532,7.1178,7.0017,6.8855,6.891,6.6036,7.1784,7.1792,6.4322,6.8057,6.6218,6.094,7.1496,6.0162,7.2366,6.6264,6.8521,6.1261,7.5782,2.4182,2.8394,3.1718,3.6449,3.683,3.501,6.6135,4.6035,0.0103,-0.0774,0.0877,92.3862,88.7008,-0.1018,69.5147,5.905,91767033.7785,94604157.0
2016-03-01,7.145,820528.0,FBK.MI,7.0767,6.98,6.8964,6.6925,6.6269,6.8407,7.095,7.0413,6.982,6.8247,6.7089,6.7424,7.1448,7.1317,7.0976,6.9142,6.7784,6.7196,7.0399,7.0139,6.9308,6.93,6.8294,6.9347,96.1989,86.2434,77.1754,61.4269,56.315,52.6117,79.4098,49.3701,33.1854,25.4534,23.5979,15.7274,0.225,0.445,0.635,0.99,0.01,-0.48,100.0,97.2666,108.0139,154.8077,151.3411,66.6891,0.52,0.52,0.52,0.52,0.52,0.52,92.3978,72.4869,54.3509,22.8538,12.6299,5.2233,1.0325,1.0664,1.0975,1.1608,1.0014,0.937,0.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0,28.5714,0.0,64.2857,0.0,93.2809,74.6703,54.8568,15.09,1.2246,7.7273,2.0388,6.57,10.7673,18.9574,22.0762,24.299,58.648,45.3061,36.9357,25.6955,22.6236,20.813,0.0097,0.0615,0.159,0.6589,1.1762,2.4918,0.2791,0.4239,0.5454,0.8931,1.2054,2.1343,7.1741,7.0767,6.9793,6.98,6.7092,7.2508,7.2463,6.5466,6.8964,6.6925,6.1685,7.2165,6.0151,7.2387,6.6269,6.8407,6.1494,7.532,2.2205,2.6192,2.9525,3.4745,3.551,3.4172,6.6188,4.6136,0.0398,-0.0539,0.0937,91.3253,91.1667,0.7466,72.9042,5.9288,92062423.8585,95424685.0
2016-03-02,7.08,1499459.0,FBK.MI,7.0917,7.046,6.9543,6.7557,6.6269,6.8332,7.0967,7.0747,7.0279,6.8764,6.75,6.7535,7.116,7.1345,7.1221,6.9683,6.8308,6.7474,7.0419,7.0302,6.9712,6.9585,6.8304,6.936,69.3334,73.4073,69.7612,58.9802,54.8917,51.9439,84.7193,55.3398,37.0772,25.051,22.7024,15.4895,0.045,0.33,0.405,0.885,0.0,-0.315,45.6522,80.4196,81.0675,122.8191,147.3943,68.185,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,38.6668,46.8147,39.5224,17.9604,9.7834,3.8878,1.0064,1.0489,1.0607,1.1429,1.0,0.9574,0.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0,23.8095,100.0,61.9048,0.0,95.3385,79.2189,60.4277,19.8194,4.7924,5.7371,1.1404,4.9252,8.9914,17.5944,21.0396,23.7069,47.7862,42.4756,36.4515,26.2926,23.1578,21.1344,0.0065,0.0492,0.1363,0.6118,1.1202,2.4324,0.2711,0.4241,0.5525,0.9143,1.233,2.1685,7.171,7.0917,7.0124,7.046,6.8991,7.1929,7.2709,6.6377,6.9543,6.7557,6.2753,7.2361,6.0151,7.2387,6.6269,6.8332,6.1596,7.5069,2.671,2.8208,3.0584,3.5081,3.5811,3.4505,6.6234,4.6237,0.0573,-0.0317,0.089,82.1343,88.6153,1.272,66.8481,5.9665,91282705.1785,93925226.0
2016-03-03,7.14,1200447.0,FBK.MI,7.1217,7.09,7.0171,6.8136,6.6452,6.8282,7.1208,7.106,7.0743,6.9276,6.7967,6.7678,7.1448,7.163,7.1595,7.0258,6.8866,6.7789,7.0514,7.0517,7.0185,6.991,6.8383,6.9375,77.8849,77.3049,72.5964,60.5425,55.9702,52.5138,84.9207,59.1934,40.0312,24.6173,21.8274,15.2623,0.09,0.22,0.44,0.81,0.385,-0.21,-100.0,32.102,60.6202,96.2457,127.028,65.6529,0.5,0.5,0.5,0.5,0.5,0.5,55.7698,54.6097,45.1928,21.0851,11.9405,5.0276,1.0128,1.0318,1.0657,1.128,1.057,0.9714,0.0,66.6667,0.0,80.0,85.7143,0.0,0.0,92.8571,19.0476,95.2381,59.5238,0.0,85.3234,74.6078,57.7556,18.9798,4.3269,5.9465,2.762,5.2559,8.8116,17.1601,20.6663,23.4786,34.8762,36.1417,32.9056,25.1999,22.5356,20.843,0.0143,0.0493,0.1268,0.5781,1.0769,2.3845,0.1807,0.3393,0.4736,0.849,1.1743,2.1169,7.1807,7.1217,7.0626,7.09,6.9994,7.1806,7.2764,6.7579,7.0171,6.8136,6.3577,7.2694,5.9972,7.2933,6.6452,6.8282,6.167,7.4895,2.4193,2.6299,2.8795,3.3702,3.4753,3.3867,6.6286,4.6337,0.0751,-0.0104,0.0854,72.8495,82.103,2.0513,66.958,6.0186,92311659.7499,95125673.0
2016-03-04,7.08,964840.0,FBK.MI,7.1,7.099,7.0643,6.8471,6.6671,6.8267,7.1,7.1027,7.09,6.9631,6.8362,6.7795,7.1058,7.1398,7.1531,7.0562,6.9243,6.8028,7.0535,7.0524,7.0287,6.9997,6.8462,6.9382,54.915,65.3352,65.4383,58.1571,54.5995,51.8835,85.7071,62.5832,42.7891,24.3007,21.0361,15.0291,-0.065,0.045,0.33,0.47,0.46,-0.065,-60.0,8.9532,43.4421,81.1497,110.2087,65.8216,-0.2692,-0.2692,-0.2692,-0.2692,-0.2692,-0.2692,9.83,30.6703,30.8767,16.3142,9.199,3.767,0.9909,1.0064,1.0489,1.0711,1.0695,0.9909,66.6667,33.3333,0.0,60.0,71.4286,0.0,28.5714,85.7143,14.2857,90.4762,57.1429,11.9048,87.2799,76.1424,59.336,20.1844,5.2112,5.4665,2.0068,4.4804,7.9715,16.4754,20.1387,23.1747,29.5469,33.0791,31.2352,24.8083,22.353,20.7724,0.0095,0.0395,0.1087,0.5368,1.0256,2.3278,0.1405,0.2915,0.4259,0.8083,1.1384,2.0865,7.1566,7.1,7.0434,7.099,7.0246,7.1734,7.2049,6.9236,7.0643,6.8471,6.387,7.3073,5.9934,7.3409,6.6671,6.8267,6.1681,7.4852,2.2386,2.4889,2.7514,3.2872,3.4253,3.3778,6.6331,4.6437,0.0834,0.0084,0.075,56.5409,70.5082,2.5232,60.9058,6.0687,91940567.4423,94160833.0
2016-03-07,6.845,1598235.0,FBK.MI,7.0217,7.058,7.0536,6.8689,6.6812,6.8206,6.9725,7.018,7.0352,6.9629,6.8524,6.7803,6.9133,6.9922,7.0421,7.0209,6.916,6.8038,7.0088,7.0332,7.0254,6.9932,6.8462,6.9375,20.0958,37.1633,45.1128,49.8692,49.6036,49.4996,70.9605,50.8264,37.7696,22.7211,20.2695,14.9107,-0.235,-0.205,-0.075,0.305,0.295,-0.255,-100.0,-166.6667,-141.0448,20.0277,59.3768,24.1174,-0.7321,-0.7321,-0.7321,-0.7321,-0.7321,-0.7321,-59.8084,-25.6735,-9.7744,-0.2615,-0.7928,-1.0007,0.9668,0.9709,0.9892,1.0466,1.045,0.9641,100.0,0.0,100.0,40.0,57.1429,0.0,21.4286,78.5714,9.5238,85.7143,54.7619,9.5238,41.4672,3.7992,7.6528,2.186,4.9367,10.0584,37.9177,25.5446,21.6159,21.7354,23.3279,24.7127,15.6886,23.6747,25.1986,22.7069,21.133,20.1957,0.2264,0.2516,0.3132,0.7185,1.1968,2.4923,0.0937,0.2332,0.3651,0.7506,1.0842,2.0368,7.2763,7.0217,6.7671,7.058,6.8378,7.2782,7.2404,6.8667,7.0536,6.8689,6.4413,7.2965,6.0055,7.3569,6.6812,6.8206,6.1675,7.4737,2.9071,2.8776,3.0237,3.4494,3.5689,3.508,6.6352,4.6536,0.0702,0.0207,0.0494,37.854,55.7481,3.0019,50.4128,6.1167,90627731.5494,92562598.0
2016-03-08,6.69,1329087.0,FBK.MI,6.8717,6.967,7.0043,6.8718,6.6993,6.8068,6.8067,6.8953,6.9443,6.939,6.8532,6.7743,6.7319,6.8242,6.8995,6.9527,6.8817,6.7907,6.8671,6.9328,6.98,6.9911,6.8423,6.9338,12.3491,27.4166,36.4103,45.2852,46.6476,48.0092,70.6902,48.0746,35.2899,21.8956,19.9297,14.8901,-0.45,-0.455,-0.345,0.04,0.38,-0.58,-100.0,-134.6275,-179.6583,-58.3017,3.201,-26.6495,-0.6154,-0.6154,-0.6154,-0.6154,-0.6154,-0.6154,-75.3019,-45.1668,-27.1794,-9.4296,-6.7049,-3.9815,0.937,0.9363,0.951,1.006,1.0602,0.9202,100.0,33.3333,100.0,20.0,42.8571,100.0,14.2857,71.4286,4.7619,80.9524,52.381,7.1429,70.1497,37.0672,20.4119,11.1643,13.1342,14.0439,56.6743,39.9122,32.1663,26.4335,26.2863,26.1833,9.9427,18.3252,21.2608,21.124,20.1829,19.7346,0.3559,0.4063,0.4734,0.8721,1.3448,2.638,0.0624,0.1865,0.3129,0.697,1.0325,1.9883,7.1923,6.8717,6.551,6.967,6.624,7.31,7.3213,6.6872,7.0043,6.8718,6.4496,7.294,6.0443,7.3543,6.6993,6.8068,6.1679,7.4456,3.129,3.043,3.1429,3.5228,3.6414,3.5857,6.6357,4.6635,0.0467,0.0259,0.0207,20.3745,38.2565,3.4895,46.2573,6.1629,90321019.1648,91233511.0
2016-03-09,6.605,1135132.0,FBK.MI,6.7133,6.872,6.9407,6.8732,6.7281,6.7952,6.6733,6.7747,6.8445,6.9034,6.8446,6.7649,6.6123,6.6874,6.7691,6.8756,6.837,6.7708,6.7506,6.8353,6.914,6.9891,6.83,6.9297,9.376,23.2387,32.4103,42.9535,45.1,47.2107,72.149,47.1811,34.0223,21.3599,19.7042,14.8945,-0.475,-0.475,-0.445,0.02,0.605,-0.485,-67.7966,-94.4742,-120.4124,-78.76,-20.1662,-38.9619,-0.3721,-0.3721,-0.3721,-0.3721,-0.3721,-0.3721,-81.248,-53.5225,-35.1794,-14.0931,-9.8,-5.5786,0.9329,0.9329,0.9369,1.003,1.1008,0.9316,100.0,0.0,100.0,0.0,28.5714,100.0,7.1429,64.2857,0.0,76.1905,50.0,4.7619,75.0667,43.6074,26.4164,14.3956,15.1943,15.0781,46.1245,36.9189,31.2075,26.3776,26.2565,26.1704,6.5691,14.4975,18.1651,19.7388,19.3299,19.3125,0.2923,0.38,0.4608,0.8649,1.3357,2.6302,0.0416,0.1492,0.2682,0.6472,0.9834,1.9409,6.9121,6.7133,6.5146,6.872,6.4523,7.2917,7.3582,6.5233,6.9407,6.8732,6.4548,7.2917,6.15,7.3062,6.7281,6.7952,6.1598,7.4307,3.1979,3.1168,3.1936,3.5457,3.6677,3.6229,6.6354,4.6734,0.021,0.0249,-0.004,8.1277,22.1187,3.6853,41.7954,6.2071,89661058.6997,90098379.0
2016-03-10,6.845,1777322.0,FBK.MI,6.7133,6.813,6.8979,6.8971,6.761,6.785,6.7392,6.7657,6.8205,6.8997,6.8552,6.7672,6.7606,6.7508,6.7904,6.8727,6.8397,6.7742,6.751,6.8362,6.9092,6.9835,6.8309,6.9287,55.1292,50.0845,50.3706,50.676,50.0162,49.6338,48.2797,38.4121,29.1632,20.0032,19.1082,14.8012,0.0,-0.295,-0.3,0.335,0.69,-0.43,100.0,-20.3443,-48.366,-39.7545,11.4561,-0.0211,0.6528,0.6528,0.6528,0.6528,0.6528,0.6528,10.2583,0.1691,0.7413,1.3521,0.0324,-0.7325,1.0,0.9587,0.958,1.0515,1.1121,0.9409,66.6667,0.0,80.0,20.0,14.2857,85.7143,0.0,57.1429,0.0,71.4286,47.619,2.381,0.5411,3.3361,0.0087,2.3658,7.1869,10.9747,24.9026,25.6883,24.2965,23.5884,24.4405,25.2441,24.6346,24.0297,24.2923,22.4981,21.163,20.2512,0.1948,0.304,0.395,0.8031,1.2721,2.5676,0.1928,0.2844,0.3949,0.766,1.1015,2.0597,6.9121,6.7133,6.5146,6.813,6.4884,7.1376,7.283,6.5127,6.8979,6.8971,6.5292,7.265,6.2414,7.2805,6.761,6.785,6.1672,7.4028,3.8103,3.4579,3.3927,3.5527,3.621,3.5378,6.6375,4.6832,0.0197,0.0239,-0.0042,21.8496,16.7839,3.8126,46.3189,6.2497,90500349.6441,91875701.0
2016-03-11,7.0,1102638.0,FBK.MI,6.8167,6.797,6.8864,6.9204,6.7993,6.7769,6.8825,6.828,6.8461,6.9134,6.877,6.7772,6.935,6.8755,6.8736,6.9085,6.869,6.7916,6.8022,6.8385,6.9103,6.9841,6.8427,6.9294,69.867,61.0746,58.6497,54.9204,52.8777,51.1182,41.6895,33.8318,26.914,18.8969,18.3139,14.6501,0.31,-0.08,-0.08,0.325,0.805,-0.34,100.0,99.5289,37.6883,28.1927,60.9893,54.3679,0.625,0.625,0.625,0.625,0.625,0.625,39.7339,22.1491,17.2994,9.8409,5.7554,2.2364,1.0463,0.9887,0.9887,1.0487,1.1299,0.9537,33.3333,100.0,60.0,0.0,0.0,71.4286,0.0,50.0,0.0,66.6667,45.2381,0.0,28.5091,15.5106,13.419,4.5156,2.4293,8.4537,18.0008,21.2082,21.2469,22.1849,23.4927,24.7456,32.3575,28.995,27.8329,24.2832,22.3783,20.8879,0.1299,0.2432,0.3385,0.7457,1.2116,2.5064,0.2335,0.3325,0.4435,0.8162,1.1541,2.1157,7.1417,6.8167,6.4917,6.797,6.5226,7.0714,7.2536,6.5193,6.8864,6.9204,6.5709,7.2698,6.3367,7.2618,6.7993,6.7769,6.1798,7.374,3.4363,3.2765,3.2518,3.43,3.5083,3.4452,6.6412,4.693,0.0309,0.0253,0.0056,45.1933,25.0568,3.8971,50.8692,6.2905,90982753.7691,92978339.0
