date,close,volume,ticker,SMA 3,SMA 5,SMA 7,SMA 14,SMA 21,SMA 42,WMA 3,WMA 5,WMA 7,WMA 14,WMA 21,WMA 42,DEMA 3,DEMA 5,DEMA 7,DEMA 14,DEMA 21,DEMA 42,KAMA 3,KAMA 5,KAMA 7,KAMA 14,KAMA 21,KAMA 42,RSI 3,RSI 5,RSI 7,RSI 14,RSI 21,RSI 42,ADX 3,ADX 5,ADX 7,ADX 14,ADX 21,ADX 42,MOM 3,MOM 5,MOM 7,MOM 14,MOM 21,MOM 42,CCI 3,CCI 5,CCI 7,CCI 14,CCI 21,CCI 42,BOP 3,BOP 5,BOP 7,BOP 14,BOP 21,BOP 42,CMO 3,CMO 5,CMO 7,CMO 14,CMO 21,CMO 42,ROCR 3,ROCR 5,ROCR 7,ROCR 14,ROCR 21,ROCR 42,Aroon Up 3,Aroon Down 3,Aroon Up 5,Aroon Down 5,Aroon Up 7,Aroon Down 7,Aroon Down 14,Aroon Up 14,Aroon Up 21,Aroon Down 21,Aroon Down 42,Aroon Up 42,DX 3,DX 5,DX 7,DX 14,DX 21,DX 42,MINUS_DI 3,MINUS_DI 5,MINUS_DI 7,MINUS_DI 14,MINUS_DI 21,MINUS_DI 42,PLUS_DI 3,PLUS_DI 5,PLUS_DI 7,PLUS_DI 14,PLUS_DI 21,PLUS_DI 42,MINUS_DM 3,MINUS_DM 5,MINUS_DM 7,MINUS_DM 14,MINUS_DM 21,MINUS_DM 42,PLUS_DM 3,PLUS_DM 5,PLUS_DM 7,PLUS_DM 14,PLUS_DM 21,PLUS_DM 42,Real Upper Band 3,Real Middle Band 3,Real Lower Band 3,Real Middle Band 5,Real Lower Band 5,Real Upper Band 5,Real Middle Band 7,Real Lower Band 7,Real Upper Band 7,Real Lower Band 14,Real Upper Band 14,Real Middle Band 14,Real Lower Band 21,Real Upper Band 21,Real Middle Band 21,Real Middle Band 42,Real Lower Band 42,Real Upper Band 42,NATR 3,NATR 5,NATR 7,NATR 14,NATR 21,NATR 42,MAMA,FAMA,MACD_Signal,MACD_Hist,MACD,SlowD,SlowK,PPO,ULTOSC,SAR,Chaikin A/D,OBV
2016-07-08,123.4,999889.0,AENA.MC,120.6667,120.0,119.5929,117.55,117.3643,119.431,121.5,120.67,120.2179,118.4648,117.9167,118.5079,122.6452,122.0105,121.4133,119.4537,118.4624,119.2785,119.5294,119.2028,119.3015,117.2294,118.3422,119.6435,89.7553,77.6156,70.2591,60.1766,57.1981,55.6031,45.8296,27.1886,24.2896,20.7902,18.4813,13.6383,4.35,4.5,4.55,3.6,1.45,1.5,100.0,142.9798,182.7801,127.9263,144.3893,90.3965,0.6744,0.6744,0.6744,0.6744,0.6744,0.6744,79.5107,55.2312,40.5182,20.3531,14.3962,11.2061,1.0365,1.0378,1.0383,1.0301,1.0119,1.0123,100.0,33.3333,100.0,20.0,100.0,0.0,28.5714,100.0,100.0,52.381,76.1905,23.8095,83.5712,50.9058,30.1161,5.1177,0.1092,1.0628,4.4352,11.499,15.8401,21.3393,22.4785,22.4473,49.5579,35.3457,29.4926,23.6413,22.5276,22.9295,0.4243,1.9627,3.9136,9.9857,14.5628,25.468,4.7413,6.0329,7.2866,11.0629,14.5946,26.0151,124.8022,120.6667,116.5312,120.0,116.4039,123.5961,119.5929,116.2739,122.9118,109.5295,125.5705,117.55,110.4806,124.248,117.3643,119.431,112.8568,126.0051,2.5844,2.7663,2.8602,2.7087,2.5,2.1891,108.1462,69.8496,-0.5632,0.8137,0.2505,73.9689,73.9537,-0.6534,58.5551,106.8719,9415690.1405,68830811.0
2016-07-11,125.5,233991.0,AENA.MC,123.0333,121.31,120.6286,118.0107,117.6619,119.5202,123.9167,122.5033,121.6946,119.5248,118.6563,118.7901,125.099,124.3057,123.5167,121.0476,119.6772,119.8748,122.183,121.2269,121.3517,117.5056,118.5027,119.7008,93.4231,82.5181,74.8609,63.433,59.7311,57.1306,60.0717,33.7972,26.471,20.1538,17.8502,13.4071,7.1,6.55,7.25,6.45,6.25,3.75,100.0,122.2486,161.4194,165.4284,192.9369,158.995,0.1935,0.1935,0.1935,0.1935,0.1935,0.1935,86.8462,65.0362,49.7218,26.8659,19.4621,14.2612,1.06,1.0551,1.0613,1.0542,1.0524,1.0308,100.0,0.0,100.0,0.0,100.0,0.0,21.4286,100.0,100.0,47.619,73.8095,100.0,88.5559,60.2316,39.5597,11.8805,5.2285,3.9301,3.2226,9.7801,14.2277,20.2224,21.6369,21.9712,53.0963,39.405,32.8525,25.6752,24.0243,23.7688,0.2829,1.5702,3.3545,9.2724,13.8693,24.8616,4.6609,6.3263,7.7457,11.7727,15.3997,26.8957,127.3917,123.0333,118.6749,121.31,115.8892,126.7308,120.6286,115.5656,125.6916,109.0166,127.0049,118.0107,109.9833,125.3405,117.6619,119.5202,112.7244,126.3161,2.3315,2.5585,2.6838,2.6097,2.4322,2.1468,108.3197,70.0419,-0.2979,1.0612,0.7633,77.4492,86.4522,-0.3967,59.7782,107.569,9559103.2488,69064802.0
2016-07-12,124.05,1686797.0,AENA.MC,124.3167,122.31,121.3643,118.3643,118.0357,119.5774,124.425,123.4167,122.55,120.33,119.237,119.0008,124.7252,124.6529,124.1894,121.963,120.4775,120.2974,122.4937,121.6602,121.7752,117.6559,118.6738,119.733,68.1521,69.3996,66.5641,59.7971,57.2738,55.7733,61.2874,36.7337,27.3454,19.3635,17.1609,13.1572,3.85,5.0,5.15,4.95,7.85,2.4,31.1828,69.7379,90.8806,131.2554,154.0912,136.7852,-0.6444,-0.6444,-0.6444,-0.6444,-0.6444,-0.6444,36.3043,38.7991,33.1283,19.5941,14.5475,11.5466,1.032,1.042,1.0433,1.0416,1.0676,1.0197,100.0,0.0,100.0,20.0,100.0,14.2857,14.2857,100.0,100.0,42.8571,71.4286,100.0,63.7188,48.4796,32.5918,9.0893,3.3743,2.9117,8.4989,11.6348,15.0286,20.3227,21.6577,21.9762,38.3512,33.5309,29.5613,24.3865,23.1703,23.2943,0.6886,1.7561,3.3753,9.1101,13.7089,24.7697,3.1073,5.0611,6.6391,10.9317,14.6663,26.2553,126.0723,124.3167,122.561,122.31,117.0845,127.5355,121.3643,116.0304,126.6982,108.8524,127.8762,118.3643,109.926,126.1454,118.0357,119.5774,112.6714,126.4834,2.1771,2.4335,2.5864,2.5812,2.4298,2.1633,108.477,70.2341,-0.0302,1.0708,1.0406,82.3056,86.511,0.4609,57.5507,108.4806,8322123.2802,67378005.0
2016-07-13,124.25,236604.0,AENA.MC,124.6,123.48,122.1214,118.7071,118.469,119.6298,124.3917,124.0633,123.2714,121.1148,119.8019,119.2182,124.6129,124.8514,124.6466,122.7374,121.2032,120.7079,122.5647,122.2252,122.1721,117.8029,118.8878,119.7651,69.84,70.2159,67.15,60.1365,57.5268,55.9213,50.2731,35.7049,26.6667,18.3471,16.3801,12.8793,0.85,5.85,5.3,4.8,9.1,2.2,-90.6251,34.8472,59.37,106.1127,131.3886,120.5886,0.1163,0.1163,0.1163,0.1163,0.1163,0.1163,39.68,40.4319,34.3,20.2729,15.0536,11.8425,1.0069,1.0494,1.0446,1.0402,1.079,1.018,66.6667,0.0,80.0,0.0,85.7143,0.0,7.1429,92.8571,95.2381,38.0952,69.0476,97.619,28.2443,31.5898,22.5944,5.1348,0.7642,1.4855,15.3489,14.7972,16.7897,20.9237,22.033,22.179,27.4321,28.463,26.5914,23.1888,22.3724,22.8479,1.1591,2.1049,3.5931,9.1594,13.7561,24.8799,2.0715,4.0489,5.6907,10.1509,13.9679,25.6302,125.8832,124.6,123.3168,123.48,119.9289,127.0311,122.1214,116.8693,127.3736,108.7288,128.6855,118.7071,110.0556,126.8825,118.469,119.6298,112.617,126.6425,2.0259,2.2897,2.4605,2.5165,2.3928,2.1496,108.6348,70.4261,0.2282,1.0338,1.262,84.9693,81.9446,1.5489,57.0771,109.5317,8349635.45,67614609.0
2016-07-14,124.35,3536885.0,AENA.MC,124.2167,124.31,122.8786,119.7321,118.869,119.7,124.2667,124.3533,123.8286,121.8671,120.3366,119.4377,124.5691,124.9283,124.9227,123.3709,121.8455,121.0979,122.9428,122.5982,122.5213,118.9231,119.0806,119.8033,70.993,70.7044,67.4824,60.3168,57.6585,55.9967,44.9626,35.416,26.356,17.4781,15.672,12.6175,-1.15,4.15,5.3,14.35,8.4,2.95,34.0426,30.754,55.071,97.2501,126.99,125.5997,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,-0.5625,41.986,41.4088,34.9647,20.6337,15.317,11.9933,0.9908,1.0345,1.0445,1.1305,1.0724,1.0243,33.3333,66.6667,60.0,0.0,71.4286,14.2857,0.0,85.7143,90.4762,33.3333,66.6667,95.2381,34.3417,34.2606,24.4922,6.1813,1.5103,1.8835,11.6472,12.9732,15.4427,20.1313,21.4557,21.8596,23.831,26.4953,25.4609,22.784,22.1137,22.6989,0.7727,1.6839,3.0798,8.5051,13.101,24.2875,1.581,3.4391,5.0777,9.6258,13.5028,25.22,124.4661,124.2167,123.9672,124.31,122.9485,125.6715,122.8786,118.11,127.6472,110.6326,128.8316,119.7321,110.1785,127.5596,118.869,119.7,112.5598,126.8402,1.7784,2.0877,2.2911,2.4268,2.3383,2.1274,108.7919,70.618,0.4684,0.9607,1.4291,80.8202,74.005,2.1366,56.7754,110.5198,7244338.3018,71151494.0
2016-07-15,124.8,1107056.0,AENA.MC,124.4667,124.59,123.7929,120.9679,119.3333,119.7607,124.5583,124.5167,124.3089,122.5429,120.8758,119.6749,124.8409,125.1482,125.2391,123.9762,122.4751,121.5003,123.7682,122.7477,123.0439,120.5332,119.3312,119.8418,76.943,73.1788,69.1225,61.1684,58.2697,56.341,36.3598,33.9355,25.5952,16.5822,14.9598,12.352,0.75,1.4,6.4,17.3,9.75,2.55,46.3412,-26.071,41.8803,83.0929,114.9065,121.1147,0.3,0.3,0.3,0.3,0.3,0.3,53.886,46.3576,38.2451,22.3369,16.5394,12.6819,1.006,1.0113,1.0541,1.1609,1.0847,1.0209,0.0,33.3333,40.0,0.0,57.1429,0.0,0.0,78.5714,85.7143,28.5714,64.2857,92.8571,19.1542,28.0135,21.0302,4.9347,0.7152,1.4636,12.0743,13.0187,15.2726,19.8809,21.2515,21.7433,17.7956,23.1511,23.407,21.9449,21.5577,22.3892,0.7151,1.5471,2.8398,8.0976,12.6772,23.9092,1.054,2.7513,4.3523,8.9383,12.8598,24.6195,124.9451,124.4667,123.9882,124.59,123.5558,125.6242,123.7929,120.6236,126.9621,114.5428,127.3929,120.9679,110.4685,128.1982,119.3333,119.7607,112.4926,127.0288,1.582,1.9045,2.1285,2.3312,2.2761,2.0979,108.952,70.8096,0.6906,0.8889,1.5796,74.7266,68.2301,2.4598,62.715,111.4486,7908579.2821,72258550.0
2016-07-18,125.35,152571.0,AENA.MC,124.8333,124.56,124.5286,121.7357,119.7048,119.8631,125.0,124.77,124.6982,123.1271,121.4227,119.9349,125.3111,125.5128,125.6303,124.5823,123.1102,121.9233,124.4712,122.7724,123.5104,121.5762,119.5398,119.9016,83.2441,76.2442,71.1943,62.2352,59.0287,56.7645,39.1949,34.7364,25.8671,15.9784,14.386,12.1196,1.1,-0.15,5.15,10.75,7.8,4.3,100.0,155.9138,79.2557,82.5093,111.2484,129.4775,0.5667,0.5667,0.5667,0.5667,0.5667,0.5667,66.4882,52.4884,42.3886,24.4703,18.0574,13.529,1.0089,0.9988,1.0428,1.0938,1.0664,1.0355,100.0,0.0,20.0,40.0,42.8571,0.0,0.0,71.4286,80.9524,23.8095,61.9048,90.4762,44.8652,37.9396,27.4986,8.1289,2.9108,2.5944,8.7502,11.2446,13.9588,19.1225,20.7048,21.4437,22.9909,24.993,24.5476,22.5065,21.9463,22.586,0.4768,1.2377,2.4341,7.5192,12.0735,23.34,1.2527,2.751,4.2806,8.8498,12.7975,24.5833,125.6512,124.8333,124.0155,124.56,123.6296,125.4904,124.5286,123.1545,125.9027,116.0065,127.4649,121.7357,110.522,128.8875,119.7048,119.8631,112.4065,127.3197,1.4489,1.7562,1.9873,2.2407,2.2152,2.0674,109.116,71.0012,0.8972,0.8262,1.7233,70.7215,69.9294,2.7551,62.3779,112.3217,8000121.0684,72411121.0
2016-07-19,127.3,418321.0,AENA.MC,125.8167,125.21,125.0857,122.3393,120.0619,119.9774,126.2333,125.6833,125.3911,123.869,122.1132,120.2808,126.9009,126.7401,126.6859,125.5365,123.9919,122.4924,125.7285,124.7846,124.147,122.6439,119.7981,119.9886,93.1703,84.2313,77.4522,65.8202,61.627,58.236,51.9036,39.6075,28.4079,16.0603,14.1407,11.9719,2.95,3.25,3.9,8.45,7.5,4.8,100.0,153.7926,183.7758,100.0919,120.2083,156.0558,0.9259,0.9259,0.9259,0.9259,0.9259,0.9259,86.3406,68.4627,54.9044,31.6403,23.254,16.472,1.0237,1.0262,1.0316,1.0711,1.0626,1.0392,100.0,33.3333,100.0,20.0,100.0,0.0,0.0,100.0,100.0,19.0476,59.5238,100.0,77.3211,59.0923,43.6525,17.1253,9.2336,5.9129,5.0193,8.6059,11.8231,17.8058,19.7449,20.9122,39.2446,33.4686,30.1419,25.1646,23.7621,23.5407,0.3178,0.9902,2.0864,6.9821,11.4986,22.7843,2.4851,3.8508,5.3191,9.8677,13.838,25.648,127.9619,125.8167,123.6714,125.21,122.9798,127.4402,125.0857,123.0102,127.1612,116.1884,128.4901,122.3393,110.3254,129.7984,120.0619,119.9774,112.2215,127.7332,1.6581,1.8077,1.9803,2.2002,2.1784,2.0378,109.2978,71.1926,1.1121,0.8598,1.9719,72.4185,79.096,2.9739,63.4867,113.1424,8418442.0684,72829442.0
2016-07-20,128.4,509575.0,AENA.MC,127.0167,126.04,125.5,123.0643,120.5071,120.0988,127.525,126.7467,126.2196,124.6771,122.8712,120.6725,128.2231,127.9589,127.7994,126.5584,124.9389,123.1202,126.9158,126.3915,124.7154,124.0283,120.1781,120.0922,95.4507,87.2533,80.2726,67.6838,63.0162,59.0415,63.614,45.6768,32.0403,16.6225,14.144,11.892,3.6,4.15,2.9,10.15,9.35,5.1,100.0,130.0287,169.0946,126.2464,130.4256,188.1433,0.2857,0.2857,0.2857,0.2857,0.2857,0.2857,90.9013,74.5065,60.5453,35.3676,26.0323,18.083,1.0288,1.0334,1.0231,1.0858,1.0785,1.0414,100.0,0.0,100.0,0.0,100.0,28.5714,0.0,100.0,100.0,14.2857,57.1429,100.0,87.0347,69.9538,53.8346,23.9317,14.211,8.6188,3.7693,7.4697,10.8215,17.1466,19.2587,20.6406,54.3751,42.2519,36.06,27.9355,25.6392,24.5341,0.2119,0.7921,1.7883,6.4834,10.951,22.2418,3.0567,4.4806,5.9592,10.5629,14.5791,26.4373,129.539,127.0167,124.4943,126.04,122.9381,129.1419,125.5,122.3695,128.6305,116.6263,129.5023,123.0643,110.1605,130.8538,120.5071,120.0988,111.9871,128.2105,1.4594,1.6518,1.8387,2.1035,2.1088,1.9982,109.4888,71.3841,1.3361,0.8958,2.2319,79.9066,90.6945,3.193,62.0267,114.1334,8709624.6628,73339017.0
2016-07-21,128.25,1020798.0,AENA.MC,127.9833,126.82,126.1,123.7321,120.9429,120.1857,128.1417,127.4833,126.9071,125.3686,123.5751,121.0517,128.4854,128.4663,128.3976,127.3213,125.724,123.6887,127.4126,127.1143,126.1029,124.9649,120.523,120.1711,89.3487,84.4933,78.7064,67.1462,62.6912,58.8829,50.5067,43.5017,32.0308,16.5694,13.9118,11.7556,2.9,3.9,4.2,9.35,9.15,3.65,32.2582,72.9711,93.5588,106.3125,108.7137,172.8796,-0.2264,-0.2264,-0.2264,-0.2264,-0.2264,-0.2264,78.6974,68.9866,57.4128,34.2923,25.3824,17.7657,1.0231,1.0314,1.0339,1.0786,1.0768,1.0293,100.0,0.0,100.0,20.0,100.0,14.2857,7.1429,100.0,100.0,9.5238,54.7619,100.0,24.292,34.8011,31.9738,15.8788,9.2676,6.1613,19.4017,15.5718,15.6579,18.8563,20.2968,21.1534,31.8523,32.1953,30.377,25.975,24.4431,23.9312,1.2413,1.7337,2.6329,7.1203,11.5295,22.8122,2.0378,3.5845,5.1079,9.8084,13.8848,25.8079,128.9574,127.9833,127.0092,126.82,123.8518,129.7882,126.1,122.7118,129.4882,117.2212,130.2431,123.7321,110.1107,131.7751,120.9429,120.1857,111.8091,128.5623,1.6628,1.7362,1.873,2.1031,2.1092,2.0021,109.6765,71.5756,1.5485,0.8497,2.3982,88.0067,94.2296,3.4243,69.5622,115.2988,9268171.4593,72318219.0
2016-07-22,127.55,183462.0,AENA.MC,128.0667,127.37,126.5714,124.3464,121.3286,120.3714,127.925,127.7267,127.2696,125.8776,124.1758,121.3942,127.9671,128.2788,128.4186,127.7367,126.2723,124.1519,127.4154,127.1974,126.4117,125.4246,120.7747,120.3194,61.7258,71.3309,71.1482,64.5685,61.1462,58.1361,41.7684,41.7616,32.0227,16.5201,13.6906,11.6224,0.25,2.75,3.3,8.6,8.1,7.8,-73.0772,41.7213,65.6395,98.8936,95.1918,159.2463,-0.1818,-0.1818,-0.1818,-0.1818,-0.1818,-0.1818,23.4515,42.6618,42.2963,29.137,22.2923,16.2722,1.002,1.022,1.0266,1.0723,1.0678,1.0651,66.6667,0.0,80.0,0.0,85.7143,0.0,0.0,92.8571,95.2381,4.7619,52.381,97.619,24.292,34.8011,31.9738,15.8788,9.2676,6.1613,13.9897,13.138,14.0495,18.0089,19.696,20.8269,22.9673,27.1633,27.2566,24.8076,23.7196,23.5619,0.8275,1.387,2.2567,6.6117,10.9805,22.2691,1.3586,2.8676,4.3782,9.1078,13.2237,25.1934,128.8075,128.0667,127.3258,127.37,125.1877,129.5523,126.5714,123.4351,129.7078,118.1405,130.5524,124.3464,110.1647,132.4924,121.3286,120.3714,111.701,129.0419,1.5458,1.6553,1.7991,2.056,2.0813,1.996,109.8552,71.767,1.7279,0.7175,2.4454,89.978,85.0098,3.6437,68.7059,116.5184,9240375.1098,72134757.0
2016-07-25,128.2,231378.0,AENA.MC,128.0,127.94,127.1214,125.0,122.1952,120.5417,127.9917,128.0033,127.6768,126.3914,124.8004,121.7583,128.2208,128.4757,128.6605,128.2071,126.8489,124.6393,127.4318,127.393,126.8275,125.9392,122.1235,120.4654,73.2462,75.7209,73.8669,65.8784,62.0579,58.6351,43.3027,42.3237,32.9431,16.7115,13.5896,11.5209,-0.2,2.85,3.85,9.15,18.2,7.15,100.0,81.0813,73.4569,108.7081,98.0971,158.6261,0.3823,0.3823,0.3823,0.3823,0.3823,0.3823,46.4925,51.4419,47.7337,31.7568,24.1158,17.2702,0.9984,1.0227,1.031,1.0769,1.1655,1.0591,100.0,33.3333,100.0,0.0,100.0,14.2857,7.1429,100.0,100.0,0.0,50.0,100.0,46.3712,44.5721,38.4659,19.2001,11.5693,7.361,9.7755,10.9366,12.5054,17.1535,19.085,20.4932,26.6806,28.5257,28.14,25.3057,24.0787,23.7499,0.5517,1.1096,1.9344,6.1395,10.4576,21.7389,1.5057,2.8941,4.3527,9.0572,13.194,25.1936,128.6377,128.0,127.3623,127.94,127.0742,128.8058,127.1214,124.4154,129.8274,119.2526,130.7474,125.0,111.8911,132.4994,122.1952,120.5417,111.5498,129.5335,1.4674,1.5828,1.7237,1.9942,2.0353,1.9701,110.0386,71.9583,1.8836,0.6227,2.5063,86.5144,80.3039,3.8433,69.167,117.6282,9226762.7658,72366135.0
2016-07-26,127.35,127653.0,AENA.MC,127.7,127.95,127.4857,125.6393,123.1405,120.669,127.6667,127.8067,127.7339,126.7048,125.269,122.075,127.6415,128.0603,128.3959,128.3488,127.189,125.013,127.4239,127.3928,126.8819,126.1856,123.3363,120.5615,46.0545,60.5619,64.5824,62.6183,60.1208,57.7135,36.8035,40.6799,32.8551,16.7411,13.4351,11.408,-0.9,0.05,2.55,8.95,19.85,5.35,-47.8875,-64.8151,29.0089,78.2776,84.9756,136.9541,-0.5385,-0.5385,-0.5385,-0.5385,-0.5385,-0.5385,-7.891,21.1238,29.1648,25.2365,20.2416,15.4271,0.993,1.0004,1.0204,1.0756,1.1847,1.0439,66.6667,0.0,80.0,0.0,85.7143,0.0,0.0,92.8571,95.2381,0.0,47.619,97.619,23.8051,34.1048,32.3271,17.1251,10.3447,6.7784,12.2036,12.0816,13.1059,17.2317,19.0885,20.4775,19.8291,24.5876,25.6272,24.3531,23.4935,23.4555,0.6178,1.1377,1.908,5.9509,10.2097,21.4713,1.0038,2.3153,3.7309,8.4103,12.5657,24.5937,128.4257,127.7,126.9743,127.95,127.1133,128.7867,127.4857,125.5513,129.4201,121.1083,130.1703,125.6393,114.9839,131.2971,123.1405,120.669,111.4495,129.8886,1.325,1.4788,1.6331,1.937,2.0,1.9604,110.2117,72.1496,1.9984,0.4593,2.4577,76.4374,63.9984,3.8661,65.1626,118.7754,9138386.9774,72238482.0
2016-07-27,127.5,342669.0,AENA.MC,127.6833,127.77,127.7929,126.1607,123.7548,120.8238,127.5667,127.6567,127.7375,126.9529,125.6654,122.3927,127.5363,127.8801,128.2474,128.4748,127.4974,125.3714,127.4244,127.4012,126.9367,126.3832,124.0795,120.6799,50.8814,62.2299,65.4758,62.9666,60.3501,57.8333,46.8024,43.7976,34.951,17.3309,13.5468,11.3648,-0.05,-0.9,2.15,7.3,12.9,6.5,40.9093,74.3729,73.0604,84.8054,90.4497,136.5073,-0.4444,-0.4444,-0.4444,-0.4444,-0.4444,-0.4444,1.7628,24.4597,30.9516,25.9331,20.7002,15.6667,0.9996,0.993,1.0172,1.0607,1.1126,1.0537,100.0,0.0,100.0,20.0,100.0,0.0,0.0,100.0,100.0,0.0,45.2381,100.0,66.8001,56.2686,47.5263,24.999,15.7805,9.593,6.7797,8.8939,10.7746,15.8935,18.1277,19.9512,34.0619,31.7813,30.2922,26.4886,24.921,24.1853,0.4119,0.9101,1.6354,5.5259,9.7235,20.96,2.0692,3.2522,4.5979,9.2096,13.3673,25.4082,128.4242,127.6833,126.9425,127.77,127.0148,128.5252,127.7929,126.922,128.6637,122.6997,129.6218,126.1607,116.3556,131.1539,123.7548,120.8238,111.3719,130.2757,1.5882,1.6052,1.7007,1.9478,2.0033,1.9619,110.3846,72.3408,2.0794,0.3241,2.4035,65.3531,51.7571,3.7259,56.6072,119.8079,8884557.4493,72581151.0
2016-07-28,126.8,195773.0,AENA.MC,127.2167,127.48,127.7214,126.4036,124.1333,120.9536,127.125,127.3333,127.4893,127.0381,125.9422,122.6707,126.9759,127.3689,127.8108,128.3778,127.6308,125.6382,127.2283,127.3273,126.9342,126.409,124.3726,120.7675,31.286,49.9153,57.5695,60.15,58.6962,57.0605,43.758,43.3192,35.4518,17.6559,13.5668,11.3026,-1.4,-1.45,-0.5,3.4,7.95,5.45,-72.6022,-81.8313,-98.6493,48.6359,72.9753,115.3342,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-37.4279,-0.1694,15.1389,20.3001,17.3924,14.121,0.9891,0.9887,0.9961,1.0276,1.0669,1.0449,66.6667,100.0,80.0,0.0,85.7143,0.0,0.0,92.8571,95.2381,0.0,42.8571,97.619,37.6691,41.4057,38.4564,21.8814,13.9667,8.7521,10.3236,10.5836,11.6707,15.9872,18.104,19.9043,22.8016,25.5414,26.256,24.9434,23.9821,23.7226,0.6246,1.0781,1.7518,5.4811,9.6105,20.811,1.3795,2.6018,3.9411,8.5517,12.7308,24.8032,127.8185,127.2167,126.6148,127.48,126.5842,128.3758,127.7214,126.6433,128.7996,123.292,129.5152,126.4036,116.9669,131.2998,124.1333,120.9536,111.3283,130.5788,1.5904,1.6067,1.6911,1.9313,1.9936,1.9633,110.5488,72.5318,2.1191,0.1587,2.2778,46.9487,25.0905,3.662,44.4648,120.9125,8688784.4493,72385378.0
2016-07-29,129.0,217982.0,AENA.MC,127.7667,127.77,127.8071,126.6536,124.6452,121.156,128.0167,127.84,127.8089,127.3843,126.3846,123.0449,128.4419,128.3007,128.4646,128.8245,128.1161,126.0832,127.4982,127.4372,126.9699,126.5745,125.0847,120.9492,75.595,71.8217,70.5907,65.3898,62.1218,58.8317,44.4336,43.682,36.2272,18.0421,13.624,11.2516,1.65,1.45,0.6,3.5,10.75,8.5,72.7271,83.6573,108.351,79.8245,90.1642,122.8186,0.7143,0.7143,0.7143,0.7143,0.7143,0.7143,51.1899,43.6434,41.1814,30.7797,24.2437,17.6634,1.013,1.0114,1.0047,1.0279,1.0909,1.0705,33.3333,66.6667,60.0,80.0,71.4286,14.2857,14.2857,85.7143,90.4762,0.0,40.4762,95.2381,45.7848,45.1331,40.8795,23.0622,14.7678,9.1601,6.68,8.3338,9.9665,14.9538,17.3491,19.4844,17.9624,22.0444,23.7494,23.9187,23.3611,23.4139,0.4164,0.8625,1.5015,5.0896,9.1528,20.3155,1.1196,2.2814,3.5781,8.1409,12.3246,24.4127,129.6021,127.7667,125.9312,127.77,126.25,129.29,127.8071,126.464,129.1503,123.3182,129.989,126.6536,117.7006,131.5899,124.6452,121.156,111.2248,131.0871,1.6107,1.6045,1.6684,1.8846,1.9475,1.9244,110.7333,72.7228,2.1611,0.1679,2.3289,37.5878,35.9158,3.6743,48.127,121.8956,8906766.4493,72603360.0
2016-08-01,128.85,282347.0,AENA.MC,128.2167,127.9,127.8929,126.9964,125.119,121.3631,128.5583,128.2,128.0696,127.6771,126.7669,123.4028,128.8354,128.7092,128.8002,129.1259,128.4984,126.4804,127.6463,127.4739,127.0024,126.8636,125.6163,121.1289,70.9182,69.2407,68.9086,64.7646,61.7552,58.6627,56.4027,48.5496,39.3621,19.103,14.0067,11.2874,1.35,0.65,0.6,4.8,9.95,8.7,100.0,146.1719,184.1936,115.417,107.6391,130.7319,-0.2308,-0.2308,-0.2308,-0.2308,-0.2308,-0.2308,41.8363,38.4814,37.8172,29.5292,23.5103,17.3254,1.0106,1.0051,1.0047,1.0387,1.0837,1.0724,100.0,33.3333,100.0,60.0,100.0,0.0,7.1429,100.0,100.0,4.7619,38.0952,100.0,80.3411,68.0202,58.1719,32.8942,21.6616,12.7567,4.5465,6.7451,8.659,14.0848,16.7009,19.1181,41.7071,35.4386,32.7438,27.8931,25.9369,24.709,0.2776,0.69,1.287,4.7261,8.717,19.8318,2.5464,3.6251,4.8669,9.3594,13.5377,25.6314,130.2239,128.2167,126.2095,127.9,126.1599,129.6401,127.8929,126.3815,129.4042,123.8189,130.1739,126.9964,118.4549,131.7832,125.119,121.3631,111.1651,131.5611,1.5795,1.5878,1.6479,1.8601,1.929,1.9168,110.9145,72.9138,2.1949,0.1355,2.3305,34.0444,41.127,3.3688,40.5018,122.7706,8624419.4493,72321013.0
