date,close,volume,ticker,SMA 3,SMA 5,SMA 7,SMA 14,SMA 21,SMA 42,WMA 3,WMA 5,WMA 7,WMA 14,WMA 21,WMA 42,DEMA 3,DEMA 5,DEMA 7,DEMA 14,DEMA 21,DEMA 42,KAMA 3,KAMA 5,KAMA 7,KAMA 14,KAMA 21,KAMA 42,RSI 3,RSI 5,RSI 7,RSI 14,RSI 21,RSI 42,ADX 3,ADX 5,ADX 7,ADX 14,ADX 21,ADX 42,MOM 3,MOM 5,MOM 7,MOM 14,MOM 21,MOM 42,CCI 3,CCI 5,CCI 7,CCI 14,CCI 21,CCI 42,BOP 3,BOP 5,BOP 7,BOP 14,BOP 21,BOP 42,CMO 3,CMO 5,CMO 7,CMO 14,CMO 21,CMO 42,ROCR 3,ROCR 5,ROCR 7,ROCR 14,ROCR 21,ROCR 42,Aroon Up 3,Aroon Down 3,Aroon Up 5,Aroon Down 5,Aroon Up 7,Aroon Down 7,Aroon Down 14,Aroon Up 14,Aroon Up 21,Aroon Down 21,Aroon Down 42,Aroon Up 42,DX 3,DX 5,DX 7,DX 14,DX 21,DX 42,MINUS_DI 3,MINUS_DI 5,MINUS_DI 7,MINUS_DI 14,MINUS_DI 21,MINUS_DI 42,PLUS_DI 3,PLUS_DI 5,PLUS_DI 7,PLUS_DI 14,PLUS_DI 21,PLUS_DI 42,MINUS_DM 3,MINUS_DM 5,MINUS_DM 7,MINUS_DM 14,MINUS_DM 21,MINUS_DM 42,PLUS_DM 3,PLUS_DM 5,PLUS_DM 7,PLUS_DM 14,PLUS_DM 21,PLUS_DM 42,Real Upper Band 3,Real Middle Band 3,Real Lower Band 3,Real Middle Band 5,Real Lower Band 5,Real Upper Band 5,Real Middle Band 7,Real Lower Band 7,Real Upper Band 7,Real Lower Band 14,Real Upper Band 14,Real Middle Band 14,Real Lower Band 21,Real Upper Band 21,Real Middle Band 21,Real Middle Band 42,Real Lower Band 42,Real Upper Band 42,NATR 3,NATR 5,NATR 7,NATR 14,NATR 21,NATR 42,MAMA,FAMA,MACD_Signal,MACD_Hist,MACD,SlowD,SlowK,PPO,ULTOSC,SAR,Chaikin A/D,OBV
2017-02-10,134.25,169878.0,AENA.MC,133.9333,133.52,133.5286,134.25,134.5976,133.1798,134.0583,133.7833,133.6571,133.9438,134.1742,133.8147,134.1891,133.9167,133.7447,133.9805,134.4824,134.7404,133.9986,133.7682,133.9535,133.342,132.8234,132.2887,74.4013,58.1785,53.9051,53.3016,53.8575,53.6998,25.2945,14.9103,13.8117,16.0184,13.8483,7.8265,1.25,0.9,0.65,-0.05,-0.75,3.35,88.2351,89.4306,121.4495,3.7209,-23.0148,49.7052,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,48.8025,16.357,7.8101,6.6032,7.7149,7.3996,1.0094,1.0067,1.0049,0.9996,0.9944,1.0256,100.0,0.0,100.0,40.0,0.0,57.1429,78.5714,28.5714,4.7619,85.7143,35.7143,52.381,31.2712,12.5103,10.1852,12.5593,12.5108,8.4887,7.828,12.1279,13.735,15.3535,16.2877,18.3737,14.9515,15.5963,16.8502,19.764,20.9459,21.7825,0.3656,1.0223,1.6859,3.9824,6.5789,15.8888,0.6982,1.3146,2.0683,5.1264,8.4604,18.8365,134.5675,133.9333,133.2991,133.52,132.3876,134.6524,133.5286,132.5475,134.5096,131.7839,136.7161,134.25,132.0266,137.1686,134.5976,133.1798,129.2787,137.0808,1.1595,1.2557,1.3061,1.38,1.4327,1.5337,125.7916,96.5143,0.5773,-0.2643,0.313,45.3987,62.2968,-0.0308,38.0111,136.8478,8652845.2497,74535601.0
2017-02-13,134.85,107547.0,AENA.MC,134.3833,133.93,133.6857,134.2964,134.4857,133.2738,134.5167,134.2267,133.9875,134.0238,134.1972,133.8924,134.7406,134.4507,134.2075,134.1989,134.5999,134.8316,134.377,134.249,134.0264,133.3567,132.8752,132.3334,85.1761,67.3541,60.3458,55.9757,55.4485,54.3858,36.1804,17.8251,14.8679,16.0868,13.9115,7.8709,1.35,2.05,1.1,0.65,-2.35,3.95,100.0,117.5393,134.0999,48.7717,28.6203,69.8119,0.2174,0.2174,0.2174,0.2174,0.2174,0.2174,70.3522,34.7083,20.6916,11.9515,10.8971,8.7717,1.0101,1.0154,1.0082,1.0048,0.9829,1.0302,100.0,0.0,100.0,20.0,100.0,42.8571,71.4286,21.4286,0.0,80.9524,33.3333,50.0,57.9522,29.484,21.2047,16.9766,15.1758,9.6876,5.4603,10.1049,12.173,14.5386,15.7355,18.0845,20.5116,18.5551,18.7248,20.4842,21.3659,21.9643,0.2437,0.8178,1.445,3.6979,6.2656,15.5105,0.9155,1.5017,2.2228,5.2102,8.5075,18.838,135.0632,134.3833,133.7035,133.93,132.661,135.199,133.6857,132.3317,135.0398,131.8115,136.7814,134.2964,132.1874,136.784,134.4857,133.2738,129.4068,137.1408,1.1033,1.2003,1.2576,1.3473,1.4061,1.5143,125.8822,96.6611,0.5341,-0.1728,0.3613,60.2661,71.5008,-0.1718,36.6313,136.6639,8620114.6518,74643148.0
2017-02-14,134.45,159639.0,AENA.MC,134.5167,134.22,133.8429,134.3393,134.3881,133.3298,134.55,134.4,134.1786,134.0443,134.1939,133.9471,134.6058,134.5101,134.3329,134.275,134.6297,134.8782,134.3821,134.2901,134.0609,133.3667,132.9103,132.3571,59.9444,56.9429,54.4304,53.7653,54.1417,53.841,34.8797,18.2201,14.9846,16.0015,13.9139,7.9025,0.4,1.45,1.1,0.6,-2.05,2.35,17.857,63.9533,79.4783,27.0824,22.6916,58.7983,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44,19.8888,13.8859,8.8608,7.5306,8.2834,7.682,1.003,1.0109,1.0082,1.0045,0.985,1.0178,66.6667,0.0,80.0,0.0,85.7143,28.5714,64.2857,14.2857,42.8571,76.1905,30.9524,47.619,32.2782,19.8004,15.6854,14.8932,13.9609,9.1991,7.3947,10.4115,12.154,14.4109,15.6163,17.995,14.4439,15.5525,16.6761,19.4546,20.6841,21.6412,0.3125,0.8043,1.3886,3.5838,6.1172,15.2912,0.6103,1.2014,1.9053,4.838,8.1024,18.3895,135.0156,134.5167,134.0178,134.22,133.3265,135.1135,133.8429,132.4272,135.2585,131.866,136.8126,134.3393,132.2735,136.5026,134.3881,133.3298,129.4643,137.1952,1.0476,1.1491,1.2139,1.3212,1.3874,1.5048,125.9679,96.8077,0.4999,-0.1368,0.3631,66.3177,65.1554,-0.4288,36.147,136.4873,8498787.4793,74483509.0
2017-02-15,134.8,127148.0,AENA.MC,134.7,134.48,134.1286,134.3,134.3548,133.3821,134.6917,134.5933,134.4179,134.1057,134.2314,134.0154,134.7957,134.7243,134.5639,134.4224,134.7135,134.9514,134.4222,134.3876,134.2417,133.3801,132.9273,132.3831,71.1581,63.1696,58.5756,55.424,55.1137,54.2518,26.9473,14.7619,13.4973,15.6192,13.7985,7.9098,0.55,1.3,2.0,-0.55,-0.7,2.2,-36.3629,44.3888,67.4076,29.9121,33.0848,57.6958,0.25,0.25,0.25,0.25,0.25,0.25,42.3162,26.3393,17.1512,10.848,10.2273,8.5036,1.0041,1.0097,1.0151,0.9959,0.9948,1.0166,100.0,0.0,100.0,0.0,100.0,14.2857,57.1429,7.1429,38.0952,71.4286,28.5714,45.2381,11.0826,0.9291,4.5734,10.6485,11.4911,8.2117,11.5081,12.1265,13.0804,14.6921,15.7451,18.0093,9.2118,12.3539,14.3342,18.194,19.8335,21.2317,0.5083,0.9434,1.4902,3.6278,6.1259,15.2271,0.4069,0.9611,1.6331,4.4925,7.7166,17.9516,135.0559,134.7,134.3441,134.48,133.8616,135.0984,134.1286,132.8718,135.3854,131.8751,136.7249,134.3,132.2899,136.4196,134.3548,133.3821,129.4981,137.2662,1.0922,1.1543,1.2074,1.3084,1.3744,1.4934,126.0562,96.9539,0.4776,-0.0893,0.3883,66.2743,62.1668,-0.5445,37.5579,136.3178,8498787.4793,74610657.0
2017-02-16,135.0,205995.0,AENA.MC,134.75,134.67,134.4143,134.1071,134.3548,133.4452,134.8417,134.7667,134.6357,134.199,134.29,134.0907,134.9942,134.939,134.7961,134.5896,134.8182,135.0358,134.4369,134.4814,134.4272,133.492,132.9359,132.4155,76.7395,66.6178,60.944,56.3868,55.6773,54.4889,21.6591,11.9954,12.2225,15.2641,13.6886,7.917,0.15,0.95,2.0,-2.7,0.0,2.65,-0.02,19.4156,49.1471,49.5341,35.7565,54.7165,0.2632,0.2632,0.2632,0.2632,0.2632,0.2632,53.4791,33.2356,21.888,12.7737,11.3545,8.9777,1.0011,1.0071,1.015,0.9804,1.0,1.02,66.6667,66.6667,80.0,0.0,85.7143,0.0,50.0,0.0,33.3333,66.6667,26.1905,42.8571,11.0826,0.9291,4.5734,10.6485,11.4911,8.2117,8.701,10.5206,11.9207,14.1076,15.3516,17.8044,6.9648,10.7179,13.0633,17.4701,19.3377,20.9901,0.3389,0.7547,1.2773,3.3687,5.8342,14.8645,0.2713,0.7689,1.3998,4.1716,7.3491,17.5242,135.2046,134.75,134.2954,134.67,134.1165,135.2235,134.4143,133.4349,135.3937,132.5045,135.7098,134.1071,132.2899,136.4196,134.3548,133.4452,129.5443,137.3462,0.9616,1.0628,1.1339,1.2634,1.3405,1.4725,126.1457,97.0999,0.466,-0.0464,0.4196,61.9468,58.5182,-0.5128,38.1452,136.1551,8639733.8233,74816652.0
2017-02-17,135.0,162863.0,AENA.MC,134.9333,134.82,134.6286,134.0536,134.381,133.5274,134.9667,134.8767,134.7821,134.3181,134.3487,134.163,135.0453,135.0412,134.9395,134.7224,134.9063,135.1125,134.6872,134.5471,134.547,133.5202,132.9526,132.4571,76.7395,66.6178,60.944,56.3868,55.6773,54.4889,35.292,17.6337,14.6539,15.5889,13.8365,7.978,0.55,0.75,1.5,-0.75,0.55,3.45,100.0,134.9199,122.7396,96.4103,74.2653,68.8297,0.0,0.0,0.0,0.0,0.0,0.0,53.4791,33.2356,21.888,12.7737,11.3545,8.9777,1.0041,1.0056,1.0112,0.9945,1.0041,1.0262,100.0,33.3333,100.0,0.0,100.0,0.0,42.8571,7.1429,28.5714,61.9048,23.8095,40.4762,62.558,40.1869,29.2421,19.8108,16.7928,10.4769,5.7246,8.5171,10.3931,13.2979,14.7996,17.5143,24.8538,19.962,18.9833,19.8685,20.7732,21.6137,0.2259,0.6038,1.0949,3.128,5.5564,14.5106,0.9808,1.4151,1.9998,4.6736,7.7992,17.907,135.1219,134.9333,134.7448,134.82,134.417,135.223,134.6286,133.9258,135.3313,132.6346,135.4726,134.0536,132.298,136.4639,134.381,133.5274,129.6443,137.4105,0.9744,1.0502,1.1148,1.2446,1.3243,1.4612,126.2342,97.2455,0.4606,-0.0213,0.4393,60.0004,59.3161,-0.4261,38.0542,135.9989,8573381.4264,74816652.0
2017-02-20,136.0,136480.0,AENA.MC,135.3333,135.05,134.9071,134.1714,134.4714,133.6095,135.5,135.27,135.125,134.5776,134.4959,134.278,135.7967,135.6376,135.4614,135.076,135.1534,135.2728,135.2707,134.803,134.898,133.6564,133.0194,132.5141,92.6787,80.72,71.8841,61.2416,58.5467,55.6936,46.3421,23.161,17.2789,16.0067,14.0234,8.0475,1.2,1.15,1.95,1.65,1.9,3.45,100.0,136.7521,171.2937,144.5694,110.5828,86.5253,0.0,0.0,0.0,0.0,0.0,0.0,85.3574,61.4399,43.7681,22.4832,17.0933,11.3872,1.0089,1.0085,1.0145,1.0123,1.0142,1.026,100.0,0.0,100.0,40.0,100.0,0.0,35.7143,0.0,23.8095,57.1429,21.4286,38.0952,68.4423,45.2701,33.0294,21.4376,17.7627,10.8992,3.9834,7.0812,9.219,12.6328,14.3384,17.2687,21.2618,18.7957,18.3124,19.5271,20.5324,21.4935,0.1506,0.483,0.9385,2.9046,5.2918,14.1651,0.8039,1.2821,1.8641,4.4898,7.5778,17.6306,136.2761,135.3333,134.3905,135.05,134.0185,136.0815,134.9071,133.8742,135.9401,132.435,135.9079,134.1714,132.2828,136.6601,134.4714,133.6095,129.6671,137.552,0.9267,1.0031,1.0693,1.2076,1.2922,1.4361,126.3319,97.391,0.4744,0.0551,0.5295,62.9655,71.0621,-0.2527,44.0592,132.25,8686124.5359,74953132.0
2017-02-21,137.75,450850.0,AENA.MC,136.25,135.71,135.4071,134.4679,134.6357,133.7607,136.7083,136.17,135.8357,135.0548,134.7939,134.4706,137.3479,136.9152,136.5542,135.7936,135.6683,135.5792,136.3726,136.1128,135.7753,134.4109,133.21,132.6784,97.3841,89.9797,82.1134,67.9625,62.9536,57.7008,61.3003,33.481,23.4246,17.4818,14.6661,8.2225,2.75,3.3,3.5,4.15,3.45,6.35,100.0,150.2835,194.2272,212.5306,205.5808,140.2098,0.641,0.641,0.641,0.641,0.641,0.641,94.7682,79.9594,64.2267,35.9251,25.9072,15.4017,1.0204,1.0245,1.0261,1.0311,1.0257,1.0483,100.0,0.0,100.0,20.0,100.0,0.0,28.5714,100.0,100.0,52.381,19.0476,35.7143,91.2167,74.7611,60.2987,36.6588,27.5199,15.3967,2.2459,5.217,7.535,11.5756,13.5847,16.8582,48.8952,36.1236,30.4234,24.9744,23.9007,22.9941,0.1004,0.3864,0.8044,2.6971,5.0398,13.8279,2.1859,2.6757,3.2478,5.8191,8.8669,18.8608,138.523,136.25,133.977,135.71,133.5042,137.9158,135.4071,133.3004,137.5139,131.972,136.9637,134.4679,132.0427,137.2288,134.6357,133.7607,129.684,137.8374,1.0818,1.0754,1.1071,1.2082,1.2825,1.4178,126.446,97.5362,0.5263,0.2075,0.7337,70.8505,82.1733,-0.0159,53.7984,132.2885,9136974.5359,75403982.0
2017-02-22,133.7,497732.0,AENA.MC,135.8167,135.49,135.2429,134.4643,134.6119,133.7964,135.4333,135.5,135.4089,134.9524,134.7089,134.4678,134.7987,135.3257,135.4718,135.3594,135.4082,135.4944,136.2864,136.0516,135.7262,134.4077,133.2132,132.6864,30.1397,37.6583,41.4226,47.4539,50.0293,52.1046,53.4155,31.4944,22.3551,16.3953,14.1115,8.1465,-1.3,-1.1,-1.15,-0.05,-0.5,1.5,-66.4924,-30.4663,-5.2101,58.8611,50.8747,63.8519,-0.7571,-0.7571,-0.7571,-0.7571,-0.7571,-0.7571,-39.7206,-24.6834,-17.1547,-5.0923,0.0586,4.2093,0.9904,0.9918,0.9915,0.9996,0.9963,1.0113,100.0,100.0,100.0,100.0,100.0,100.0,21.4286,100.0,100.0,47.619,16.6667,100.0,37.646,23.5479,15.9382,2.2704,3.0185,5.0289,32.2326,26.762,23.7734,19.7461,18.7795,19.1206,14.6014,16.5605,17.2371,18.8694,19.9485,21.1455,3.2169,3.4591,3.8395,5.6545,7.9498,16.6486,1.4573,2.1405,2.7838,5.4034,8.4447,18.4118,139.1336,135.8167,132.4997,135.49,132.799,138.181,135.2429,132.8307,137.655,131.9642,136.9644,134.4643,131.9942,137.2296,134.6119,133.7964,129.7489,137.844,2.4883,1.9335,1.7256,1.5299,1.5077,1.5506,126.5186,97.6811,0.5335,0.0288,0.5623,74.4382,70.0793,0.0912,39.2506,132.3977,8788562.5625,74906250.0
2017-02-23,135.5,413493.0,AENA.MC,135.65,135.59,135.3929,134.6179,134.6905,133.8714,135.275,135.5033,135.4732,135.0905,134.7896,134.547,135.2368,135.4387,135.5398,135.4518,135.4915,135.577,136.2778,136.0462,135.7221,134.4396,133.2422,132.7226,52.1616,52.8801,53.3972,54.0855,54.3982,54.1301,48.159,29.9051,21.4384,15.3864,13.5832,8.0722,-0.5,0.5,1.05,2.15,1.65,3.15,-69.672,-88.5528,-67.4932,7.3498,3.5446,39.3719,0.2,0.2,0.2,0.2,0.2,0.2,4.3231,5.7603,6.7944,8.171,8.7964,8.2602,0.9963,1.0037,1.0078,1.0161,1.0123,1.0238,66.6667,66.6667,80.0,80.0,85.7143,85.7143,14.2857,92.8571,95.2381,42.8571,14.2857,97.619,37.646,23.5479,15.9382,2.2704,3.0185,5.0289,23.4293,21.5515,20.1368,18.0492,17.683,18.5743,10.6136,13.3362,14.6003,17.2478,18.7838,20.5414,2.1446,2.7673,3.291,5.2506,7.5713,16.2522,0.9715,1.7124,2.3862,5.0175,8.0426,17.9734,138.9636,135.65,132.3364,135.59,132.9424,138.2376,135.3929,133.0676,137.7181,132.1464,137.0893,134.6179,132.0699,137.311,134.6905,133.8714,129.8171,137.9257,2.2518,1.8953,1.7231,1.5335,1.5047,1.5375,126.6084,97.8258,0.5398,0.0254,0.5652,68.0525,51.9048,0.2317,47.0696,132.6153,9135897.6749,75319743.0
2017-02-24,134.95,370212.0,AENA.MC,134.7167,135.58,135.4143,134.7714,134.6714,133.9893,134.925,135.29,135.3625,135.1348,134.8132,134.5972,134.9996,135.1901,135.3348,135.3851,135.4649,135.6019,136.135,136.0411,135.7179,134.4546,133.2522,132.7694,45.5767,48.3693,49.7703,51.9289,52.914,53.4229,36.4856,25.8771,19.2507,14.4544,13.2158,8.0298,-2.8,-0.05,0.15,2.15,-0.4,4.95,18.8685,-49.6073,-34.4927,31.1991,32.1626,52.796,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-8.8467,-3.2615,-0.4595,3.8578,5.8279,6.8459,0.9797,0.9996,1.0011,1.0162,0.997,1.0381,33.3333,33.3333,60.0,60.0,71.4286,71.4286,7.1429,85.7143,90.4762,38.0952,11.9048,95.2381,13.1388,9.7653,6.1243,2.3388,5.8671,6.291,18.0927,18.3382,17.844,16.9216,16.9355,18.191,13.8905,15.0753,15.7845,17.7321,19.0466,20.6334,1.4298,2.2139,2.8208,4.8756,7.2107,15.8653,1.0977,1.8199,2.4953,5.1091,8.1096,17.9955,136.2229,134.7167,133.2104,135.58,132.9232,138.2368,135.4143,133.1086,137.72,132.5129,137.03,134.7714,132.0646,137.2783,134.6714,133.9893,130.1079,137.8707,1.9519,1.7892,1.6735,1.525,1.5024,1.5388,126.6918,97.9701,0.5353,-0.0181,0.5171,50.5027,29.5239,0.3072,46.2748,132.65,9012491.6182,74949531.0
2017-02-27,135.15,785774.0,AENA.MC,135.2,135.41,135.4357,134.925,134.55,134.1119,135.1417,135.1467,135.2964,135.1852,134.8567,134.6512,135.0779,135.1641,135.283,135.377,135.4734,135.6413,135.9719,136.027,135.7148,134.4749,133.2961,132.8213,49.0827,50.2965,51.1771,52.668,53.3994,53.6485,28.7033,22.6548,17.3755,13.589,12.8659,7.9884,1.45,-0.85,0.15,2.15,-2.55,5.15,53.4886,-35.9886,-41.5018,20.2557,43.2381,51.808,-0.0435,-0.0435,-0.0435,-0.0435,-0.0435,-0.0435,-1.8346,0.5929,2.3542,5.336,6.7989,7.297,1.0108,0.9937,1.0011,1.0162,0.9815,1.0396,0.0,0.0,40.0,40.0,57.1429,57.1429,0.0,78.5714,85.7143,33.3333,9.5238,92.8571,13.1388,9.7653,6.1243,2.3388,5.8671,6.291,14.8509,16.3869,16.448,16.2242,16.4684,17.9485,11.4016,13.4712,14.5496,17.0013,18.5213,20.3584,0.9532,1.7711,2.4179,4.5273,6.8674,15.4875,0.7318,1.456,2.1388,4.7441,7.7234,17.567,135.6546,135.2,134.7454,135.41,132.7738,138.0462,135.4357,133.143,137.7284,132.8876,136.9624,134.925,132.3065,136.7935,134.55,134.1119,130.4217,137.8021,1.583,1.5994,1.5538,1.4748,1.4693,1.5202,126.7764,98.1141,0.5261,-0.0366,0.4896,39.2858,36.4286,0.3451,45.3636,132.86,8978315.0538,75735305.0
2017-02-28,135.0,358952.0,AENA.MC,135.0333,134.86,135.4357,135.0321,134.5143,134.2393,135.0417,135.01,135.1875,135.1952,134.8976,134.6925,135.003,135.0676,135.1799,135.3296,135.4518,135.6625,135.8171,135.9284,135.7118,134.4854,133.3109,132.8713,45.7659,48.596,49.9529,52.022,52.9694,53.4496,23.5152,20.0769,15.7682,12.7854,12.5326,7.948,-0.5,-2.75,0.0,1.5,-0.75,5.35,50.0,22.3376,-41.0861,9.3151,45.2531,49.383,-0.7143,-0.7143,-0.7143,-0.7143,-0.7143,-0.7143,-8.4681,-2.8081,-0.0941,4.044,5.9387,6.8993,0.9963,0.98,1.0,1.0112,0.9945,1.0413,33.3333,0.0,20.0,20.0,42.8571,42.8571,71.4286,71.4286,80.9524,28.5714,7.1429,90.4762,13.1388,9.7653,6.1243,2.3388,5.8671,6.291,12.7629,15.1596,15.5823,15.7975,16.1832,17.8006,9.7986,12.4623,13.7839,16.5541,18.2005,20.1906,0.6354,1.4169,2.0725,4.2039,6.5404,15.1188,0.4879,1.1648,1.8333,4.4053,7.3556,17.1487,135.2033,135.0333,134.8634,134.86,133.6379,136.0821,135.4357,133.143,137.7284,133.1542,136.9101,135.0321,132.3251,136.7035,134.5143,134.2393,130.8141,137.6644,1.2293,1.3846,1.4074,1.408,1.4256,1.498,126.8586,98.2579,0.511,-0.0606,0.4504,33.3334,34.0477,0.3715,45.4704,133.0637,8721925.1634,75376353.0
2017-03-01,135.45,172653.0,AENA.MC,135.2,135.21,135.3571,135.1321,134.5667,134.3488,135.25,135.2067,135.1911,135.251,134.9827,134.7488,135.321,135.2672,135.3076,135.4002,135.5082,135.7212,135.7458,135.8523,135.7091,134.5034,133.3364,132.9225,58.4125,54.3801,53.8194,53.8508,54.133,53.9739,28.8208,19.3636,15.1056,12.5638,12.425,7.9537,0.5,1.75,-0.55,1.4,1.1,4.6,100.0,108.2473,-14.3537,25.1251,61.8822,56.2332,-0.0256,-0.0256,-0.0256,-0.0256,-0.0256,-0.0256,16.8251,8.7602,7.6388,7.7015,8.266,7.9479,1.0037,1.0131,0.996,1.0104,1.0082,1.0352,100.0,100.0,0.0,0.0,28.5714,28.5714,64.2857,64.2857,76.1905,23.8095,4.7619,88.0952,39.4321,16.5106,11.1304,9.6823,10.2739,8.1856,8.0397,12.0238,13.3063,14.642,15.4028,17.3916,18.5081,16.7794,16.6394,17.7814,18.9302,20.4926,0.4236,1.1335,1.7764,3.9036,6.2289,14.7588,0.9752,1.5818,2.2214,4.7406,7.6554,17.3904,135.5742,135.2,134.8258,135.21,134.7566,135.6634,135.3571,133.11,137.6043,133.3264,136.9379,135.1321,132.3433,136.79,134.5667,134.3488,131.0733,137.6244,1.2967,1.392,1.408,1.4059,1.4217,1.4917,126.9445,98.4013,0.4989,-0.0484,0.4505,39.3872,47.6854,0.3728,45.1377,133.2613,8752913.4142,75549006.0
2017-03-02,135.5,343316.0,AENA.MC,135.3167,135.21,135.0357,135.2214,134.6571,134.4512,135.4,135.3033,135.2268,135.3,135.0675,134.8023,135.4703,135.404,135.4102,135.4665,135.5631,135.7785,135.7086,135.8508,135.6959,134.5201,133.3823,132.9704,59.9684,55.0821,54.2773,54.0603,54.265,54.0329,32.3579,18.793,14.5377,12.3579,12.3226,7.9592,0.35,0.0,-2.25,1.25,1.9,4.3,88.8881,118.4732,112.9033,33.7475,67.9906,60.5105,0.0,0.0,0.0,0.0,0.0,0.0,19.9369,10.1642,8.5546,8.1206,8.5301,8.0658,1.0026,1.0,0.9837,1.0093,1.0142,1.0328,66.6667,66.6667,80.0,0.0,14.2857,14.2857,57.1429,57.1429,71.4286,19.0476,2.381,85.7143,39.4321,16.5106,11.1304,9.6823,10.2739,8.1856,6.3283,10.6787,12.2863,14.1009,15.032,17.1944,14.5683,14.9022,15.3638,17.1242,18.4745,20.2603,0.2824,0.9068,1.5226,3.6248,5.9323,14.4074,0.6502,1.2654,1.904,4.402,7.2908,16.9764,135.7664,135.3167,134.867,135.21,134.7566,135.6634,135.0357,133.8625,136.2089,133.4763,136.9665,135.2214,132.4439,136.8704,134.6571,134.4512,131.3097,137.5927,1.0979,1.2534,1.3066,1.3551,1.3869,1.4723,127.0301,98.5444,0.489,-0.0396,0.4494,46.0088,56.2934,0.3904,42.0078,133.4529,8807124.6273,75892322.0
2017-03-03,134.85,154810.0,AENA.MC,135.2667,135.19,135.2,135.2214,134.7095,134.5738,135.1667,135.1833,135.1804,135.2505,135.0851,134.8209,135.0275,135.1144,135.1891,135.3551,135.4951,135.771,135.6911,135.8398,135.6454,134.5215,133.4,133.0143,34.6739,44.064,47.1819,50.8294,52.2136,53.127,34.5808,19.0779,14.2694,11.543,11.9114,7.899,-0.15,-0.1,1.15,0.0,1.1,5.15,-100.0,-156.1681,-119.6142,-82.18,-1.6108,13.69,0.0833,0.0833,0.0833,0.0833,0.0833,0.0833,-30.6522,-11.8721,-5.6361,1.6588,4.4272,6.254,0.9989,0.9993,1.0086,1.0,1.0082,1.0397,33.3333,100.0,60.0,100.0,0.0,0.0,50.0,50.0,66.6667,14.2857,0.0,83.3333,39.0264,20.2177,12.6591,0.9491,3.6872,5.4325,22.8493,18.7324,17.5829,16.5182,16.5655,17.8774,10.0212,12.4317,13.6314,16.2076,17.8339,19.9313,0.9883,1.5254,2.1051,4.1659,6.4498,14.8644,0.4334,1.0124,1.632,4.0876,6.9436,16.5722,135.8573,135.2667,134.676,135.19,134.6864,135.6936,135.2,134.6818,135.7182,133.4763,136.9665,135.2214,132.5329,136.8862,134.7095,134.5738,131.8035,137.3441,1.0691,1.2078,1.2683,1.3359,1.3749,1.4681,127.1083,98.6873,0.4695,-0.0779,0.3916,53.3977,56.2142,0.4079,52.4685,133.6389,8832927.584,75737512.0
2017-03-06,134.9,176127.0,AENA.MC,135.0833,135.14,135.1143,135.2536,134.7833,134.6524,134.9833,135.0867,135.1054,135.2076,135.1024,134.836,134.9099,134.9841,135.0654,135.2749,135.4422,135.7666,135.4884,135.8107,135.6037,134.5245,133.4254,133.0434,37.705,45.1193,47.7943,51.0716,52.3591,53.1888,45.3654,23.8161,16.5327,11.455,11.46,7.7765,-0.55,-0.25,-0.6,0.45,1.55,3.3,-68.1321,-103.7039,-143.3237,-109.9003,-28.3585,-4.9445,0.0227,0.0227,0.0227,0.0227,0.0227,0.0227,-24.5899,-9.7614,-4.4115,2.1432,4.7181,6.3777,0.9959,0.9982,0.9956,1.0033,1.0116,1.0251,0.0,100.0,40.0,100.0,57.1429,0.0,42.8571,42.8571,61.9048,9.5238,0.0,80.9524,66.9347,42.7689,30.1129,10.3111,2.4319,2.7538,28.6978,23.1832,20.8982,18.2224,17.6743,18.3652,5.6843,9.2934,11.225,14.8158,16.8351,19.4053,1.4588,2.0203,2.6044,4.6683,6.9427,15.3105,0.289,0.8099,1.3989,3.7956,6.613,16.1776,135.674,135.0833,134.4927,135.14,134.5836,135.6964,135.1143,134.6252,135.6033,133.5504,136.9567,135.2536,132.6927,136.874,134.7833,134.6524,132.0413,137.2634,1.2561,1.292,1.3197,1.3565,1.3866,1.4714,127.1862,98.8298,0.4448,-0.099,0.3458,53.9826,49.4401,0.482,50.4506,139.65,8904977.9556,75913639.0
