date,close,volume,ticker,SMA 3,SMA 5,SMA 7,SMA 14,SMA 21,SMA 42,WMA 3,WMA 5,WMA 7,WMA 14,WMA 21,WMA 42,DEMA 3,DEMA 5,DEMA 7,DEMA 14,DEMA 21,DEMA 42,KAMA 3,KAMA 5,KAMA 7,KAMA 14,KAMA 21,KAMA 42,RSI 3,RSI 5,RSI 7,RSI 14,RSI 21,RSI 42,ADX 3,ADX 5,ADX 7,ADX 14,ADX 21,ADX 42,MOM 3,MOM 5,MOM 7,MOM 14,MOM 21,MOM 42,CCI 3,CCI 5,CCI 7,CCI 14,CCI 21,CCI 42,BOP 3,BOP 5,BOP 7,BOP 14,BOP 21,BOP 42,CMO 3,CMO 5,CMO 7,CMO 14,CMO 21,CMO 42,ROCR 3,ROCR 5,ROCR 7,ROCR 14,ROCR 21,ROCR 42,Aroon Up 3,Aroon Down 3,Aroon Down 5,Aroon Up 5,Aroon Up 7,Aroon Down 7,Aroon Up 14,Aroon Down 14,Aroon Up 21,Aroon Down 21,Aroon Down 42,Aroon Up 42,DX 3,DX 5,DX 7,DX 14,DX 21,DX 42,MINUS_DI 3,MINUS_DI 5,MINUS_DI 7,MINUS_DI 14,MINUS_DI 21,MINUS_DI 42,PLUS_DI 3,PLUS_DI 5,PLUS_DI 7,PLUS_DI 14,PLUS_DI 21,PLUS_DI 42,MINUS_DM 3,MINUS_DM 5,MINUS_DM 7,MINUS_DM 14,MINUS_DM 21,MINUS_DM 42,PLUS_DM 3,PLUS_DM 5,PLUS_DM 7,PLUS_DM 14,PLUS_DM 21,PLUS_DM 42,Real Lower Band 3,Real Middle Band 3,Real Upper Band 3,Real Lower Band 5,Real Upper Band 5,Real Middle Band 5,Real Middle Band 7,Real Lower Band 7,Real Upper Band 7,Real Middle Band 14,Real Lower Band 14,Real Upper Band 14,Real Lower Band 21,Real Middle Band 21,Real Upper Band 21,Real Middle Band 42,Real Lower Band 42,Real Upper Band 42,NATR 3,NATR 5,NATR 7,NATR 14,NATR 21,NATR 42,FAMA,MAMA,MACD_Hist,MACD,MACD_Signal,SlowD,SlowK,PPO,ULTOSC,SAR,Chaikin A/D,OBV
2018-01-22,4.99,1332232.0,IG.MI,4.9647,4.9592,4.9349,4.9447,4.9972,5.1155,4.9733,4.9667,4.9541,4.9427,4.9604,5.0501,4.9861,4.9751,4.9589,4.9197,4.926,5.0283,4.9419,4.9522,4.9913,4.9834,4.9908,5.0713,75.7478,62.7434,55.0727,47.1378,47.0881,49.7821,59.1382,29.7987,20.4563,16.8352,16.5031,19.9996,0.02,0.116,0.12,-0.01,-0.17,-0.36,78.481,101.1905,89.4349,45.9942,-22.5537,-78.7069,0.92,0.92,0.92,0.92,0.92,0.92,51.4956,25.4868,10.1455,-5.7244,-5.8238,-0.4357,1.004,1.0238,1.0246,0.998,0.9671,0.9327,0.0,0.0,0.0,40.0,57.1429,28.5714,35.7143,64.2857,4.7619,76.1905,88.0952,33.3333,66.1118,32.6354,15.2274,1.6125,0.3208,8.4604,3.2127,9.4037,13.928,19.9516,20.4886,19.0232,15.7478,18.5152,18.9317,19.3184,20.3575,22.5396,0.0067,0.0359,0.078,0.241,0.3854,0.7376,0.0329,0.0707,0.1061,0.2334,0.3829,0.874,4.9222,4.9647,5.0072,4.9163,5.0021,4.9592,4.9349,4.8498,5.0199,4.9447,4.8379,5.0516,4.8146,4.9972,5.1798,5.1155,4.8316,5.3994,1.3952,1.5314,1.6038,1.7294,1.7949,1.8502,2.6318,4.5579,0.0068,-0.0527,-0.0595,71.2958,76.1414,-1.8251,55.3263,5.0589,-69150715.0663,98076217.0
2018-01-23,5.03,1565332.0,IG.MI,4.9953,4.9788,4.9571,4.9546,4.9896,5.1091,5.006,4.9903,4.9779,4.9541,4.9634,5.0461,5.0228,5.009,4.9907,4.9411,4.9378,5.0279,4.9811,4.9665,5.0006,4.9858,4.9919,5.0704,85.5447,71.4437,62.1858,50.8671,49.4363,50.8305,69.0952,35.6462,22.8396,16.323,16.0359,19.7985,0.092,0.098,0.156,0.138,-0.16,-0.27,100.0,156.7385,147.7276,105.4494,29.1481,-50.2246,0.7213,0.7213,0.7213,0.7213,0.7213,0.7213,71.0894,42.8874,24.3715,1.7342,-1.1275,1.6609,1.0186,1.0199,1.032,1.0282,0.9692,0.9491,100.0,0.0,0.0,100.0,100.0,14.2857,28.5714,57.1429,0.0,71.4286,85.7143,30.9524,89.009,59.0364,37.1393,9.6653,6.6929,11.5526,2.234,7.8393,12.3581,18.9227,19.8138,18.7215,38.4175,30.435,26.9608,22.972,22.6563,23.6121,0.0045,0.0287,0.0669,0.2238,0.367,0.7201,0.0769,0.1116,0.1459,0.2717,0.4197,0.9082,4.9425,4.9953,5.0481,4.9178,5.0398,4.9788,4.9571,4.866,5.0483,4.9546,4.8436,5.0655,4.8276,4.9896,5.1516,5.1091,4.83,5.3881,1.327,1.4579,1.537,1.6797,1.7536,1.8207,2.6415,4.5626,0.0127,-0.0436,-0.0563,78.292,86.7345,-1.6599,58.6845,4.85,-68355218.4762,99641549.0
2018-01-24,4.966,1793873.0,IG.MI,4.9953,4.978,4.9703,4.9536,4.9827,5.1045,4.9913,4.986,4.9801,4.9556,4.9613,5.0394,4.9858,4.9909,4.983,4.9428,4.9373,5.0218,4.981,4.9665,4.9983,4.9856,4.9912,5.0688,43.4347,48.6989,48.0,45.354,46.0062,49.1488,57.5593,35.1127,22.7736,15.49,15.4461,19.5659,0.0,-0.004,0.092,-0.014,-0.144,-0.194,-6.0465,46.2529,73.9059,56.5904,10.3145,-61.0789,-0.7419,-0.7419,-0.7419,-0.7419,-0.7419,-0.7419,-13.1306,-2.6021,-4.0,-9.2921,-7.9876,-1.7024,1.0,0.9992,1.0189,0.9972,0.9718,0.9624,100.0,0.0,0.0,100.0,100.0,0.0,21.4286,50.0,0.0,66.6667,83.3333,28.5714,34.4875,32.9785,22.3777,4.6614,3.6494,10.0296,11.03,11.6468,14.2449,19.2922,20.0062,18.8408,22.643,23.1085,22.4582,21.1787,21.5218,23.0414,0.025,0.045,0.0793,0.2298,0.3715,0.7249,0.0513,0.0893,0.1251,0.2523,0.3997,0.8865,4.9425,4.9953,5.0481,4.9164,5.0396,4.978,4.9703,4.9093,5.0312,4.9536,4.8433,5.0638,4.8297,4.9827,5.1357,5.1045,4.8225,5.3864,1.5203,1.5559,1.6019,1.7136,1.7808,1.8448,2.6511,4.5666,0.0122,-0.0411,-0.0533,79.173,74.6432,-1.5695,51.3269,4.8519,-69994779.8202,97847676.0
2018-01-25,4.922,1847100.0,IG.MI,4.9727,4.9748,4.9689,4.9459,4.975,5.0978,4.9547,4.9673,4.968,4.9514,4.9558,5.031,4.9386,4.9556,4.9584,4.9335,4.9294,5.012,4.9741,4.966,4.9977,4.9832,4.9892,5.0654,28.8097,38.2375,40.5758,41.9849,43.8119,48.0297,48.6465,29.7085,20.0833,14.7745,14.8396,19.2613,-0.068,-0.016,-0.01,-0.108,-0.163,-0.278,-100.0,-104.8069,-79.2991,-13.241,-41.2966,-84.5284,-0.325,-0.325,-0.325,-0.325,-0.325,-0.325,-42.3806,-23.5249,-18.8484,-16.0303,-12.3763,-3.9405,0.9864,0.9968,0.998,0.9785,0.9679,0.9465,66.6667,100.0,0.0,80.0,85.7143,0.0,14.2857,42.8571,14.2857,61.9048,80.9524,26.1905,30.821,8.0917,3.9415,5.473,2.7085,6.7717,27.9896,21.5892,20.8128,22.0375,21.7369,19.6992,14.8011,18.3569,19.2344,19.7505,20.5905,22.5609,0.0647,0.084,0.116,0.2614,0.4019,0.7557,0.0342,0.0714,0.1072,0.2343,0.3807,0.8654,4.884,4.9727,5.0614,4.9043,5.0453,4.9748,4.9689,4.904,5.0337,4.9459,4.8432,5.0485,4.8271,4.975,5.1228,5.0978,4.8121,5.3835,1.5644,1.5809,1.6176,1.7215,1.7886,1.8557,2.6607,4.5702,0.0089,-0.0421,-0.0511,69.0347,45.7264,-1.4687,45.0061,4.856,-71472459.8202,96000576.0
2018-01-26,4.956,1435060.0,IG.MI,4.948,4.9728,4.9669,4.9413,4.9676,5.0937,4.9463,4.9611,4.9648,4.9527,4.954,5.0244,4.9481,4.9551,4.9571,4.9348,4.9288,5.0061,4.9715,4.9659,4.9973,4.9826,4.9883,5.0638,48.7943,48.8507,47.8478,45.3624,45.9053,48.9498,43.3839,25.6761,17.9193,14.1394,14.2743,18.9607,-0.074,-0.01,-0.014,-0.064,-0.154,-0.174,-43.8776,-75.0177,-63.1829,1.5789,-31.558,-78.2187,0.5484,0.5484,0.5484,0.5484,0.5484,0.5484,-2.4115,-2.2985,-4.3044,-9.2752,-8.1894,-2.1003,0.9853,0.998,0.9972,0.9873,0.9699,0.9661,33.3333,100.0,100.0,60.0,71.4286,0.0,7.1429,35.7143,9.5238,57.1429,78.5714,23.8095,32.8588,9.5467,4.9353,5.8819,2.9689,6.6369,20.8814,18.5389,18.7925,21.0351,21.1072,19.4309,10.5526,15.3077,17.0248,18.698,19.8901,22.1934,0.0451,0.0692,0.1014,0.2447,0.3847,0.7397,0.0228,0.0571,0.0919,0.2176,0.3625,0.8448,4.9103,4.948,4.9857,4.9008,5.0448,4.9728,4.9669,4.9014,5.0323,4.9413,4.8469,5.0357,4.8325,4.9676,5.1027,5.0937,4.8049,5.3824,1.4528,1.5063,1.5557,1.6769,1.7513,1.8289,2.6703,4.574,0.009,-0.0398,-0.0488,48.7346,25.8342,-1.1677,43.9085,4.86,-70870660.4654,97435636.0
2018-01-29,4.9,2572604.0,IG.MI,4.926,4.9548,4.9614,4.9349,4.9567,5.0889,4.9223,4.9368,4.9481,4.9472,4.9479,5.0154,4.9105,4.9239,4.9319,4.9222,4.9188,4.9955,4.9622,4.9603,4.9953,4.9804,4.9844,5.0611,28.8119,36.0845,38.7384,41.1165,43.1265,47.53,44.5655,24.3702,16.9816,13.7324,13.8126,18.6477,-0.066,-0.09,-0.038,-0.09,-0.23,-0.2,-100.0,-95.7884,-129.2011,-49.5155,-70.5545,-90.7311,-0.9524,-0.9524,-0.9524,-0.9524,-0.9524,-0.9524,-42.3762,-27.831,-22.5231,-17.767,-13.747,-4.9399,0.9867,0.982,0.9923,0.982,0.9552,0.9608,0.0,100.0,100.0,40.0,57.1429,100.0,0.0,28.5714,4.7619,52.381,76.1905,21.4286,46.9285,19.1467,11.3554,8.4413,4.5779,5.816,21.0346,18.9953,19.0771,21.0545,21.1173,19.4605,7.5978,12.8902,15.1864,17.7766,19.2684,21.8639,0.0421,0.0674,0.0989,0.2393,0.3784,0.7341,0.0152,0.0457,0.0788,0.202,0.3453,0.8247,4.8799,4.926,4.9721,4.866,5.0436,4.9548,4.9614,4.8824,5.0404,4.9349,4.8424,5.0273,4.84,4.9567,5.0734,5.0889,4.7942,5.3836,1.3605,1.4474,1.5119,1.6566,1.7414,1.8329,2.6798,4.5773,0.0055,-0.0419,-0.0474,27.9028,12.1477,-0.9195,41.3182,4.8639,-73443264.4654,94863032.0
2018-01-30,4.87,2426852.0,IG.MI,4.9087,4.9228,4.9477,4.9327,4.9462,5.0804,4.8943,4.9085,4.9252,4.9386,4.94,5.0052,4.876,4.8907,4.9025,4.9049,4.9051,4.9829,4.9524,4.9388,4.9867,4.9793,4.9796,5.0546,21.6781,30.7103,34.6192,39.01,41.7064,46.7853,53.4199,27.5513,18.3766,13.8282,13.5744,18.2903,-0.052,-0.16,-0.096,-0.03,-0.22,-0.36,-85.9316,-108.405,-118.2561,-81.6667,-99.4194,-96.4897,-0.411,-0.411,-0.411,-0.411,-0.411,-0.411,-56.6438,-38.5794,-30.7617,-21.98,-16.5872,-6.4293,0.9894,0.9682,0.9807,0.9939,0.9568,0.9312,0.0,100.0,100.0,20.0,42.8571,100.0,71.4286,21.4286,0.0,47.619,73.8095,19.0476,71.1288,40.2756,26.7463,15.0736,8.8118,3.6365,29.1016,24.0792,22.5695,22.5285,22.0492,19.9344,4.9097,10.2521,13.0442,16.6264,18.478,21.4389,0.06,0.0859,0.1168,0.2542,0.3924,0.7486,0.0101,0.0366,0.0675,0.1876,0.3288,0.8051,4.8374,4.9087,4.9799,4.8519,4.9937,4.9228,4.9477,4.8465,5.049,4.9327,4.8358,5.0296,4.8403,4.9462,5.0521,5.0804,4.7816,5.3791,1.4123,1.4648,1.5181,1.6548,1.7401,1.836,2.6893,4.5802,0.0015,-0.0455,-0.047,16.1983,10.6129,-0.6811,36.5663,4.8677,-75737138.2736,92436180.0
2018-01-31,4.974,3281061.0,IG.MI,4.9147,4.9244,4.9454,4.9401,4.945,5.0745,4.927,4.9256,4.9318,4.9441,4.9425,5.0002,4.9438,4.9314,4.9295,4.9172,4.9116,4.9807,4.9528,4.9391,4.9866,4.9791,4.9796,5.0529,65.7612,57.8884,54.2814,48.8025,47.9457,49.5902,35.729,23.0268,16.4435,13.3051,13.1101,17.9903,0.018,0.008,-0.016,0.104,-0.026,-0.246,100.0,39.9719,-23.3138,-1.5603,-17.2328,-70.0574,0.6887,0.6887,0.6887,0.6887,0.6887,0.6887,31.5224,15.7769,8.5627,-2.395,-4.1086,-0.8197,1.0036,1.0016,0.9968,1.0214,0.9948,0.9529,100.0,100.0,100.0,0.0,28.5714,100.0,64.2857,14.2857,23.8095,42.8571,71.4286,16.6667,0.3472,4.9289,4.845,6.5055,3.8237,5.6886,16.436,17.5571,18.2165,20.4585,20.7514,19.3741,16.3222,15.9076,16.5329,17.9592,19.2229,21.7113,0.04,0.0687,0.1001,0.236,0.3737,0.7308,0.0398,0.0623,0.0909,0.2072,0.3462,0.8189,4.8273,4.9147,5.0021,4.8495,4.9993,4.9244,4.9454,4.8474,5.0434,4.9401,4.8478,5.0325,4.841,4.945,5.0489,5.0745,4.7773,5.3717,1.6322,1.5736,1.5784,1.6567,1.724,1.8056,2.6988,4.5842,0.006,-0.0396,-0.0455,17.0531,28.3988,-0.409,43.5734,5.055,-72456077.2736,95717241.0
2018-02-01,4.948,2118644.0,IG.MI,4.9307,4.9296,4.9337,4.9454,4.9476,5.0656,4.9437,4.9335,4.9324,4.9451,4.9428,4.9943,4.9488,4.9398,4.9361,4.9209,4.9129,4.9763,4.9525,4.9392,4.985,4.9785,4.9793,5.0492,54.3002,51.5676,49.9041,46.7803,46.6354,48.9297,41.7074,25.2375,17.5168,12.8861,12.7138,17.7858,0.048,0.026,-0.082,0.074,0.056,-0.372,91.8421,113.155,83.5665,64.4314,43.7338,-49.4821,-0.4694,-0.4694,-0.4694,-0.4694,-0.4694,-0.4694,8.6005,3.1351,-0.1918,-6.4394,-6.7292,-2.1406,1.0098,1.0053,0.9837,1.0152,1.0114,0.9301,100.0,66.6667,80.0,100.0,14.2857,85.7143,57.1429,7.1429,19.0476,38.0952,69.0476,14.2857,53.6641,34.0805,23.9569,7.4388,4.7869,9.4017,10.2497,13.3715,15.0794,18.7438,19.6297,18.8718,33.991,27.1977,24.5807,21.7565,21.6035,22.7886,0.0267,0.055,0.0858,0.2192,0.3559,0.7134,0.0885,0.1118,0.1399,0.2544,0.3917,0.8614,4.8423,4.9307,5.019,4.8525,5.0067,4.9296,4.9337,4.8632,5.0042,4.9454,4.8606,5.0302,4.8464,4.9476,5.0489,5.0656,4.7762,5.3551,1.754,1.6616,1.643,1.6879,1.7449,1.819,2.7082,4.5878,0.0072,-0.0365,-0.0437,27.7612,44.2719,-0.2765,37.1747,5.0531,-74142344.9471,93598597.0
2018-02-02,4.84,3105576.0,IG.MI,4.9207,4.9064,4.9157,4.943,4.941,5.0573,4.8983,4.9036,4.909,4.9311,4.933,4.9838,4.8689,4.8844,4.8933,4.8973,4.8956,4.9624,4.9503,4.9314,4.9757,4.9772,4.9758,5.0423,26.0319,32.9095,35.8816,39.4651,41.6688,46.3055,40.9453,25.9599,18.3011,13.058,12.5898,17.4005,-0.03,-0.116,-0.126,-0.034,-0.14,-0.35,-100.0,-103.223,-128.9005,-176.0599,-125.9444,-99.5992,-0.8409,-0.8409,-0.8409,-0.8409,-0.8409,-0.8409,-47.9362,-34.1811,-28.2367,-21.0699,-16.6624,-7.3891,0.9938,0.9766,0.9746,0.993,0.9719,0.9326,66.6667,100.0,100.0,80.0,0.0,100.0,50.0,100.0,14.2857,100.0,100.0,11.9048,39.4212,28.8491,23.0068,15.2924,10.1109,1.6027,44.4373,35.1459,30.907,26.4022,24.5841,21.3075,19.3081,19.4077,19.3455,19.3982,20.0693,22.0016,0.1358,0.162,0.1916,0.3215,0.457,0.8144,0.059,0.0894,0.1199,0.2362,0.373,0.8409,4.8046,4.9207,5.0367,4.8081,5.0047,4.9064,4.9157,4.8257,5.0057,4.943,4.8487,5.0373,4.831,4.941,5.0509,5.0573,4.7626,5.3521,2.1045,1.9044,1.8293,1.7971,1.8287,1.8802,2.7176,4.5903,0.0012,-0.0423,-0.0434,39.8908,47.0018,-0.2861,36.284,5.0513,-76306837.3107,90493021.0
2018-02-05,4.786,3378437.0,IG.MI,4.858,4.8836,4.8963,4.9326,4.9293,5.047,4.831,4.8635,4.8766,4.9102,4.9189,4.9712,4.8012,4.8249,4.8422,4.8652,4.8715,4.9447,4.8773,4.9202,4.9626,4.9701,4.966,5.0312,18.722,26.84,30.8286,36.4001,39.4624,45.0674,49.6977,31.5687,22.183,14.2776,12.9947,17.1022,-0.188,-0.114,-0.136,-0.146,-0.244,-0.434,-96.8958,-141.8493,-176.4407,-256.8318,-233.7316,-142.2825,-0.3871,-0.3871,-0.3871,-0.3871,-0.3871,-0.3871,-62.556,-46.3201,-38.3429,-27.1998,-21.0753,-9.8651,0.9622,0.9767,0.9724,0.9704,0.9515,0.9169,33.3333,100.0,100.0,60.0,71.4286,100.0,42.8571,100.0,9.5238,100.0,100.0,9.5238,67.2025,54.0043,45.4741,30.1324,21.0917,4.8731,60.0886,48.0418,41.4661,32.4047,28.691,23.439,11.7866,14.3484,15.5421,17.398,18.6963,21.2608,0.2005,0.2396,0.2742,0.4085,0.5452,0.905,0.0393,0.0716,0.1028,0.2193,0.3553,0.8209,4.7233,4.858,4.9927,4.7452,5.022,4.8836,4.8963,4.7691,5.0235,4.9326,4.8082,5.0569,4.8085,4.9293,5.0502,5.047,4.7454,5.3485,2.3243,2.0839,1.9737,1.8816,1.8906,1.9208,2.727,4.5923,-0.0058,-0.0507,-0.0449,39.3347,26.7304,-0.2755,40.792,5.0467,-75543964.4398,87114584.0
2018-02-06,4.595,3568087.0,IG.MI,4.7403,4.8286,4.8447,4.9058,4.9091,5.0305,4.6995,4.7673,4.8013,4.8651,4.8885,4.9502,4.6372,4.688,4.7265,4.7921,4.8176,4.9108,4.7518,4.8663,4.8893,4.928,4.9325,4.9975,7.5194,14.7844,19.4978,28.0903,32.9772,41.0872,60.1059,38.9629,27.5549,16.2322,13.8245,16.9558,-0.353,-0.275,-0.361,-0.375,-0.425,-0.69,-100.0,-120.7236,-162.8045,-255.1616,-302.6704,-192.0871,-0.4787,-0.4787,-0.4787,-0.4787,-0.4787,-0.4787,-84.9612,-70.4311,-61.0043,-43.8194,-34.0456,-17.8256,0.9287,0.9435,0.9272,0.9245,0.9153,0.8694,0.0,100.0,100.0,40.0,57.1429,100.0,35.7143,100.0,4.7619,100.0,100.0,7.1429,80.9224,68.5396,59.7868,41.6429,30.422,10.9514,57.3694,50.2767,45.0027,35.7793,31.3862,25.0858,6.0494,9.3849,11.3257,14.7411,16.744,20.1337,0.2487,0.3067,0.35,0.4944,0.6342,0.9984,0.0262,0.0572,0.0881,0.2037,0.3384,0.8013,4.5301,4.7403,4.9505,4.5574,5.0998,4.8286,4.8447,4.6094,5.08,4.9058,4.6943,5.1173,4.7283,4.9091,5.0899,5.0305,4.7082,5.3529,3.1446,2.6548,2.4181,2.1478,2.0941,2.0624,2.7363,4.5923,-0.0216,-0.0719,-0.0503,28.1965,10.8574,-0.5178,30.1279,5.0366,-79112051.4398,83546497.0
2018-02-07,4.658,2708506.0,IG.MI,4.6797,4.7654,4.8101,4.8858,4.8933,5.0151,4.6583,4.7104,4.7546,4.8321,4.8657,4.9329,4.6329,4.6518,4.6807,4.7493,4.7823,4.885,4.7352,4.8152,4.8659,4.9099,4.9163,4.9745,28.6443,28.0998,29.4729,33.4842,36.5865,42.7943,68.0399,45.5363,32.6364,18.255,14.7322,16.8531,-0.182,-0.316,-0.242,-0.28,-0.332,-0.647,-69.3611,-91.1132,-113.1218,-193.7814,-261.1535,-200.7536,0.2137,0.2137,0.2137,0.2137,0.2137,0.2137,-42.7115,-43.8005,-41.0543,-33.0316,-26.8271,-14.4114,0.9624,0.9365,0.9506,0.9433,0.9335,0.878,0.0,100.0,100.0,20.0,42.8571,100.0,28.5714,100.0,0.0,100.0,100.0,4.7619,83.9078,71.8296,63.1254,44.5514,32.8855,12.642,49.211,46.1733,42.6225,35.2177,31.2529,25.202,4.306,7.5698,9.6348,13.5092,15.7844,19.5451,0.1998,0.2793,0.334,0.493,0.638,1.0087,0.0175,0.0458,0.0755,0.1891,0.3222,0.7823,4.5207,4.6797,4.8386,4.5126,5.0182,4.7654,4.8101,4.5479,5.0724,4.8858,4.64,5.1315,4.6872,4.8933,5.0993,5.0151,4.685,5.3453,2.9053,2.5975,2.4034,2.1469,2.087,2.0459,2.7456,4.593,-0.0259,-0.0826,-0.0568,17.3886,14.578,-0.8147,36.6889,5.0189,-77329530.397,86255003.0
2018-02-08,4.514,2918956.0,IG.MI,4.589,4.6786,4.7593,4.8535,4.8749,4.9967,4.5755,4.6266,4.6805,4.7825,4.8312,4.9096,4.5301,4.5564,4.5905,4.6798,4.727,4.8481,4.6851,4.7302,4.8164,4.8636,4.8885,4.937,16.0637,19.4268,22.1529,28.2653,32.3991,40.0753,74.7057,51.7034,37.6488,20.4231,15.7623,16.8106,-0.272,-0.434,-0.356,-0.452,-0.386,-0.776,-100.0,-97.4546,-108.8333,-174.1532,-246.9895,-226.9197,-0.9542,-0.9542,-0.9542,-0.9542,-0.9542,-0.9542,-67.8727,-61.1464,-55.6941,-43.4694,-35.2017,-19.8495,0.9432,0.9123,0.9269,0.909,0.9212,0.8533,0.0,100.0,100.0,0.0,28.5714,100.0,21.4286,100.0,47.619,100.0,100.0,2.381,88.0372,76.3717,67.7231,48.608,36.3646,15.0709,43.8621,43.3404,41.0767,35.0954,31.4469,25.5215,2.7905,5.8062,7.9049,12.1368,14.6749,18.8364,0.1832,0.2735,0.3363,0.5078,0.6576,1.0346,0.0117,0.0366,0.0647,0.1756,0.3069,0.7636,4.4711,4.589,4.7069,4.4384,4.9188,4.6786,4.7593,4.433,5.0856,4.8535,4.5471,5.1599,4.6132,4.8749,5.1366,4.9967,4.644,5.3493,3.0842,2.7956,2.591,2.2897,2.2061,2.1384,2.7548,4.5922,-0.0359,-0.1016,-0.0657,10.823,7.0338,-1.3985,33.6764,4.996,-80114793.7558,83336047.0
2018-02-09,4.484,2401875.0,IG.MI,4.552,4.6074,4.6893,4.8174,4.8565,4.9765,4.523,4.5617,4.6117,4.7333,4.7957,4.8857,4.4779,4.4926,4.5219,4.6171,4.6744,4.811,4.661,4.6664,4.7182,4.8109,4.8605,4.8946,14.125,17.9815,20.8918,27.3103,31.6078,39.5391,80.5588,57.6886,42.7345,22.8057,16.9608,16.8478,-0.111,-0.356,-0.49,-0.506,-0.386,-0.846,-97.3214,-112.013,-105.2028,-155.771,-220.6868,-248.4386,-0.0659,-0.0659,-0.0659,-0.0659,-0.0659,-0.0659,-71.75,-64.037,-58.2164,-45.3794,-36.7844,-20.9217,0.9758,0.9264,0.9015,0.8986,0.9207,0.8413,0.0,100.0,100.0,0.0,14.2857,100.0,14.2857,100.0,42.8571,100.0,100.0,0.0,92.265,81.6294,73.2487,53.779,40.9302,18.3723,52.2763,48.6378,45.3177,37.8182,33.482,26.7016,2.1031,4.9194,6.9975,11.367,14.0337,18.413,0.1931,0.2898,0.3593,0.5426,0.6973,1.081,0.0078,0.0293,0.0555,0.1631,0.2923,0.7454,4.4001,4.552,4.7039,4.391,4.8238,4.6074,4.6893,4.367,5.0115,4.8174,4.4676,5.1671,4.5463,4.8565,5.1668,4.9765,4.6061,5.3469,2.7463,2.6573,2.5257,2.2853,2.2118,2.1498,2.764,4.5911,-0.0416,-0.1177,-0.0761,10.7893,10.7563,-1.8364,29.9133,4.9669,-80193976.4481,80934172.0
2018-02-12,4.464,1575080.0,IG.MI,4.4873,4.543,4.6201,4.7769,4.837,4.9567,4.479,4.5139,4.5554,4.6862,4.76,4.8619,4.4514,4.4522,4.4722,4.5627,4.6258,4.7748,4.5734,4.6163,4.6435,4.7507,4.8311,4.8549,12.6039,16.9318,20.006,26.6635,31.0765,39.1812,84.4608,62.4767,47.0937,25.018,18.1022,16.8841,-0.194,-0.322,-0.484,-0.566,-0.41,-0.831,-55.7823,-82.2587,-92.6819,-126.3688,-173.7716,-236.757,-0.9231,-0.9231,-0.9231,-0.9231,-0.9231,-0.9231,-74.7922,-66.1364,-59.9881,-46.673,-37.8471,-21.6377,0.9584,0.9327,0.9022,0.8875,0.9159,0.8431,0.0,66.6667,80.0,0.0,0.0,85.7143,7.1429,92.8571,38.0952,95.2381,97.619,2.381,92.265,81.6294,73.2487,53.779,40.9302,18.3723,43.1632,43.8533,42.0962,36.3975,32.6266,26.3548,1.7365,4.4355,6.5001,10.9399,13.6752,18.1739,0.1288,0.2318,0.3079,0.5038,0.6641,1.0553,0.0052,0.0234,0.0475,0.1514,0.2784,0.7277,4.4462,4.4873,4.5284,4.3974,4.6886,4.543,4.6201,4.3454,4.8949,4.7769,4.4047,5.1492,4.4849,4.837,5.1891,4.9567,4.5682,5.3453,2.2274,2.3684,2.341,2.2148,2.1714,2.1357,2.7732,4.5898,-0.0436,-0.1306,-0.087,7.975,6.1351,-2.1824,29.6192,4.93,-81587316.4481,79359092.0
2018-02-13,4.42,2067484.0,IG.MI,4.456,4.508,4.5601,4.7379,4.8154,4.9361,4.4453,4.4729,4.5054,4.6386,4.7221,4.8369,4.4149,4.4111,4.4244,4.5091,4.5767,4.7372,4.5052,4.5826,4.5812,4.6947,4.7974,4.8133,9.2992,14.5896,18.0424,25.2469,29.9149,38.3977,88.045,67.0868,51.4145,27.3461,19.3516,16.9791,-0.094,-0.175,-0.42,-0.546,-0.454,-0.865,-100.0,-88.9423,-93.8138,-117.3195,-156.4681,-239.6148,-0.4416,-0.4416,-0.4416,-0.4416,-0.4416,-0.4416,-81.4016,-70.8209,-63.9151,-49.5062,-40.1703,-23.2046,0.9792,0.9619,0.9132,0.8901,0.9069,0.8363,0.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,33.3333,100.0,100.0,0.0,95.2134,85.5273,77.3392,57.6108,44.3406,20.8727,51.0528,48.1008,45.3044,38.3775,34.1089,27.2256,1.2518,3.7523,5.7891,10.3216,13.1528,17.8228,0.1408,0.2405,0.3189,0.5228,0.6875,1.0851,0.0035,0.0188,0.0408,0.1406,0.2651,0.7104,4.4025,4.456,4.5095,4.346,4.67,4.508,4.5601,4.3228,4.7975,4.7379,4.3396,5.1362,4.4217,4.8154,5.2091,4.9361,4.5281,5.3442,2.0804,2.262,2.2754,2.2015,2.1715,2.1471,2.7822,4.5881,-0.0446,-0.1427,-0.0982,8.1718,7.624,-2.6396,30.1426,4.8957,-82902988.0845,77291608.0
