date,close,volume,ticker,SMA 3,SMA 5,SMA 7,SMA 14,SMA 21,SMA 42,WMA 3,WMA 5,WMA 7,WMA 14,WMA 21,WMA 42,DEMA 3,DEMA 5,DEMA 7,DEMA 14,DEMA 21,DEMA 42,KAMA 3,KAMA 5,KAMA 7,KAMA 14,KAMA 21,KAMA 42,RSI 3,RSI 5,RSI 7,RSI 14,RSI 21,RSI 42,ADX 3,ADX 5,ADX 7,ADX 14,ADX 21,ADX 42,MOM 3,MOM 5,MOM 7,MOM 14,MOM 21,MOM 42,CCI 3,CCI 5,CCI 7,CCI 14,CCI 21,CCI 42,BOP 3,BOP 5,BOP 7,BOP 14,BOP 21,BOP 42,CMO 3,CMO 5,CMO 7,CMO 14,CMO 21,CMO 42,ROCR 3,ROCR 5,ROCR 7,ROCR 14,ROCR 21,ROCR 42,Aroon Up 3,Aroon Down 3,Aroon Down 5,Aroon Up 5,Aroon Up 7,Aroon Down 7,Aroon Up 14,Aroon Down 14,Aroon Up 21,Aroon Down 21,Aroon Down 42,Aroon Up 42,DX 3,DX 5,DX 7,DX 14,DX 21,DX 42,MINUS_DI 3,MINUS_DI 5,MINUS_DI 7,MINUS_DI 14,MINUS_DI 21,MINUS_DI 42,PLUS_DI 3,PLUS_DI 5,PLUS_DI 7,PLUS_DI 14,PLUS_DI 21,PLUS_DI 42,MINUS_DM 3,MINUS_DM 5,MINUS_DM 7,MINUS_DM 14,MINUS_DM 21,MINUS_DM 42,PLUS_DM 3,PLUS_DM 5,PLUS_DM 7,PLUS_DM 14,PLUS_DM 21,PLUS_DM 42,Real Lower Band 3,Real Middle Band 3,Real Upper Band 3,Real Lower Band 5,Real Upper Band 5,Real Middle Band 5,Real Middle Band 7,Real Lower Band 7,Real Upper Band 7,Real Middle Band 14,Real Lower Band 14,Real Upper Band 14,Real Lower Band 21,Real Middle Band 21,Real Upper Band 21,Real Middle Band 42,Real Lower Band 42,Real Upper Band 42,NATR 3,NATR 5,NATR 7,NATR 14,NATR 21,NATR 42,FAMA,MAMA,MACD_Hist,MACD,MACD_Signal,SlowD,SlowK,PPO,ULTOSC,SAR,Chaikin A/D,OBV
2017-05-24,4.558,2722633.0,IG.MI,4.5887,4.6136,4.6074,4.5204,4.4117,4.2672,4.588,4.6035,4.6044,4.5695,4.5049,4.368,4.5798,4.605,4.6261,4.6427,4.6211,4.544,4.5384,4.5386,4.5334,4.49,4.385,4.3613,40.3909,49.2509,53.7899,59.2672,60.5347,59.2892,26.3398,43.3343,44.7829,35.7983,29.0831,14.3318,-0.132,0.006,-0.056,0.298,0.29,0.612,-25.2941,-41.7295,-53.8462,45.9806,74.4389,126.734,-0.7736,-0.7736,-0.7736,-0.7736,-0.7736,-0.7736,-19.2181,-1.4981,7.5798,18.5344,21.0694,18.5785,0.9719,1.0013,0.9879,1.07,1.0679,1.1551,0.0,33.3333,20.0,40.0,57.1429,0.0,78.5714,0.0,85.7143,0.0,0.0,92.8571,3.0316,20.1117,27.9123,34.5533,34.2973,26.4755,21.0642,18.3136,16.8705,15.3311,15.0519,16.2217,22.3813,27.5345,29.935,31.5196,30.7664,27.9043,0.0781,0.1114,0.1384,0.2258,0.3114,0.6233,0.083,0.1675,0.2456,0.4642,0.6366,1.0723,4.5075,4.5887,4.6698,4.513,4.7142,4.6136,4.6074,4.5103,4.7046,4.5204,4.298,4.7428,4.0513,4.4117,4.7722,4.2672,3.8689,4.6656,2.7109,2.669,2.5709,2.3078,2.1621,2.0126,0.8407,2.8829,0.0059,0.1269,0.121,60.0502,46.1059,4.248,56.5389,4.4744,-66336082.5248,59019384.0
2017-05-25,4.62,1874966.0,IG.MI,4.608,4.6152,4.6057,4.5399,4.4312,4.2831,4.6037,4.6056,4.6076,4.5828,4.5238,4.3844,4.6072,4.6163,4.632,4.652,4.6352,4.5619,4.5421,4.539,4.5339,4.4968,4.3997,4.3751,55.9296,57.3128,59.2489,62.0043,62.4734,60.4098,18.5704,38.6898,42.3728,35.7094,29.3314,14.6209,0.058,0.008,-0.012,0.272,0.41,0.668,14.7826,1.462,17.6451,60.0103,80.0852,128.1917,0.7941,0.7941,0.7941,0.7941,0.7941,0.7941,11.8592,14.6256,18.4978,24.0086,24.9468,20.8196,1.0127,1.0017,0.9974,1.0626,1.0974,1.169,33.3333,0.0,0.0,20.0,42.8571,28.5714,71.4286,0.0,80.9524,14.2857,0.0,90.4762,3.0316,20.1117,27.9123,34.5533,34.2973,26.4755,16.1098,15.8397,15.2248,14.5239,14.493,15.8996,17.1171,23.815,27.0149,29.8601,29.6239,27.3502,0.0521,0.0891,0.1186,0.2096,0.2966,0.6085,0.0553,0.134,0.2105,0.431,0.6063,1.0467,4.5342,4.608,4.6818,4.5145,4.7159,4.6152,4.6057,4.51,4.7015,4.5399,4.3342,4.7455,4.0722,4.4312,4.7903,4.2831,3.883,4.6832,2.3314,2.4355,2.4091,2.2317,2.1099,1.9775,0.851,2.9003,0.0027,0.1244,0.1217,55.6806,54.0829,4.1922,55.2886,4.4997,-65233161.3483,60894350.0
2017-05-26,4.55,2895383.0,IG.MI,4.576,4.5872,4.6054,4.5537,4.4512,4.294,4.5747,4.5839,4.5936,4.5841,4.5346,4.3968,4.5648,4.5828,4.6039,4.6411,4.6347,4.5719,4.5429,4.5398,4.534,4.4984,4.4095,4.3809,38.8005,46.8168,51.2708,57.321,59.0354,58.546,29.0564,34.1037,36.4286,34.5381,29.0486,14.7679,-0.096,-0.14,-0.002,0.194,0.42,0.456,-100.0,-101.0396,-102.8249,-4.2605,46.1632,95.6222,-0.0444,-0.0444,-0.0444,-0.0444,-0.0444,-0.0444,-22.3991,-6.3664,2.5416,14.642,18.0709,17.0921,0.9793,0.9701,0.9996,1.0445,1.1017,1.1114,0.0,100.0,100.0,0.0,28.5714,100.0,64.2857,0.0,76.1905,9.5238,0.0,88.0952,50.0283,15.7592,0.7635,19.311,23.3918,20.7939,32.0492,25.3914,22.2702,18.4086,17.2421,17.3308,10.675,18.478,22.6129,27.22,27.7717,26.4305,0.1107,0.1473,0.1777,0.2707,0.3585,0.67,0.0369,0.1072,0.1804,0.4002,0.5774,1.0218,4.5134,4.576,4.6386,4.5102,4.6642,4.5872,4.6054,4.509,4.7018,4.5537,4.3751,4.7323,4.1155,4.4512,4.787,4.294,3.8903,4.6977,2.5305,2.5498,2.5049,2.3083,2.1764,2.0281,0.8613,2.9168,-0.005,0.1155,0.1204,47.1556,41.2781,4.025,59.076,4.704,-64268033.6817,57998967.0
2017-05-29,4.382,3209035.0,IG.MI,4.5173,4.5512,4.5726,4.5504,4.4613,4.3003,4.4777,4.5155,4.5378,4.5612,4.5283,4.4009,4.4245,4.471,4.5113,4.5894,4.6043,4.5657,4.5148,4.5261,4.523,4.4975,4.4088,4.3809,18.454,30.2159,37.2329,47.9585,51.8456,54.4183,45.9984,37.4712,35.7556,32.3097,27.9522,14.6778,-0.176,-0.18,-0.23,-0.046,0.212,0.266,-100.0,-151.9082,-184.2469,-122.2321,-18.3725,45.8305,-0.7802,-0.7802,-0.7802,-0.7802,-0.7802,-0.7802,-63.0919,-39.5681,-25.5342,-4.0829,3.6913,8.8366,0.9614,0.9605,0.9501,0.9896,1.0508,1.0646,0.0,100.0,100.0,20.0,14.2857,100.0,57.1429,100.0,71.4286,4.7619,0.0,85.7143,79.8824,50.9414,31.7178,3.3416,6.0252,10.9828,50.3812,39.3741,33.5222,25.2868,22.2958,20.1021,5.6345,12.7973,17.3778,23.6515,25.1548,25.0625,0.2198,0.2638,0.2983,0.3973,0.4874,0.8001,0.0246,0.0858,0.1546,0.3716,0.5499,0.9975,4.3176,4.5173,4.7171,4.367,4.7354,4.5512,4.5726,4.3896,4.7555,4.5504,4.3613,4.7395,4.148,4.4613,4.7746,4.3003,3.8997,4.701,3.3187,3.0583,2.9009,2.5614,2.3761,2.1677,0.8716,2.9314,-0.0213,0.0938,0.1151,43.3352,34.6445,3.8202,49.7873,4.7019,-66137032.0883,54789932.0
2017-05-30,4.614,4692148.0,IG.MI,4.5153,4.5448,4.5617,4.5627,4.4834,4.3117,4.526,4.5364,4.5481,4.5697,4.5422,4.4155,4.5528,4.5402,4.5526,4.6046,4.6177,4.5807,4.5154,4.5269,4.5243,4.4998,4.4199,4.3877,60.9123,56.7121,56.4457,58.1292,59.073,58.5522,32.8658,31.5327,30.9657,30.764,27.3637,14.717,-0.006,-0.032,-0.076,0.172,0.464,0.476,50.4065,5.9724,-16.957,-10.6764,38.3127,87.6715,0.8657,0.8657,0.8657,0.8657,0.8657,0.8657,21.8245,13.4243,12.8913,16.2585,18.1461,17.1044,0.9987,0.9931,0.9838,1.0387,1.1118,1.115,100.0,66.6667,80.0,0.0,0.0,85.7143,50.0,92.8571,66.6667,0.0,11.9048,83.3333,6.6007,7.7787,2.2259,10.6699,15.594,16.3236,26.2207,26.2503,24.8059,21.3629,19.7532,18.805,22.9735,22.4612,23.7257,26.4663,27.052,26.1419,0.1465,0.2111,0.2557,0.369,0.4642,0.781,0.1284,0.1806,0.2445,0.4571,0.6357,1.0857,4.3197,4.5153,4.711,4.3724,4.7172,4.5448,4.5617,4.4001,4.7233,4.5627,4.3812,4.7442,4.1968,4.4834,4.7701,4.3117,3.9031,4.7202,4.0374,3.4853,3.1912,2.6737,2.4257,2.148,0.882,2.9482,-0.0167,0.0942,0.1109,40.5935,45.858,3.6114,55.6717,4.6947,-62285268.8047,59482080.0
2017-05-31,4.712,6488921.0,IG.MI,4.5693,4.5756,4.5831,4.5867,4.507,4.3271,4.6243,4.5921,4.5857,4.5896,4.563,4.4341,4.6737,4.6337,4.6226,4.6407,4.6457,4.6034,4.5287,4.5352,4.5302,4.509,4.4368,4.4018,70.6086,63.9413,62.1546,61.5478,61.6275,60.1173,30.5074,28.0546,28.5204,29.9314,27.0884,14.839,0.162,0.154,0.15,0.336,0.496,0.65,100.0,114.1975,113.8,129.4002,102.5386,126.9106,0.3611,0.3611,0.3611,0.3611,0.3611,0.3611,41.2172,27.8825,24.3092,23.0956,23.2549,20.2347,1.0356,1.0338,1.0329,1.0768,1.1176,1.16,100.0,33.3333,60.0,100.0,100.0,71.4286,100.0,85.7143,100.0,0.0,9.5238,100.0,25.7907,14.1423,13.8487,19.1068,21.5825,19.8426,18.9113,21.4487,21.3293,19.6028,18.5591,18.16,32.0562,28.5147,28.1866,28.863,28.775,27.1508,0.0977,0.1689,0.2192,0.3426,0.4421,0.7624,0.1656,0.2245,0.2896,0.5044,0.6855,1.1399,4.2926,4.5693,4.8461,4.3562,4.795,4.5756,4.5831,4.3903,4.7759,4.5867,4.4222,4.7512,4.2309,4.507,4.7832,4.3271,3.9085,4.7458,3.6543,3.3414,3.115,2.6494,2.4077,2.126,0.8924,2.9659,-0.0077,0.1013,0.109,49.2216,67.1623,3.397,62.9698,4.344,-56337091.2213,65971001.0
2017-06-01,4.784,5229765.0,IG.MI,4.7033,4.6084,4.6029,4.6091,4.5337,4.3444,4.7317,4.6616,4.6359,4.6159,4.5881,4.4554,4.7675,4.7239,4.699,4.6869,4.6819,4.6308,4.6422,4.5471,4.5375,4.5202,4.4596,4.4204,76.9186,68.7361,65.9771,63.8811,63.3902,61.2195,42.2315,32.026,30.3469,30.3482,27.4224,15.1471,0.402,0.164,0.138,0.314,0.56,0.724,100.0,123.0998,164.4295,243.5462,174.1002,163.622,0.2018,0.2018,0.2018,0.2018,0.2018,0.2018,53.8372,37.4723,31.9542,27.7621,26.7803,22.439,1.0917,1.0355,1.0297,1.0702,1.1326,1.1783,100.0,0.0,40.0,100.0,100.0,57.1429,100.0,78.5714,100.0,4.7619,7.1429,100.0,65.6796,47.9115,41.306,35.7665,34.1011,27.7766,11.5806,15.9334,17.0972,17.2814,16.9321,17.2428,55.9044,45.2449,41.1616,36.5266,34.456,30.5057,0.0651,0.1351,0.1878,0.3181,0.4211,0.7443,0.3144,0.3836,0.4522,0.6724,0.8568,1.3167,4.564,4.7033,4.8427,4.3309,4.8859,4.6084,4.6029,4.3653,4.8404,4.6091,4.4295,4.7888,4.2639,4.5337,4.8035,4.3444,3.9118,4.777,3.9185,3.5443,3.2808,2.7486,2.4755,2.1526,0.9029,2.9841,0.0019,0.1114,0.1095,67.1997,88.5788,3.1694,57.887,4.3477,-57728496.5883,71200766.0
2017-06-02,4.84,3102001.0,IG.MI,4.7787,4.6664,4.6431,4.6253,4.5613,4.3617,4.8,4.7388,4.6952,4.6467,4.616,4.4784,4.8371,4.8018,4.7718,4.7373,4.7224,4.6611,4.7301,4.5817,4.5627,4.5294,4.4855,4.4409,81.5418,72.3153,68.8335,65.628,64.7139,62.055,50.0475,35.2031,31.9125,30.7352,27.7404,15.4478,0.226,0.29,0.282,0.226,0.58,0.728,68.1818,88.8889,116.7462,200.9943,189.7861,164.318,0.3778,0.3778,0.3778,0.3778,0.3778,0.3778,63.0836,44.6305,37.6671,31.2561,29.4278,24.1099,1.049,1.0637,1.0619,1.049,1.1362,1.177,66.6667,0.0,20.0,80.0,85.7143,42.8571,92.8571,71.4286,95.2381,0.0,4.7619,97.619,65.6796,47.9115,41.306,35.7665,34.1011,27.7766,9.1038,13.8505,15.4263,16.3083,16.233,16.8353,43.948,39.33,37.139,34.4698,33.0333,29.7847,0.0434,0.1081,0.161,0.2954,0.401,0.7265,0.2096,0.3069,0.3876,0.6244,0.816,1.2854,4.6739,4.7787,4.8835,4.3443,4.9885,4.6664,4.6431,4.3587,4.9276,4.6253,4.4098,4.8408,4.2905,4.5613,4.8321,4.3617,3.9098,4.8136,3.2846,3.2241,3.0807,2.6733,2.4307,2.1272,0.9134,3.0026,0.0105,0.1225,0.1121,80.8397,86.7778,3.0766,58.5503,4.3592,-57797429.9439,74302767.0
2017-06-05,4.756,2668807.0,IG.MI,4.7933,4.7412,4.6626,4.6341,4.5808,4.3773,4.7887,4.7687,4.7234,4.6641,4.6337,4.4968,4.7922,4.794,4.7803,4.756,4.7423,4.6814,4.731,4.6218,4.5682,4.5326,4.4966,4.4538,56.2095,59.5358,60.0158,60.872,61.2271,60.0665,41.4931,33.4746,31.1063,30.4979,27.749,15.657,0.044,0.374,0.136,0.124,0.408,0.654,-94.3396,32.5226,58.8344,110.6267,135.6106,132.681,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,12.4191,19.0717,20.0316,21.744,22.4541,20.1331,1.0093,1.0853,1.0294,1.0268,1.0938,1.1594,33.3333,0.0,0.0,60.0,71.4286,28.5714,85.7143,64.2857,90.4762,0.0,2.381,95.2381,24.3844,26.5605,26.2695,27.4125,27.9206,24.2344,20.3244,19.6707,19.5056,18.5356,17.8544,17.7434,33.4328,33.8991,33.405,32.5355,31.6865,29.0941,0.0849,0.1425,0.194,0.3303,0.4379,0.7652,0.1397,0.2455,0.3323,0.5798,0.7772,1.2548,4.7235,4.7933,4.8632,4.5893,4.8931,4.7412,4.6626,4.3687,4.9565,4.6341,4.4083,4.86,4.3155,4.5808,4.846,4.3773,3.9173,4.8373,2.9293,3.0454,2.9876,2.6763,2.456,2.1633,0.9239,3.0202,0.0089,0.1232,0.1143,84.215,77.2884,2.8278,54.5443,4.3705,-59398714.1439,71633960.0
2017-06-06,4.778,2358075.0,IG.MI,4.7913,4.774,4.6951,4.6503,4.6009,4.3949,4.781,4.7809,4.7523,4.6833,4.6516,4.5154,4.7884,4.7985,4.7931,4.7756,4.7626,4.702,4.7314,4.6423,4.5815,4.5396,4.5086,4.4697,60.9727,61.7488,61.5219,61.6558,61.7932,60.4069,28.8717,29.8607,29.2905,29.9655,27.6032,15.8169,-0.006,0.164,0.228,0.226,0.422,0.738,-62.6667,-14.1414,39.6867,83.5624,115.1386,121.8301,0.85,0.85,0.85,0.85,0.85,0.85,21.9454,23.4976,23.0438,23.3115,23.5864,20.8138,0.9987,1.0355,1.0501,1.0496,1.0969,1.1827,0.0,0.0,0.0,40.0,57.1429,14.2857,78.5714,57.1429,85.7143,0.0,0.0,92.8571,3.6287,15.4052,18.3954,23.0445,24.6882,22.3726,24.1558,21.834,21.0493,19.4102,18.5049,18.1118,25.9749,29.7861,30.5393,31.0351,30.6372,28.5516,0.0866,0.144,0.1963,0.3367,0.4471,0.777,0.0932,0.1964,0.2848,0.5384,0.7402,1.2249,4.7202,4.7913,4.8625,4.6909,4.8571,4.774,4.6951,4.4079,4.9824,4.6503,4.418,4.8825,4.3429,4.6009,4.8588,4.3949,3.9313,4.8584,2.502,2.7599,2.7882,2.5933,2.408,2.1419,0.9345,3.0377,0.0078,0.124,0.1162,78.5067,71.4538,2.4422,57.9649,4.3815,-57748061.6439,73992035.0
2017-06-07,4.744,1877264.0,IG.MI,4.7593,4.7804,4.7469,4.6597,4.6159,4.4113,4.7573,4.7709,4.7645,4.6958,4.6646,4.5317,4.7594,4.7794,4.7846,4.7819,4.7736,4.7178,4.7343,4.6442,4.6114,4.5429,4.5156,4.4818,48.6943,55.8484,57.6093,59.6666,60.363,59.6026,25.4393,28.2344,28.3245,29.616,27.5329,15.9935,-0.096,0.032,0.362,0.132,0.316,0.69,-70.4545,-71.5613,18.9952,69.15,100.7878,114.7619,-0.4314,-0.4314,-0.4314,-0.4314,-0.4314,-0.4314,-2.6114,11.6967,15.2186,19.3333,20.726,19.2053,0.9802,1.0068,1.0826,1.0286,1.0714,1.1702,0.0,100.0,0.0,20.0,42.8571,0.0,71.4286,50.0,80.9524,66.6667,2.381,90.4762,18.5746,21.7292,22.5287,25.0731,26.1256,23.2368,16.9322,18.296,18.6672,18.2543,17.7194,17.6811,24.6572,28.4546,29.5241,30.4713,30.2522,28.3856,0.0578,0.1152,0.1683,0.3127,0.4258,0.7585,0.0841,0.1791,0.2661,0.5219,0.7269,1.2177,4.7312,4.7593,4.7875,4.7141,4.8467,4.7804,4.7469,4.616,4.8778,4.6597,4.4237,4.8957,4.3632,4.6159,4.8686,4.4113,3.9484,4.8742,2.3966,2.6538,2.7142,2.5789,2.4121,2.1571,0.9451,3.0548,0.0034,0.1206,0.1171,65.9026,48.9656,2.3186,59.927,4.3923,-58373816.3105,72114771.0
2017-06-08,4.786,4202424.0,IG.MI,4.7693,4.7808,4.7714,4.6666,4.6323,4.4268,4.7707,4.7728,4.7743,4.7126,4.6801,4.5491,4.7798,4.7903,4.7956,4.7964,4.7898,4.7361,4.7375,4.6449,4.6291,4.5459,4.5245,4.4945,62.6361,61.5253,61.1684,61.3265,61.5182,60.272,23.1511,26.9334,27.4965,29.2915,27.4659,16.166,0.03,0.002,0.172,0.096,0.344,0.652,80.0,-43.4322,-8.6004,63.931,92.952,111.194,1.0,1.0,1.0,1.0,1.0,1.0,25.2723,23.0506,22.3368,22.6529,23.0365,20.544,1.0063,1.0004,1.0373,1.0205,1.0774,1.1577,0.0,66.6667,0.0,0.0,28.5714,0.0,64.2857,42.8571,76.1905,61.9048,0.0,88.0952,18.5746,21.7292,22.5287,25.0731,26.1256,23.2368,12.7748,15.9519,17.0355,17.4428,17.1643,17.3741,18.6032,24.809,26.9433,29.1166,29.3046,27.8927,0.0385,0.0921,0.1442,0.2903,0.4055,0.7405,0.0561,0.1433,0.2281,0.4846,0.6923,1.1887,4.7329,4.7693,4.8058,4.7144,4.8472,4.7808,4.7714,4.6972,4.8456,4.6666,4.4221,4.9111,4.3822,4.6323,4.8823,4.4268,3.9584,4.8952,2.0991,2.4136,2.5269,2.4841,2.3507,2.1241,0.9557,3.0721,0.0022,0.1198,0.1177,53.4899,40.0504,2.0905,56.7224,4.4029,-54171392.3105,76317195.0
2017-06-09,4.692,2693512.0,IG.MI,4.7407,4.7512,4.7686,4.6759,4.6473,4.44,4.732,4.7432,4.7544,4.716,4.6855,4.5614,4.7159,4.7424,4.76,4.7837,4.7868,4.7442,4.7313,4.652,4.6297,4.5484,4.5293,4.5008,32.7548,45.2488,50.1698,55.7925,57.5748,58.0662,32.7818,28.857,28.1279,29.2986,27.5441,16.3761,-0.086,-0.148,-0.02,0.13,0.316,0.552,-100.0,-163.1206,-107.2581,38.6869,64.5661,96.8103,-0.5316,-0.5316,-0.5316,-0.5316,-0.5316,-0.5316,-34.4904,-9.5025,0.3396,11.585,15.1497,16.1323,0.982,0.9694,0.9958,1.0285,1.0722,1.1333,100.0,100.0,100.0,0.0,14.2857,0.0,57.1429,35.7143,71.4286,57.1429,19.0476,85.7143,52.0432,36.5518,31.9161,29.3904,29.109,24.9893,7.1514,11.8872,13.9894,15.825,16.0381,16.7385,22.6728,25.5834,27.1051,28.999,29.209,27.8911,0.0257,0.0737,0.1236,0.2696,0.3862,0.7228,0.0814,0.1586,0.2395,0.494,0.7033,1.2044,4.6638,4.7407,4.8176,4.6848,4.8176,4.7512,4.7686,4.6845,4.8526,4.6759,4.4382,4.9136,4.4242,4.6473,4.8705,4.44,3.9735,4.9064,2.5499,2.6431,2.6904,2.5935,2.444,2.1952,0.9664,3.0883,-0.0058,0.1104,0.1162,37.9152,24.7296,1.9644,47.3518,4.4133,-56183002.5384,73623683.0
2017-06-12,4.556,3978290.0,IG.MI,4.678,4.7112,4.736,4.6694,4.6514,4.4506,4.6397,4.6781,4.7013,4.7001,4.6772,4.5668,4.592,4.64,4.6763,4.7387,4.76,4.7392,4.6908,4.6341,4.6203,4.5484,4.5295,4.5021,16.0932,30.6057,38.4883,48.9151,52.4658,55.0786,38.076,27.5082,25.397,27.7812,26.8877,16.375,-0.188,-0.2,-0.228,-0.09,0.086,0.448,-100.0,-166.6667,-216.5271,-52.1505,-43.883,46.3748,-0.7059,-0.7059,-0.7059,-0.7059,-0.7059,-0.7059,-67.8137,-38.7886,-23.0233,-2.1699,4.9315,10.1573,0.9604,0.9579,0.9523,0.9806,1.0192,1.1091,66.6667,100.0,100.0,80.0,0.0,100.0,50.0,28.5714,66.6667,52.381,16.6667,83.3333,48.6644,22.1127,9.0113,8.0557,13.7602,16.3326,39.3484,30.3278,26.8102,22.4086,20.6988,19.326,13.5874,19.344,22.3777,26.3353,27.304,26.8712,0.1571,0.199,0.246,0.3903,0.5078,0.8456,0.0543,0.1269,0.2053,0.4587,0.6698,1.1758,4.4892,4.678,4.8668,4.5425,4.8799,4.7112,4.736,4.5672,4.9048,4.6694,4.4241,4.9148,4.4385,4.6514,4.8643,4.4506,3.9947,4.9066,2.9213,2.88,2.8765,2.7309,2.5643,2.2906,0.9771,3.103,-0.0203,0.0909,0.1111,28.6926,21.2979,1.6715,43.3247,4.4235,-58757190.1854,69645393.0
2017-06-13,4.584,1741047.0,IG.MI,4.6107,4.6724,4.6994,4.6713,4.65,4.4599,4.5927,4.6357,4.6633,4.6887,4.6711,4.573,4.573,4.6007,4.6339,4.7086,4.7409,4.7368,4.6601,4.6255,4.614,4.5487,4.5299,4.5038,27.4847,35.9407,41.7463,50.2741,53.3605,55.5609,41.6055,26.4291,23.0562,26.3723,26.2626,16.374,-0.202,-0.194,-0.256,0.026,-0.03,0.39,-53.0201,-85.8283,-119.4903,-56.079,-49.0671,41.8974,0.2,0.2,0.2,0.2,0.2,0.2,-45.0306,-28.1185,-16.5074,0.5482,6.7209,11.1217,0.9578,0.9594,0.9471,1.0057,0.9935,1.093,33.3333,66.6667,80.0,60.0,0.0,85.7143,42.8571,21.4286,61.9048,47.619,14.2857,80.9524,48.6644,22.1127,9.0113,8.0557,13.7602,16.3326,31.1554,26.7589,24.6186,21.4791,20.0967,19.0144,10.7583,17.0677,20.5485,25.2429,26.5098,26.4379,0.1047,0.1592,0.2108,0.3625,0.4836,0.8255,0.0362,0.1015,0.176,0.426,0.6379,1.1478,4.4934,4.6107,4.7279,4.494,4.8508,4.6724,4.6994,4.5257,4.8731,4.6713,4.429,4.9136,4.4357,4.65,4.8643,4.4599,4.0094,4.9104,2.4447,2.5953,2.6687,2.6295,2.5,2.2587,0.9878,3.1178,-0.0275,0.0768,0.1043,19.5827,12.7205,1.5397,43.6664,4.4334,-58408980.7854,71386440.0
2017-06-14,4.71,4104980.0,IG.MI,4.6167,4.6656,4.6929,4.6777,4.6537,4.4708,4.6423,4.6483,4.6659,4.6938,4.6765,4.5847,4.6655,4.6514,4.6621,4.7152,4.7458,4.7457,4.6606,4.6265,4.6154,4.5505,4.5313,4.5089,62.1609,55.2799,54.4204,55.9529,57.1695,57.6562,44.4411,28.2338,24.0721,26.3944,26.2763,16.5485,0.018,-0.034,-0.046,0.09,0.078,0.458,100.0,22.9624,-0.589,12.8307,33.0574,77.2233,0.6036,0.6036,0.6036,0.6036,0.6036,0.6036,24.3217,10.5598,8.8408,11.9059,14.3391,15.3124,1.0038,0.9928,0.9903,1.0195,1.0168,1.1077,0.0,33.3333,60.0,40.0,57.1429,71.4286,35.7143,14.2857,57.1429,42.8571,11.9048,78.5714,50.1124,35.4526,30.1676,26.6828,26.5502,23.7001,15.652,18.2467,18.9018,18.8136,18.3219,18.0679,47.097,38.2906,35.2328,32.5075,31.5677,29.2923,0.0698,0.1273,0.1807,0.3366,0.4606,0.8058,0.2101,0.2672,0.3368,0.5815,0.7936,1.3064,4.4827,4.6167,4.7506,4.4963,4.8349,4.6656,4.6929,4.5248,4.8609,4.6777,4.4364,4.919,4.4381,4.6537,4.8693,4.4708,4.0188,4.9228,3.1573,2.9634,2.8996,2.713,2.5417,2.2582,0.9985,3.1337,-0.0235,0.0749,0.0984,20.81,28.4116,1.8925,48.3086,4.4432,-57558399.344,75491420.0
2017-06-15,4.57,3155336.0,IG.MI,4.6213,4.6224,4.6631,4.6791,4.6546,4.479,4.619,4.6164,4.6352,4.6795,4.6689,4.5893,4.5948,4.6026,4.6197,4.6851,4.7252,4.741,4.6598,4.621,4.6121,4.5506,4.5315,4.5099,34.5918,38.9487,42.4485,49.2261,52.1962,54.7195,44.773,29.1722,24.6947,26.3518,26.2592,16.7102,0.014,-0.216,-0.208,0.02,0.018,0.346,-24.0678,-31.7021,-58.1067,-46.0626,-27.8413,47.3445,-0.8154,-0.8154,-0.8154,-0.8154,-0.8154,-0.8154,-30.8165,-22.1025,-15.1029,-1.5479,4.3923,9.4391,1.0031,0.9549,0.9565,1.0044,1.004,1.0819,66.6667,0.0,40.0,20.0,42.8571,57.1429,28.5714,7.1429,52.381,38.0952,9.5238,76.1905,45.4367,32.9259,28.4304,25.7974,25.9177,23.3412,12.0141,15.4477,16.769,17.6844,17.5465,17.6385,32.0231,30.6139,30.0917,29.9808,29.8238,28.3798,0.0526,0.1079,0.1609,0.3185,0.4447,0.7926,0.1401,0.2138,0.2887,0.54,0.7558,1.2753,4.4954,4.6213,4.7472,4.4923,4.7525,4.6224,4.6631,4.4923,4.834,4.6791,4.4407,4.9176,4.4405,4.6546,4.8687,4.479,4.0327,4.9254,3.1905,3.056,2.9992,2.8152,2.6407,2.3449,1.0093,3.1481,-0.0296,0.0615,0.091,23.7033,29.9776,1.705,41.2549,4.4528,-60713735.344,72336084.0
